Year,UNIT_MEASURE,Value
2002,Broj,10
2003,Broj,5
2004,Broj,18
2005,Broj,9
2006,Broj,15
2007,Broj,17
2008,Broj,11
2009,Broj,5
2010,Broj,7
2011,Broj,5
2012,Broj,6
2013,Broj,5
2014,Broj,6
2015,Broj,4
2016,Broj,9
2017,Broj,9
2018,Broj,5
2019,Broj,42
