Year,UNIT_MEASURE,Value
1996,permil,15.2
1997,permil,14.6
1998,permil,14.1
1999,permil,12.3
2000,permil,11.0
2001,permil,10.4
2002,permil,10.0
2003,permil,10.0
2004,permil,9.6
2005,permil,9.8
2006,permil,9.7
2007,permil,9.7
2008,permil,10.3
2009,permil,10.3
2010,permil,10.0
2011,permil,9.5
2012,permil,9.7
2013,permil,9.1
2014,permil,9.0
2015,permil,8.8
2016,permil,8.9
2017,permil,9.0
2018,permil,8.6
2019,permil,8.2
2020,permil,7.9
2021,permil,7.8
2022,permil,7.7
2023,permil,7.5
