Year,UNIT_MEASURE,Spol,Value
2010,Broj,Oba spola,
2011,Broj,Oba spola,
2012,Broj,Oba spola,
2013,Broj,Oba spola,
2014,Broj,Oba spola,
2015,Broj,Oba spola,
2016,Broj,Oba spola,
2017,Broj,Oba spola,
2018,Broj,Oba spola,
2019,Broj,Oba spola,
2010,Broj,M,
2011,Broj,M,
2012,Broj,M,
2013,Broj,M,
2014,Broj,M,
2015,Broj,M,
2016,Broj,M,
2017,Broj,M,
2018,Broj,M,
2019,Broj,M,
2010,Broj,Ž,
2011,Broj,Ž,
2012,Broj,Ž,
2013,Broj,Ž,
2014,Broj,Ž,
2015,Broj,Ž,
2016,Broj,Ž,
2017,Broj,Ž,
2018,Broj,Ž,
2019,Broj,Ž,
