Year,UNIT_MEASURE,Spol,Starosna dob,Value
2020,Broj,Oba spola,60,32811
2020,Broj,Oba spola,61,32633
2020,Broj,Oba spola,62,30538
2020,Broj,Oba spola,63,28782
2020,Broj,Oba spola,64,28986
2020,Broj,Oba spola,65,28807
2020,Broj,Oba spola,66,27159
2020,Broj,Oba spola,67,26631
2020,Broj,Oba spola,68,24003
2020,Broj,Oba spola,69,21469
2020,Broj,Oba spola,70,21110
2020,Broj,Oba spola,71,19905
2020,Broj,Oba spola,72,17368
2020,Broj,Oba spola,73,17971
2020,Broj,Oba spola,74,13496
2020,Broj,Oba spola,75,12154
2020,Broj,Oba spola,76,11073
2020,Broj,Oba spola,77,10749
2020,Broj,Oba spola,78,11526
2020,Broj,Oba spola,79,11587
2020,Broj,Oba spola,80,11732
2020,Broj,Oba spola,81,10111
2020,Broj,Oba spola,82,9250
2020,Broj,Oba spola,83,8025
2020,Broj,Oba spola,84,7094
2020,Broj,Oba spola,85,6045
2020,Broj,Oba spola,86,5338
2020,Broj,Oba spola,87,4200
2020,Broj,Oba spola,88,3237
2020,Broj,Oba spola,89,2528
2020,Broj,Oba spola,90,1915
2020,Broj,Oba spola,91,1422
2020,Broj,Oba spola,92,1042
2020,Broj,Oba spola,93,747
2020,Broj,Oba spola,94,516
2020,Broj,Oba spola,95,363
2020,Broj,Oba spola,96,252
2020,Broj,Oba spola,97,174
2020,Broj,Oba spola,98,116
2020,Broj,Oba spola,99,75
2020,Broj,Oba spola,100,48
2020,Broj,Oba spola,101,37
2020,Broj,Oba spola,102,21
2020,Broj,Oba spola,103,11
2020,Broj,Oba spola,104,6
2020,Broj,Oba spola,105,3
2020,Broj,Oba spola,106,2
2020,Broj,Oba spola,107,1
2020,Broj,Oba spola,108,1
2020,Broj,Oba spola,109,0
2020,Broj,Oba spola,110,0
2020,Broj,Oba spola,111,0
2020,Broj,Oba spola,112,0
2020,Broj,Oba spola,113,0
2020,Broj,Oba spola,114,0
2020,Broj,Oba spola,115,0
2020,Broj,Oba spola,116,0
2020,Broj,Oba spola,117,0
2020,Broj,Oba spola,118,0
2020,Broj,Oba spola,119,0
2020,Broj,Oba spola,120+,0
2025,Broj,Oba spola,Oba spola,2084413
2025,Broj,Oba spola,0,17062
2025,Broj,Oba spola,1,17292
2025,Broj,Oba spola,2,17548
2025,Broj,Oba spola,3,17813
2025,Broj,Oba spola,4,18077
2025,Broj,Oba spola,5,18367
2025,Broj,Oba spola,6,16714
2025,Broj,Oba spola,7,17884
2025,Broj,Oba spola,8,18535
2025,Broj,Oba spola,9,19139
2025,Broj,Oba spola,10,18855
2025,Broj,Oba spola,11,19386
2025,Broj,Oba spola,12,21096
2025,Broj,Oba spola,13,22280
2025,Broj,Oba spola,14,22267
2025,Broj,Oba spola,15,23165
2025,Broj,Oba spola,16,23512
2025,Broj,Oba spola,17,23198
2025,Broj,Oba spola,18,22031
2025,Broj,Oba spola,19,21751
2025,Broj,Oba spola,20,21475
2025,Broj,Oba spola,21,20907
2025,Broj,Oba spola,22,21138
2025,Broj,Oba spola,23,20788
2025,Broj,Oba spola,24,21245
2025,Broj,Oba spola,25,21606
2025,Broj,Oba spola,26,22747
2025,Broj,Oba spola,27,25142
2025,Broj,Oba spola,28,29289
2025,Broj,Oba spola,29,29477
2025,Broj,Oba spola,30,28970
2025,Broj,Oba spola,31,23428
2025,Broj,Oba spola,32,22130
2025,Broj,Oba spola,33,26243
2025,Broj,Oba spola,34,28661
2025,Broj,Oba spola,35,28629
2025,Broj,Oba spola,36,28629
2025,Broj,Oba spola,37,29805
2025,Broj,Oba spola,38,29535
2025,Broj,Oba spola,39,29639
2025,Broj,Oba spola,40,29795
2025,Broj,Oba spola,41,30945
2025,Broj,Oba spola,42,29847
2025,Broj,Oba spola,43,29853
2025,Broj,Oba spola,44,30393
2025,Broj,Oba spola,45,29788
2025,Broj,Oba spola,46,29477
2025,Broj,Oba spola,47,29607
2025,Broj,Oba spola,48,29613
2025,Broj,Oba spola,49,30496
2025,Broj,Oba spola,50,29648
2025,Broj,Oba spola,51,29411
2025,Broj,Oba spola,52,29135
2025,Broj,Oba spola,53,30260
2025,Broj,Oba spola,54,29606
2025,Broj,Oba spola,55,28316
2025,Broj,Oba spola,56,30310
2025,Broj,Oba spola,57,30514
2025,Broj,Oba spola,58,31359
2025,Broj,Oba spola,59,32040
2025,Broj,Oba spola,60,32322
2025,Broj,Oba spola,61,31993
2025,Broj,Oba spola,62,32198
2025,Broj,Oba spola,63,33026
2025,Broj,Oba spola,64,32356
2025,Broj,Oba spola,65,31627
2025,Broj,Oba spola,66,31270
2025,Broj,Oba spola,67,29118
2025,Broj,Oba spola,68,27232
2025,Broj,Oba spola,69,27138
2025,Broj,Oba spola,70,26674
2025,Broj,Oba spola,71,24849
2025,Broj,Oba spola,72,24047
2025,Broj,Oba spola,73,21384
2025,Broj,Oba spola,74,18836
2025,Broj,Oba spola,75,18193
2025,Broj,Oba spola,76,16835
2025,Broj,Oba spola,77,14438
2025,Broj,Oba spola,78,14603
2025,Broj,Oba spola,79,10762
2025,Broj,Oba spola,80,9471
2025,Broj,Oba spola,81,8378
2025,Broj,Oba spola,82,7872
2025,Broj,Oba spola,83,8100
2025,Broj,Oba spola,84,7805
2025,Broj,Oba spola,85,7537
2025,Broj,Oba spola,86,6192
2025,Broj,Oba spola,87,5377
2025,Broj,Oba spola,88,4402
2025,Broj,Oba spola,89,3658
2025,Broj,Oba spola,90,2915
2025,Broj,Oba spola,91,2393
2025,Broj,Oba spola,92,1739
2025,Broj,Oba spola,93,1230
2025,Broj,Oba spola,94,874
2025,Broj,Oba spola,95,599
2025,Broj,Oba spola,96,401
2025,Broj,Oba spola,97,264
2025,Broj,Oba spola,98,169
2025,Broj,Oba spola,99,104
2025,Broj,Oba spola,100,65
2025,Broj,Oba spola,101,40
2025,Broj,Oba spola,102,24
2025,Broj,Oba spola,103,14
2025,Broj,Oba spola,104,8
2025,Broj,Oba spola,105,5
2025,Broj,Oba spola,106,3
2025,Broj,Oba spola,107,1
2025,Broj,Oba spola,108,1
2025,Broj,Oba spola,109,0
2025,Broj,Oba spola,110,0
2025,Broj,Oba spola,111,0
2025,Broj,Oba spola,112,0
2025,Broj,Oba spola,113,0
2025,Broj,Oba spola,114,0
2025,Broj,Oba spola,115,0
2025,Broj,Oba spola,116,0
2025,Broj,Oba spola,117,0
2025,Broj,Oba spola,118,0
2025,Broj,Oba spola,119,0
2025,Broj,Oba spola,120+,0
2030,Broj,Oba spola,Oba spola,1988405
2030,Broj,Oba spola,0,14980
2030,Broj,Oba spola,1,15202
2030,Broj,Oba spola,2,15467
2030,Broj,Oba spola,3,15766
2030,Broj,Oba spola,4,16095
2030,Broj,Oba spola,5,16448
2030,Broj,Oba spola,6,16813
2030,Broj,Oba spola,7,17175
2030,Broj,Oba spola,8,17515
2030,Broj,Oba spola,9,17821
2030,Broj,Oba spola,10,18153
2030,Broj,Oba spola,11,16536
2030,Broj,Oba spola,12,17693
2030,Broj,Oba spola,13,18307
2030,Broj,Oba spola,14,18890
2030,Broj,Oba spola,15,18592
2030,Broj,Oba spola,16,19051
2030,Broj,Oba spola,17,20571
2030,Broj,Oba spola,18,21469
2030,Broj,Oba spola,19,21079
2030,Broj,Oba spola,20,21486
2030,Broj,Oba spola,21,21328
2030,Broj,Oba spola,22,20654
2030,Broj,Oba spola,23,19302
2030,Broj,Oba spola,24,18935
2030,Broj,Oba spola,25,18670
2030,Broj,Oba spola,26,18196
2030,Broj,Oba spola,27,18547
2030,Broj,Oba spola,28,18342
2030,Broj,Oba spola,29,18939
2030,Broj,Oba spola,30,19412
2030,Broj,Oba spola,31,20578
2030,Broj,Oba spola,32,22823
2030,Broj,Oba spola,33,26802
2030,Broj,Oba spola,34,27053
2030,Broj,Oba spola,35,26884
2030,Broj,Oba spola,36,21830
2030,Broj,Oba spola,37,20748
2030,Broj,Oba spola,38,24706
2030,Broj,Oba spola,39,26978
2030,Broj,Oba spola,40,26974
2030,Broj,Oba spola,41,27038
2030,Broj,Oba spola,42,28240
2030,Broj,Oba spola,43,28026
2030,Broj,Oba spola,44,28207
2030,Broj,Oba spola,45,28412
2030,Broj,Oba spola,46,29603
2030,Broj,Oba spola,47,28601
2030,Broj,Oba spola,48,28686
2030,Broj,Oba spola,49,29288
2030,Broj,Oba spola,50,28779
2030,Broj,Oba spola,51,28557
2030,Broj,Oba spola,52,28752
2030,Broj,Oba spola,53,28803
2030,Broj,Oba spola,54,29707
2030,Broj,Oba spola,55,28919
2030,Broj,Oba spola,56,28732
2030,Broj,Oba spola,57,28481
2030,Broj,Oba spola,58,29580
2030,Broj,Oba spola,59,28956
2030,Broj,Oba spola,60,27714
2030,Broj,Oba spola,61,29606
2030,Broj,Oba spola,62,29759
2030,Broj,Oba spola,63,30501
2030,Broj,Oba spola,64,31056
2030,Broj,Oba spola,65,31198
2030,Broj,Oba spola,66,30719
2030,Broj,Oba spola,67,30701
2030,Broj,Oba spola,68,31231
2030,Broj,Oba spola,69,30328
2030,Broj,Oba spola,70,29371
2030,Broj,Oba spola,71,28714
2030,Broj,Oba spola,72,26448
2030,Broj,Oba spola,73,24404
2030,Broj,Oba spola,74,23955
2030,Broj,Oba spola,75,23171
2030,Broj,Oba spola,76,21215
2030,Broj,Oba spola,77,20182
2030,Broj,Oba spola,78,17623
2030,Broj,Oba spola,79,15213
2030,Broj,Oba spola,80,14361
2030,Broj,Oba spola,81,12944
2030,Broj,Oba spola,82,10793
2030,Broj,Oba spola,83,10544
2030,Broj,Oba spola,84,7506
2030,Broj,Oba spola,85,6350
2030,Broj,Oba spola,86,5369
2030,Broj,Oba spola,87,4810
2030,Broj,Oba spola,88,4690
2030,Broj,Oba spola,89,4266
2030,Broj,Oba spola,90,3869
2030,Broj,Oba spola,91,2973
2030,Broj,Oba spola,92,2400
2030,Broj,Oba spola,93,1815
2030,Broj,Oba spola,94,1382
2030,Broj,Oba spola,95,1002
2030,Broj,Oba spola,96,748
2030,Broj,Oba spola,97,492
2030,Broj,Oba spola,98,314
2030,Broj,Oba spola,99,201
2030,Broj,Oba spola,100,123
2030,Broj,Oba spola,101,73
2030,Broj,Oba spola,102,43
2030,Broj,Oba spola,103,24
2030,Broj,Oba spola,104,13
2030,Broj,Oba spola,105,7
2030,Broj,Oba spola,106,4
2030,Broj,Oba spola,107,2
2030,Broj,Oba spola,108,1
2030,Broj,Oba spola,109,0
2030,Broj,Oba spola,110,0
2030,Broj,Oba spola,111,0
2030,Broj,Oba spola,112,0
2030,Broj,Oba spola,113,0
2030,Broj,Oba spola,114,0
2030,Broj,Oba spola,115,0
2030,Broj,Oba spola,116,0
2030,Broj,Oba spola,117,0
2030,Broj,Oba spola,118,0
2030,Broj,Oba spola,119,0
2030,Broj,Oba spola,120+,0
2035,Broj,Oba spola,Oba spola,1882044
2035,Broj,Oba spola,0,13117
2035,Broj,Oba spola,1,13286
2035,Broj,Oba spola,2,13506
2035,Broj,Oba spola,3,13775
2035,Broj,Oba spola,4,14091
2035,Broj,Oba spola,5,14447
2035,Broj,Oba spola,6,14788
2035,Broj,Oba spola,7,15143
2035,Broj,Oba spola,8,15506
2035,Broj,Oba spola,9,15869
2035,Broj,Oba spola,10,16232
2035,Broj,Oba spola,11,16592
2035,Broj,Oba spola,12,16940
2035,Broj,Oba spola,13,17265
2035,Broj,Oba spola,14,17555
2035,Broj,Oba spola,15,17887
2035,Broj,Oba spola,16,16254
2035,Broj,Oba spola,17,17290
2035,Broj,Oba spola,18,17671
2035,Broj,Oba spola,19,17948
2035,Broj,Oba spola,20,17286
2035,Broj,Oba spola,21,17296
2035,Broj,Oba spola,22,18309
2035,Broj,Oba spola,23,18815
2035,Broj,Oba spola,24,18229
2035,Broj,Oba spola,25,18558
2035,Broj,Oba spola,26,18457
2035,Broj,Oba spola,27,18012
2035,Broj,Oba spola,28,16968
2035,Broj,Oba spola,29,16869
2035,Broj,Oba spola,30,16837
2035,Broj,Oba spola,31,16571
2035,Broj,Oba spola,32,17079
2035,Broj,Oba spola,33,17002
2035,Broj,Oba spola,34,17676
2035,Broj,Oba spola,35,18172
2035,Broj,Oba spola,36,19291
2035,Broj,Oba spola,37,21362
2035,Broj,Oba spola,38,25148
2035,Broj,Oba spola,39,25382
2035,Broj,Oba spola,40,25415
2035,Broj,Oba spola,41,20701
2035,Broj,Oba spola,42,19758
2035,Broj,Oba spola,43,23576
2035,Broj,Oba spola,44,25730
2035,Broj,Oba spola,45,25746
2035,Broj,Oba spola,46,25855
2035,Broj,Oba spola,47,27075
2035,Broj,Oba spola,48,26913
2035,Broj,Oba spola,49,27162
2035,Broj,Oba spola,50,27415
2035,Broj,Oba spola,51,28645
2035,Broj,Oba spola,52,27727
2035,Broj,Oba spola,53,27868
2035,Broj,Oba spola,54,28498
2035,Broj,Oba spola,55,28043
2035,Broj,Oba spola,56,27864
2035,Broj,Oba spola,57,28081
2035,Broj,Oba spola,58,28144
2035,Broj,Oba spola,59,29030
2035,Broj,Oba spola,60,28274
2035,Broj,Oba spola,61,28095
2035,Broj,Oba spola,62,27827
2035,Broj,Oba spola,63,28831
2035,Broj,Oba spola,64,28165
2035,Broj,Oba spola,65,26885
2035,Broj,Oba spola,66,28534
2035,Broj,Oba spola,67,28499
2035,Broj,Oba spola,68,28977
2035,Broj,Oba spola,69,29250
2035,Broj,Oba spola,70,29113
2035,Broj,Oba spola,71,28379
2035,Broj,Oba spola,72,28042
2035,Broj,Oba spola,73,28175
2035,Broj,Oba spola,74,26987
2035,Broj,Oba spola,75,25762
2035,Broj,Oba spola,76,24780
2035,Broj,Oba spola,77,22478
2035,Broj,Oba spola,78,20368
2035,Broj,Oba spola,79,19601
2035,Broj,Oba spola,80,18564
2035,Broj,Oba spola,81,16584
2035,Broj,Oba spola,82,15361
2035,Broj,Oba spola,83,13021
2035,Broj,Oba spola,84,10873
2035,Broj,Oba spola,85,9895
2035,Broj,Oba spola,86,8564
2035,Broj,Oba spola,87,6839
2035,Broj,Oba spola,88,6369
2035,Broj,Oba spola,89,4305
2035,Broj,Oba spola,90,3444
2035,Broj,Oba spola,91,2736
2035,Broj,Oba spola,92,2290
2035,Broj,Oba spola,93,2072
2035,Broj,Oba spola,94,1736
2035,Broj,Oba spola,95,1443
2035,Broj,Oba spola,96,1012
2035,Broj,Oba spola,97,745
2035,Broj,Oba spola,98,511
2035,Broj,Oba spola,99,352
2035,Broj,Oba spola,100,229
2035,Broj,Oba spola,101,152
2035,Broj,Oba spola,102,89
2035,Broj,Oba spola,103,50
2035,Broj,Oba spola,104,28
2035,Broj,Oba spola,105,15
2035,Broj,Oba spola,106,8
2035,Broj,Oba spola,107,4
2035,Broj,Oba spola,108,2
2035,Broj,Oba spola,109,1
2035,Broj,Oba spola,110,0
2035,Broj,Oba spola,111,0
2035,Broj,Oba spola,112,0
2035,Broj,Oba spola,113,0
2035,Broj,Oba spola,114,0
2035,Broj,Oba spola,115,0
2035,Broj,Oba spola,116,0
2035,Broj,Oba spola,117,0
2035,Broj,Oba spola,118,0
2035,Broj,Oba spola,119,0
2035,Broj,Oba spola,120+,0
2040,Broj,Oba spola,Oba spola,1767237
2040,Broj,Oba spola,0,11787
2040,Broj,Oba spola,1,11881
2040,Broj,Oba spola,2,12017
2040,Broj,Oba spola,3,12193
2040,Broj,Oba spola,4,12408
2040,Broj,Oba spola,5,12656
2040,Broj,Oba spola,6,12932
2040,Broj,Oba spola,7,13232
2040,Broj,Oba spola,8,13557
2040,Broj,Oba spola,9,13902
2040,Broj,Oba spola,10,14265
2040,Broj,Oba spola,11,14600
2040,Broj,Oba spola,12,14942
2040,Broj,Oba spola,13,15287
2040,Broj,Oba spola,14,15632
2040,Broj,Oba spola,15,15972
2040,Broj,Oba spola,16,16278
2040,Broj,Oba spola,17,16510
2040,Broj,Oba spola,18,16635
2040,Broj,Oba spola,19,16636
2040,Broj,Oba spola,20,16655
2040,Broj,Oba spola,21,14733
2040,Broj,Oba spola,22,15434
2040,Broj,Oba spola,23,15503
2040,Broj,Oba spola,24,15629
2040,Broj,Oba spola,25,14973
2040,Broj,Oba spola,26,14998
2040,Broj,Oba spola,27,15971
2040,Broj,Oba spola,28,16531
2040,Broj,Oba spola,29,16119
2040,Broj,Oba spola,30,16626
2040,Broj,Oba spola,31,16714
2040,Broj,Oba spola,32,16503
2040,Broj,Oba spola,33,15685
2040,Broj,Oba spola,34,15737
2040,Broj,Oba spola,35,15805
2040,Broj,Oba spola,36,15612
2040,Broj,Oba spola,37,16168
2040,Broj,Oba spola,38,16132
2040,Broj,Oba spola,39,16823
2040,Broj,Oba spola,40,17313
2040,Broj,Oba spola,41,18381
2040,Broj,Oba spola,42,20306
2040,Broj,Oba spola,43,23930
2040,Broj,Oba spola,44,24144
2040,Broj,Oba spola,45,24321
2040,Broj,Oba spola,46,19867
2040,Broj,Oba spola,47,19033
2040,Broj,Oba spola,48,22745
2040,Broj,Oba spola,49,24820
2040,Broj,Oba spola,50,24868
2040,Broj,Oba spola,51,25026
2040,Broj,Oba spola,52,26263
2040,Broj,Oba spola,53,26139
2040,Broj,Oba spola,54,26427
2040,Broj,Oba spola,55,26698
2040,Broj,Oba spola,56,27927
2040,Broj,Oba spola,57,27059
2040,Broj,Oba spola,58,27219
2040,Broj,Oba spola,59,27847
2040,Broj,Oba spola,60,27418
2040,Broj,Oba spola,61,27243
2040,Broj,Oba spola,62,27435
2040,Broj,Oba spola,63,27455
2040,Broj,Oba spola,64,28241
2040,Broj,Oba spola,65,27430
2040,Broj,Oba spola,66,27147
2040,Broj,Oba spola,67,26736
2040,Broj,Oba spola,68,27495
2040,Broj,Oba spola,69,26662
2040,Broj,Oba spola,70,25248
2040,Broj,Oba spola,71,26523
2040,Broj,Oba spola,72,26216
2040,Broj,Oba spola,73,26344
2040,Broj,Oba spola,74,26258
2040,Broj,Oba spola,75,25779
2040,Broj,Oba spola,76,24763
2040,Broj,Oba spola,77,24093
2040,Broj,Oba spola,78,23811
2040,Broj,Oba spola,79,22388
2040,Broj,Oba spola,80,20959
2040,Broj,Oba spola,81,19702
2040,Broj,Oba spola,82,17440
2040,Broj,Oba spola,83,15358
2040,Broj,Oba spola,84,14328
2040,Broj,Oba spola,85,13121
2040,Broj,Oba spola,86,11288
2040,Broj,Oba spola,87,10048
2040,Broj,Oba spola,88,8152
2040,Broj,Oba spola,89,6485
2040,Broj,Oba spola,90,5600
2040,Broj,Oba spola,91,4575
2040,Broj,Oba spola,92,3430
2040,Broj,Oba spola,93,2983
2040,Broj,Oba spola,94,1867
2040,Broj,Oba spola,95,1376
2040,Broj,Oba spola,96,1004
2040,Broj,Oba spola,97,769
2040,Broj,Oba spola,98,634
2040,Broj,Oba spola,99,482
2040,Broj,Oba spola,100,362
2040,Broj,Oba spola,101,227
2040,Broj,Oba spola,102,148
2040,Broj,Oba spola,103,90
2040,Broj,Oba spola,104,54
2040,Broj,Oba spola,105,31
2040,Broj,Oba spola,106,18
2040,Broj,Oba spola,107,9
2040,Broj,Oba spola,108,4
2040,Broj,Oba spola,109,2
2040,Broj,Oba spola,110,1
2040,Broj,Oba spola,111,0
2040,Broj,Oba spola,112,0
2040,Broj,Oba spola,113,0
2040,Broj,Oba spola,114,0
2040,Broj,Oba spola,115,0
2040,Broj,Oba spola,116,0
2040,Broj,Oba spola,117,0
2040,Broj,Oba spola,118,0
2040,Broj,Oba spola,119,0
2040,Broj,Oba spola,120+,0
2045,Broj,Oba spola,Oba spola,1646377
2045,Broj,Oba spola,0,10673
2045,Broj,Oba spola,1,10763
2045,Broj,Oba spola,2,10881
2045,Broj,Oba spola,3,11022
2045,Broj,Oba spola,4,11187
2045,Broj,Oba spola,5,11372
2045,Broj,Oba spola,6,11564
2045,Broj,Oba spola,7,11775
2045,Broj,Oba spola,8,12004
2045,Broj,Oba spola,9,12248
2045,Broj,Oba spola,10,12506
2045,Broj,Oba spola,11,12778
2045,Broj,Oba spola,12,13067
2045,Broj,Oba spola,13,13376
2045,Broj,Oba spola,14,13704
2045,Broj,Oba spola,15,14045
2045,Broj,Oba spola,16,14331
2045,Broj,Oba spola,17,14568
2045,Broj,Oba spola,18,14734
2045,Broj,Oba spola,19,14818
2045,Broj,Oba spola,20,14824
2045,Broj,Oba spola,21,14771
2045,Broj,Oba spola,22,14679
2045,Broj,Oba spola,23,14563
2045,Broj,Oba spola,24,14419
2045,Broj,Oba spola,25,14476
2045,Broj,Oba spola,26,12731
2045,Broj,Oba spola,27,13524
2045,Broj,Oba spola,28,13648
2045,Broj,Oba spola,29,13919
2045,Broj,Oba spola,30,13464
2045,Broj,Oba spola,31,13624
2045,Broj,Oba spola,32,14643
2045,Broj,Oba spola,33,15270
2045,Broj,Oba spola,34,14959
2045,Broj,Oba spola,35,15531
2045,Broj,Oba spola,36,15680
2045,Broj,Oba spola,37,15566
2045,Broj,Oba spola,38,14856
2045,Broj,Oba spola,39,14978
2045,Broj,Oba spola,40,15094
2045,Broj,Oba spola,41,14941
2045,Broj,Oba spola,42,15517
2045,Broj,Oba spola,43,15500
2045,Broj,Oba spola,44,16197
2045,Broj,Oba spola,45,16680
2045,Broj,Oba spola,46,17710
2045,Broj,Oba spola,47,19531
2045,Broj,Oba spola,48,23038
2045,Broj,Oba spola,49,23252
2045,Broj,Oba spola,50,23543
2045,Broj,Oba spola,51,19306
2045,Broj,Oba spola,52,18563
2045,Broj,Oba spola,53,22187
2045,Broj,Oba spola,54,24191
2045,Broj,Oba spola,55,24251
2045,Broj,Oba spola,56,24430
2045,Broj,Oba spola,57,25654
2045,Broj,Oba spola,58,25545
2045,Broj,Oba spola,59,25846
2045,Broj,Oba spola,60,26114
2045,Broj,Oba spola,61,27305
2045,Broj,Oba spola,62,26449
2045,Broj,Oba spola,63,26572
2045,Broj,Oba spola,64,27121
2045,Broj,Oba spola,65,26634
2045,Broj,Oba spola,66,26359
2045,Broj,Oba spola,67,26406
2045,Broj,Oba spola,68,26259
2045,Broj,Oba spola,69,26812
2045,Broj,Oba spola,70,25847
2045,Broj,Oba spola,71,25368
2045,Broj,Oba spola,72,24746
2045,Broj,Oba spola,73,25176
2045,Broj,Oba spola,74,24135
2045,Broj,Oba spola,75,22571
2045,Broj,Oba spola,76,23382
2045,Broj,Oba spola,77,22788
2045,Broj,Oba spola,78,22542
2045,Broj,Oba spola,79,22088
2045,Broj,Oba spola,80,21284
2045,Broj,Oba spola,81,20017
2045,Broj,Oba spola,82,19018
2045,Broj,Oba spola,83,18315
2045,Broj,Oba spola,84,16727
2045,Broj,Oba spola,85,15180
2045,Broj,Oba spola,86,13780
2045,Broj,Oba spola,87,11756
2045,Broj,Oba spola,88,9930
2045,Broj,Oba spola,89,8855
2045,Broj,Oba spola,90,7721
2045,Broj,Oba spola,91,6291
2045,Broj,Oba spola,92,5282
2045,Broj,Oba spola,93,4016
2045,Broj,Oba spola,94,2973
2045,Broj,Oba spola,95,2375
2045,Broj,Oba spola,96,1790
2045,Broj,Oba spola,97,1233
2045,Broj,Oba spola,98,983
2045,Broj,Oba spola,99,559
2045,Broj,Oba spola,100,373
2045,Broj,Oba spola,101,244
2045,Broj,Oba spola,102,166
2045,Broj,Oba spola,103,121
2045,Broj,Oba spola,104,81
2045,Broj,Oba spola,105,53
2045,Broj,Oba spola,106,29
2045,Broj,Oba spola,107,16
2045,Broj,Oba spola,108,8
2045,Broj,Oba spola,109,4
2045,Broj,Oba spola,110,2
2045,Broj,Oba spola,111,1
2045,Broj,Oba spola,112,0
2045,Broj,Oba spola,113,0
2045,Broj,Oba spola,114,0
2045,Broj,Oba spola,115,0
2045,Broj,Oba spola,116,0
2045,Broj,Oba spola,117,0
2045,Broj,Oba spola,118,0
2045,Broj,Oba spola,119,0
2045,Broj,Oba spola,120+,0
2050,Broj,Oba spola,Oba spola,1522418
2050,Broj,Oba spola,0,9686
2050,Broj,Oba spola,1,9760
2050,Broj,Oba spola,2,9860
2050,Broj,Oba spola,3,9983
2050,Broj,Oba spola,4,10129
2050,Broj,Oba spola,5,10294
2050,Broj,Oba spola,6,10473
2050,Broj,Oba spola,7,10659
2050,Broj,Oba spola,8,10848
2050,Broj,Oba spola,9,11041
2050,Broj,Oba spola,10,11237
2050,Broj,Oba spola,11,11428
2050,Broj,Oba spola,12,11632
2050,Broj,Oba spola,13,11850
2050,Broj,Oba spola,14,12081
2050,Broj,Oba spola,15,12321
2050,Broj,Oba spola,16,12552
2050,Broj,Oba spola,17,12750
2050,Broj,Oba spola,18,12902
2050,Broj,Oba spola,19,13000
2050,Broj,Oba spola,20,13046
2050,Broj,Oba spola,21,13013
2050,Broj,Oba spola,22,12961
2050,Broj,Oba spola,23,12905
2050,Broj,Oba spola,24,12853
2050,Broj,Oba spola,25,12813
2050,Broj,Oba spola,26,12790
2050,Broj,Oba spola,27,12782
2050,Broj,Oba spola,28,12786
2050,Broj,Oba spola,29,12780
2050,Broj,Oba spola,30,13044
2050,Broj,Oba spola,31,11537
2050,Broj,Oba spola,32,12449
2050,Broj,Oba spola,33,12631
2050,Broj,Oba spola,34,12984
2050,Broj,Oba spola,35,12619
2050,Broj,Oba spola,36,12819
2050,Broj,Oba spola,37,13819
2050,Broj,Oba spola,38,14451
2050,Broj,Oba spola,39,14179
2050,Broj,Oba spola,40,14775
2050,Broj,Oba spola,41,14953
2050,Broj,Oba spola,42,14898
2050,Broj,Oba spola,43,14257
2050,Broj,Oba spola,44,14425
2050,Broj,Oba spola,45,14574
2050,Broj,Oba spola,46,14450
