Year,UNIT_MEASURE,Пол,Старосна доб,Value
1996,Број,Оба пола,60,24491
1996,Број,Оба пола,61,23716
1996,Број,Оба пола,62,22397
1996,Број,Оба пола,63,20792
1996,Број,Оба пола,64,20364
1996,Број,Оба пола,65,19341
1996,Број,Оба пола,66,18083
1996,Број,Оба пола,67,16535
1996,Број,Оба пола,68,14637
1996,Број,Оба пола,69,12849
1996,Број,Оба пола,70,11555
1996,Број,Оба пола,71,9934
1996,Број,Оба пола,72,8678
1996,Број,Оба пола,73,7827
1996,Број,Оба пола,74,6623
1996,Број,Оба пола,75,6304
1996,Број,Оба пола,76,4807
1996,Број,Оба пола,77,2882
1996,Број,Оба пола,78,2266
1996,Број,Оба пола,79,1946
1996,Број,Оба пола,80,2277
1996,Број,Оба пола,81,2699
1996,Број,Оба пола,82,2248
1996,Број,Оба пола,83,1978
1996,Број,Оба пола,84,1563
1996,Број,Оба пола,85+,5810
1996,Број,M,Укупно,1047552
1996,Број,M,0,18350
1996,Број,M,1,17477
1996,Број,M,2,14194
1996,Број,M,3,13351
1996,Број,M,4,15181
1996,Број,M,5,16831
1996,Број,M,6,16975
1996,Број,M,7,16732
1996,Број,M,8,17345
1996,Број,M,9,17395
1996,Број,M,10,17215
1996,Број,M,11,17292
1996,Број,M,12,17596
1996,Број,M,13,16995
1996,Број,M,14,17046
1996,Број,M,15,17176
1996,Број,M,16,16713
1996,Број,M,17,16537
1996,Број,M,18,16448
1996,Број,M,19,16303
1996,Број,M,20,16745
1996,Број,M,21,16191
1996,Број,M,22,15934
1996,Број,M,23,15636
1996,Број,M,24,16440
1996,Број,M,25,16065
1996,Број,M,26,15417
1996,Број,M,27,16546
1996,Број,M,28,16643
1996,Број,M,29,17155
1996,Број,M,30,17555
1996,Број,M,31,17668
1996,Број,M,32,17857
1996,Број,M,33,17979
1996,Број,M,34,18538
1996,Број,M,35,18427
1996,Број,M,36,18170
1996,Број,M,37,18553
1996,Број,M,38,17310
1996,Број,M,39,16919
1996,Број,M,40,17303
1996,Број,M,41,17248
1996,Број,M,42,16836
1996,Број,M,43,16407
1996,Број,M,44,14880
1996,Број,M,45,13894
1996,Број,M,46,13995
1996,Број,M,47,13120
1996,Број,M,48,11848
1996,Број,M,49,12546
1996,Број,M,50,9973
1996,Број,M,51,9328
1996,Број,M,52,9321
1996,Број,M,53,9406
1996,Број,M,54,11078
1996,Број,M,55,11732
1996,Број,M,56,12342
1996,Број,M,57,11678
1996,Број,M,58,11673
1996,Број,M,59,11723
1996,Број,M,60,11636
1996,Број,M,61,10958
1996,Број,M,62,10395
1996,Број,M,63,9598
1996,Број,M,64,9492
1996,Број,M,65,9105
1996,Број,M,66,8204
1996,Број,M,67,7492
1996,Број,M,68,6315
1996,Број,M,69,5215
1996,Број,M,70,4396
1996,Број,M,71,3593
1996,Број,M,72,3128
1996,Број,M,73,2649
1996,Број,M,74,2167
1996,Број,M,75,2107
1996,Број,M,76,1611
1996,Број,M,77,974
1996,Број,M,78,769
1996,Број,M,79,691
1996,Број,M,80,756
1996,Број,M,81,953
1996,Број,M,82,810
1996,Број,M,83,663
1996,Број,M,84,574
1996,Број,M,85+,2070
1996,Број,Ж,Укупно,1093789
1996,Број,Ж,0,17171
1996,Број,Ж,1,16712
1996,Број,Ж,2,13273
1996,Број,Ж,3,12448
1996,Број,Ж,4,15038
1996,Број,Ж,5,15929
1996,Број,Ж,6,15948
1996,Број,Ж,7,16080
1996,Број,Ж,8,16519
1996,Број,Ж,9,16162
1996,Број,Ж,10,16300
1996,Број,Ж,11,16340
1996,Број,Ж,12,17078
1996,Број,Ж,13,16386
1996,Број,Ж,14,16212
1996,Број,Ж,15,16523
1996,Број,Ж,16,16180
1996,Број,Ж,17,15991
1996,Број,Ж,18,16065
1996,Број,Ж,19,16133
1996,Број,Ж,20,16548
1996,Број,Ж,21,16106
1996,Број,Ж,22,16056
1996,Број,Ж,23,15955
1996,Број,Ж,24,16348
1996,Број,Ж,25,16032
1996,Број,Ж,26,15365
1996,Број,Ж,27,16369
1996,Број,Ж,28,16629
1996,Број,Ж,29,17174
1996,Број,Ж,30,17639
1996,Број,Ж,31,17965
1996,Број,Ж,32,17830
1996,Број,Ж,33,18104
1996,Број,Ж,34,18936
1996,Број,Ж,35,18616
1996,Број,Ж,36,18654
1996,Број,Ж,37,18436
1996,Број,Ж,38,17930
1996,Број,Ж,39,16854
1996,Број,Ж,40,17157
1996,Број,Ж,41,17649
1996,Број,Ж,42,16623
1996,Број,Ж,43,17043
1996,Број,Ж,44,15583
1996,Број,Ж,45,14654
1996,Број,Ж,46,14874
1996,Број,Ж,47,14360
1996,Број,Ж,48,13145
1996,Број,Ж,49,13737
1996,Број,Ж,50,10797
1996,Број,Ж,51,10404
1996,Број,Ж,52,10099
1996,Број,Ж,53,10765
1996,Број,Ж,54,11993
1996,Број,Ж,55,13133
1996,Број,Ж,56,13888
1996,Број,Ж,57,13145
1996,Број,Ж,58,13379
1996,Број,Ж,59,13046
1996,Број,Ж,60,12855
1996,Број,Ж,61,12758
1996,Број,Ж,62,12002
1996,Број,Ж,63,11194
1996,Број,Ж,64,10872
1996,Број,Ж,65,10236
1996,Број,Ж,66,9879
1996,Број,Ж,67,9043
1996,Број,Ж,68,8322
1996,Број,Ж,69,7634
1996,Број,Ж,70,7159
1996,Број,Ж,71,6341
1996,Број,Ж,72,5550
1996,Број,Ж,73,5178
1996,Број,Ж,74,4456
1996,Број,Ж,75,4197
1996,Број,Ж,76,3196
1996,Број,Ж,77,1908
1996,Број,Ж,78,1497
1996,Број,Ж,79,1255
1996,Број,Ж,80,1521
1996,Број,Ж,81,1746
1996,Број,Ж,82,1438
1996,Број,Ж,83,1315
1996,Број,Ж,84,989
1996,Број,Ж,85+,3740
1997,Број,Оба пола,Укупно,2161442
1997,Број,Оба пола,0,35240
1997,Број,Оба пола,1,35488
1997,Број,Оба пола,2,34173
1997,Број,Оба пола,3,27459
1997,Број,Оба пола,4,25795
1997,Број,Оба пола,5,30210
1997,Број,Оба пола,6,32752
1997,Број,Оба пола,7,32917
1997,Број,Оба пола,8,32804
1997,Број,Оба пола,9,33858
1997,Број,Оба пола,10,33550
1997,Број,Оба пола,11,33512
1997,Број,Оба пола,12,33621
1997,Број,Оба пола,13,34671
1997,Број,Оба пола,14,33374
1997,Број,Оба пола,15,33242
1997,Број,Оба пола,16,33688
1997,Број,Оба пола,17,32881
1997,Број,Оба пола,18,32512
1997,Број,Оба пола,19,32500
1997,Број,Оба пола,20,32415
1997,Број,Оба пола,21,33272
1997,Број,Оба пола,22,32273
1997,Број,Оба пола,23,31965
1997,Број,Оба пола,24,31567
1997,Број,Оба пола,25,32759
1997,Број,Оба пола,26,32074
1997,Број,Оба пола,27,30757
1997,Број,Оба пола,28,32892
1997,Број,Оба пола,29,33247
1997,Број,Оба пола,30,34300
1997,Број,Оба пола,31,35159
1997,Број,Оба пола,32,35598
1997,Број,Оба пола,33,35648
1997,Број,Оба пола,34,36051
1997,Број,Оба пола,35,37433
1997,Број,Оба пола,36,36998
1997,Број,Оба пола,37,36774
1997,Број,Оба пола,38,36941
1997,Број,Оба пола,39,35187
1997,Број,Оба пола,40,33706
1997,Број,Оба пола,41,34396
1997,Број,Оба пола,42,34799
1997,Број,Оба пола,43,33378
1997,Број,Оба пола,44,33354
1997,Број,Оба пола,45,30360
1997,Број,Оба пола,46,28457
1997,Број,Оба пола,47,28753
1997,Број,Оба пола,48,27366
1997,Број,Оба пола,49,24880
1997,Број,Оба пола,50,26153
1997,Број,Оба пола,51,20652
1997,Број,Оба пола,52,19629
1997,Број,Оба пола,53,19284
1997,Број,Оба пола,54,20036
1997,Број,Оба пола,55,22913
1997,Број,Оба пола,56,24691
1997,Број,Оба пола,57,26004
1997,Број,Оба пола,58,24586
1997,Број,Оба пола,59,24753
1997,Број,Оба пола,60,24452
1997,Број,Оба пола,61,24112
1997,Број,Оба пола,62,23281
1997,Број,Оба пола,63,21973
1997,Број,Оба пола,64,20348
1997,Број,Оба пола,65,19940
1997,Број,Оба пола,66,18821
1997,Број,Оба пола,67,17526
1997,Број,Оба пола,68,15967
1997,Број,Оба пола,69,14105
1997,Број,Оба пола,70,12290
1997,Број,Оба пола,71,11061
1997,Број,Оба пола,72,9404
1997,Број,Оба пола,73,8173
1997,Број,Оба пола,74,7352
1997,Број,Оба пола,75,6168
1997,Број,Оба пола,76,5912
1997,Број,Оба пола,77,4381
1997,Број,Оба пола,78,2529
1997,Број,Оба пола,79,1980
1997,Број,Оба пола,80,1679
1997,Број,Оба пола,81,2118
1997,Број,Оба пола,82,2494
1997,Број,Оба пола,83,2022
1997,Број,Оба пола,84,1716
1997,Број,Оба пола,85+,5931
1997,Број,M,Укупно,1057745
1997,Број,M,0,18251
1997,Број,M,1,18332
1997,Број,M,2,17464
1997,Број,M,3,14189
1997,Број,M,4,13349
1997,Број,M,5,15173
1997,Број,M,6,16824
1997,Број,M,7,16970
1997,Број,M,8,16726
1997,Број,M,9,17343
1997,Број,M,10,17391
1997,Број,M,11,17214
1997,Број,M,12,17284
1997,Број,M,13,17594
1997,Број,M,14,16991
1997,Број,M,15,17034
1997,Број,M,16,17169
1997,Број,M,17,16706
1997,Број,M,18,16524
1997,Број,M,19,16439
1997,Број,M,20,16287
1997,Број,M,21,16728
1997,Број,M,22,16171
1997,Број,M,23,15917
1997,Број,M,24,15618
1997,Број,M,25,16417
1997,Број,M,26,16050
1997,Број,M,27,15402
1997,Број,M,28,16529
1997,Број,M,29,16627
1997,Број,M,30,17139
1997,Број,M,31,17534
1997,Број,M,32,17644
1997,Број,M,33,17836
1997,Број,M,34,17958
1997,Број,M,35,18511
1997,Број,M,36,18395
1997,Број,M,37,18133
1997,Број,M,38,18521
1997,Број,M,39,17269
1997,Број,M,40,16868
1997,Број,M,41,17259
1997,Број,M,42,17176
1997,Број,M,43,16778
1997,Број,M,44,16337
1997,Број,M,45,14805
1997,Број,M,46,13834
1997,Број,M,47,13922
1997,Број,M,48,13046
1997,Број,M,49,11784
1997,Број,M,50,12463
1997,Број,M,51,9893
1997,Број,M,52,9269
1997,Број,M,53,9230
1997,Број,M,54,9323
1997,Број,M,55,10976
1997,Број,M,56,11619
1997,Број,M,57,12212
1997,Број,M,58,11527
1997,Број,M,59,11485
1997,Број,M,60,11518
1997,Број,M,61,11396
1997,Број,M,62,10693
1997,Број,M,63,10127
1997,Број,M,64,9343
1997,Број,M,65,9223
1997,Број,M,66,8790
1997,Број,M,67,7868
1997,Број,M,68,7178
1997,Број,M,69,6004
1997,Број,M,70,4939
1997,Број,M,71,4139
1997,Број,M,72,3347
1997,Број,M,73,2880
1997,Број,M,74,2450
1997,Број,M,75,1981
1997,Број,M,76,1950
1997,Број,M,77,1437
1997,Број,M,78,840
1997,Број,M,79,662
1997,Број,M,80,580
1997,Број,M,81,693
1997,Број,M,82,874
1997,Број,M,83,717
1997,Број,M,84,547
1997,Број,M,85+,2110
1997,Број,Ж,Укупно,1103697
1997,Број,Ж,0,16989
1997,Број,Ж,1,17156
1997,Број,Ж,2,16709
1997,Број,Ж,3,13270
1997,Број,Ж,4,12446
1997,Број,Ж,5,15037
1997,Број,Ж,6,15928
1997,Број,Ж,7,15947
1997,Број,Ж,8,16078
1997,Број,Ж,9,16515
1997,Број,Ж,10,16159
1997,Број,Ж,11,16298
1997,Број,Ж,12,16337
1997,Број,Ж,13,17077
1997,Број,Ж,14,16383
1997,Број,Ж,15,16208
1997,Број,Ж,16,16519
1997,Број,Ж,17,16175
1997,Број,Ж,18,15988
1997,Број,Ж,19,16061
1997,Број,Ж,20,16128
1997,Број,Ж,21,16544
1997,Број,Ж,22,16102
1997,Број,Ж,23,16048
1997,Број,Ж,24,15949
1997,Број,Ж,25,16342
1997,Број,Ж,26,16024
1997,Број,Ж,27,15355
1997,Број,Ж,28,16363
1997,Број,Ж,29,16620
1997,Број,Ж,30,17161
1997,Број,Ж,31,17625
1997,Број,Ж,32,17954
1997,Број,Ж,33,17812
1997,Број,Ж,34,18093
1997,Број,Ж,35,18922
1997,Број,Ж,36,18603
1997,Број,Ж,37,18641
1997,Број,Ж,38,18420
1997,Број,Ж,39,17918
1997,Број,Ж,40,16838
1997,Број,Ж,41,17137
1997,Број,Ж,42,17623
1997,Број,Ж,43,16600
1997,Број,Ж,44,17017
1997,Број,Ж,45,15555
1997,Број,Ж,46,14623
1997,Број,Ж,47,14831
1997,Број,Ж,48,14320
1997,Број,Ж,49,13096
1997,Број,Ж,50,13690
1997,Број,Ж,51,10759
1997,Број,Ж,52,10360
1997,Број,Ж,53,10054
1997,Број,Ж,54,10713
1997,Број,Ж,55,11937
1997,Број,Ж,56,13072
1997,Број,Ж,57,13792
1997,Број,Ж,58,13059
1997,Број,Ж,59,13268
1997,Број,Ж,60,12934
1997,Број,Ж,61,12716
1997,Број,Ж,62,12588
1997,Број,Ж,63,11846
1997,Број,Ж,64,11005
1997,Број,Ж,65,10717
1997,Број,Ж,66,10031
1997,Број,Ж,67,9658
1997,Број,Ж,68,8789
1997,Број,Ж,69,8101
1997,Број,Ж,70,7351
1997,Број,Ж,71,6922
1997,Број,Ж,72,6057
1997,Број,Ж,73,5293
1997,Број,Ж,74,4902
1997,Број,Ж,75,4187
1997,Број,Ж,76,3962
1997,Број,Ж,77,2944
1997,Број,Ж,78,1689
1997,Број,Ж,79,1318
1997,Број,Ж,80,1099
1997,Број,Ж,81,1425
1997,Број,Ж,82,1620
1997,Број,Ж,83,1305
1997,Број,Ж,84,1169
1997,Број,Ж,85+,3821
1998,Број,Оба пола,Укупно,2176885
1998,Број,Оба пола,0,30582
1998,Број,Оба пола,1,35207
1998,Број,Оба пола,2,35472
1998,Број,Оба пола,3,34165
1998,Број,Оба пола,4,27455
1998,Број,Оба пола,5,25786
1998,Број,Оба пола,6,30202
1998,Број,Оба пола,7,32746
1998,Број,Оба пола,8,32909
1998,Број,Оба пола,9,32798
1998,Број,Оба пола,10,33851
1998,Број,Оба пола,11,33547
1998,Број,Оба пола,12,33501
1998,Број,Оба пола,13,33618
1998,Број,Оба пола,14,34664
1998,Број,Оба пола,15,33358
1998,Број,Оба пола,16,33231
1998,Број,Оба пола,17,33676
1998,Број,Оба пола,18,32865
1998,Број,Оба пола,19,32499
1998,Број,Оба пола,20,32479
1998,Број,Оба пола,21,32394
1998,Број,Оба пола,22,33248
1998,Број,Оба пола,23,32248
1998,Број,Оба пола,24,31941
1998,Број,Оба пола,25,31538
1998,Број,Оба пола,26,32736
1998,Број,Оба пола,27,32049
1998,Број,Оба пола,28,30734
1998,Број,Оба пола,29,32867
1998,Број,Оба пола,30,33218
1998,Број,Оба пола,31,34265
1998,Број,Оба пола,32,35124
1998,Број,Оба пола,33,35559
1998,Број,Оба пола,34,35616
1998,Број,Оба пола,35,36010
1998,Број,Оба пола,36,37388
1998,Број,Оба пола,37,36948
1998,Број,Оба пола,38,36726
1998,Број,Оба пола,39,36888
1998,Број,Оба пола,40,35120
1998,Број,Оба пола,41,33642
1998,Број,Оба пола,42,34298
1998,Број,Оба пола,43,34718
1998,Број,Оба пола,44,33282
1998,Број,Оба пола,45,33251
1998,Број,Оба пола,46,30269
1998,Број,Оба пола,47,28341
1998,Број,Оба пола,48,28639
1998,Број,Оба пола,49,27253
1998,Број,Оба пола,50,24750
1998,Број,Оба пола,51,26035
1998,Број,Оба пола,52,20549
1998,Број,Оба пола,53,19493
1998,Број,Оба пола,54,19149
1998,Број,Оба пола,55,19878
1998,Број,Оба пола,56,22739
1998,Број,Оба пола,57,24465
1998,Број,Оба пола,58,25767
1998,Број,Оба пола,59,24287
1998,Број,Оба пола,60,24436
1998,Број,Оба пола,61,24073
1998,Број,Оба пола,62,23677
1998,Број,Оба пола,63,22857
1998,Број,Оба пола,64,21529
1998,Број,Оба пола,65,19924
1998,Број,Оба пола,66,19420
1998,Број,Оба пола,67,18264
1998,Број,Оба пола,68,16958
1998,Број,Оба пола,69,15435
1998,Број,Оба пола,70,13546
1998,Број,Оба пола,71,11796
1998,Број,Оба пола,72,10531
1998,Број,Оба пола,73,8899
1998,Број,Оба пола,74,7698
1998,Број,Оба пола,75,6897
1998,Број,Оба пола,76,5776
1998,Број,Оба пола,77,5486
1998,Број,Оба пола,78,4028
1998,Број,Оба пола,79,2243
1998,Број,Оба пола,80,1713
1998,Број,Оба пола,81,1520
1998,Број,Оба пола,82,1913
1998,Број,Оба пола,83,2268
1998,Број,Оба пола,84,1760
1998,Број,Оба пола,85+,6205
1998,Број,M,Укупно,1065347
1998,Број,M,0,15660
1998,Број,M,1,18233
1998,Број,M,2,18319
1998,Број,M,3,17459
1998,Број,M,4,14187
1998,Број,M,5,13341
1998,Број,M,6,15166
1998,Број,M,7,16819
1998,Број,M,8,16964
1998,Број,M,9,16724
1998,Број,M,10,17339
1998,Број,M,11,17390
1998,Број,M,12,17206
1998,Број,M,13,17282
1998,Број,M,14,17590
1998,Број,M,15,16979
1998,Број,M,16,17027
1998,Број,M,17,17162
1998,Број,M,18,16693
1998,Број,M,19,16515
1998,Број,M,20,16423
1998,Број,M,21,16270
1998,Број,M,22,16708
1998,Број,M,23,16154
1998,Број,M,24,15899
1998,Број,M,25,15595
1998,Број,M,26,16402
1998,Број,M,27,16035
1998,Број,M,28,15385
1998,Број,M,29,16513
1998,Број,M,30,16611
1998,Број,M,31,17118
1998,Број,M,32,17510
1998,Број,M,33,17623
1998,Број,M,34,17815
1998,Број,M,35,17931
1998,Број,M,36,18479
1998,Број,M,37,18358
1998,Број,M,38,18101
1998,Број,M,39,18480
1998,Број,M,40,17218
1998,Број,M,41,16824
1998,Број,M,42,17187
1998,Број,M,43,17118
1998,Број,M,44,16708
1998,Број,M,45,16262
1998,Број,M,46,14745
1998,Број,M,47,13761
1998,Број,M,48,13848
1998,Број,M,49,12982
1998,Број,M,50,11701
1998,Број,M,51,12383
1998,Број,M,52,9834
1998,Број,M,53,9178
1998,Број,M,54,9147
1998,Број,M,55,9221
1998,Број,M,56,10863
1998,Број,M,57,11489
1998,Број,M,58,12061
1998,Број,M,59,11339
1998,Број,M,60,11280
1998,Број,M,61,11278
1998,Број,M,62,11131
1998,Број,M,63,10425
1998,Број,M,64,9872
1998,Број,M,65,9074
1998,Број,M,66,8908
1998,Број,M,67,8454
1998,Број,M,68,7554
1998,Број,M,69,6867
1998,Број,M,70,5728
1998,Број,M,71,4682
1998,Број,M,72,3893
1998,Број,M,73,3099
1998,Број,M,74,2681
1998,Број,M,75,2264
1998,Број,M,76,1824
1998,Број,M,77,1776
1998,Број,M,78,1303
1998,Број,M,79,733
1998,Број,M,80,551
1998,Број,M,81,517
1998,Број,M,82,614
1998,Број,M,83,781
1998,Број,M,84,601
1998,Број,M,85+,2123
1998,Број,Ж,Укупно,1111538
1998,Број,Ж,0,14922
1998,Број,Ж,1,16974
1998,Број,Ж,2,17153
1998,Број,Ж,3,16706
1998,Број,Ж,4,13268
1998,Број,Ж,5,12445
1998,Број,Ж,6,15036
1998,Број,Ж,7,15927
1998,Број,Ж,8,15945
1998,Број,Ж,9,16074
1998,Број,Ж,10,16512
1998,Број,Ж,11,16157
1998,Број,Ж,12,16295
1998,Број,Ж,13,16336
1998,Број,Ж,14,17074
1998,Број,Ж,15,16379
1998,Број,Ж,16,16204
1998,Број,Ж,17,16514
1998,Број,Ж,18,16172
1998,Број,Ж,19,15984
1998,Број,Ж,20,16056
1998,Број,Ж,21,16124
1998,Број,Ж,22,16540
1998,Број,Ж,23,16094
1998,Број,Ж,24,16042
1998,Број,Ж,25,15943
1998,Број,Ж,26,16334
1998,Број,Ж,27,16014
1998,Број,Ж,28,15349
1998,Број,Ж,29,16354
1998,Број,Ж,30,16607
1998,Број,Ж,31,17147
1998,Број,Ж,32,17614
1998,Број,Ж,33,17936
1998,Број,Ж,34,17801
1998,Број,Ж,35,18079
1998,Број,Ж,36,18909
1998,Број,Ж,37,18590
1998,Број,Ж,38,18625
1998,Број,Ж,39,18408
1998,Број,Ж,40,17902
1998,Број,Ж,41,16818
1998,Број,Ж,42,17111
1998,Број,Ж,43,17600
1998,Број,Ж,44,16574
1998,Број,Ж,45,16989
1998,Број,Ж,46,15524
1998,Број,Ж,47,14580
1998,Број,Ж,48,14791
1998,Број,Ж,49,14271
1998,Број,Ж,50,13049
1998,Број,Ж,51,13652
1998,Број,Ж,52,10715
1998,Број,Ж,53,10315
1998,Број,Ж,54,10002
1998,Број,Ж,55,10657
1998,Број,Ж,56,11876
1998,Број,Ж,57,12976
1998,Број,Ж,58,13706
1998,Број,Ж,59,12948
1998,Број,Ж,60,13156
1998,Број,Ж,61,12795
1998,Број,Ж,62,12546
1998,Број,Ж,63,12432
1998,Број,Ж,64,11657
1998,Број,Ж,65,10850
1998,Број,Ж,66,10512
1998,Број,Ж,67,9810
1998,Број,Ж,68,9404
1998,Број,Ж,69,8568
1998,Број,Ж,70,7818
1998,Број,Ж,71,7114
1998,Број,Ж,72,6638
1998,Број,Ж,73,5800
1998,Број,Ж,74,5017
1998,Број,Ж,75,4633
1998,Број,Ж,76,3952
1998,Број,Ж,77,3710
1998,Број,Ж,78,2725
1998,Број,Ж,79,1510
1998,Број,Ж,80,1162
1998,Број,Ж,81,1003
1998,Број,Ж,82,1299
1998,Број,Ж,83,1487
1998,Број,Ж,84,1159
1998,Број,Ж,85+,4082
1999,Број,Оба пола,Укупно,2189576
1999,Број,Оба пола,0,27452
1999,Број,Оба пола,1,30558
1999,Број,Оба пола,2,35196
1999,Број,Оба пола,3,35457
1999,Број,Оба пола,4,34161
1999,Број,Оба пола,5,27449
1999,Број,Оба пола,6,25779
1999,Број,Оба пола,7,30198
1999,Број,Оба пола,8,32740
1999,Број,Оба пола,9,32904
1999,Број,Оба пола,10,32790
1999,Број,Оба пола,11,33847
1999,Број,Оба пола,12,33539
1999,Број,Оба пола,13,33500
1999,Број,Оба пола,14,33612
1999,Број,Оба пола,15,34659
1999,Број,Оба пола,16,33346
1999,Број,Оба пола,17,33218
1999,Број,Оба пола,18,33652
1999,Број,Оба пола,19,32849
1999,Број,Оба пола,20,32478
1999,Број,Оба пола,21,32468
1999,Број,Оба пола,22,32376
1999,Број,Оба пола,23,33231
1999,Број,Оба пола,24,32219
1999,Број,Оба пола,25,31919
1999,Број,Оба пола,26,31513
1999,Број,Оба пола,27,32708
1999,Број,Оба пола,28,32033
1999,Број,Оба пола,29,30717
1999,Број,Оба пола,30,32845
1999,Број,Оба пола,31,33189
1999,Број,Оба пола,32,34228
1999,Број,Оба пола,33,35086
1999,Број,Оба пола,34,35528
1999,Број,Оба пола,35,35577
1999,Број,Оба пола,36,35965
1999,Број,Оба пола,37,37348
1999,Број,Оба пола,38,36903
1999,Број,Оба пола,39,36669
1999,Број,Оба пола,40,36829
1999,Број,Оба пола,41,35041
1999,Број,Оба пола,42,33566
1999,Број,Оба пола,43,34220
1999,Број,Оба пола,44,34627
1999,Број,Оба пола,45,33196
1999,Број,Оба пола,46,33155
1999,Број,Оба пола,47,30160
1999,Број,Оба пола,48,28239
1999,Број,Оба пола,49,28508
1999,Број,Оба пола,50,27127
1999,Број,Оба пола,51,24630
1999,Број,Оба пола,52,25884
1999,Број,Оба пола,53,20415
1999,Број,Оба пола,54,19348
1999,Број,Оба пола,55,18994
1999,Број,Оба пола,56,19694
1999,Број,Оба пола,57,22517
1999,Број,Оба пола,58,24178
1999,Број,Оба пола,59,25469
1999,Број,Оба пола,60,23955
1999,Број,Оба пола,61,24075
1999,Број,Оба пола,62,23663
1999,Број,Оба пола,63,23244
1999,Број,Оба пола,64,22437
1999,Број,Оба пола,65,21050
1999,Број,Оба пола,66,19432
1999,Број,Оба пола,67,18953
1999,Број,Оба пола,68,17691
1999,Број,Оба пола,69,16425
1999,Број,Оба пола,70,14876
1999,Број,Оба пола,71,13060
1999,Број,Оба пола,72,11315
1999,Број,Оба пола,73,10046
1999,Број,Оба пола,74,8453
1999,Број,Оба пола,75,7253
1999,Број,Оба пола,76,6465
1999,Број,Оба пола,77,5340
1999,Број,Оба пола,78,5074
1999,Број,Оба пола,79,3694
1999,Број,Оба пола,80,2023
1999,Број,Оба пола,81,1566
1999,Број,Оба пола,82,1360
1999,Број,Оба пола,83,1730
1999,Број,Оба пола,84,2013
1999,Број,Оба пола,85+,6680
1999,Број,M,Укупно,1071355
1999,Број,M,0,13887
1999,Број,M,1,15646
1999,Број,M,2,18226
1999,Број,M,3,18310
1999,Број,M,4,17455
1999,Број,M,5,14183
1999,Број,M,6,13339
1999,Број,M,7,15163
1999,Број,M,8,16816
1999,Број,M,9,16961
1999,Број,M,10,16721
1999,Број,M,11,17335
1999,Број,M,12,17384
1999,Број,M,13,17205
1999,Број,M,14,17277
1999,Број,M,15,17587
1999,Број,M,16,16970
1999,Број,M,17,17018
1999,Број,M,18,17143
1999,Број,M,19,16680
1999,Број,M,20,16502
1999,Број,M,21,16414
1999,Број,M,22,16254
1999,Број,M,23,16696
1999,Број,M,24,16135
1999,Број,M,25,15885
1999,Број,M,26,15577
1999,Број,M,27,16383
1999,Број,M,28,16025
1999,Број,M,29,15374
1999,Број,M,30,16502
1999,Број,M,31,16594
1999,Број,M,32,17090
1999,Број,M,33,17488
1999,Број,M,34,17597
1999,Број,M,35,17789
1999,Број,M,36,17900
1999,Број,M,37,18453
1999,Број,M,38,18328
1999,Број,M,39,18065
1999,Број,M,40,18439
1999,Број,M,41,17169
1999,Број,M,42,16776
1999,Број,M,43,17141
1999,Број,M,44,17068
1999,Број,M,45,16652
1999,Број,M,46,16199
1999,Број,M,47,14677
1999,Број,M,48,13695
1999,Број,M,49,13766
1999,Број,M,50,12901
