Year,Value,UNIT_MEASURE
1996,8.9,permil
1997,7.7,permil
1998,6.8,permil
1999,5.2,permil
2000,3.6,permil
2001,3.1,permil
2002,2.6,permil
2003,2.1,permil
2004,1.7,permil
2005,1.2,permil
2006,1.3,permil
2007,1.0,permil
2008,1.5,permil
2009,1.3,permil
2010,0.9,permil
2011,0.5,permil
2012,0.3,permil
2013,-0.1,permil
2014,-0.2,permil
2015,-1.1,permil
2016,-0.7,permil
2017,-0.8,permil
2018,-1.2,permil
2019,-1.8,permil
2020,-4.0,permil
2021,-5.6,permil
2022,-3.1,permil
