Year,Value,UNIT_MEASURE
1996,15.2,permil
1997,14.6,permil
1998,14.1,permil
1999,12.3,permil
2000,11.0,permil
2001,10.4,permil
2002,10.0,permil
2003,10.0,permil
2004,9.6,permil
2005,9.8,permil
2006,9.7,permil
2007,9.7,permil
2008,10.3,permil
2009,10.3,permil
2010,10.0,permil
2011,9.5,permil
2012,9.7,permil
2013,9.1,permil
2014,9.0,permil
2015,8.8,permil
2016,8.9,permil
2017,9.0,permil
2018,8.6,permil
2019,8.2,permil
2020,7.9,permil
2021,7.8,permil
2022,7.7,permil
2023,7.5,permil
