Year,Value,UNIT_MEASURE
1996,23.6,AGE
1997,23.5,AGE
1998,23.9,AGE
1999,24.2,AGE
2000,24.2,AGE
2001,24.2,AGE
2002,24.2,AGE
2003,24.3,AGE
2004,24.5,AGE
2005,24.5,AGE
2006,24.6,AGE
2007,24.8,AGE
2008,24.9,AGE
2009,25.1,AGE
2010,25.4,AGE
2011,25.6,AGE
2012,25.7,AGE
2013,26.1,AGE
2014,26.2,AGE
2015,26.4,AGE
2016,26.3,AGE
2017,26.7,AGE
2018,26.7,AGE
2019,26.8,AGE
2020,26.9,AGE
2021,27.1,AGE
2022,27.2,AGE
2023,27.3,AGE
