Year,Value,UNIT_MEASURE
2007,797,NUMBER
2008,818,NUMBER
2009,820,NUMBER
2010,831,NUMBER
2011,834,NUMBER
2012,847,NUMBER
2013,755,NUMBER
2014,737,NUMBER
2015,717,NUMBER
2016,704,NUMBER
2017,687,NUMBER
2018,689,NUMBER
2019,701,NUMBER
