Year,Value,UNIT_MEASURE
1996,6.3,permil
1997,6.9,permil
1998,7.3,permil
1999,7.1,permil
2000,7.4,permil
2001,7.3,permil
2002,7.4,permil
2003,7.9,permil
2004,7.9,permil
2005,8.6,permil
2006,8.4,permil
2007,8.7,permil
2008,8.7,permil
2009,9.0,permil
2010,9.2,permil
2011,9.1,permil
2012,9.4,permil
2013,9.2,permil
2014,9.2,permil
2015,9.8,permil
2016,9.6,permil
2017,9.9,permil
2018,9.8,permil
2019,10.1,permil
2020,11.9,permil
2021,13.4,permil
2022,10.8,permil
2023,9.5,permil
