Year,Value,UNIT_MEASURE
2005,3683,NUMBER
2006,3767,NUMBER
2007,3979,NUMBER
2008,4117,NUMBER
2009,4268,NUMBER
2010,4355,NUMBER
2011,4443,NUMBER
2012,4519,NUMBER
2013,4625,NUMBER
2014,4801,NUMBER
2015,4764,NUMBER
2016,4755,NUMBER
2017,4810,NUMBER
2018,4922,NUMBER
2019,5092,NUMBER
