Year,Value,UNIT_MEASURE
2007,8165,NUMBER
2008,8091,NUMBER
2009,8409,NUMBER
2010,8597,NUMBER
2011,8598,NUMBER
2012,8549,NUMBER
2013,8183,NUMBER
2014,8361,NUMBER
2015,8322,NUMBER
2016,8309,NUMBER
2017,8206,NUMBER
2018,7954,NUMBER
2019,7872,NUMBER
