Year,Value,UNIT_MEASURE
2020,8.8,number_birth_rate
2025,8.2,number_birth_rate
2030,7.6,number_birth_rate
2035,7.0,number_birth_rate
2040,6.7,number_birth_rate
2045,6.5,number_birth_rate
2050,6.4,number_birth_rate
2055,6.3,number_birth_rate
2060,6.2,number_birth_rate
2065,6.1,number_birth_rate
2070,6.1,number_birth_rate
