Year,Value,UNIT_MEASURE
1996,2.0,permil
1997,2.0,permil
1998,1.8,permil
1999,1.7,permil
2000,1.5,permil
2001,1.5,permil
2002,1.4,permil
2003,1.4,permil
2004,1.4,permil
2005,1.3,permil
2006,1.3,permil
2007,1.3,permil
2008,1.4,permil
2009,1.4,permil
2010,1.4,permil
2011,1.3,permil
2012,1.4,permil
2013,1.3,permil
2014,1.3,permil
2015,1.3,permil
2016,1.3,permil
2017,1.3,permil
2018,1.3,permil
2019,1.2,permil
2020,1.2,permil
2021,1.1,permil
2022,1.1,permil
