Year,Value,UNIT_MEASURE
2005,13.3,%
2006,12.22,%
2007,12.28,%
2008,-2.68,%
2009,2.96,%
2010,2.84,%
2011,0.5,%
2012,2.15,%
2013,2.58,%
2014,4.83,%
2015,4.56,%
2016,5.12,%
2017,7.03,%
2018,5.44,%
