Year,Value,UNIT_MEASURE
2003,0.3,NUMBER
2004,0.3,NUMBER
2005,0.3,NUMBER
2006,0.5,NUMBER
2007,0.1,NUMBER
2008,0.3,NUMBER
2009,0.2,NUMBER
2010,0.1,NUMBER
2011,0.9,NUMBER
2012,0.7,NUMBER
2013,0.7,NUMBER
2014,0.7,NUMBER
2015,0.7,NUMBER
2016,0.7,NUMBER
2017,0.3,NUMBER
2018,0.9,NUMBER
2019,0.9,NUMBER
2020,0.5,NUMBER
2021,1.1,NUMBER
2022,1.4,NUMBER
