Year,Value,UNIT_MEASURE
2003,0.3,Broj
2004,0.3,Broj
2005,0.3,Broj
2006,0.5,Broj
2007,0.1,Broj
2008,0.3,Broj
2009,0.2,Broj
2010,0.1,Broj
2011,0.9,Broj
2012,0.7,Broj
2013,0.7,Broj
2014,0.7,Broj
2015,0.7,Broj
2016,0.7,Broj
2017,0.3,Broj
2018,0.9,Broj
2019,0.9,Broj
2020,0.5,Broj
2021,1.1,Broj
2022,1.4,Broj
