Year,Value,UNIT_MEASURE
2020,41.4,Broj
2025,43.6,Broj
2030,45.6,Broj
2035,47.6,Broj
2040,49.4,Broj
2045,50.9,Broj
2050,52.2,Broj
2055,53.2,Broj
2060,54.0,Broj
2065,54.7,Broj
2070,55.2,Broj
