Year,Value,UNIT_MEASURE
2020,9.9,Broj na 1.000 stanovnika
2025,10.8,Broj na 1.000 stanovnika
2030,12.0,Broj na 1.000 stanovnika
2035,13.3,Broj na 1.000 stanovnika
2040,14.9,Broj na 1.000 stanovnika
2045,16.5,Broj na 1.000 stanovnika
2050,17.9,Broj na 1.000 stanovnika
2055,19.1,Broj na 1.000 stanovnika
2060,20.1,Broj na 1.000 stanovnika
2065,20.9,Broj na 1.000 stanovnika
2070,21.6,Broj na 1.000 stanovnika
