Year,Value,UNIT_MEASURE
2008,4105,Broj
2009,3806,Broj
2010,3080,Broj
2011,4598,Broj
2012,4823,Broj
2013,4597,Broj
2014,4730,Broj
2015,4788,Broj
2016,4909,Broj
2017,5038,Broj
2018,4910,Broj
