Year,Value,UNIT_MEASURE
2007,178,Broj
2008,131,Broj
2009,177,Broj
2010,151,Broj
2011,123,Broj
2012,174,Broj
2013,99,Broj
2014,169,Broj
2015,158,Broj
2016,215,Broj
2017,115,Broj
