Year,Value,UNIT_MEASURE
2007,8165,Broj
2008,8091,Broj
2009,8409,Broj
2010,8597,Broj
2011,8598,Broj
2012,8549,Broj
2013,8183,Broj
2014,8361,Broj
2015,8322,Broj
2016,8309,Broj
2017,8206,Broj
2018,7954,Broj
2019,7872,Broj
