Year,Value,UNIT_MEASURE
2020,8.8,Stopa nataliteta
2025,8.2,Stopa nataliteta
2030,7.6,Stopa nataliteta
2035,7.0,Stopa nataliteta
2040,6.7,Stopa nataliteta
2045,6.5,Stopa nataliteta
2050,6.4,Stopa nataliteta
2055,6.3,Stopa nataliteta
2060,6.2,Stopa nataliteta
2065,6.1,Stopa nataliteta
2070,6.1,Stopa nataliteta
