Year,Value,UNIT_MEASURE
1996,6.1,‰
1997,4.9,‰
1998,4.6,‰
1999,5.5,‰
2000,4.2,‰
2001,4.8,‰
2002,4.2,‰
2003,4.7,‰
2004,5.5,‰
2005,5.0,‰
2006,4.9,‰
2007,6.0,‰
2008,5.6,‰
2009,3.9,‰
2010,3.8,‰
2011,3.6,‰
2012,3.2,‰
2013,3.0,‰
2014,2.7,‰
2015,5.0,‰
2016,4.8,‰
2017,4.2,‰
2018,3.6,‰
2019,3.8,‰
2020,3.1,‰
2021,3.9,‰
2022,4.2,‰
