Year,Value,UNIT_MEASURE
2007,797,Broj
2008,818,Broj
2009,820,Broj
2010,831,Broj
2011,834,Broj
2012,847,Broj
2013,755,Broj
2014,737,Broj
2015,717,Broj
2016,704,Broj
2017,687,Broj
2018,689,Broj
2019,701,Broj
