Year,Value,UNIT_MEASURE
2007,521,Broj
2008,425,Broj
2009,560,Broj
2010,465,Broj
2011,419,Broj
2012,488,Broj
2013,307,Broj
2014,208,Broj
2015,538,Broj
2016,574,Broj
2017,556,Broj
