Year,UNIT_MEASURE,Spol,Value
2018,Broj,Oba spola,67031
2019,Broj,Oba spola,60283
2020,Broj,Oba spola,59082
2018,Broj,M,29233
2019,Broj,M,26031
2020,Broj,M,25346
2018,Broj,Ž,37798
2019,Broj,Ž,34252
2020,Broj,Ž,33736
