Year,UNIT_MEASURE,Starosna dob,Value
2013,% od ukupno,15+,47.2
2013,% od ukupno,18-24,54.0
2013,% od ukupno,25-34,54.4
2013,% od ukupno,35-44,46.4
2013,% od ukupno,45-54,47.0
2013,% od ukupno,55-64,43.7
2013,% od ukupno,65+,46.3
