Year,UNIT_MEASURE,Općina,Spol,Vrsta poteškoće,Value
2013,Broj,Kalesija,M,Hod ili penjanje uz stepenice,768
2013,Broj,Kiseljak,M,Hod ili penjanje uz stepenice,399
2013,Broj,Kladanj,M,Hod ili penjanje uz stepenice,260
2013,Broj,Ključ,M,Hod ili penjanje uz stepenice,283
2013,Broj,Konjic,M,Hod ili penjanje uz stepenice,551
2013,Broj,Kreševo,M,Hod ili penjanje uz stepenice,91
2013,Broj,Kupres-FBiH,M,Hod ili penjanje uz stepenice,88
2013,Broj,Livno,M,Hod ili penjanje uz stepenice,477
2013,Broj,Lukavac,M,Hod ili penjanje uz stepenice,1247
2013,Broj,Ljubuški,M,Hod ili penjanje uz stepenice,478
2013,Broj,Maglaj,M,Hod ili penjanje uz stepenice,553
2013,Broj,Mostar,M,Hod ili penjanje uz stepenice,2043
2013,Broj,Neum,M,Hod ili penjanje uz stepenice,64
2013,Broj,Sarajevo-Novi Grad,M,Hod ili penjanje uz stepenice,2604
2013,Broj,Novi Travnik,M,Hod ili penjanje uz stepenice,505
2013,Broj,Sarajevo-Novo Sarajevo,M,Hod ili penjanje uz stepenice,1350
2013,Broj,Odžak,M,Hod ili penjanje uz stepenice,292
2013,Broj,Olovo,M,Hod ili penjanje uz stepenice,280
2013,Broj,Orašje,M,Hod ili penjanje uz stepenice,470
2013,Broj,Pale-FBiH,M,Hod ili penjanje uz stepenice,31
2013,Broj,Posušje,M,Hod ili penjanje uz stepenice,404
2013,Broj,Prozor,M,Hod ili penjanje uz stepenice,162
2013,Broj,Ravno,M,Hod ili penjanje uz stepenice,31
2013,Broj,Sanski Most,M,Hod ili penjanje uz stepenice,620
2013,Broj,Sapna,M,Hod ili penjanje uz stepenice,209
2013,Broj,Srebrenik,M,Hod ili penjanje uz stepenice,905
2013,Broj,Sarajevo-Stari Grad,M,Hod ili penjanje uz stepenice,958
2013,Broj,Stolac,M,Hod ili penjanje uz stepenice,265
2013,Broj,Široki Brijeg,M,Hod ili penjanje uz stepenice,373
2013,Broj,Teočak,M,Hod ili penjanje uz stepenice,147
2013,Broj,Tešanj,M,Hod ili penjanje uz stepenice,885
2013,Broj,Tomislavgrad,M,Hod ili penjanje uz stepenice,307
2013,Broj,Travnik,M,Hod ili penjanje uz stepenice,1045
2013,Broj,Trnovo-FBiH,M,Hod ili penjanje uz stepenice,54
2013,Broj,Tuzla,M,Hod ili penjanje uz stepenice,3310
2013,Broj,Usora,M,Hod ili penjanje uz stepenice,135
2013,Broj,Vareš,M,Hod ili penjanje uz stepenice,323
2013,Broj,Velika Kladuša,M,Hod ili penjanje uz stepenice,914
2013,Broj,Visoko,M,Hod ili penjanje uz stepenice,820
2013,Broj,Vitez,M,Hod ili penjanje uz stepenice,566
2013,Broj,Sarajevo-Vogošća,M,Hod ili penjanje uz stepenice,625
2013,Broj,Zavidovići,M,Hod ili penjanje uz stepenice,986
2013,Broj,Zenica,M,Hod ili penjanje uz stepenice,2316
2013,Broj,Žepče,M,Hod ili penjanje uz stepenice,636
2013,Broj,Živinice,M,Hod ili penjanje uz stepenice,1445
2013,Broj,Banovići,Ž,Hod ili penjanje uz stepenice,678
2013,Broj,Bihać,Ž,Hod ili penjanje uz stepenice,1692
2013,Broj,Bosanska Krupa,Ž,Hod ili penjanje uz stepenice,731
2013,Broj,Bosanski Petrovac,Ž,Hod ili penjanje uz stepenice,253
2013,Broj,Bosansko Grahovo,Ž,Hod ili penjanje uz stepenice,138
2013,Broj,Breza,Ž,Hod ili penjanje uz stepenice,498
2013,Broj,Bugojno,Ž,Hod ili penjanje uz stepenice,863
2013,Broj,Busovača,Ž,Hod ili penjanje uz stepenice,429
2013,Broj,Bužim,Ž,Hod ili penjanje uz stepenice,298
2013,Broj,Cazin,Ž,Hod ili penjanje uz stepenice,1358
2013,Broj,Sarajevo-Centar,Ž,Hod ili penjanje uz stepenice,2087
2013,Broj,Čapljina,Ž,Hod ili penjanje uz stepenice,575
2013,Broj,Čelić,Ž,Hod ili penjanje uz stepenice,396
2013,Broj,Čitluk,Ž,Hod ili penjanje uz stepenice,420
2013,Broj,Doboj-Istok,Ž,Hod ili penjanje uz stepenice,356
2013,Broj,Doboj-Jug,Ž,Hod ili penjanje uz stepenice,111
2013,Broj,Dobretići,Ž,Hod ili penjanje uz stepenice,45
2013,Broj,Domaljevac-Šamac,Ž,Hod ili penjanje uz stepenice,145
2013,Broj,Donji Vakuf,Ž,Hod ili penjanje uz stepenice,382
2013,Broj,Drvar,Ž,Hod ili penjanje uz stepenice,382
2013,Broj,Foča-FBiH,Ž,Hod ili penjanje uz stepenice,83
2013,Broj,Fojnica,Ž,Hod ili penjanje uz stepenice,440
2013,Broj,Glamoč,Ž,Hod ili penjanje uz stepenice,177
2013,Broj,Goražde,Ž,Hod ili penjanje uz stepenice,915
2013,Broj,Gornji Vakuf-Uskoplje,Ž,Hod ili penjanje uz stepenice,436
2013,Broj,Gračanica,Ž,Hod ili penjanje uz stepenice,1322
2013,Broj,Gradačac,Ž,Hod ili penjanje uz stepenice,1125
2013,Broj,Grude,Ž,Hod ili penjanje uz stepenice,353
2013,Broj,Sarajevo-Hadžići,Ž,Hod ili penjanje uz stepenice,805
2013,Broj,Sarajevo-Ilidža,Ž,Hod ili penjanje uz stepenice,1997
2013,Broj,Sarajevo-Ilijaš,Ž,Hod ili penjanje uz stepenice,623
2013,Broj,Jablanica,Ž,Hod ili penjanje uz stepenice,246
2013,Broj,Jajce,Ž,Hod ili penjanje uz stepenice,746
2013,Broj,Kakanj,Ž,Hod ili penjanje uz stepenice,882
2013,Broj,Kalesija,Ž,Hod ili penjanje uz stepenice,1076
2013,Broj,Kiseljak,Ž,Hod ili penjanje uz stepenice,557
2013,Broj,Kladanj,Ž,Hod ili penjanje uz stepenice,348
2013,Broj,Ključ,Ž,Hod ili penjanje uz stepenice,385
2013,Broj,Konjic,Ž,Hod ili penjanje uz stepenice,744
2013,Broj,Kreševo,Ž,Hod ili penjanje uz stepenice,183
2013,Broj,Kupres-FBiH,Ž,Hod ili penjanje uz stepenice,124
2013,Broj,Livno,Ž,Hod ili penjanje uz stepenice,625
2013,Broj,Lukavac,Ž,Hod ili penjanje uz stepenice,2006
2013,Broj,Ljubuški,Ž,Hod ili penjanje uz stepenice,647
2013,Broj,Maglaj,Ž,Hod ili penjanje uz stepenice,797
2013,Broj,Mostar,Ž,Hod ili penjanje uz stepenice,2687
2013,Broj,Neum,Ž,Hod ili penjanje uz stepenice,120
2013,Broj,Sarajevo-Novi Grad,Ž,Hod ili penjanje uz stepenice,4023
2013,Broj,Novi Travnik,Ž,Hod ili penjanje uz stepenice,612
2013,Broj,Sarajevo-Novo Sarajevo,Ž,Hod ili penjanje uz stepenice,2329
2013,Broj,Odžak,Ž,Hod ili penjanje uz stepenice,404
2013,Broj,Olovo,Ž,Hod ili penjanje uz stepenice,455
2013,Broj,Orašje,Ž,Hod ili penjanje uz stepenice,606
2013,Broj,Pale-FBiH,Ž,Hod ili penjanje uz stepenice,52
2013,Broj,Posušje,Ž,Hod ili penjanje uz stepenice,342
2013,Broj,Prozor,Ž,Hod ili penjanje uz stepenice,245
2013,Broj,Ravno,Ž,Hod ili penjanje uz stepenice,52
2013,Broj,Sanski Most,Ž,Hod ili penjanje uz stepenice,768
2013,Broj,Sapna,Ž,Hod ili penjanje uz stepenice,201
2013,Broj,Srebrenik,Ž,Hod ili penjanje uz stepenice,1465
2013,Broj,Sarajevo-Stari Grad,Ž,Hod ili penjanje uz stepenice,1499
2013,Broj,Stolac,Ž,Hod ili penjanje uz stepenice,373
2013,Broj,Široki Brijeg,Ž,Hod ili penjanje uz stepenice,518
2013,Broj,Teočak,Ž,Hod ili penjanje uz stepenice,183
2013,Broj,Tešanj,Ž,Hod ili penjanje uz stepenice,1172
2013,Broj,Tomislavgrad,Ž,Hod ili penjanje uz stepenice,358
2013,Broj,Travnik,Ž,Hod ili penjanje uz stepenice,1376
2013,Broj,Trnovo-FBiH,Ž,Hod ili penjanje uz stepenice,82
2013,Broj,Tuzla,Ž,Hod ili penjanje uz stepenice,5351
2013,Broj,Usora,Ž,Hod ili penjanje uz stepenice,167
2013,Broj,Vareš,Ž,Hod ili penjanje uz stepenice,466
2013,Broj,Velika Kladuša,Ž,Hod ili penjanje uz stepenice,1134
2013,Broj,Visoko,Ž,Hod ili penjanje uz stepenice,1140
2013,Broj,Vitez,Ž,Hod ili penjanje uz stepenice,718
2013,Broj,Sarajevo-Vogošća,Ž,Hod ili penjanje uz stepenice,951
2013,Broj,Zavidovići,Ž,Hod ili penjanje uz stepenice,1332
2013,Broj,Zenica,Ž,Hod ili penjanje uz stepenice,3242
2013,Broj,Žepče,Ž,Hod ili penjanje uz stepenice,796
2013,Broj,Živinice,Ž,Hod ili penjanje uz stepenice,2213
2013,Broj,Banovići,Oba spola,Pamćenje ili koncentracija,282
2013,Broj,Bihać,Oba spola,Pamćenje ili koncentracija,850
2013,Broj,Bosanska Krupa,Oba spola,Pamćenje ili koncentracija,490
2013,Broj,Bosanski Petrovac,Oba spola,Pamćenje ili koncentracija,138
2013,Broj,Bosansko Grahovo,Oba spola,Pamćenje ili koncentracija,46
2013,Broj,Breza,Oba spola,Pamćenje ili koncentracija,207
2013,Broj,Bugojno,Oba spola,Pamćenje ili koncentracija,512
2013,Broj,Busovača,Oba spola,Pamćenje ili koncentracija,221
2013,Broj,Bužim,Oba spola,Pamćenje ili koncentracija,296
2013,Broj,Cazin,Oba spola,Pamćenje ili koncentracija,981
2013,Broj,Sarajevo-Centar,Oba spola,Pamćenje ili koncentracija,799
2013,Broj,Čapljina,Oba spola,Pamćenje ili koncentracija,336
2013,Broj,Čelić,Oba spola,Pamćenje ili koncentracija,182
2013,Broj,Čitluk,Oba spola,Pamćenje ili koncentracija,200
2013,Broj,Doboj-Istok,Oba spola,Pamćenje ili koncentracija,340
2013,Broj,Doboj-Jug,Oba spola,Pamćenje ili koncentracija,45
2013,Broj,Dobretići,Oba spola,Pamćenje ili koncentracija,40
2013,Broj,Domaljevac-Šamac,Oba spola,Pamćenje ili koncentracija,95
2013,Broj,Donji Vakuf,Oba spola,Pamćenje ili koncentracija,206
2013,Broj,Drvar,Oba spola,Pamćenje ili koncentracija,155
2013,Broj,Foča-FBiH,Oba spola,Pamćenje ili koncentracija,31
2013,Broj,Fojnica,Oba spola,Pamćenje ili koncentracija,727
2013,Broj,Glamoč,Oba spola,Pamćenje ili koncentracija,89
2013,Broj,Goražde,Oba spola,Pamćenje ili koncentracija,463
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,Pamćenje ili koncentracija,247
2013,Broj,Gračanica,Oba spola,Pamćenje ili koncentracija,660
2013,Broj,Gradačac,Oba spola,Pamćenje ili koncentracija,623
2013,Broj,Grude,Oba spola,Pamćenje ili koncentracija,239
2013,Broj,Sarajevo-Hadžići,Oba spola,Pamćenje ili koncentracija,650
2013,Broj,Sarajevo-Ilidža,Oba spola,Pamćenje ili koncentracija,978
2013,Broj,Sarajevo-Ilijaš,Oba spola,Pamćenje ili koncentracija,382
2013,Broj,Jablanica,Oba spola,Pamćenje ili koncentracija,129
2013,Broj,Jajce,Oba spola,Pamćenje ili koncentracija,346
2013,Broj,Kakanj,Oba spola,Pamćenje ili koncentracija,443
2013,Broj,Kalesija,Oba spola,Pamćenje ili koncentracija,646
2013,Broj,Kiseljak,Oba spola,Pamćenje ili koncentracija,300
2013,Broj,Kladanj,Oba spola,Pamćenje ili koncentracija,218
2013,Broj,Ključ,Oba spola,Pamćenje ili koncentracija,197
2013,Broj,Konjic,Oba spola,Pamćenje ili koncentracija,379
2013,Broj,Kreševo,Oba spola,Pamćenje ili koncentracija,102
2013,Broj,Kupres-FBiH,Oba spola,Pamćenje ili koncentracija,100
2013,Broj,Livno,Oba spola,Pamćenje ili koncentracija,306
2013,Broj,Lukavac,Oba spola,Pamćenje ili koncentracija,1044
2013,Broj,Ljubuški,Oba spola,Pamćenje ili koncentracija,324
2013,Broj,Maglaj,Oba spola,Pamćenje ili koncentracija,385
2013,Broj,Mostar,Oba spola,Pamćenje ili koncentracija,1316
2013,Broj,Neum,Oba spola,Pamćenje ili koncentracija,40
2013,Broj,Sarajevo-Novi Grad,Oba spola,Pamćenje ili koncentracija,1760
2013,Broj,Novi Travnik,Oba spola,Pamćenje ili koncentracija,364
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,Pamćenje ili koncentracija,952
2013,Broj,Odžak,Oba spola,Pamćenje ili koncentracija,229
2013,Broj,Olovo,Oba spola,Pamćenje ili koncentracija,221
2013,Broj,Orašje,Oba spola,Pamćenje ili koncentracija,291
2013,Broj,Pale-FBiH,Oba spola,Pamćenje ili koncentracija,34
2013,Broj,Posušje,Oba spola,Pamćenje ili koncentracija,213
2013,Broj,Prozor,Oba spola,Pamćenje ili koncentracija,136
2013,Broj,Ravno,Oba spola,Pamćenje ili koncentracija,19
2013,Broj,Sanski Most,Oba spola,Pamćenje ili koncentracija,467
2013,Broj,Sapna,Oba spola,Pamćenje ili koncentracija,117
2013,Broj,Srebrenik,Oba spola,Pamćenje ili koncentracija,866
2013,Broj,Sarajevo-Stari Grad,Oba spola,Pamćenje ili koncentracija,663
2013,Broj,Stolac,Oba spola,Pamćenje ili koncentracija,252
2013,Broj,Široki Brijeg,Oba spola,Pamćenje ili koncentracija,238
2013,Broj,Teočak,Oba spola,Pamćenje ili koncentracija,91
2013,Broj,Tešanj,Oba spola,Pamćenje ili koncentracija,594
2013,Broj,Tomislavgrad,Oba spola,Pamćenje ili koncentracija,192
2013,Broj,Travnik,Oba spola,Pamćenje ili koncentracija,724
2013,Broj,Trnovo-FBiH,Oba spola,Pamćenje ili koncentracija,37
2013,Broj,Tuzla,Oba spola,Pamćenje ili koncentracija,2819
2013,Broj,Usora,Oba spola,Pamćenje ili koncentracija,88
2013,Broj,Vareš,Oba spola,Pamćenje ili koncentracija,221
2013,Broj,Velika Kladuša,Oba spola,Pamćenje ili koncentracija,801
2013,Broj,Visoko,Oba spola,Pamćenje ili koncentracija,552
2013,Broj,Vitez,Oba spola,Pamćenje ili koncentracija,363
2013,Broj,Sarajevo-Vogošća,Oba spola,Pamćenje ili koncentracija,491
2013,Broj,Zavidovići,Oba spola,Pamćenje ili koncentracija,648
2013,Broj,Zenica,Oba spola,Pamćenje ili koncentracija,1568
2013,Broj,Žepče,Oba spola,Pamćenje ili koncentracija,401
2013,Broj,Živinice,Oba spola,Pamćenje ili koncentracija,1404
2013,Broj,Banovići,M,Pamćenje ili koncentracija,96
2013,Broj,Bihać,M,Pamćenje ili koncentracija,406
2013,Broj,Bosanska Krupa,M,Pamćenje ili koncentracija,248
2013,Broj,Bosanski Petrovac,M,Pamćenje ili koncentracija,66
2013,Broj,Bosansko Grahovo,M,Pamćenje ili koncentracija,18
2013,Broj,Breza,M,Pamćenje ili koncentracija,93
2013,Broj,Bugojno,M,Pamćenje ili koncentracija,251
2013,Broj,Busovača,M,Pamćenje ili koncentracija,111
2013,Broj,Bužim,M,Pamćenje ili koncentracija,154
2013,Broj,Cazin,M,Pamćenje ili koncentracija,492
2013,Broj,Sarajevo-Centar,M,Pamćenje ili koncentracija,351
2013,Broj,Čapljina,M,Pamćenje ili koncentracija,160
2013,Broj,Čelić,M,Pamćenje ili koncentracija,85
2013,Broj,Čitluk,M,Pamćenje ili koncentracija,89
2013,Broj,Doboj-Istok,M,Pamćenje ili koncentracija,139
2013,Broj,Doboj-Jug,M,Pamćenje ili koncentracija,20
2013,Broj,Dobretići,M,Pamćenje ili koncentracija,26
2013,Broj,Domaljevac-Šamac,M,Pamćenje ili koncentracija,54
2013,Broj,Donji Vakuf,M,Pamćenje ili koncentracija,99
2013,Broj,Drvar,M,Pamćenje ili koncentracija,67
2013,Broj,Foča-FBiH,M,Pamćenje ili koncentracija,15
2013,Broj,Fojnica,M,Pamćenje ili koncentracija,391
2013,Broj,Glamoč,M,Pamćenje ili koncentracija,47
2013,Broj,Goražde,M,Pamćenje ili koncentracija,182
2013,Broj,Gornji Vakuf-Uskoplje,M,Pamćenje ili koncentracija,125
2013,Broj,Gračanica,M,Pamćenje ili koncentracija,289
2013,Broj,Gradačac,M,Pamćenje ili koncentracija,294
2013,Broj,Grude,M,Pamćenje ili koncentracija,109
2013,Broj,Sarajevo-Hadžići,M,Pamćenje ili koncentracija,334
2013,Broj,Sarajevo-Ilidža,M,Pamćenje ili koncentracija,405
2013,Broj,Sarajevo-Ilijaš,M,Pamćenje ili koncentracija,167
2013,Broj,Jablanica,M,Pamćenje ili koncentracija,52
2013,Broj,Jajce,M,Pamćenje ili koncentracija,167
2013,Broj,Kakanj,M,Pamćenje ili koncentracija,192
2013,Broj,Kalesija,M,Pamćenje ili koncentracija,288
2013,Broj,Kiseljak,M,Pamćenje ili koncentracija,133
2013,Broj,Kladanj,M,Pamćenje ili koncentracija,82
2013,Broj,Ključ,M,Pamćenje ili koncentracija,85
2013,Broj,Konjic,M,Pamćenje ili koncentracija,185
2013,Broj,Kreševo,M,Pamćenje ili koncentracija,40
2013,Broj,Kupres-FBiH,M,Pamćenje ili koncentracija,45
2013,Broj,Livno,M,Pamćenje ili koncentracija,153
2013,Broj,Lukavac,M,Pamćenje ili koncentracija,412
2013,Broj,Ljubuški,M,Pamćenje ili koncentracija,157
2013,Broj,Maglaj,M,Pamćenje ili koncentracija,162
2013,Broj,Mostar,M,Pamćenje ili koncentracija,617
2013,Broj,Neum,M,Pamćenje ili koncentracija,19
2013,Broj,Sarajevo-Novi Grad,M,Pamćenje ili koncentracija,718
2013,Broj,Novi Travnik,M,Pamćenje ili koncentracija,179
2013,Broj,Sarajevo-Novo Sarajevo,M,Pamćenje ili koncentracija,396
2013,Broj,Odžak,M,Pamćenje ili koncentracija,108
2013,Broj,Olovo,M,Pamćenje ili koncentracija,87
2013,Broj,Orašje,M,Pamćenje ili koncentracija,131
2013,Broj,Pale-FBiH,M,Pamćenje ili koncentracija,15
2013,Broj,Posušje,M,Pamćenje ili koncentracija,110
2013,Broj,Prozor,M,Pamćenje ili koncentracija,61
2013,Broj,Ravno,M,Pamćenje ili koncentracija,8
2013,Broj,Sanski Most,M,Pamćenje ili koncentracija,234
2013,Broj,Sapna,M,Pamćenje ili koncentracija,51
2013,Broj,Srebrenik,M,Pamćenje ili koncentracija,364
2013,Broj,Sarajevo-Stari Grad,M,Pamćenje ili koncentracija,284
2013,Broj,Stolac,M,Pamćenje ili koncentracija,126
2013,Broj,Široki Brijeg,M,Pamćenje ili koncentracija,114
2013,Broj,Teočak,M,Pamćenje ili koncentracija,45
2013,Broj,Tešanj,M,Pamćenje ili koncentracija,258
2013,Broj,Tomislavgrad,M,Pamćenje ili koncentracija,94
2013,Broj,Travnik,M,Pamćenje ili koncentracija,313
2013,Broj,Trnovo-FBiH,M,Pamćenje ili koncentracija,13
2013,Broj,Tuzla,M,Pamćenje ili koncentracija,1183
2013,Broj,Usora,M,Pamćenje ili koncentracija,38
2013,Broj,Vareš,M,Pamćenje ili koncentracija,95
2013,Broj,Velika Kladuša,M,Pamćenje ili koncentracija,374
2013,Broj,Visoko,M,Pamćenje ili koncentracija,252
2013,Broj,Vitez,M,Pamćenje ili koncentracija,170
2013,Broj,Sarajevo-Vogošća,M,Pamćenje ili koncentracija,224
2013,Broj,Zavidovići,M,Pamćenje ili koncentracija,307
2013,Broj,Zenica,M,Pamćenje ili koncentracija,693
2013,Broj,Žepče,M,Pamćenje ili koncentracija,186
2013,Broj,Živinice,M,Pamćenje ili koncentracija,617
2013,Broj,Banovići,Ž,Pamćenje ili koncentracija,186
2013,Broj,Bihać,Ž,Pamćenje ili koncentracija,444
2013,Broj,Bosanska Krupa,Ž,Pamćenje ili koncentracija,242
2013,Broj,Bosanski Petrovac,Ž,Pamćenje ili koncentracija,72
2013,Broj,Bosansko Grahovo,Ž,Pamćenje ili koncentracija,28
2013,Broj,Breza,Ž,Pamćenje ili koncentracija,114
2013,Broj,Bugojno,Ž,Pamćenje ili koncentracija,261
2013,Broj,Busovača,Ž,Pamćenje ili koncentracija,110
2013,Broj,Bužim,Ž,Pamćenje ili koncentracija,142
2013,Broj,Cazin,Ž,Pamćenje ili koncentracija,489
2013,Broj,Sarajevo-Centar,Ž,Pamćenje ili koncentracija,448
2013,Broj,Čapljina,Ž,Pamćenje ili koncentracija,176
2013,Broj,Čelić,Ž,Pamćenje ili koncentracija,97
2013,Broj,Čitluk,Ž,Pamćenje ili koncentracija,111
2013,Broj,Doboj-Istok,Ž,Pamćenje ili koncentracija,201
2013,Broj,Doboj-Jug,Ž,Pamćenje ili koncentracija,25
2013,Broj,Dobretići,Ž,Pamćenje ili koncentracija,14
2013,Broj,Domaljevac-Šamac,Ž,Pamćenje ili koncentracija,41
2013,Broj,Donji Vakuf,Ž,Pamćenje ili koncentracija,107
2013,Broj,Drvar,Ž,Pamćenje ili koncentracija,88
2013,Broj,Foča-FBiH,Ž,Pamćenje ili koncentracija,16
2013,Broj,Fojnica,Ž,Pamćenje ili koncentracija,336
2013,Broj,Glamoč,Ž,Pamćenje ili koncentracija,42
2013,Broj,Goražde,Ž,Pamćenje ili koncentracija,281
2013,Broj,Gornji Vakuf-Uskoplje,Ž,Pamćenje ili koncentracija,122
2013,Broj,Gračanica,Ž,Pamćenje ili koncentracija,371
2013,Broj,Gradačac,Ž,Pamćenje ili koncentracija,329
2013,Broj,Grude,Ž,Pamćenje ili koncentracija,130
2013,Broj,Sarajevo-Hadžići,Ž,Pamćenje ili koncentracija,316
2013,Broj,Sarajevo-Ilidža,Ž,Pamćenje ili koncentracija,573
2013,Broj,Sarajevo-Ilijaš,Ž,Pamćenje ili koncentracija,215
2013,Broj,Jablanica,Ž,Pamćenje ili koncentracija,77
2013,Broj,Jajce,Ž,Pamćenje ili koncentracija,179
2013,Broj,Kakanj,Ž,Pamćenje ili koncentracija,251
2013,Broj,Kalesija,Ž,Pamćenje ili koncentracija,358
2013,Broj,Kiseljak,Ž,Pamćenje ili koncentracija,167
2013,Broj,Kladanj,Ž,Pamćenje ili koncentracija,136
2013,Broj,Ključ,Ž,Pamćenje ili koncentracija,112
2013,Broj,Konjic,Ž,Pamćenje ili koncentracija,194
2013,Broj,Kreševo,Ž,Pamćenje ili koncentracija,62
2013,Broj,Kupres-FBiH,Ž,Pamćenje ili koncentracija,55
2013,Broj,Livno,Ž,Pamćenje ili koncentracija,153
2013,Broj,Lukavac,Ž,Pamćenje ili koncentracija,632
2013,Broj,Ljubuški,Ž,Pamćenje ili koncentracija,167
2013,Broj,Maglaj,Ž,Pamćenje ili koncentracija,223
2013,Broj,Mostar,Ž,Pamćenje ili koncentracija,699
2013,Broj,Neum,Ž,Pamćenje ili koncentracija,21
2013,Broj,Sarajevo-Novi Grad,Ž,Pamćenje ili koncentracija,1042
2013,Broj,Novi Travnik,Ž,Pamćenje ili koncentracija,185
2013,Broj,Sarajevo-Novo Sarajevo,Ž,Pamćenje ili koncentracija,556
2013,Broj,Odžak,Ž,Pamćenje ili koncentracija,121
2013,Broj,Olovo,Ž,Pamćenje ili koncentracija,134
2013,Broj,Orašje,Ž,Pamćenje ili koncentracija,160
2013,Broj,Pale-FBiH,Ž,Pamćenje ili koncentracija,19
2013,Broj,Posušje,Ž,Pamćenje ili koncentracija,103
2013,Broj,Prozor,Ž,Pamćenje ili koncentracija,75
2013,Broj,Ravno,Ž,Pamćenje ili koncentracija,11
2013,Broj,Sanski Most,Ž,Pamćenje ili koncentracija,233
2013,Broj,Sapna,Ž,Pamćenje ili koncentracija,66
2013,Broj,Srebrenik,Ž,Pamćenje ili koncentracija,502
2013,Broj,Sarajevo-Stari Grad,Ž,Pamćenje ili koncentracija,379
2013,Broj,Stolac,Ž,Pamćenje ili koncentracija,126
2013,Broj,Široki Brijeg,Ž,Pamćenje ili koncentracija,124
2013,Broj,Teočak,Ž,Pamćenje ili koncentracija,46
2013,Broj,Tešanj,Ž,Pamćenje ili koncentracija,336
2013,Broj,Tomislavgrad,Ž,Pamćenje ili koncentracija,98
2013,Broj,Travnik,Ž,Pamćenje ili koncentracija,411
2013,Broj,Trnovo-FBiH,Ž,Pamćenje ili koncentracija,24
2013,Broj,Tuzla,Ž,Pamćenje ili koncentracija,1636
2013,Broj,Usora,Ž,Pamćenje ili koncentracija,50
2013,Broj,Vareš,Ž,Pamćenje ili koncentracija,126
2013,Broj,Velika Kladuša,Ž,Pamćenje ili koncentracija,427
2013,Broj,Visoko,Ž,Pamćenje ili koncentracija,300
2013,Broj,Vitez,Ž,Pamćenje ili koncentracija,193
2013,Broj,Sarajevo-Vogošća,Ž,Pamćenje ili koncentracija,267
2013,Broj,Zavidovići,Ž,Pamćenje ili koncentracija,341
2013,Broj,Zenica,Ž,Pamćenje ili koncentracija,875
2013,Broj,Žepče,Ž,Pamćenje ili koncentracija,215
2013,Broj,Živinice,Ž,Pamćenje ili koncentracija,787
2013,Broj,Banovići,Oba spola,Odijevanje i održavanje osobne higijene,217
2013,Broj,Bihać,Oba spola,Odijevanje i održavanje osobne higijene,655
2013,Broj,Bosanska Krupa,Oba spola,Odijevanje i održavanje osobne higijene,298
2013,Broj,Bosanski Petrovac,Oba spola,Odijevanje i održavanje osobne higijene,131
2013,Broj,Bosansko Grahovo,Oba spola,Odijevanje i održavanje osobne higijene,47
2013,Broj,Breza,Oba spola,Odijevanje i održavanje osobne higijene,167
2013,Broj,Bugojno,Oba spola,Odijevanje i održavanje osobne higijene,362
2013,Broj,Busovača,Oba spola,Odijevanje i održavanje osobne higijene,134
2013,Broj,Bužim,Oba spola,Odijevanje i održavanje osobne higijene,186
2013,Broj,Cazin,Oba spola,Odijevanje i održavanje osobne higijene,600
2013,Broj,Sarajevo-Centar,Oba spola,Odijevanje i održavanje osobne higijene,635
2013,Broj,Čapljina,Oba spola,Odijevanje i održavanje osobne higijene,254
2013,Broj,Čelić,Oba spola,Odijevanje i održavanje osobne higijene,110
2013,Broj,Čitluk,Oba spola,Odijevanje i održavanje osobne higijene,166
2013,Broj,Doboj-Istok,Oba spola,Odijevanje i održavanje osobne higijene,217
2013,Broj,Doboj-Jug,Oba spola,Odijevanje i održavanje osobne higijene,29
2013,Broj,Dobretići,Oba spola,Odijevanje i održavanje osobne higijene,22
2013,Broj,Domaljevac-Šamac,Oba spola,Odijevanje i održavanje osobne higijene,42
2013,Broj,Donji Vakuf,Oba spola,Odijevanje i održavanje osobne higijene,142
2013,Broj,Drvar,Oba spola,Odijevanje i održavanje osobne higijene,139
2013,Broj,Foča-FBiH,Oba spola,Odijevanje i održavanje osobne higijene,20
2013,Broj,Fojnica,Oba spola,Odijevanje i održavanje osobne higijene,220
2013,Broj,Glamoč,Oba spola,Odijevanje i održavanje osobne higijene,60
2013,Broj,Goražde,Oba spola,Odijevanje i održavanje osobne higijene,294
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,Odijevanje i održavanje osobne higijene,145
2013,Broj,Gračanica,Oba spola,Odijevanje i održavanje osobne higijene,435
2013,Broj,Gradačac,Oba spola,Odijevanje i održavanje osobne higijene,462
2013,Broj,Grude,Oba spola,Odijevanje i održavanje osobne higijene,193
2013,Broj,Sarajevo-Hadžići,Oba spola,Odijevanje i održavanje osobne higijene,449
2013,Broj,Sarajevo-Ilidža,Oba spola,Odijevanje i održavanje osobne higijene,767
2013,Broj,Sarajevo-Ilijaš,Oba spola,Odijevanje i održavanje osobne higijene,246
2013,Broj,Jablanica,Oba spola,Odijevanje i održavanje osobne higijene,101
2013,Broj,Jajce,Oba spola,Odijevanje i održavanje osobne higijene,261
2013,Broj,Kakanj,Oba spola,Odijevanje i održavanje osobne higijene,421
2013,Broj,Kalesija,Oba spola,Odijevanje i održavanje osobne higijene,333
