Year,UNIT_MEASURE,Općina,Spol,Vrsta poteškoće,Value
2013,Broj,Sarajevo-Stari Grad,Ž,"Vid, iako nosi naočare",959
2013,Broj,Stolac,Ž,"Vid, iako nosi naočare",209
2013,Broj,Široki Brijeg,Ž,"Vid, iako nosi naočare",278
2013,Broj,Teočak,Ž,"Vid, iako nosi naočare",116
2013,Broj,Tešanj,Ž,"Vid, iako nosi naočare",769
2013,Broj,Tomislavgrad,Ž,"Vid, iako nosi naočare",198
2013,Broj,Travnik,Ž,"Vid, iako nosi naočare",965
2013,Broj,Trnovo-FBiH,Ž,"Vid, iako nosi naočare",42
2013,Broj,Tuzla,Ž,"Vid, iako nosi naočare",3412
2013,Broj,Usora,Ž,"Vid, iako nosi naočare",94
2013,Broj,Vareš,Ž,"Vid, iako nosi naočare",326
2013,Broj,Velika Kladuša,Ž,"Vid, iako nosi naočare",1004
2013,Broj,Visoko,Ž,"Vid, iako nosi naočare",621
2013,Broj,Vitez,Ž,"Vid, iako nosi naočare",540
2013,Broj,Sarajevo-Vogošća,Ž,"Vid, iako nosi naočare",621
2013,Broj,Zavidovići,Ž,"Vid, iako nosi naočare",849
2013,Broj,Zenica,Ž,"Vid, iako nosi naočare",2146
2013,Broj,Žepče,Ž,"Vid, iako nosi naočare",561
2013,Broj,Živinice,Ž,"Vid, iako nosi naočare",1632
2013,Broj,Banovići,Oba spola,"Sluh, iako koristi slušni aparat",357
2013,Broj,Bihać,Oba spola,"Sluh, iako koristi slušni aparat",1189
2013,Broj,Bosanska Krupa,Oba spola,"Sluh, iako koristi slušni aparat",651
2013,Broj,Bosanski Petrovac,Oba spola,"Sluh, iako koristi slušni aparat",188
2013,Broj,Bosansko Grahovo,Oba spola,"Sluh, iako koristi slušni aparat",84
2013,Broj,Breza,Oba spola,"Sluh, iako koristi slušni aparat",256
2013,Broj,Bugojno,Oba spola,"Sluh, iako koristi slušni aparat",551
2013,Broj,Busovača,Oba spola,"Sluh, iako koristi slušni aparat",311
2013,Broj,Bužim,Oba spola,"Sluh, iako koristi slušni aparat",341
2013,Broj,Cazin,Oba spola,"Sluh, iako koristi slušni aparat",1107
2013,Broj,Sarajevo-Centar,Oba spola,"Sluh, iako koristi slušni aparat",1049
2013,Broj,Čapljina,Oba spola,"Sluh, iako koristi slušni aparat",442
2013,Broj,Čelić,Oba spola,"Sluh, iako koristi slušni aparat",274
2013,Broj,Čitluk,Oba spola,"Sluh, iako koristi slušni aparat",304
2013,Broj,Doboj-Istok,Oba spola,"Sluh, iako koristi slušni aparat",233
2013,Broj,Doboj-Jug,Oba spola,"Sluh, iako koristi slušni aparat",74
2013,Broj,Dobretići,Oba spola,"Sluh, iako koristi slušni aparat",48
2013,Broj,Domaljevac-Šamac,Oba spola,"Sluh, iako koristi slušni aparat",104
2013,Broj,Donji Vakuf,Oba spola,"Sluh, iako koristi slušni aparat",267
2013,Broj,Drvar,Oba spola,"Sluh, iako koristi slušni aparat",261
2013,Broj,Foča-FBiH,Oba spola,"Sluh, iako koristi slušni aparat",50
2013,Broj,Fojnica,Oba spola,"Sluh, iako koristi slušni aparat",270
2013,Broj,Glamoč,Oba spola,"Sluh, iako koristi slušni aparat",160
2013,Broj,Goražde,Oba spola,"Sluh, iako koristi slušni aparat",585
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,"Sluh, iako koristi slušni aparat",361
2013,Broj,Gračanica,Oba spola,"Sluh, iako koristi slušni aparat",728
2013,Broj,Gradačac,Oba spola,"Sluh, iako koristi slušni aparat",674
2013,Broj,Grude,Oba spola,"Sluh, iako koristi slušni aparat",265
2013,Broj,Sarajevo-Hadžići,Oba spola,"Sluh, iako koristi slušni aparat",528
2013,Broj,Sarajevo-Ilidža,Oba spola,"Sluh, iako koristi slušni aparat",1185
2013,Broj,Sarajevo-Ilijaš,Oba spola,"Sluh, iako koristi slušni aparat",382
2013,Broj,Jablanica,Oba spola,"Sluh, iako koristi slušni aparat",192
2013,Broj,Jajce,Oba spola,"Sluh, iako koristi slušni aparat",494
2013,Broj,Kakanj,Oba spola,"Sluh, iako koristi slušni aparat",590
2013,Broj,Kalesija,Oba spola,"Sluh, iako koristi slušni aparat",626
2013,Broj,Kiseljak,Oba spola,"Sluh, iako koristi slušni aparat",351
2013,Broj,Kladanj,Oba spola,"Sluh, iako koristi slušni aparat",246
2013,Broj,Ključ,Oba spola,"Sluh, iako koristi slušni aparat",226
2013,Broj,Konjic,Oba spola,"Sluh, iako koristi slušni aparat",491
2013,Broj,Kreševo,Oba spola,"Sluh, iako koristi slušni aparat",122
2013,Broj,Kupres-FBiH,Oba spola,"Sluh, iako koristi slušni aparat",110
2013,Broj,Livno,Oba spola,"Sluh, iako koristi slušni aparat",448
2013,Broj,Lukavac,Oba spola,"Sluh, iako koristi slušni aparat",1252
2013,Broj,Ljubuški,Oba spola,"Sluh, iako koristi slušni aparat",414
2013,Broj,Maglaj,Oba spola,"Sluh, iako koristi slušni aparat",500
2013,Broj,Mostar,Oba spola,"Sluh, iako koristi slušni aparat",1743
2013,Broj,Neum,Oba spola,"Sluh, iako koristi slušni aparat",76
2013,Broj,Sarajevo-Novi Grad,Oba spola,"Sluh, iako koristi slušni aparat",2297
2013,Broj,Novi Travnik,Oba spola,"Sluh, iako koristi slušni aparat",473
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,"Sluh, iako koristi slušni aparat",1142
2013,Broj,Odžak,Oba spola,"Sluh, iako koristi slušni aparat",271
2013,Broj,Olovo,Oba spola,"Sluh, iako koristi slušni aparat",295
2013,Broj,Orašje,Oba spola,"Sluh, iako koristi slušni aparat",387
2013,Broj,Pale-FBiH,Oba spola,"Sluh, iako koristi slušni aparat",47
2013,Broj,Posušje,Oba spola,"Sluh, iako koristi slušni aparat",292
2013,Broj,Prozor,Oba spola,"Sluh, iako koristi slušni aparat",180
2013,Broj,Ravno,Oba spola,"Sluh, iako koristi slušni aparat",43
2013,Broj,Sanski Most,Oba spola,"Sluh, iako koristi slušni aparat",556
2013,Broj,Sapna,Oba spola,"Sluh, iako koristi slušni aparat",148
2013,Broj,Srebrenik,Oba spola,"Sluh, iako koristi slušni aparat",974
2013,Broj,Sarajevo-Stari Grad,Oba spola,"Sluh, iako koristi slušni aparat",857
2013,Broj,Stolac,Oba spola,"Sluh, iako koristi slušni aparat",241
2013,Broj,Široki Brijeg,Oba spola,"Sluh, iako koristi slušni aparat",338
2013,Broj,Teočak,Oba spola,"Sluh, iako koristi slušni aparat",116
2013,Broj,Tešanj,Oba spola,"Sluh, iako koristi slušni aparat",611
2013,Broj,Tomislavgrad,Oba spola,"Sluh, iako koristi slušni aparat",270
2013,Broj,Travnik,Oba spola,"Sluh, iako koristi slušni aparat",878
2013,Broj,Trnovo-FBiH,Oba spola,"Sluh, iako koristi slušni aparat",46
2013,Broj,Tuzla,Oba spola,"Sluh, iako koristi slušni aparat",2945
2013,Broj,Usora,Oba spola,"Sluh, iako koristi slušni aparat",111
2013,Broj,Vareš,Oba spola,"Sluh, iako koristi slušni aparat",274
2013,Broj,Velika Kladuša,Oba spola,"Sluh, iako koristi slušni aparat",881
2013,Broj,Visoko,Oba spola,"Sluh, iako koristi slušni aparat",606
2013,Broj,Vitez,Oba spola,"Sluh, iako koristi slušni aparat",493
2013,Broj,Sarajevo-Vogošća,Oba spola,"Sluh, iako koristi slušni aparat",581
2013,Broj,Zavidovići,Oba spola,"Sluh, iako koristi slušni aparat",814
2013,Broj,Zenica,Oba spola,"Sluh, iako koristi slušni aparat",2012
2013,Broj,Žepče,Oba spola,"Sluh, iako koristi slušni aparat",507
2013,Broj,Živinice,Oba spola,"Sluh, iako koristi slušni aparat",1375
2013,Broj,Banovići,M,"Sluh, iako koristi slušni aparat",151
2013,Broj,Bihać,M,"Sluh, iako koristi slušni aparat",586
2013,Broj,Bosanska Krupa,M,"Sluh, iako koristi slušni aparat",369
2013,Broj,Bosanski Petrovac,M,"Sluh, iako koristi slušni aparat",92
2013,Broj,Bosansko Grahovo,M,"Sluh, iako koristi slušni aparat",48
2013,Broj,Breza,M,"Sluh, iako koristi slušni aparat",133
2013,Broj,Bugojno,M,"Sluh, iako koristi slušni aparat",254
2013,Broj,Busovača,M,"Sluh, iako koristi slušni aparat",169
2013,Broj,Bužim,M,"Sluh, iako koristi slušni aparat",180
2013,Broj,Cazin,M,"Sluh, iako koristi slušni aparat",570
2013,Broj,Sarajevo-Centar,M,"Sluh, iako koristi slušni aparat",475
2013,Broj,Čapljina,M,"Sluh, iako koristi slušni aparat",231
2013,Broj,Čelić,M,"Sluh, iako koristi slušni aparat",130
2013,Broj,Čitluk,M,"Sluh, iako koristi slušni aparat",155
2013,Broj,Doboj-Istok,M,"Sluh, iako koristi slušni aparat",135
2013,Broj,Doboj-Jug,M,"Sluh, iako koristi slušni aparat",40
2013,Broj,Dobretići,M,"Sluh, iako koristi slušni aparat",29
2013,Broj,Domaljevac-Šamac,M,"Sluh, iako koristi slušni aparat",54
2013,Broj,Donji Vakuf,M,"Sluh, iako koristi slušni aparat",138
2013,Broj,Drvar,M,"Sluh, iako koristi slušni aparat",117
2013,Broj,Foča-FBiH,M,"Sluh, iako koristi slušni aparat",20
2013,Broj,Fojnica,M,"Sluh, iako koristi slušni aparat",129
2013,Broj,Glamoč,M,"Sluh, iako koristi slušni aparat",75
2013,Broj,Goražde,M,"Sluh, iako koristi slušni aparat",279
2013,Broj,Gornji Vakuf-Uskoplje,M,"Sluh, iako koristi slušni aparat",180
2013,Broj,Gračanica,M,"Sluh, iako koristi slušni aparat",342
2013,Broj,Gradačac,M,"Sluh, iako koristi slušni aparat",295
2013,Broj,Grude,M,"Sluh, iako koristi slušni aparat",112
2013,Broj,Sarajevo-Hadžići,M,"Sluh, iako koristi slušni aparat",249
2013,Broj,Sarajevo-Ilidža,M,"Sluh, iako koristi slušni aparat",569
2013,Broj,Sarajevo-Ilijaš,M,"Sluh, iako koristi slušni aparat",178
2013,Broj,Jablanica,M,"Sluh, iako koristi slušni aparat",74
2013,Broj,Jajce,M,"Sluh, iako koristi slušni aparat",245
2013,Broj,Kakanj,M,"Sluh, iako koristi slušni aparat",281
2013,Broj,Kalesija,M,"Sluh, iako koristi slušni aparat",327
2013,Broj,Kiseljak,M,"Sluh, iako koristi slušni aparat",175
2013,Broj,Kladanj,M,"Sluh, iako koristi slušni aparat",125
2013,Broj,Ključ,M,"Sluh, iako koristi slušni aparat",107
2013,Broj,Konjic,M,"Sluh, iako koristi slušni aparat",223
2013,Broj,Kreševo,M,"Sluh, iako koristi slušni aparat",57
2013,Broj,Kupres-FBiH,M,"Sluh, iako koristi slušni aparat",52
2013,Broj,Livno,M,"Sluh, iako koristi slušni aparat",225
2013,Broj,Lukavac,M,"Sluh, iako koristi slušni aparat",581
2013,Broj,Ljubuški,M,"Sluh, iako koristi slušni aparat",192
2013,Broj,Maglaj,M,"Sluh, iako koristi slušni aparat",239
2013,Broj,Mostar,M,"Sluh, iako koristi slušni aparat",836
2013,Broj,Neum,M,"Sluh, iako koristi slušni aparat",37
2013,Broj,Sarajevo-Novi Grad,M,"Sluh, iako koristi slušni aparat",1014
2013,Broj,Novi Travnik,M,"Sluh, iako koristi slušni aparat",247
2013,Broj,Sarajevo-Novo Sarajevo,M,"Sluh, iako koristi slušni aparat",479
2013,Broj,Odžak,M,"Sluh, iako koristi slušni aparat",125
2013,Broj,Olovo,M,"Sluh, iako koristi slušni aparat",135
2013,Broj,Orašje,M,"Sluh, iako koristi slušni aparat",189
2013,Broj,Pale-FBiH,M,"Sluh, iako koristi slušni aparat",24
2013,Broj,Posušje,M,"Sluh, iako koristi slušni aparat",166
2013,Broj,Prozor,M,"Sluh, iako koristi slušni aparat",88
2013,Broj,Ravno,M,"Sluh, iako koristi slušni aparat",23
2013,Broj,Sanski Most,M,"Sluh, iako koristi slušni aparat",274
2013,Broj,Sapna,M,"Sluh, iako koristi slušni aparat",76
2013,Broj,Srebrenik,M,"Sluh, iako koristi slušni aparat",433
2013,Broj,Sarajevo-Stari Grad,M,"Sluh, iako koristi slušni aparat",389
2013,Broj,Stolac,M,"Sluh, iako koristi slušni aparat",105
2013,Broj,Široki Brijeg,M,"Sluh, iako koristi slušni aparat",157
2013,Broj,Teočak,M,"Sluh, iako koristi slušni aparat",52
2013,Broj,Tešanj,M,"Sluh, iako koristi slušni aparat",310
2013,Broj,Tomislavgrad,M,"Sluh, iako koristi slušni aparat",127
2013,Broj,Travnik,M,"Sluh, iako koristi slušni aparat",402
2013,Broj,Trnovo-FBiH,M,"Sluh, iako koristi slušni aparat",21
2013,Broj,Tuzla,M,"Sluh, iako koristi slušni aparat",1350
2013,Broj,Usora,M,"Sluh, iako koristi slušni aparat",54
2013,Broj,Vareš,M,"Sluh, iako koristi slušni aparat",135
2013,Broj,Velika Kladuša,M,"Sluh, iako koristi slušni aparat",432
2013,Broj,Visoko,M,"Sluh, iako koristi slušni aparat",298
2013,Broj,Vitez,M,"Sluh, iako koristi slušni aparat",249
2013,Broj,Sarajevo-Vogošća,M,"Sluh, iako koristi slušni aparat",282
2013,Broj,Zavidovići,M,"Sluh, iako koristi slušni aparat",428
2013,Broj,Zenica,M,"Sluh, iako koristi slušni aparat",990
2013,Broj,Žepče,M,"Sluh, iako koristi slušni aparat",273
2013,Broj,Živinice,M,"Sluh, iako koristi slušni aparat",656
2013,Broj,Banovići,Ž,"Sluh, iako koristi slušni aparat",206
2013,Broj,Bihać,Ž,"Sluh, iako koristi slušni aparat",603
2013,Broj,Bosanska Krupa,Ž,"Sluh, iako koristi slušni aparat",282
2013,Broj,Bosanski Petrovac,Ž,"Sluh, iako koristi slušni aparat",96
2013,Broj,Bosansko Grahovo,Ž,"Sluh, iako koristi slušni aparat",36
2013,Broj,Breza,Ž,"Sluh, iako koristi slušni aparat",123
2013,Broj,Bugojno,Ž,"Sluh, iako koristi slušni aparat",297
2013,Broj,Busovača,Ž,"Sluh, iako koristi slušni aparat",142
2013,Broj,Bužim,Ž,"Sluh, iako koristi slušni aparat",161
2013,Broj,Cazin,Ž,"Sluh, iako koristi slušni aparat",537
2013,Broj,Sarajevo-Centar,Ž,"Sluh, iako koristi slušni aparat",574
2013,Broj,Čapljina,Ž,"Sluh, iako koristi slušni aparat",211
2013,Broj,Čelić,Ž,"Sluh, iako koristi slušni aparat",144
2013,Broj,Čitluk,Ž,"Sluh, iako koristi slušni aparat",149
2013,Broj,Doboj-Istok,Ž,"Sluh, iako koristi slušni aparat",98
2013,Broj,Doboj-Jug,Ž,"Sluh, iako koristi slušni aparat",34
2013,Broj,Dobretići,Ž,"Sluh, iako koristi slušni aparat",19
2013,Broj,Domaljevac-Šamac,Ž,"Sluh, iako koristi slušni aparat",50
2013,Broj,Donji Vakuf,Ž,"Sluh, iako koristi slušni aparat",129
2013,Broj,Drvar,Ž,"Sluh, iako koristi slušni aparat",144
2013,Broj,Foča-FBiH,Ž,"Sluh, iako koristi slušni aparat",30
2013,Broj,Fojnica,Ž,"Sluh, iako koristi slušni aparat",141
2013,Broj,Glamoč,Ž,"Sluh, iako koristi slušni aparat",85
2013,Broj,Goražde,Ž,"Sluh, iako koristi slušni aparat",306
2013,Broj,Gornji Vakuf-Uskoplje,Ž,"Sluh, iako koristi slušni aparat",181
2013,Broj,Gračanica,Ž,"Sluh, iako koristi slušni aparat",386
2013,Broj,Gradačac,Ž,"Sluh, iako koristi slušni aparat",379
2013,Broj,Grude,Ž,"Sluh, iako koristi slušni aparat",153
2013,Broj,Sarajevo-Hadžići,Ž,"Sluh, iako koristi slušni aparat",279
2013,Broj,Sarajevo-Ilidža,Ž,"Sluh, iako koristi slušni aparat",616
2013,Broj,Sarajevo-Ilijaš,Ž,"Sluh, iako koristi slušni aparat",204
2013,Broj,Jablanica,Ž,"Sluh, iako koristi slušni aparat",118
2013,Broj,Jajce,Ž,"Sluh, iako koristi slušni aparat",249
2013,Broj,Kakanj,Ž,"Sluh, iako koristi slušni aparat",309
2013,Broj,Kalesija,Ž,"Sluh, iako koristi slušni aparat",299
2013,Broj,Kiseljak,Ž,"Sluh, iako koristi slušni aparat",176
2013,Broj,Kladanj,Ž,"Sluh, iako koristi slušni aparat",121
2013,Broj,Ključ,Ž,"Sluh, iako koristi slušni aparat",119
2013,Broj,Konjic,Ž,"Sluh, iako koristi slušni aparat",268
2013,Broj,Kreševo,Ž,"Sluh, iako koristi slušni aparat",65
2013,Broj,Kupres-FBiH,Ž,"Sluh, iako koristi slušni aparat",58
2013,Broj,Livno,Ž,"Sluh, iako koristi slušni aparat",223
2013,Broj,Lukavac,Ž,"Sluh, iako koristi slušni aparat",671
2013,Broj,Ljubuški,Ž,"Sluh, iako koristi slušni aparat",222
2013,Broj,Maglaj,Ž,"Sluh, iako koristi slušni aparat",261
2013,Broj,Mostar,Ž,"Sluh, iako koristi slušni aparat",907
2013,Broj,Neum,Ž,"Sluh, iako koristi slušni aparat",39
2013,Broj,Sarajevo-Novi Grad,Ž,"Sluh, iako koristi slušni aparat",1283
2013,Broj,Novi Travnik,Ž,"Sluh, iako koristi slušni aparat",226
2013,Broj,Sarajevo-Novo Sarajevo,Ž,"Sluh, iako koristi slušni aparat",663
2013,Broj,Odžak,Ž,"Sluh, iako koristi slušni aparat",146
2013,Broj,Olovo,Ž,"Sluh, iako koristi slušni aparat",160
2013,Broj,Orašje,Ž,"Sluh, iako koristi slušni aparat",198
2013,Broj,Pale-FBiH,Ž,"Sluh, iako koristi slušni aparat",23
2013,Broj,Posušje,Ž,"Sluh, iako koristi slušni aparat",126
2013,Broj,Prozor,Ž,"Sluh, iako koristi slušni aparat",92
2013,Broj,Ravno,Ž,"Sluh, iako koristi slušni aparat",20
2013,Broj,Sanski Most,Ž,"Sluh, iako koristi slušni aparat",282
2013,Broj,Sapna,Ž,"Sluh, iako koristi slušni aparat",72
2013,Broj,Srebrenik,Ž,"Sluh, iako koristi slušni aparat",541
2013,Broj,Sarajevo-Stari Grad,Ž,"Sluh, iako koristi slušni aparat",468
2013,Broj,Stolac,Ž,"Sluh, iako koristi slušni aparat",136
2013,Broj,Široki Brijeg,Ž,"Sluh, iako koristi slušni aparat",181
2013,Broj,Teočak,Ž,"Sluh, iako koristi slušni aparat",64
2013,Broj,Tešanj,Ž,"Sluh, iako koristi slušni aparat",301
2013,Broj,Tomislavgrad,Ž,"Sluh, iako koristi slušni aparat",143
2013,Broj,Travnik,Ž,"Sluh, iako koristi slušni aparat",476
2013,Broj,Trnovo-FBiH,Ž,"Sluh, iako koristi slušni aparat",25
2013,Broj,Tuzla,Ž,"Sluh, iako koristi slušni aparat",1595
2013,Broj,Usora,Ž,"Sluh, iako koristi slušni aparat",57
2013,Broj,Vareš,Ž,"Sluh, iako koristi slušni aparat",139
2013,Broj,Velika Kladuša,Ž,"Sluh, iako koristi slušni aparat",449
2013,Broj,Visoko,Ž,"Sluh, iako koristi slušni aparat",308
2013,Broj,Vitez,Ž,"Sluh, iako koristi slušni aparat",244
2013,Broj,Sarajevo-Vogošća,Ž,"Sluh, iako koristi slušni aparat",299
2013,Broj,Zavidovići,Ž,"Sluh, iako koristi slušni aparat",386
2013,Broj,Zenica,Ž,"Sluh, iako koristi slušni aparat",1022
2013,Broj,Žepče,Ž,"Sluh, iako koristi slušni aparat",234
2013,Broj,Živinice,Ž,"Sluh, iako koristi slušni aparat",719
2013,Broj,Banovići,Oba spola,Hod ili penjanje uz stepenice,1134
2013,Broj,Bihać,Oba spola,Hod ili penjanje uz stepenice,3069
2013,Broj,Bosanska Krupa,Oba spola,Hod ili penjanje uz stepenice,1363
2013,Broj,Bosanski Petrovac,Oba spola,Hod ili penjanje uz stepenice,430
2013,Broj,Bosansko Grahovo,Oba spola,Hod ili penjanje uz stepenice,215
2013,Broj,Breza,Oba spola,Hod ili penjanje uz stepenice,857
2013,Broj,Bugojno,Oba spola,Hod ili penjanje uz stepenice,1558
2013,Broj,Busovača,Oba spola,Hod ili penjanje uz stepenice,763
2013,Broj,Bužim,Oba spola,Hod ili penjanje uz stepenice,649
2013,Broj,Cazin,Oba spola,Hod ili penjanje uz stepenice,2684
2013,Broj,Sarajevo-Centar,Oba spola,Hod ili penjanje uz stepenice,3318
2013,Broj,Čapljina,Oba spola,Hod ili penjanje uz stepenice,1079
2013,Broj,Čelić,Oba spola,Hod ili penjanje uz stepenice,691
2013,Broj,Čitluk,Oba spola,Hod ili penjanje uz stepenice,714
2013,Broj,Doboj-Istok,Oba spola,Hod ili penjanje uz stepenice,648
2013,Broj,Doboj-Jug,Oba spola,Hod ili penjanje uz stepenice,205
2013,Broj,Dobretići,Oba spola,Hod ili penjanje uz stepenice,128
2013,Broj,Domaljevac-Šamac,Oba spola,Hod ili penjanje uz stepenice,249
2013,Broj,Donji Vakuf,Oba spola,Hod ili penjanje uz stepenice,731
2013,Broj,Drvar,Oba spola,Hod ili penjanje uz stepenice,626
2013,Broj,Foča-FBiH,Oba spola,Hod ili penjanje uz stepenice,138
2013,Broj,Fojnica,Oba spola,Hod ili penjanje uz stepenice,799
2013,Broj,Glamoč,Oba spola,Hod ili penjanje uz stepenice,277
2013,Broj,Goražde,Oba spola,Hod ili penjanje uz stepenice,1525
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,Hod ili penjanje uz stepenice,829
2013,Broj,Gračanica,Oba spola,Hod ili penjanje uz stepenice,2298
2013,Broj,Gradačac,Oba spola,Hod ili penjanje uz stepenice,1925
2013,Broj,Grude,Oba spola,Hod ili penjanje uz stepenice,601
2013,Broj,Sarajevo-Hadžići,Oba spola,Hod ili penjanje uz stepenice,1385
2013,Broj,Sarajevo-Ilidža,Oba spola,Hod ili penjanje uz stepenice,3404
2013,Broj,Sarajevo-Ilijaš,Oba spola,Hod ili penjanje uz stepenice,1054
2013,Broj,Jablanica,Oba spola,Hod ili penjanje uz stepenice,446
2013,Broj,Jajce,Oba spola,Hod ili penjanje uz stepenice,1333
2013,Broj,Kakanj,Oba spola,Hod ili penjanje uz stepenice,1498
2013,Broj,Kalesija,Oba spola,Hod ili penjanje uz stepenice,1844
2013,Broj,Kiseljak,Oba spola,Hod ili penjanje uz stepenice,956
2013,Broj,Kladanj,Oba spola,Hod ili penjanje uz stepenice,608
2013,Broj,Ključ,Oba spola,Hod ili penjanje uz stepenice,668
2013,Broj,Konjic,Oba spola,Hod ili penjanje uz stepenice,1295
2013,Broj,Kreševo,Oba spola,Hod ili penjanje uz stepenice,274
2013,Broj,Kupres-FBiH,Oba spola,Hod ili penjanje uz stepenice,212
2013,Broj,Livno,Oba spola,Hod ili penjanje uz stepenice,1102
2013,Broj,Lukavac,Oba spola,Hod ili penjanje uz stepenice,3253
2013,Broj,Ljubuški,Oba spola,Hod ili penjanje uz stepenice,1125
2013,Broj,Maglaj,Oba spola,Hod ili penjanje uz stepenice,1350
2013,Broj,Mostar,Oba spola,Hod ili penjanje uz stepenice,4730
2013,Broj,Neum,Oba spola,Hod ili penjanje uz stepenice,184
2013,Broj,Sarajevo-Novi Grad,Oba spola,Hod ili penjanje uz stepenice,6627
2013,Broj,Novi Travnik,Oba spola,Hod ili penjanje uz stepenice,1117
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,Hod ili penjanje uz stepenice,3679
2013,Broj,Odžak,Oba spola,Hod ili penjanje uz stepenice,696
2013,Broj,Olovo,Oba spola,Hod ili penjanje uz stepenice,735
2013,Broj,Orašje,Oba spola,Hod ili penjanje uz stepenice,1076
2013,Broj,Pale-FBiH,Oba spola,Hod ili penjanje uz stepenice,83
2013,Broj,Posušje,Oba spola,Hod ili penjanje uz stepenice,746
2013,Broj,Prozor,Oba spola,Hod ili penjanje uz stepenice,407
2013,Broj,Ravno,Oba spola,Hod ili penjanje uz stepenice,83
2013,Broj,Sanski Most,Oba spola,Hod ili penjanje uz stepenice,1388
2013,Broj,Sapna,Oba spola,Hod ili penjanje uz stepenice,410
2013,Broj,Srebrenik,Oba spola,Hod ili penjanje uz stepenice,2370
2013,Broj,Sarajevo-Stari Grad,Oba spola,Hod ili penjanje uz stepenice,2457
2013,Broj,Stolac,Oba spola,Hod ili penjanje uz stepenice,638
2013,Broj,Široki Brijeg,Oba spola,Hod ili penjanje uz stepenice,891
2013,Broj,Teočak,Oba spola,Hod ili penjanje uz stepenice,330
2013,Broj,Tešanj,Oba spola,Hod ili penjanje uz stepenice,2057
2013,Broj,Tomislavgrad,Oba spola,Hod ili penjanje uz stepenice,665
2013,Broj,Travnik,Oba spola,Hod ili penjanje uz stepenice,2421
2013,Broj,Trnovo-FBiH,Oba spola,Hod ili penjanje uz stepenice,136
2013,Broj,Tuzla,Oba spola,Hod ili penjanje uz stepenice,8661
2013,Broj,Usora,Oba spola,Hod ili penjanje uz stepenice,302
2013,Broj,Vareš,Oba spola,Hod ili penjanje uz stepenice,789
2013,Broj,Velika Kladuša,Oba spola,Hod ili penjanje uz stepenice,2048
2013,Broj,Visoko,Oba spola,Hod ili penjanje uz stepenice,1960
2013,Broj,Vitez,Oba spola,Hod ili penjanje uz stepenice,1284
2013,Broj,Sarajevo-Vogošća,Oba spola,Hod ili penjanje uz stepenice,1576
2013,Broj,Zavidovići,Oba spola,Hod ili penjanje uz stepenice,2318
2013,Broj,Zenica,Oba spola,Hod ili penjanje uz stepenice,5558
2013,Broj,Žepče,Oba spola,Hod ili penjanje uz stepenice,1432
2013,Broj,Živinice,Oba spola,Hod ili penjanje uz stepenice,3658
2013,Broj,Banovići,M,Hod ili penjanje uz stepenice,456
2013,Broj,Bihać,M,Hod ili penjanje uz stepenice,1377
2013,Broj,Bosanska Krupa,M,Hod ili penjanje uz stepenice,632
2013,Broj,Bosanski Petrovac,M,Hod ili penjanje uz stepenice,177
2013,Broj,Bosansko Grahovo,M,Hod ili penjanje uz stepenice,77
2013,Broj,Breza,M,Hod ili penjanje uz stepenice,359
2013,Broj,Bugojno,M,Hod ili penjanje uz stepenice,695
2013,Broj,Busovača,M,Hod ili penjanje uz stepenice,334
2013,Broj,Bužim,M,Hod ili penjanje uz stepenice,351
2013,Broj,Cazin,M,Hod ili penjanje uz stepenice,1326
2013,Broj,Sarajevo-Centar,M,Hod ili penjanje uz stepenice,1231
2013,Broj,Čapljina,M,Hod ili penjanje uz stepenice,504
2013,Broj,Čelić,M,Hod ili penjanje uz stepenice,295
2013,Broj,Čitluk,M,Hod ili penjanje uz stepenice,294
2013,Broj,Doboj-Istok,M,Hod ili penjanje uz stepenice,292
2013,Broj,Doboj-Jug,M,Hod ili penjanje uz stepenice,94
2013,Broj,Dobretići,M,Hod ili penjanje uz stepenice,83
2013,Broj,Domaljevac-Šamac,M,Hod ili penjanje uz stepenice,104
2013,Broj,Donji Vakuf,M,Hod ili penjanje uz stepenice,349
2013,Broj,Drvar,M,Hod ili penjanje uz stepenice,244
2013,Broj,Foča-FBiH,M,Hod ili penjanje uz stepenice,55
2013,Broj,Fojnica,M,Hod ili penjanje uz stepenice,359
2013,Broj,Glamoč,M,Hod ili penjanje uz stepenice,100
2013,Broj,Goražde,M,Hod ili penjanje uz stepenice,610
2013,Broj,Gornji Vakuf-Uskoplje,M,Hod ili penjanje uz stepenice,393
2013,Broj,Gračanica,M,Hod ili penjanje uz stepenice,976
2013,Broj,Gradačac,M,Hod ili penjanje uz stepenice,800
2013,Broj,Grude,M,Hod ili penjanje uz stepenice,248
2013,Broj,Sarajevo-Hadžići,M,Hod ili penjanje uz stepenice,580
2013,Broj,Sarajevo-Ilidža,M,Hod ili penjanje uz stepenice,1407
2013,Broj,Sarajevo-Ilijaš,M,Hod ili penjanje uz stepenice,431
2013,Broj,Jablanica,M,Hod ili penjanje uz stepenice,200
2013,Broj,Jajce,M,Hod ili penjanje uz stepenice,587
2013,Broj,Kakanj,M,Hod ili penjanje uz stepenice,616
