Year,UNIT_MEASURE,Value
2007,Broj,8165
2008,Broj,8091
2009,Broj,8409
2010,Broj,8597
2011,Broj,8598
2012,Broj,8549
2013,Broj,8183
2014,Broj,8361
2015,Broj,8322
2016,Broj,8309
2017,Broj,8206
2018,Broj,7954
2019,Broj,7872
