Year,UNIT_MEASURE,Spol,Value
2020.0,%,Oba spola,23.7
2020.0,%,_M,21.8
2020.0,%,_F,25.6
2021.0,%,Oba spola,20.8
2021.0,%,_M,19.6
2021.0,%,_F,22.0
2022.0,%,Oba spola,18.6
2022.0,%,_M,17.8
2022.0,%,_F,19.5
,,,
,,,
