Year,UNIT_MEASURE,Value
2020,Broj na 1.000 stanovnika,9.9
2025,Broj na 1.000 stanovnika,10.8
2030,Broj na 1.000 stanovnika,12.0
2035,Broj na 1.000 stanovnika,13.3
2040,Broj na 1.000 stanovnika,14.9
2045,Broj na 1.000 stanovnika,16.5
2050,Broj na 1.000 stanovnika,17.9
2055,Broj na 1.000 stanovnika,19.1
2060,Broj na 1.000 stanovnika,20.1
2065,Broj na 1.000 stanovnika,20.9
2070,Broj na 1.000 stanovnika,21.6
