Year,UNIT_MEASURE,Value
2005,Broj,
2006,Broj,
2007,Broj,
2008,Broj,
2010,Broj,
2011,Broj,
2012,Broj,
2013,Broj,
2014,Broj,
2015,Broj,
2016,Broj,
2017,Broj,
