Year,UNIT_MEASURE,Value
2008,Broj,4105
2009,Broj,3806
2010,Broj,3080
2011,Broj,4598
2012,Broj,4823
2013,Broj,4597
2014,Broj,4730
2015,Broj,4788
2016,Broj,4909
2017,Broj,5038
2018,Broj,4910
