Year,UNIT_MEASURE,Value
2007,Broj,43.8
2008,Broj,35.8
2009,Broj,47.1
2010,Broj,39.0
2011,Broj,35.1
2012,Broj,41.4
2013,Broj,26.1
2014,Broj,17.7
2015,Broj,45.7
2016,Broj,51.1
2017,Broj,49.6
