Year,UNIT_MEASURE,Value
2005,Broj,3683
2006,Broj,3767
2007,Broj,3979
2008,Broj,4117
2009,Broj,4268
2010,Broj,4355
2011,Broj,4443
2012,Broj,4519
2013,Broj,4625
2014,Broj,4801
2015,Broj,4764
2016,Broj,4755
2017,Broj,4810
2018,Broj,4922
2019,Broj,5092
