Year,UNIT_MEASURE,Općina,Spol,Starosna dob,Value
2013,Broj,Sarajevo-Stari Grad,Oba spola,55-59,3215
2013,Broj,Stolac,Oba spola,55-59,1006
2013,Broj,Široki Brijeg,Oba spola,55-59,1763
2013,Broj,Teočak,Oba spola,55-59,534
2013,Broj,Tešanj,Oba spola,55-59,2616
2013,Broj,Tomislavgrad,Oba spola,55-59,2103
2013,Broj,Travnik,Oba spola,55-59,3709
2013,Broj,Trnovo-FBiH,Oba spola,55-59,171
2013,Broj,Tuzla,Oba spola,55-59,9065
2013,Broj,Usora,Oba spola,55-59,397
2013,Broj,Vareš,Oba spola,55-59,778
2013,Broj,Velika Kladuša,Oba spola,55-59,2422
2013,Broj,Visoko,Oba spola,55-59,2953
2013,Broj,Vitez,Oba spola,55-59,1649
2013,Broj,Sarajevo-Vogošća,Oba spola,55-59,1958
2013,Broj,Zavidovići,Oba spola,55-59,2539
2013,Broj,Zenica,Oba spola,55-59,8278
2013,Broj,Žepče,Oba spola,55-59,1880
2013,Broj,Živinice,Oba spola,55-59,3802
2013,Broj,Banovići,Oba spola,60-64,1232
2013,Broj,Bihać,Oba spola,60-64,3027
2013,Broj,Bosanska Krupa,Oba spola,60-64,1327
2013,Broj,Bosanski Petrovac,Oba spola,60-64,495
2013,Broj,Bosansko Grahovo,Oba spola,60-64,231
2013,Broj,Breza,Oba spola,60-64,924
2013,Broj,Bugojno,Oba spola,60-64,1661
2013,Broj,Busovača,Oba spola,60-64,883
2013,Broj,Bužim,Oba spola,60-64,645
2013,Broj,Cazin,Oba spola,60-64,2694
2013,Broj,Sarajevo-Centar,Oba spola,60-64,4097
2013,Broj,Čapljina,Oba spola,60-64,1404
2013,Broj,Čelić,Oba spola,60-64,543
2013,Broj,Čitluk,Oba spola,60-64,740
2013,Broj,Doboj-Istok,Oba spola,60-64,566
2013,Broj,Doboj-Jug,Oba spola,60-64,227
2013,Broj,Dobretići,Oba spola,60-64,107
2013,Broj,Domaljevac-Šamac,Oba spola,60-64,256
2013,Broj,Donji Vakuf,Oba spola,60-64,747
2013,Broj,Drvar,Oba spola,60-64,566
2013,Broj,Foča-FBiH,Oba spola,60-64,142
2013,Broj,Fojnica,Oba spola,60-64,722
2013,Broj,Glamoč,Oba spola,60-64,293
2013,Broj,Goražde,Oba spola,60-64,1465
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,60-64,1036
2013,Broj,Gračanica,Oba spola,60-64,2716
2013,Broj,Gradačac,Oba spola,60-64,2267
2013,Broj,Grude,Oba spola,60-64,903
2013,Broj,Sarajevo-Hadžići,Oba spola,60-64,1320
2013,Broj,Sarajevo-Ilidža,Oba spola,60-64,3832
2013,Broj,Sarajevo-Ilijaš,Oba spola,60-64,1078
2013,Broj,Jablanica,Oba spola,60-64,648
2013,Broj,Jajce,Oba spola,60-64,1612
2013,Broj,Kakanj,Oba spola,60-64,2071
2013,Broj,Kalesija,Oba spola,60-64,1679
2013,Broj,Kiseljak,Oba spola,60-64,1221
2013,Broj,Kladanj,Oba spola,60-64,730
2013,Broj,Ključ,Oba spola,60-64,968
2013,Broj,Konjic,Oba spola,60-64,1586
2013,Broj,Kreševo,Oba spola,60-64,308
2013,Broj,Krupa Na Uni,Oba spola,60-64,111
2013,Broj,Kupres-FBiH,Oba spola,60-64,278
2013,Broj,Livno,Oba spola,60-64,2055
2013,Broj,Lukavac,Oba spola,60-64,2943
2013,Broj,Ljubuški,Oba spola,60-64,1352
2013,Broj,Maglaj,Oba spola,60-64,1387
2013,Broj,Mostar,Oba spola,60-64,6387
2013,Broj,Neum,Oba spola,60-64,260
2013,Broj,Sarajevo-Novi Grad,Oba spola,60-64,7928
2013,Broj,Novi Travnik,Oba spola,60-64,1100
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,60-64,4292
2013,Broj,Odžak,Oba spola,60-64,1069
2013,Broj,Olovo,Oba spola,60-64,765
2013,Broj,Orašje,Oba spola,60-64,1173
2013,Broj,Pale-FBiH,Oba spola,60-64,70
2013,Broj,Posušje,Oba spola,60-64,898
2013,Broj,Prozor,Oba spola,60-64,746
2013,Broj,Ravno,Oba spola,60-64,196
2013,Broj,Sanski Most,Oba spola,60-64,2338
2013,Broj,Sapna,Oba spola,60-64,512
2013,Broj,Srebrenik,Oba spola,60-64,2242
2013,Broj,Sarajevo-Stari Grad,Oba spola,60-64,2846
2013,Broj,Stolac,Oba spola,60-64,781
2013,Broj,Široki Brijeg,Oba spola,60-64,1204
2013,Broj,Teočak,Oba spola,60-64,413
2013,Broj,Tešanj,Oba spola,60-64,2276
2013,Broj,Tomislavgrad,Oba spola,60-64,1665
2013,Broj,Travnik,Oba spola,60-64,3073
2013,Broj,Trnovo-FBiH,Oba spola,60-64,194
2013,Broj,Tuzla,Oba spola,60-64,7796
2013,Broj,Usora,Oba spola,60-64,338
2013,Broj,Vareš,Oba spola,60-64,643
2013,Broj,Velika Kladuša,Oba spola,60-64,1850
2013,Broj,Visoko,Oba spola,60-64,2485
2013,Broj,Vitez,Oba spola,60-64,1318
2013,Broj,Sarajevo-Vogošća,Oba spola,60-64,1540
2013,Broj,Zavidovići,Oba spola,60-64,2081
2013,Broj,Zenica,Oba spola,60-64,6585
2013,Broj,Žepče,Oba spola,60-64,1469
2013,Broj,Živinice,Oba spola,60-64,3096
2013,Broj,Banovići,Oba spola,65-69,782
2013,Broj,Bihać,Oba spola,65-69,2228
2013,Broj,Bosanska Krupa,Oba spola,65-69,991
2013,Broj,Bosanski Petrovac,Oba spola,65-69,414
2013,Broj,Bosansko Grahovo,Oba spola,65-69,186
2013,Broj,Breza,Oba spola,65-69,619
2013,Broj,Bugojno,Oba spola,65-69,1165
2013,Broj,Busovača,Oba spola,65-69,543
2013,Broj,Bužim,Oba spola,65-69,498
2013,Broj,Cazin,Oba spola,65-69,2024
2013,Broj,Sarajevo-Centar,Oba spola,65-69,2905
2013,Broj,Čapljina,Oba spola,65-69,1004
2013,Broj,Čelić,Oba spola,65-69,432
2013,Broj,Čitluk,Oba spola,65-69,579
2013,Broj,Doboj-Istok,Oba spola,65-69,461
2013,Broj,Doboj-Jug,Oba spola,65-69,127
2013,Broj,Dobretići,Oba spola,65-69,72
2013,Broj,Domaljevac-Šamac,Oba spola,65-69,272
2013,Broj,Donji Vakuf,Oba spola,65-69,475
2013,Broj,Drvar,Oba spola,65-69,515
2013,Broj,Foča-FBiH,Oba spola,65-69,122
2013,Broj,Fojnica,Oba spola,65-69,534
2013,Broj,Glamoč,Oba spola,65-69,270
2013,Broj,Goražde,Oba spola,65-69,901
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,65-69,693
2013,Broj,Gračanica,Oba spola,65-69,1965
2013,Broj,Gradačac,Oba spola,65-69,1859
2013,Broj,Grude,Oba spola,65-69,726
2013,Broj,Sarajevo-Hadžići,Oba spola,65-69,887
2013,Broj,Sarajevo-Ilidža,Oba spola,65-69,2498
2013,Broj,Sarajevo-Ilijaš,Oba spola,65-69,645
2013,Broj,Jablanica,Oba spola,65-69,375
2013,Broj,Jajce,Oba spola,65-69,1071
2013,Broj,Kakanj,Oba spola,65-69,1354
2013,Broj,Kalesija,Oba spola,65-69,1025
2013,Broj,Kiseljak,Oba spola,65-69,794
2013,Broj,Kladanj,Oba spola,65-69,429
2013,Broj,Ključ,Oba spola,65-69,536
2013,Broj,Konjic,Oba spola,65-69,1170
2013,Broj,Kreševo,Oba spola,65-69,203
2013,Broj,Krupa Na Uni,Oba spola,65-69,90
2013,Broj,Kupres-FBiH,Oba spola,65-69,155
2013,Broj,Livno,Oba spola,65-69,1628
2013,Broj,Lukavac,Oba spola,65-69,2022
2013,Broj,Ljubuški,Oba spola,65-69,1089
2013,Broj,Maglaj,Oba spola,65-69,970
2013,Broj,Mostar,Oba spola,65-69,4386
2013,Broj,Neum,Oba spola,65-69,155
2013,Broj,Sarajevo-Novi Grad,Oba spola,65-69,5096
2013,Broj,Novi Travnik,Oba spola,65-69,749
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,65-69,2828
2013,Broj,Odžak,Oba spola,65-69,891
2013,Broj,Olovo,Oba spola,65-69,416
2013,Broj,Orašje,Oba spola,65-69,975
2013,Broj,Pale-FBiH,Oba spola,65-69,48
2013,Broj,Posušje,Oba spola,65-69,670
2013,Broj,Prozor,Oba spola,65-69,485
2013,Broj,Ravno,Oba spola,65-69,134
2013,Broj,Sanski Most,Oba spola,65-69,1546
2013,Broj,Sapna,Oba spola,65-69,309
2013,Broj,Srebrenik,Oba spola,65-69,1636
2013,Broj,Sarajevo-Stari Grad,Oba spola,65-69,1828
2013,Broj,Stolac,Oba spola,65-69,517
2013,Broj,Široki Brijeg,Oba spola,65-69,909
2013,Broj,Teočak,Oba spola,65-69,264
2013,Broj,Tešanj,Oba spola,65-69,1528
2013,Broj,Tomislavgrad,Oba spola,65-69,1194
2013,Broj,Travnik,Oba spola,65-69,2008
2013,Broj,Trnovo-FBiH,Oba spola,65-69,141
2013,Broj,Tuzla,Oba spola,65-69,5127
2013,Broj,Usora,Oba spola,65-69,265
2013,Broj,Vareš,Oba spola,65-69,535
2013,Broj,Velika Kladuša,Oba spola,65-69,1389
2013,Broj,Visoko,Oba spola,65-69,1640
2013,Broj,Vitez,Oba spola,65-69,844
2013,Broj,Sarajevo-Vogošća,Oba spola,65-69,834
2013,Broj,Zavidovići,Oba spola,65-69,1377
2013,Broj,Zenica,Oba spola,65-69,4381
2013,Broj,Žepče,Oba spola,65-69,1005
2013,Broj,Živinice,Oba spola,65-69,2068
2013,Broj,Banovići,Oba spola,70-74,521
2013,Broj,Bihać,Oba spola,70-74,2168
2013,Broj,Bosanska Krupa,Oba spola,70-74,881
2013,Broj,Bosanski Petrovac,Oba spola,70-74,454
2013,Broj,Bosansko Grahovo,Oba spola,70-74,217
2013,Broj,Breza,Oba spola,70-74,556
2013,Broj,Bugojno,Oba spola,70-74,1210
2013,Broj,Busovača,Oba spola,70-74,516
2013,Broj,Bužim,Oba spola,70-74,430
2013,Broj,Cazin,Oba spola,70-74,1763
2013,Broj,Sarajevo-Centar,Oba spola,70-74,2572
2013,Broj,Čapljina,Oba spola,70-74,1184
2013,Broj,Čelić,Oba spola,70-74,406
2013,Broj,Čitluk,Oba spola,70-74,795
2013,Broj,Doboj-Istok,Oba spola,70-74,355
2013,Broj,Doboj-Jug,Oba spola,70-74,116
2013,Broj,Dobretići,Oba spola,70-74,68
2013,Broj,Domaljevac-Šamac,Oba spola,70-74,219
2013,Broj,Donji Vakuf,Oba spola,70-74,414
2013,Broj,Drvar,Oba spola,70-74,483
2013,Broj,Foča-FBiH,Oba spola,70-74,124
2013,Broj,Fojnica,Oba spola,70-74,456
2013,Broj,Glamoč,Oba spola,70-74,294
2013,Broj,Goražde,Oba spola,70-74,866
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,70-74,732
2013,Broj,Gračanica,Oba spola,70-74,1617
2013,Broj,Gradačac,Oba spola,70-74,1350
2013,Broj,Grude,Oba spola,70-74,790
2013,Broj,Sarajevo-Hadžići,Oba spola,70-74,662
2013,Broj,Sarajevo-Ilidža,Oba spola,70-74,2175
2013,Broj,Sarajevo-Ilijaš,Oba spola,70-74,593
2013,Broj,Jablanica,Oba spola,70-74,342
2013,Broj,Jajce,Oba spola,70-74,991
2013,Broj,Kakanj,Oba spola,70-74,1234
2013,Broj,Kalesija,Oba spola,70-74,814
2013,Broj,Kiseljak,Oba spola,70-74,791
2013,Broj,Kladanj,Oba spola,70-74,337
2013,Broj,Ključ,Oba spola,70-74,584
2013,Broj,Konjic,Oba spola,70-74,1181
2013,Broj,Kreševo,Oba spola,70-74,254
2013,Broj,Krupa Na Uni,Oba spola,70-74,99
2013,Broj,Kupres-FBiH,Oba spola,70-74,229
2013,Broj,Livno,Oba spola,70-74,1582
2013,Broj,Lukavac,Oba spola,70-74,1739
2013,Broj,Ljubuški,Oba spola,70-74,1242
2013,Broj,Maglaj,Oba spola,70-74,776
2013,Broj,Mostar,Oba spola,70-74,4493
2013,Broj,Neum,Oba spola,70-74,178
2013,Broj,Sarajevo-Novi Grad,Oba spola,70-74,4430
2013,Broj,Novi Travnik,Oba spola,70-74,693
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,70-74,2634
2013,Broj,Odžak,Oba spola,70-74,940
2013,Broj,Olovo,Oba spola,70-74,349
2013,Broj,Orašje,Oba spola,70-74,775
2013,Broj,Pale-FBiH,Oba spola,70-74,52
2013,Broj,Posušje,Oba spola,70-74,669
2013,Broj,Prozor,Oba spola,70-74,530
2013,Broj,Ravno,Oba spola,70-74,173
2013,Broj,Sanski Most,Oba spola,70-74,1403
2013,Broj,Sapna,Oba spola,70-74,278
2013,Broj,Srebrenik,Oba spola,70-74,1259
2013,Broj,Sarajevo-Stari Grad,Oba spola,70-74,1568
2013,Broj,Stolac,Oba spola,70-74,578
2013,Broj,Široki Brijeg,Oba spola,70-74,1227
2013,Broj,Teočak,Oba spola,70-74,224
2013,Broj,Tešanj,Oba spola,70-74,1134
2013,Broj,Tomislavgrad,Oba spola,70-74,1276
2013,Broj,Travnik,Oba spola,70-74,1881
2013,Broj,Trnovo-FBiH,Oba spola,70-74,113
2013,Broj,Tuzla,Oba spola,70-74,4824
2013,Broj,Usora,Oba spola,70-74,321
2013,Broj,Vareš,Oba spola,70-74,514
2013,Broj,Velika Kladuša,Oba spola,70-74,1141
2013,Broj,Visoko,Oba spola,70-74,1431
2013,Broj,Vitez,Oba spola,70-74,841
2013,Broj,Sarajevo-Vogošća,Oba spola,70-74,721
2013,Broj,Zavidovići,Oba spola,70-74,1028
2013,Broj,Zenica,Oba spola,70-74,3858
2013,Broj,Žepče,Oba spola,70-74,891
2013,Broj,Živinice,Oba spola,70-74,1513
2013,Broj,Banovići,Oba spola,75-79,418
2013,Broj,Bihać,Oba spola,75-79,1673
2013,Broj,Bosanska Krupa,Oba spola,75-79,695
2013,Broj,Bosanski Petrovac,Oba spola,75-79,489
2013,Broj,Bosansko Grahovo,Oba spola,75-79,214
2013,Broj,Breza,Oba spola,75-79,396
2013,Broj,Bugojno,Oba spola,75-79,843
2013,Broj,Busovača,Oba spola,75-79,433
2013,Broj,Bužim,Oba spola,75-79,284
2013,Broj,Cazin,Oba spola,75-79,1116
2013,Broj,Sarajevo-Centar,Oba spola,75-79,2282
2013,Broj,Čapljina,Oba spola,75-79,1115
2013,Broj,Čelić,Oba spola,75-79,369
2013,Broj,Čitluk,Oba spola,75-79,710
2013,Broj,Doboj-Istok,Oba spola,75-79,251
2013,Broj,Doboj-Jug,Oba spola,75-79,73
2013,Broj,Dobretići,Oba spola,75-79,50
2013,Broj,Domaljevac-Šamac,Oba spola,75-79,149
2013,Broj,Donji Vakuf,Oba spola,75-79,306
2013,Broj,Drvar,Oba spola,75-79,563
2013,Broj,Foča-FBiH,Oba spola,75-79,121
2013,Broj,Fojnica,Oba spola,75-79,340
2013,Broj,Glamoč,Oba spola,75-79,250
2013,Broj,Goražde,Oba spola,75-79,859
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,75-79,467
2013,Broj,Gračanica,Oba spola,75-79,1095
2013,Broj,Gradačac,Oba spola,75-79,1048
2013,Broj,Grude,Oba spola,75-79,711
2013,Broj,Sarajevo-Hadžići,Oba spola,75-79,602
2013,Broj,Sarajevo-Ilidža,Oba spola,75-79,1853
2013,Broj,Sarajevo-Ilijaš,Oba spola,75-79,513
2013,Broj,Jablanica,Oba spola,75-79,300
2013,Broj,Jajce,Oba spola,75-79,759
2013,Broj,Kakanj,Oba spola,75-79,936
2013,Broj,Kalesija,Oba spola,75-79,533
2013,Broj,Kiseljak,Oba spola,75-79,606
2013,Broj,Kladanj,Oba spola,75-79,290
2013,Broj,Ključ,Oba spola,75-79,501
2013,Broj,Konjic,Oba spola,75-79,889
2013,Broj,Kreševo,Oba spola,75-79,193
2013,Broj,Krupa Na Uni,Oba spola,75-79,124
2013,Broj,Kupres-FBiH,Oba spola,75-79,210
2013,Broj,Livno,Oba spola,75-79,1253
2013,Broj,Lukavac,Oba spola,75-79,1357
2013,Broj,Ljubuški,Oba spola,75-79,1061
2013,Broj,Maglaj,Oba spola,75-79,576
2013,Broj,Mostar,Oba spola,75-79,3887
2013,Broj,Neum,Oba spola,75-79,201
2013,Broj,Sarajevo-Novi Grad,Oba spola,75-79,3664
2013,Broj,Novi Travnik,Oba spola,75-79,581
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,75-79,2731
2013,Broj,Odžak,Oba spola,75-79,748
2013,Broj,Olovo,Oba spola,75-79,293
2013,Broj,Orašje,Oba spola,75-79,589
2013,Broj,Pale-FBiH,Oba spola,75-79,41
2013,Broj,Posušje,Oba spola,75-79,605
2013,Broj,Prozor,Oba spola,75-79,470
2013,Broj,Ravno,Oba spola,75-79,162
2013,Broj,Sanski Most,Oba spola,75-79,1042
2013,Broj,Sapna,Oba spola,75-79,233
2013,Broj,Srebrenik,Oba spola,75-79,963
2013,Broj,Sarajevo-Stari Grad,Oba spola,75-79,1399
2013,Broj,Stolac,Oba spola,75-79,589
2013,Broj,Široki Brijeg,Oba spola,75-79,1089
2013,Broj,Teočak,Oba spola,75-79,131
2013,Broj,Tešanj,Oba spola,75-79,726
2013,Broj,Tomislavgrad,Oba spola,75-79,1047
2013,Broj,Travnik,Oba spola,75-79,1349
2013,Broj,Trnovo-FBiH,Oba spola,75-79,76
2013,Broj,Tuzla,Oba spola,75-79,3976
2013,Broj,Usora,Oba spola,75-79,213
2013,Broj,Vareš,Oba spola,75-79,474
2013,Broj,Velika Kladuša,Oba spola,75-79,727
2013,Broj,Visoko,Oba spola,75-79,864
2013,Broj,Vitez,Oba spola,75-79,634
2013,Broj,Sarajevo-Vogošća,Oba spola,75-79,597
2013,Broj,Zavidovići,Oba spola,75-79,811
2013,Broj,Zenica,Oba spola,75-79,3171
2013,Broj,Žepče,Oba spola,75-79,704
2013,Broj,Živinice,Oba spola,75-79,1074
2013,Broj,Banovići,Oba spola,80-84,215
2013,Broj,Bihać,Oba spola,80-84,752
2013,Broj,Bosanska Krupa,Oba spola,80-84,330
2013,Broj,Bosanski Petrovac,Oba spola,80-84,233
2013,Broj,Bosansko Grahovo,Oba spola,80-84,139
2013,Broj,Breza,Oba spola,80-84,185
2013,Broj,Bugojno,Oba spola,80-84,463
2013,Broj,Busovača,Oba spola,80-84,221
2013,Broj,Bužim,Oba spola,80-84,134
2013,Broj,Cazin,Oba spola,80-84,520
2013,Broj,Sarajevo-Centar,Oba spola,80-84,1399
2013,Broj,Čapljina,Oba spola,80-84,654
2013,Broj,Čelić,Oba spola,80-84,220
2013,Broj,Čitluk,Oba spola,80-84,468
2013,Broj,Doboj-Istok,Oba spola,80-84,140
2013,Broj,Doboj-Jug,Oba spola,80-84,30
2013,Broj,Dobretići,Oba spola,80-84,14
2013,Broj,Domaljevac-Šamac,Oba spola,80-84,55
2013,Broj,Donji Vakuf,Oba spola,80-84,158
2013,Broj,Drvar,Oba spola,80-84,335
2013,Broj,Foča-FBiH,Oba spola,80-84,50
2013,Broj,Fojnica,Oba spola,80-84,171
2013,Broj,Glamoč,Oba spola,80-84,136
2013,Broj,Goražde,Oba spola,80-84,437
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,80-84,249
2013,Broj,Gračanica,Oba spola,80-84,542
2013,Broj,Gradačac,Oba spola,80-84,527
2013,Broj,Grude,Oba spola,80-84,500
2013,Broj,Sarajevo-Hadžići,Oba spola,80-84,293
2013,Broj,Sarajevo-Ilidža,Oba spola,80-84,890
2013,Broj,Sarajevo-Ilijaš,Oba spola,80-84,261
2013,Broj,Jablanica,Oba spola,80-84,183
2013,Broj,Jajce,Oba spola,80-84,361
2013,Broj,Kakanj,Oba spola,80-84,458
2013,Broj,Kalesija,Oba spola,80-84,267
2013,Broj,Kiseljak,Oba spola,80-84,273
2013,Broj,Kladanj,Oba spola,80-84,137
2013,Broj,Ključ,Oba spola,80-84,242
2013,Broj,Konjic,Oba spola,80-84,536
2013,Broj,Kreševo,Oba spola,80-84,122
2013,Broj,Krupa Na Uni,Oba spola,80-84,73
2013,Broj,Kupres-FBiH,Oba spola,80-84,116
2013,Broj,Livno,Oba spola,80-84,788
2013,Broj,Lukavac,Oba spola,80-84,762
2013,Broj,Ljubuški,Oba spola,80-84,718
2013,Broj,Maglaj,Oba spola,80-84,269
2013,Broj,Mostar,Oba spola,80-84,2290
2013,Broj,Neum,Oba spola,80-84,154
2013,Broj,Sarajevo-Novi Grad,Oba spola,80-84,1834
2013,Broj,Novi Travnik,Oba spola,80-84,276
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,80-84,1651
2013,Broj,Odžak,Oba spola,80-84,341
2013,Broj,Olovo,Oba spola,80-84,155
2013,Broj,Orašje,Oba spola,80-84,320
2013,Broj,Pale-FBiH,Oba spola,80-84,24
2013,Broj,Posušje,Oba spola,80-84,337
2013,Broj,Prozor,Oba spola,80-84,234
2013,Broj,Ravno,Oba spola,80-84,117
2013,Broj,Sanski Most,Oba spola,80-84,541
2013,Broj,Sapna,Oba spola,80-84,111
2013,Broj,Srebrenik,Oba spola,80-84,501
2013,Broj,Sarajevo-Stari Grad,Oba spola,80-84,746
2013,Broj,Stolac,Oba spola,80-84,415
2013,Broj,Široki Brijeg,Oba spola,80-84,720
2013,Broj,Teočak,Oba spola,80-84,82
2013,Broj,Tešanj,Oba spola,80-84,323
2013,Broj,Tomislavgrad,Oba spola,80-84,682
2013,Broj,Travnik,Oba spola,80-84,680
2013,Broj,Trnovo-FBiH,Oba spola,80-84,52
2013,Broj,Tuzla,Oba spola,80-84,2029
2013,Broj,Usora,Oba spola,80-84,93
2013,Broj,Vareš,Oba spola,80-84,235
2013,Broj,Velika Kladuša,Oba spola,80-84,315
2013,Broj,Visoko,Oba spola,80-84,462
2013,Broj,Vitez,Oba spola,80-84,276
2013,Broj,Sarajevo-Vogošća,Oba spola,80-84,357
2013,Broj,Zavidovići,Oba spola,80-84,413
2013,Broj,Zenica,Oba spola,80-84,1629
2013,Broj,Žepče,Oba spola,80-84,341
2013,Broj,Živinice,Oba spola,80-84,538
2013,Broj,Banovići,Oba spola,85+,54
2013,Broj,Bihać,Oba spola,85+,300
2013,Broj,Bosanska Krupa,Oba spola,85+,139
2013,Broj,Bosanski Petrovac,Oba spola,85+,126
2013,Broj,Bosansko Grahovo,Oba spola,85+,59
2013,Broj,Breza,Oba spola,85+,77
2013,Broj,Bugojno,Oba spola,85+,182
2013,Broj,Busovača,Oba spola,85+,85
2013,Broj,Bužim,Oba spola,85+,42
2013,Broj,Cazin,Oba spola,85+,192
2013,Broj,Sarajevo-Centar,Oba spola,85+,770
2013,Broj,Čapljina,Oba spola,85+,347
2013,Broj,Čelić,Oba spola,85+,84
2013,Broj,Čitluk,Oba spola,85+,275
2013,Broj,Doboj-Istok,Oba spola,85+,51
2013,Broj,Doboj-Jug,Oba spola,85+,14
2013,Broj,Dobretići,Oba spola,85+,5
2013,Broj,Domaljevac-Šamac,Oba spola,85+,18
2013,Broj,Donji Vakuf,Oba spola,85+,48
2013,Broj,Drvar,Oba spola,85+,151
2013,Broj,Foča-FBiH,Oba spola,85+,17
2013,Broj,Fojnica,Oba spola,85+,70
2013,Broj,Glamoč,Oba spola,85+,68
2013,Broj,Goražde,Oba spola,85+,192
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,85+,98
2013,Broj,Gračanica,Oba spola,85+,217
2013,Broj,Gradačac,Oba spola,85+,245
2013,Broj,Grude,Oba spola,85+,280
2013,Broj,Sarajevo-Hadžići,Oba spola,85+,114
2013,Broj,Sarajevo-Ilidža,Oba spola,85+,345
2013,Broj,Sarajevo-Ilijaš,Oba spola,85+,101
2013,Broj,Jablanica,Oba spola,85+,114
2013,Broj,Jajce,Oba spola,85+,163
2013,Broj,Kakanj,Oba spola,85+,168
2013,Broj,Kalesija,Oba spola,85+,117
2013,Broj,Kiseljak,Oba spola,85+,103
2013,Broj,Kladanj,Oba spola,85+,41
2013,Broj,Ključ,Oba spola,85+,89
2013,Broj,Konjic,Oba spola,85+,253
2013,Broj,Kreševo,Oba spola,85+,57
2013,Broj,Krupa Na Uni,Oba spola,85+,28
2013,Broj,Kupres-FBiH,Oba spola,85+,61
2013,Broj,Livno,Oba spola,85+,404
2013,Broj,Lukavac,Oba spola,85+,244
2013,Broj,Ljubuški,Oba spola,85+,494
2013,Broj,Maglaj,Oba spola,85+,93
2013,Broj,Mostar,Oba spola,85+,1152
2013,Broj,Neum,Oba spola,85+,89
2013,Broj,Sarajevo-Novi Grad,Oba spola,85+,735
2013,Broj,Novi Travnik,Oba spola,85+,87
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,85+,819
2013,Broj,Odžak,Oba spola,85+,116
2013,Broj,Olovo,Oba spola,85+,76
2013,Broj,Orašje,Oba spola,85+,111
2013,Broj,Pale-FBiH,Oba spola,85+,11
2013,Broj,Posušje,Oba spola,85+,249
2013,Broj,Prozor,Oba spola,85+,125
2013,Broj,Ravno,Oba spola,85+,61
2013,Broj,Sanski Most,Oba spola,85+,215
2013,Broj,Sapna,Oba spola,85+,48
2013,Broj,Srebrenik,Oba spola,85+,206
2013,Broj,Sarajevo-Stari Grad,Oba spola,85+,413
2013,Broj,Stolac,Oba spola,85+,176
2013,Broj,Široki Brijeg,Oba spola,85+,422
2013,Broj,Teočak,Oba spola,85+,45
2013,Broj,Tešanj,Oba spola,85+,136
2013,Broj,Tomislavgrad,Oba spola,85+,388
2013,Broj,Travnik,Oba spola,85+,259
2013,Broj,Trnovo-FBiH,Oba spola,85+,12
2013,Broj,Tuzla,Oba spola,85+,864
2013,Broj,Usora,Oba spola,85+,38
2013,Broj,Vareš,Oba spola,85+,85
2013,Broj,Velika Kladuša,Oba spola,85+,116
2013,Broj,Visoko,Oba spola,85+,163
2013,Broj,Vitez,Oba spola,85+,106
2013,Broj,Sarajevo-Vogošća,Oba spola,85+,127
2013,Broj,Zavidovići,Oba spola,85+,136
2013,Broj,Zenica,Oba spola,85+,617
2013,Broj,Žepče,Oba spola,85+,122
2013,Broj,Živinice,Oba spola,85+,200
2013,Broj,Banovići,M,Ukupno,11392
2013,Broj,Bihać,M,Ukupno,27041
2013,Broj,Bosanska Krupa,M,Ukupno,12548
2013,Broj,Bosanski Petrovac,M,Ukupno,3678
2013,Broj,Bosansko Grahovo,M,Ukupno,1287
2013,Broj,Breza,M,Ukupno,6952
2013,Broj,Bugojno,M,Ukupno,15635
2013,Broj,Busovača,M,Ukupno,9134
2013,Broj,Bužim,M,Ukupno,9885
2013,Broj,Cazin,M,Ukupno,33072
2013,Broj,Sarajevo-Centar,M,Ukupno,25369
2013,Broj,Čapljina,M,Ukupno,12947
2013,Broj,Čelić,M,Ukupno,5256
2013,Broj,Čitluk,M,Ukupno,8937
2013,Broj,Doboj-Istok,M,Ukupno,5061
2013,Broj,Doboj-Jug,M,Ukupno,2065
2013,Broj,Dobretići,M,Ukupno,905
2013,Broj,Domaljevac-Šamac,M,Ukupno,2373
2013,Broj,Donji Vakuf,M,Ukupno,6922
2013,Broj,Drvar,M,Ukupno,3473
2013,Broj,Foča-FBiH,M,Ukupno,998
2013,Broj,Fojnica,M,Ukupno,6197
2013,Broj,Glamoč,M,Ukupno,1963
2013,Broj,Goražde,M,Ukupno,10163
2013,Broj,Gornji Vakuf-Uskoplje,M,Ukupno,10532
2013,Broj,Gračanica,M,Ukupno,21641
2013,Broj,Gradačac,M,Ukupno,19234
2013,Broj,Grude,M,Ukupno,8621
2013,Broj,Sarajevo-Hadžići,M,Ukupno,11914
2013,Broj,Sarajevo-Ilidža,M,Ukupno,32359
2013,Broj,Sarajevo-Ilijaš,M,Ukupno,9381
