Year,UNIT_MEASURE,Value
2007,Broj,15.0
2008,Broj,11.0
2009,Broj,14.9
2010,Broj,12.6
2011,Broj,10.3
2012,Broj,14.8
2013,Broj,8.4
2014,Broj,14.4
2015,Broj,13.4
2016,Broj,19.1
2017,Broj,10.3
