Year,UNIT_MEASURE,Admin_Area,Пол,Value
2015,Број,sarajevo_canton,Оба пола,86478.0
2015,Број,canton_10,Оба пола,5986.0
2015,Број,federation_of_bih,M,139273.0
2015,Број,una-sana_canton,M,10336.0
2015,Број,posavina_canton,M,425.0
2015,Број,tuzla_canton,M,27833.0
2015,Број,zenica-doboj_canton,M,25681.0
2015,Број,bosnian-podrinje_canton,M,4981.0
2015,Број,central_bosnia_canton,M,8230.0
2015,Број,herzegovina-neretva_canton,M,7348.0
2015,Број,west_herzegovina_canton,M,1671.0
2015,Број,sarajevo_canton,M,50212.0
2015,Број,canton_10,M,2556.0
2015,Број,federation_of_bih,Ж,144302.0
2015,Број,una-sana_canton,Ж,11474.0
2015,Број,posavina_canton,Ж,616.0
2015,Број,tuzla_canton,Ж,35176.0
2015,Број,zenica-doboj_canton,Ж,29341.0
2015,Број,bosnian-podrinje_canton,Ж,6554.0
2015,Број,central_bosnia_canton,Ж,9177.0
2015,Број,herzegovina-neretva_canton,Ж,10325.0
2015,Број,west_herzegovina_canton,Ж,1943.0
2015,Број,sarajevo_canton,Ж,36266.0
2015,Број,canton_10,Ж,3430.0
2016,Број,federation_of_bih,Оба пола,295304.0
2016,Број,una-sana_canton,Оба пола,21855.0
2016,Број,posavina_canton,Оба пола,1060.0
2016,Број,tuzla_canton,Оба пола,68369.0
2016,Број,zenica-doboj_canton,Оба пола,48270.0
2016,Број,bosnian-podrinje_canton,Оба пола,11194.0
2016,Број,central_bosnia_canton,Оба пола,18371.0
2016,Број,herzegovina-neretva_canton,Оба пола,17707.0
2016,Број,west_herzegovina_canton,Оба пола,2187.0
2016,Број,sarajevo_canton,Оба пола,101740.0
2016,Број,canton_10,Оба пола,4551.0
2016,Број,federation_of_bih,M,135801.0
2016,Број,una-sana_canton,M,10051.0
2016,Број,posavina_canton,M,499.0
2016,Број,tuzla_canton,M,29440.0
2016,Број,zenica-doboj_canton,M,23551.0
2016,Број,bosnian-podrinje_canton,M,5162.0
2016,Број,central_bosnia_canton,M,8627.0
2016,Број,herzegovina-neretva_canton,M,7663.0
2016,Број,west_herzegovina_canton,M,979.0
2016,Број,sarajevo_canton,M,47713.0
2016,Број,canton_10,M,2116.0
2016,Број,federation_of_bih,Ж,159503.0
2016,Број,una-sana_canton,Ж,11804.0
2016,Број,posavina_canton,Ж,561.0
2016,Број,tuzla_canton,Ж,38929.0
2016,Број,zenica-doboj_canton,Ж,24719.0
2016,Број,bosnian-podrinje_canton,Ж,6032.0
2016,Број,central_bosnia_canton,Ж,9744.0
2016,Број,herzegovina-neretva_canton,Ж,10044.0
2016,Број,west_herzegovina_canton,Ж,1208.0
2016,Број,sarajevo_canton,Ж,54027.0
2016,Број,canton_10,Ж,2435.0
2017,Број,federation_of_bih,Оба пола,272769.0
2017,Број,una-sana_canton,Оба пола,21163.0
2017,Број,posavina_canton,Оба пола,1309.0
2017,Број,tuzla_canton,Оба пола,56420.0
2017,Број,zenica-doboj_canton,Оба пола,48168.0
2017,Број,bosnian-podrinje_canton,Оба пола,10088.0
2017,Број,central_bosnia_canton,Оба пола,18006.0
2017,Број,herzegovina-neretva_canton,Оба пола,15978.0
2017,Број,west_herzegovina_canton,Оба пола,2445.0
2017,Број,sarajevo_canton,Оба пола,95028.0
2017,Број,canton_10,Оба пола,4164.0
2017,Број,federation_of_bih,M,124731.0
2017,Број,una-sana_canton,M,10694.0
2017,Број,posavina_canton,M,615.0
2017,Број,tuzla_canton,M,24534.0
2017,Број,zenica-doboj_canton,M,22598.0
2017,Број,bosnian-podrinje_canton,M,4588.0
2017,Број,central_bosnia_canton,M,8052.0
2017,Број,herzegovina-neretva_canton,M,5238.0
2017,Број,west_herzegovina_canton,M,1062.0
2017,Број,sarajevo_canton,M,45327.0
2017,Број,canton_10,M,2023.0
2017,Број,federation_of_bih,Ж,148038.0
2017,Број,una-sana_canton,Ж,10469.0
2017,Број,posavina_canton,Ж,694.0
2017,Број,tuzla_canton,Ж,31886.0
2017,Број,zenica-doboj_canton,Ж,25570.0
2017,Број,bosnian-podrinje_canton,Ж,5500.0
2017,Број,central_bosnia_canton,Ж,9954.0
2017,Број,herzegovina-neretva_canton,Ж,10740.0
2017,Број,west_herzegovina_canton,Ж,1383.0
2017,Број,sarajevo_canton,Ж,49701.0
2017,Број,canton_10,Ж,2141.0
2018,Број,federation_of_bih,Оба пола,495614.0
2018,Број,una-sana_canton,Оба пола,26314.0
2018,Број,posavina_canton,Оба пола,2532.0
2018,Број,tuzla_canton,Оба пола,92459.0
2018,Број,zenica-doboj_canton,Оба пола,81918.0
2018,Број,bosnian-podrinje_canton,Оба пола,14195.0
2018,Број,central_bosnia_canton,Оба пола,27811.0
2018,Број,herzegovina-neretva_canton,Оба пола,29813.0
2018,Број,west_herzegovina_canton,Оба пола,4328.0
2018,Број,sarajevo_canton,Оба пола,208374.0
2018,Број,canton_10,Оба пола,7870.0
2018,Број,federation_of_bih,M,324387.0
2018,Број,una-sana_canton,M,17081.0
2018,Број,posavina_canton,M,1648.0
2018,Број,tuzla_canton,M,61012.0
2018,Број,zenica-doboj_canton,M,53492.0
2018,Број,bosnian-podrinje_canton,M,9490.0
2018,Број,central_bosnia_canton,M,17738.0
2018,Број,herzegovina-neretva_canton,M,20533.0
2018,Број,west_herzegovina_canton,M,2962.0
2018,Број,sarajevo_canton,M,134532.0
2018,Број,canton_10,M,5599.0
2018,Број,federation_of_bih,Ж,171227.0
2018,Број,una-sana_canton,Ж,9233.0
2018,Број,posavina_canton,Ж,884.0
2018,Број,tuzla_canton,Ж,31447.0
2018,Број,zenica-doboj_canton,Ж,28426.0
2018,Број,bosnian-podrinje_canton,Ж,4705.0
2018,Број,central_bosnia_canton,Ж,10073.0
2018,Број,herzegovina-neretva_canton,Ж,9280.0
2018,Број,west_herzegovina_canton,Ж,1366.0
2018,Број,sarajevo_canton,Ж,73842.0
2018,Број,canton_10,Ж,1971.0
