Year,UNIT_MEASURE,Административна јединица,Пол,Value
2010,Број,Федерација Босне и Херцеговине,Оба пола,1230
2010,Број,Унско-сански кантон,Оба пола,168
2010,Број,ПОсавски кантон,Оба пола,18
2010,Број,Тузлански кантон,Оба пола,246
2010,Број,Зеничко-добојски кантон,Оба пола,144
2010,Број,Босанско-подрињски кантон,Оба пола,30
2010,Број,Средњобосански кантон,Оба пола,78
2010,Број,Херцеговачко-неретвански кантон,Оба пола,162
2010,Број,Западнохерцеговчки кантон,Оба пола,72
2010,Број,Кантон Сарајево,Оба пола,251
2010,Број,Кантон 10,Оба пола,61
2010,Број,Федерација Босне и Херцеговине,M,76
2010,Број,Унско-сански кантон,M,14
2010,Број,ПОсавски кантон,M,2
2010,Број,Тузлански кантон,M,31
2010,Број,Зеничко-добојски кантон,M,9
2010,Број,Босанско-подрињски кантон,M,2
2010,Број,Средњобосански кантон,M,4
2010,Број,Херцеговачко-неретвански кантон,M,2
2010,Број,Западнохерцеговчки кантон,M,3
2010,Број,Кантон Сарајево,M,6
2010,Број,Кантон 10,M,3
2010,Број,Федерација Босне и Херцеговине,Ж,1154
2010,Број,Унско-сански кантон,Ж,154
2010,Број,ПОсавски кантон,Ж,16
2010,Број,Тузлански кантон,Ж,215
2010,Број,Зеничко-добојски кантон,Ж,135
2010,Број,Босанско-подрињски кантон,Ж,28
2010,Број,Средњобосански кантон,Ж,74
2010,Број,Херцеговачко-неретвански кантон,Ж,160
2010,Број,Западнохерцеговчки кантон,Ж,69
2010,Број,Кантон Сарајево,Ж,245
2010,Број,Кантон 10,Ж,58
2011,Број,Федерација Босне и Херцеговине,Оба пола,1441
2011,Број,Унско-сански кантон,Оба пола,170
2011,Број,ПОсавски кантон,Оба пола,18
2011,Број,Тузлански кантон,Оба пола,260
2011,Број,Зеничко-добојски кантон,Оба пола,189
2011,Број,Босанско-подрињски кантон,Оба пола,37
2011,Број,Средњобосански кантон,Оба пола,78
2011,Број,Херцеговачко-неретвански кантон,Оба пола,198
2011,Број,Западнохерцеговчки кантон,Оба пола,86
2011,Број,Кантон Сарајево,Оба пола,342
2011,Број,Кантон 10,Оба пола,63
2011,Број,Федерација Босне и Херцеговине,M,96
2011,Број,Унско-сански кантон,M,14
2011,Број,ПОсавски кантон,M,2
2011,Број,Тузлански кантон,M,32
2011,Број,Зеничко-добојски кантон,M,17
2011,Број,Босанско-подрињски кантон,M,2
2011,Број,Средњобосански кантон,M,4
2011,Број,Херцеговачко-неретвански кантон,M,7
2011,Број,Западнохерцеговчки кантон,M,4
2011,Број,Кантон Сарајево,M,11
2011,Број,Кантон 10,M,3
2011,Број,Федерација Босне и Херцеговине,Ж,1345
2011,Број,Унско-сански кантон,Ж,156
2011,Број,ПОсавски кантон,Ж,16
2011,Број,Тузлански кантон,Ж,228
2011,Број,Зеничко-добојски кантон,Ж,172
2011,Број,Босанско-подрињски кантон,Ж,35
2011,Број,Средњобосански кантон,Ж,74
2011,Број,Херцеговачко-неретвански кантон,Ж,191
2011,Број,Западнохерцеговчки кантон,Ж,82
2011,Број,Кантон Сарајево,Ж,331
2011,Број,Кантон 10,Ж,60
2012,Број,Федерација Босне и Херцеговине,Оба пола,1450
2012,Број,Унско-сански кантон,Оба пола,163
2012,Број,ПОсавски кантон,Оба пола,21
2012,Број,Тузлански кантон,Оба пола,258
2012,Број,Зеничко-добојски кантон,Оба пола,177
2012,Број,Босанско-подрињски кантон,Оба пола,36
2012,Број,Средњобосански кантон,Оба пола,97
2012,Број,Херцеговачко-неретвански кантон,Оба пола,186
2012,Број,Западнохерцеговчки кантон,Оба пола,92
2012,Број,Кантон Сарајево,Оба пола,356
