Year,UNIT_MEASURE,Value
2007,Број,8165
2008,Број,8091
2009,Број,8409
2010,Број,8597
2011,Број,8598
2012,Број,8549
2013,Број,8183
2014,Број,8361
2015,Број,8322
2016,Број,8309
2017,Број,8206
2018,Број,7954
2019,Број,7872
