Year,UNIT_MEASURE,Пол,Admin Area,Витална статистика,Value
2015,Број,Ж,posavina_canton,Умрли,
2015,Број,Ж,tuzla_canton,Умрли,
2015,Број,Ж,zenica-doboj_canton,Умрли,
2015,Број,Ж,bosnian-podrinje_canton,Умрли,
2015,Број,Ж,central_bosnia_canton,Умрли,
2015,Број,Ж,herzegovina-neretva_canton,Умрли,
2015,Број,Ж,west_herzegovina_canton,Умрли,
2015,Број,Ж,sarajevo_canton,Умрли,
2015,Број,Ж,canton_10,Умрли,
2016,Број,Оба пола,federation_of_bih,Умрли,
2016,Број,Оба пола,una-sana_canton,Умрли,
2016,Број,Оба пола,posavina_canton,Умрли,
2016,Број,Оба пола,tuzla_canton,Умрли,
2016,Број,Оба пола,zenica-doboj_canton,Умрли,
2016,Број,Оба пола,bosnian-podrinje_canton,Умрли,
2016,Број,Оба пола,central_bosnia_canton,Умрли,
2016,Број,Оба пола,herzegovina-neretva_canton,Умрли,
2016,Број,Оба пола,west_herzegovina_canton,Умрли,
2016,Број,Оба пола,sarajevo_canton,Умрли,
2016,Број,Оба пола,canton_10,Умрли,
2016,Број,M,federation_of_bih,Умрли,
2016,Број,M,una-sana_canton,Умрли,
2016,Број,M,posavina_canton,Умрли,
2016,Број,M,tuzla_canton,Умрли,
2016,Број,M,zenica-doboj_canton,Умрли,
2016,Број,M,bosnian-podrinje_canton,Умрли,
2016,Број,M,central_bosnia_canton,Умрли,
2016,Број,M,herzegovina-neretva_canton,Умрли,
2016,Број,M,west_herzegovina_canton,Умрли,
2016,Број,M,sarajevo_canton,Умрли,
2016,Број,M,canton_10,Умрли,
2016,Број,Ж,federation_of_bih,Умрли,
2016,Број,Ж,una-sana_canton,Умрли,
2016,Број,Ж,posavina_canton,Умрли,
2016,Број,Ж,tuzla_canton,Умрли,
2016,Број,Ж,zenica-doboj_canton,Умрли,
2016,Број,Ж,bosnian-podrinje_canton,Умрли,
2016,Број,Ж,central_bosnia_canton,Умрли,
2016,Број,Ж,herzegovina-neretva_canton,Умрли,
2016,Број,Ж,west_herzegovina_canton,Умрли,
2016,Број,Ж,sarajevo_canton,Умрли,
2016,Број,Ж,canton_10,Умрли,
2017,Број,Оба пола,federation_of_bih,Умрли,
2017,Број,Оба пола,una-sana_canton,Умрли,
2017,Број,Оба пола,posavina_canton,Умрли,
2017,Број,Оба пола,tuzla_canton,Умрли,
2017,Број,Оба пола,zenica-doboj_canton,Умрли,
2017,Број,Оба пола,bosnian-podrinje_canton,Умрли,
2017,Број,Оба пола,central_bosnia_canton,Умрли,
2017,Број,Оба пола,herzegovina-neretva_canton,Умрли,
2017,Број,Оба пола,west_herzegovina_canton,Умрли,
2017,Број,Оба пола,sarajevo_canton,Умрли,
2017,Број,Оба пола,canton_10,Умрли,
2017,Број,M,federation_of_bih,Умрли,
2017,Број,M,una-sana_canton,Умрли,
2017,Број,M,posavina_canton,Умрли,
2017,Број,M,tuzla_canton,Умрли,
2017,Број,M,zenica-doboj_canton,Умрли,
2017,Број,M,bosnian-podrinje_canton,Умрли,
2017,Број,M,central_bosnia_canton,Умрли,
2017,Број,M,herzegovina-neretva_canton,Умрли,
2017,Број,M,west_herzegovina_canton,Умрли,
2017,Број,M,sarajevo_canton,Умрли,
2017,Број,M,canton_10,Умрли,
2017,Број,Ж,federation_of_bih,Умрли,
2017,Број,Ж,una-sana_canton,Умрли,
2017,Број,Ж,posavina_canton,Умрли,
2017,Број,Ж,tuzla_canton,Умрли,
2017,Број,Ж,zenica-doboj_canton,Умрли,
2017,Број,Ж,bosnian-podrinje_canton,Умрли,
2017,Број,Ж,central_bosnia_canton,Умрли,
2017,Број,Ж,herzegovina-neretva_canton,Умрли,
2017,Број,Ж,west_herzegovina_canton,Умрли,
2017,Број,Ж,sarajevo_canton,Умрли,
2017,Број,Ж,canton_10,Умрли,
2018,Број,Оба пола,federation_of_bih,Умрли,
2018,Број,Оба пола,una-sana_canton,Умрли,
2018,Број,Оба пола,posavina_canton,Умрли,
2018,Број,Оба пола,tuzla_canton,Умрли,
2018,Број,Оба пола,zenica-doboj_canton,Умрли,
2018,Број,Оба пола,bosnian-podrinje_canton,Умрли,
2018,Број,Оба пола,central_bosnia_canton,Умрли,
2018,Број,Оба пола,herzegovina-neretva_canton,Умрли,
2018,Број,Оба пола,west_herzegovina_canton,Умрли,
2018,Број,Оба пола,sarajevo_canton,Умрли,
2018,Број,Оба пола,canton_10,Умрли,
2018,Број,M,federation_of_bih,Умрли,
2018,Број,M,una-sana_canton,Умрли,
2018,Број,M,posavina_canton,Умрли,
2018,Број,M,tuzla_canton,Умрли,
2018,Број,M,zenica-doboj_canton,Умрли,
2018,Број,M,bosnian-podrinje_canton,Умрли,
2018,Број,M,central_bosnia_canton,Умрли,
2018,Број,M,herzegovina-neretva_canton,Умрли,
2018,Број,M,west_herzegovina_canton,Умрли,
2018,Број,M,sarajevo_canton,Умрли,
2018,Број,M,canton_10,Умрли,
2018,Број,Ж,federation_of_bih,Умрли,
2018,Број,Ж,una-sana_canton,Умрли,
2018,Број,Ж,posavina_canton,Умрли,
2018,Број,Ж,tuzla_canton,Умрли,
2018,Број,Ж,zenica-doboj_canton,Умрли,
2018,Број,Ж,bosnian-podrinje_canton,Умрли,
2018,Број,Ж,central_bosnia_canton,Умрли,
2018,Број,Ж,herzegovina-neretva_canton,Умрли,
2018,Број,Ж,west_herzegovina_canton,Умрли,
2018,Број,Ж,sarajevo_canton,Умрли,
2018,Број,Ж,canton_10,Умрли,
2019,Број,Оба пола,federation_of_bih,Умрли,
2019,Број,Оба пола,una-sana_canton,Умрли,
2019,Број,Оба пола,posavina_canton,Умрли,
2019,Број,Оба пола,tuzla_canton,Умрли,
2019,Број,Оба пола,zenica-doboj_canton,Умрли,
2019,Број,Оба пола,bosnian-podrinje_canton,Умрли,
2019,Број,Оба пола,central_bosnia_canton,Умрли,
2019,Број,Оба пола,herzegovina-neretva_canton,Умрли,
2019,Број,Оба пола,west_herzegovina_canton,Умрли,
2019,Број,Оба пола,sarajevo_canton,Умрли,
2019,Број,Оба пола,canton_10,Умрли,
2019,Број,M,federation_of_bih,Умрли,
2019,Број,M,una-sana_canton,Умрли,
2019,Број,M,posavina_canton,Умрли,
2019,Број,M,tuzla_canton,Умрли,
2019,Број,M,zenica-doboj_canton,Умрли,
2019,Број,M,bosnian-podrinje_canton,Умрли,
2019,Број,M,central_bosnia_canton,Умрли,
2019,Број,M,herzegovina-neretva_canton,Умрли,
2019,Број,M,west_herzegovina_canton,Умрли,
2019,Број,M,sarajevo_canton,Умрли,
2019,Број,M,canton_10,Умрли,
2019,Број,Ж,federation_of_bih,Умрли,
2019,Број,Ж,una-sana_canton,Умрли,
2019,Број,Ж,posavina_canton,Умрли,
2019,Број,Ж,tuzla_canton,Умрли,
2019,Број,Ж,zenica-doboj_canton,Умрли,
2019,Број,Ж,bosnian-podrinje_canton,Умрли,
2019,Број,Ж,central_bosnia_canton,Умрли,
2019,Број,Ж,herzegovina-neretva_canton,Умрли,
2019,Број,Ж,west_herzegovina_canton,Умрли,
2019,Број,Ж,sarajevo_canton,Умрли,
2019,Број,Ж,canton_10,Умрли,
2020,Број,Оба пола,federation_of_bih,Умрли,
2020,Број,Оба пола,una-sana_canton,Умрли,
2020,Број,Оба пола,posavina_canton,Умрли,
2020,Број,Оба пола,tuzla_canton,Умрли,
2020,Број,Оба пола,zenica-doboj_canton,Умрли,
2020,Број,Оба пола,bosnian-podrinje_canton,Умрли,
2020,Број,Оба пола,central_bosnia_canton,Умрли,
2020,Број,Оба пола,herzegovina-neretva_canton,Умрли,
2020,Број,Оба пола,west_herzegovina_canton,Умрли,
2020,Број,Оба пола,sarajevo_canton,Умрли,
2020,Број,Оба пола,canton_10,Умрли,
2020,Број,M,federation_of_bih,Умрли,
2020,Број,M,una-sana_canton,Умрли,
2020,Број,M,posavina_canton,Умрли,
2020,Број,M,tuzla_canton,Умрли,
2020,Број,M,zenica-doboj_canton,Умрли,
2020,Број,M,bosnian-podrinje_canton,Умрли,
2020,Број,M,central_bosnia_canton,Умрли,
2020,Број,M,herzegovina-neretva_canton,Умрли,
2020,Број,M,west_herzegovina_canton,Умрли,
2020,Број,M,sarajevo_canton,Умрли,
2020,Број,M,canton_10,Умрли,
2020,Број,Ж,federation_of_bih,Умрли,
2020,Број,Ж,una-sana_canton,Умрли,
2020,Број,Ж,posavina_canton,Умрли,
2020,Број,Ж,tuzla_canton,Умрли,
2020,Број,Ж,zenica-doboj_canton,Умрли,
2020,Број,Ж,bosnian-podrinje_canton,Умрли,
2020,Број,Ж,central_bosnia_canton,Умрли,
2020,Број,Ж,herzegovina-neretva_canton,Умрли,
2020,Број,Ж,west_herzegovina_canton,Умрли,
2020,Број,Ж,sarajevo_canton,Умрли,
2020,Број,Ж,canton_10,Умрли,
2011,Број,Оба пола,federation_of_bih,Природни прираштај,
2011,Број,Оба пола,una-sana_canton,Природни прираштај,
2011,Број,Оба пола,posavina_canton,Природни прираштај,
2011,Број,Оба пола,tuzla_canton,Природни прираштај,
2011,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2011,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2011,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2011,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2011,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2011,Број,Оба пола,sarajevo_canton,Природни прираштај,
2011,Број,Оба пола,canton_10,Природни прираштај,
2011,Број,M,federation_of_bih,Природни прираштај,
2011,Број,M,una-sana_canton,Природни прираштај,
2011,Број,M,posavina_canton,Природни прираштај,
2011,Број,M,tuzla_canton,Природни прираштај,
2011,Број,M,zenica-doboj_canton,Природни прираштај,
2011,Број,M,bosnian-podrinje_canton,Природни прираштај,
2011,Број,M,central_bosnia_canton,Природни прираштај,
2011,Број,M,herzegovina-neretva_canton,Природни прираштај,
2011,Број,M,west_herzegovina_canton,Природни прираштај,
2011,Број,M,sarajevo_canton,Природни прираштај,
2011,Број,M,canton_10,Природни прираштај,
2011,Број,Ж,federation_of_bih,Природни прираштај,
2011,Број,Ж,una-sana_canton,Природни прираштај,
2011,Број,Ж,posavina_canton,Природни прираштај,
2011,Број,Ж,tuzla_canton,Природни прираштај,
2011,Број,Ж,zenica-doboj_canton,Природни прираштај,
2011,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2011,Број,Ж,central_bosnia_canton,Природни прираштај,
2011,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2011,Број,Ж,west_herzegovina_canton,Природни прираштај,
2011,Број,Ж,sarajevo_canton,Природни прираштај,
2011,Број,Ж,canton_10,Природни прираштај,
2012,Број,Оба пола,federation_of_bih,Природни прираштај,
2012,Број,Оба пола,una-sana_canton,Природни прираштај,
2012,Број,Оба пола,posavina_canton,Природни прираштај,
2012,Број,Оба пола,tuzla_canton,Природни прираштај,
2012,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2012,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2012,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2012,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2012,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2012,Број,Оба пола,sarajevo_canton,Природни прираштај,
2012,Број,Оба пола,canton_10,Природни прираштај,
2012,Број,M,federation_of_bih,Природни прираштај,
2012,Број,M,una-sana_canton,Природни прираштај,
2012,Број,M,posavina_canton,Природни прираштај,
2012,Број,M,tuzla_canton,Природни прираштај,
2012,Број,M,zenica-doboj_canton,Природни прираштај,
2012,Број,M,bosnian-podrinje_canton,Природни прираштај,
2012,Број,M,central_bosnia_canton,Природни прираштај,
2012,Број,M,herzegovina-neretva_canton,Природни прираштај,
2012,Број,M,west_herzegovina_canton,Природни прираштај,
2012,Број,M,sarajevo_canton,Природни прираштај,
2012,Број,M,canton_10,Природни прираштај,
2012,Број,Ж,federation_of_bih,Природни прираштај,
2012,Број,Ж,una-sana_canton,Природни прираштај,
2012,Број,Ж,posavina_canton,Природни прираштај,
2012,Број,Ж,tuzla_canton,Природни прираштај,
2012,Број,Ж,zenica-doboj_canton,Природни прираштај,
2012,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2012,Број,Ж,central_bosnia_canton,Природни прираштај,
2012,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2012,Број,Ж,west_herzegovina_canton,Природни прираштај,
2012,Број,Ж,sarajevo_canton,Природни прираштај,
2012,Број,Ж,canton_10,Природни прираштај,
2013,Број,Оба пола,federation_of_bih,Природни прираштај,
2013,Број,Оба пола,una-sana_canton,Природни прираштај,
2013,Број,Оба пола,posavina_canton,Природни прираштај,
2013,Број,Оба пола,tuzla_canton,Природни прираштај,
2013,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2013,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2013,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2013,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2013,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2013,Број,Оба пола,sarajevo_canton,Природни прираштај,
2013,Број,Оба пола,canton_10,Природни прираштај,
2013,Број,M,federation_of_bih,Природни прираштај,
2013,Број,M,una-sana_canton,Природни прираштај,
2013,Број,M,posavina_canton,Природни прираштај,
2013,Број,M,tuzla_canton,Природни прираштај,
2013,Број,M,zenica-doboj_canton,Природни прираштај,
2013,Број,M,bosnian-podrinje_canton,Природни прираштај,
2013,Број,M,central_bosnia_canton,Природни прираштај,
2013,Број,M,herzegovina-neretva_canton,Природни прираштај,
2013,Број,M,west_herzegovina_canton,Природни прираштај,
2013,Број,M,sarajevo_canton,Природни прираштај,
2013,Број,M,canton_10,Природни прираштај,
2013,Број,Ж,federation_of_bih,Природни прираштај,
2013,Број,Ж,una-sana_canton,Природни прираштај,
2013,Број,Ж,posavina_canton,Природни прираштај,
2013,Број,Ж,tuzla_canton,Природни прираштај,
2013,Број,Ж,zenica-doboj_canton,Природни прираштај,
2013,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2013,Број,Ж,central_bosnia_canton,Природни прираштај,
2013,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2013,Број,Ж,west_herzegovina_canton,Природни прираштај,
2013,Број,Ж,sarajevo_canton,Природни прираштај,
2013,Број,Ж,canton_10,Природни прираштај,
2014,Број,Оба пола,federation_of_bih,Природни прираштај,
2014,Број,Оба пола,una-sana_canton,Природни прираштај,
2014,Број,Оба пола,posavina_canton,Природни прираштај,
2014,Број,Оба пола,tuzla_canton,Природни прираштај,
2014,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2014,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2014,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2014,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2014,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2014,Број,Оба пола,sarajevo_canton,Природни прираштај,
2014,Број,Оба пола,canton_10,Природни прираштај,
2014,Број,M,federation_of_bih,Природни прираштај,
2014,Број,M,una-sana_canton,Природни прираштај,
2014,Број,M,posavina_canton,Природни прираштај,
2014,Број,M,tuzla_canton,Природни прираштај,
2014,Број,M,zenica-doboj_canton,Природни прираштај,
2014,Број,M,bosnian-podrinje_canton,Природни прираштај,
2014,Број,M,central_bosnia_canton,Природни прираштај,
2014,Број,M,herzegovina-neretva_canton,Природни прираштај,
2014,Број,M,west_herzegovina_canton,Природни прираштај,
2014,Број,M,sarajevo_canton,Природни прираштај,
2014,Број,M,canton_10,Природни прираштај,
2014,Број,Ж,federation_of_bih,Природни прираштај,
2014,Број,Ж,una-sana_canton,Природни прираштај,
2014,Број,Ж,posavina_canton,Природни прираштај,
2014,Број,Ж,tuzla_canton,Природни прираштај,
2014,Број,Ж,zenica-doboj_canton,Природни прираштај,
2014,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2014,Број,Ж,central_bosnia_canton,Природни прираштај,
2014,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2014,Број,Ж,west_herzegovina_canton,Природни прираштај,
2014,Број,Ж,sarajevo_canton,Природни прираштај,
2014,Број,Ж,canton_10,Природни прираштај,
2015,Број,Оба пола,federation_of_bih,Природни прираштај,
2015,Број,Оба пола,una-sana_canton,Природни прираштај,
2015,Број,Оба пола,posavina_canton,Природни прираштај,
2015,Број,Оба пола,tuzla_canton,Природни прираштај,
2015,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2015,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2015,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2015,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2015,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2015,Број,Оба пола,sarajevo_canton,Природни прираштај,
2015,Број,Оба пола,canton_10,Природни прираштај,
2015,Број,M,federation_of_bih,Природни прираштај,
2015,Број,M,una-sana_canton,Природни прираштај,
2015,Број,M,posavina_canton,Природни прираштај,
2015,Број,M,tuzla_canton,Природни прираштај,
2015,Број,M,zenica-doboj_canton,Природни прираштај,
2015,Број,M,bosnian-podrinje_canton,Природни прираштај,
2015,Број,M,central_bosnia_canton,Природни прираштај,
2015,Број,M,herzegovina-neretva_canton,Природни прираштај,
2015,Број,M,west_herzegovina_canton,Природни прираштај,
2015,Број,M,sarajevo_canton,Природни прираштај,
2015,Број,M,canton_10,Природни прираштај,
2015,Број,Ж,federation_of_bih,Природни прираштај,
2015,Број,Ж,una-sana_canton,Природни прираштај,
2015,Број,Ж,posavina_canton,Природни прираштај,
2015,Број,Ж,tuzla_canton,Природни прираштај,
2015,Број,Ж,zenica-doboj_canton,Природни прираштај,
2015,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2015,Број,Ж,central_bosnia_canton,Природни прираштај,
2015,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2015,Број,Ж,west_herzegovina_canton,Природни прираштај,
2015,Број,Ж,sarajevo_canton,Природни прираштај,
2015,Број,Ж,canton_10,Природни прираштај,
2016,Број,Оба пола,federation_of_bih,Природни прираштај,
2016,Број,Оба пола,una-sana_canton,Природни прираштај,
2016,Број,Оба пола,posavina_canton,Природни прираштај,
2016,Број,Оба пола,tuzla_canton,Природни прираштај,
2016,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2016,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2016,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2016,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2016,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2016,Број,Оба пола,sarajevo_canton,Природни прираштај,
2016,Број,Оба пола,canton_10,Природни прираштај,
2016,Број,M,federation_of_bih,Природни прираштај,
2016,Број,M,una-sana_canton,Природни прираштај,
2016,Број,M,posavina_canton,Природни прираштај,
2016,Број,M,tuzla_canton,Природни прираштај,
2016,Број,M,zenica-doboj_canton,Природни прираштај,
2016,Број,M,bosnian-podrinje_canton,Природни прираштај,
2016,Број,M,central_bosnia_canton,Природни прираштај,
2016,Број,M,herzegovina-neretva_canton,Природни прираштај,
2016,Број,M,west_herzegovina_canton,Природни прираштај,
2016,Број,M,sarajevo_canton,Природни прираштај,
2016,Број,M,canton_10,Природни прираштај,
2016,Број,Ж,federation_of_bih,Природни прираштај,
2016,Број,Ж,una-sana_canton,Природни прираштај,
2016,Број,Ж,posavina_canton,Природни прираштај,
2016,Број,Ж,tuzla_canton,Природни прираштај,
2016,Број,Ж,zenica-doboj_canton,Природни прираштај,
2016,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2016,Број,Ж,central_bosnia_canton,Природни прираштај,
2016,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2016,Број,Ж,west_herzegovina_canton,Природни прираштај,
2016,Број,Ж,sarajevo_canton,Природни прираштај,
2016,Број,Ж,canton_10,Природни прираштај,
2017,Број,Оба пола,federation_of_bih,Природни прираштај,
2017,Број,Оба пола,una-sana_canton,Природни прираштај,
2017,Број,Оба пола,posavina_canton,Природни прираштај,
2017,Број,Оба пола,tuzla_canton,Природни прираштај,
2017,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2017,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2017,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2017,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2017,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2017,Број,Оба пола,sarajevo_canton,Природни прираштај,
2017,Број,Оба пола,canton_10,Природни прираштај,
2017,Број,M,federation_of_bih,Природни прираштај,
2017,Број,M,una-sana_canton,Природни прираштај,
2017,Број,M,posavina_canton,Природни прираштај,
2017,Број,M,tuzla_canton,Природни прираштај,
2017,Број,M,zenica-doboj_canton,Природни прираштај,
2017,Број,M,bosnian-podrinje_canton,Природни прираштај,
2017,Број,M,central_bosnia_canton,Природни прираштај,
2017,Број,M,herzegovina-neretva_canton,Природни прираштај,
2017,Број,M,west_herzegovina_canton,Природни прираштај,
2017,Број,M,sarajevo_canton,Природни прираштај,
2017,Број,M,canton_10,Природни прираштај,
2017,Број,Ж,federation_of_bih,Природни прираштај,
2017,Број,Ж,una-sana_canton,Природни прираштај,
2017,Број,Ж,posavina_canton,Природни прираштај,
2017,Број,Ж,tuzla_canton,Природни прираштај,
2017,Број,Ж,zenica-doboj_canton,Природни прираштај,
2017,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2017,Број,Ж,central_bosnia_canton,Природни прираштај,
2017,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2017,Број,Ж,west_herzegovina_canton,Природни прираштај,
2017,Број,Ж,sarajevo_canton,Природни прираштај,
2017,Број,Ж,canton_10,Природни прираштај,
2018,Број,Оба пола,federation_of_bih,Природни прираштај,
2018,Број,Оба пола,una-sana_canton,Природни прираштај,
2018,Број,Оба пола,posavina_canton,Природни прираштај,
2018,Број,Оба пола,tuzla_canton,Природни прираштај,
2018,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2018,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2018,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2018,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2018,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2018,Број,Оба пола,sarajevo_canton,Природни прираштај,
2018,Број,Оба пола,canton_10,Природни прираштај,
2018,Број,M,federation_of_bih,Природни прираштај,
2018,Број,M,una-sana_canton,Природни прираштај,
2018,Број,M,posavina_canton,Природни прираштај,
2018,Број,M,tuzla_canton,Природни прираштај,
2018,Број,M,zenica-doboj_canton,Природни прираштај,
2018,Број,M,bosnian-podrinje_canton,Природни прираштај,
2018,Број,M,central_bosnia_canton,Природни прираштај,
2018,Број,M,herzegovina-neretva_canton,Природни прираштај,
2018,Број,M,west_herzegovina_canton,Природни прираштај,
2018,Број,M,sarajevo_canton,Природни прираштај,
2018,Број,M,canton_10,Природни прираштај,
2018,Број,Ж,federation_of_bih,Природни прираштај,
2018,Број,Ж,una-sana_canton,Природни прираштај,
2018,Број,Ж,posavina_canton,Природни прираштај,
2018,Број,Ж,tuzla_canton,Природни прираштај,
2018,Број,Ж,zenica-doboj_canton,Природни прираштај,
2018,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2018,Број,Ж,central_bosnia_canton,Природни прираштај,
2018,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2018,Број,Ж,west_herzegovina_canton,Природни прираштај,
2018,Број,Ж,sarajevo_canton,Природни прираштај,
2018,Број,Ж,canton_10,Природни прираштај,
2019,Број,Оба пола,federation_of_bih,Природни прираштај,
2019,Број,Оба пола,una-sana_canton,Природни прираштај,
2019,Број,Оба пола,posavina_canton,Природни прираштај,
2019,Број,Оба пола,tuzla_canton,Природни прираштај,
2019,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2019,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2019,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2019,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2019,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2019,Број,Оба пола,sarajevo_canton,Природни прираштај,
2019,Број,Оба пола,canton_10,Природни прираштај,
2019,Број,M,federation_of_bih,Природни прираштај,
2019,Број,M,una-sana_canton,Природни прираштај,
2019,Број,M,posavina_canton,Природни прираштај,
2019,Број,M,tuzla_canton,Природни прираштај,
2019,Број,M,zenica-doboj_canton,Природни прираштај,
2019,Број,M,bosnian-podrinje_canton,Природни прираштај,
2019,Број,M,central_bosnia_canton,Природни прираштај,
2019,Број,M,herzegovina-neretva_canton,Природни прираштај,
2019,Број,M,west_herzegovina_canton,Природни прираштај,
2019,Број,M,sarajevo_canton,Природни прираштај,
2019,Број,M,canton_10,Природни прираштај,
2019,Број,Ж,federation_of_bih,Природни прираштај,
2019,Број,Ж,una-sana_canton,Природни прираштај,
2019,Број,Ж,posavina_canton,Природни прираштај,
2019,Број,Ж,tuzla_canton,Природни прираштај,
2019,Број,Ж,zenica-doboj_canton,Природни прираштај,
2019,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2019,Број,Ж,central_bosnia_canton,Природни прираштај,
2019,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2019,Број,Ж,west_herzegovina_canton,Природни прираштај,
2019,Број,Ж,sarajevo_canton,Природни прираштај,
2019,Број,Ж,canton_10,Природни прираштај,
2020,Број,Оба пола,federation_of_bih,Природни прираштај,
2020,Број,Оба пола,una-sana_canton,Природни прираштај,
2020,Број,Оба пола,posavina_canton,Природни прираштај,
2020,Број,Оба пола,tuzla_canton,Природни прираштај,
2020,Број,Оба пола,zenica-doboj_canton,Природни прираштај,
2020,Број,Оба пола,bosnian-podrinje_canton,Природни прираштај,
2020,Број,Оба пола,central_bosnia_canton,Природни прираштај,
2020,Број,Оба пола,herzegovina-neretva_canton,Природни прираштај,
2020,Број,Оба пола,west_herzegovina_canton,Природни прираштај,
2020,Број,Оба пола,sarajevo_canton,Природни прираштај,
2020,Број,Оба пола,canton_10,Природни прираштај,
2020,Број,M,federation_of_bih,Природни прираштај,
2020,Број,M,una-sana_canton,Природни прираштај,
2020,Број,M,posavina_canton,Природни прираштај,
2020,Број,M,tuzla_canton,Природни прираштај,
2020,Број,M,zenica-doboj_canton,Природни прираштај,
2020,Број,M,bosnian-podrinje_canton,Природни прираштај,
2020,Број,M,central_bosnia_canton,Природни прираштај,
2020,Број,M,herzegovina-neretva_canton,Природни прираштај,
2020,Број,M,west_herzegovina_canton,Природни прираштај,
2020,Број,M,sarajevo_canton,Природни прираштај,
2020,Број,M,canton_10,Природни прираштај,
2020,Број,Ж,federation_of_bih,Природни прираштај,
2020,Број,Ж,una-sana_canton,Природни прираштај,
2020,Број,Ж,posavina_canton,Природни прираштај,
2020,Број,Ж,tuzla_canton,Природни прираштај,
2020,Број,Ж,zenica-doboj_canton,Природни прираштај,
2020,Број,Ж,bosnian-podrinje_canton,Природни прираштај,
2020,Број,Ж,central_bosnia_canton,Природни прираштај,
2020,Број,Ж,herzegovina-neretva_canton,Природни прираштај,
2020,Број,Ж,west_herzegovina_canton,Природни прираштај,
2020,Број,Ж,sarajevo_canton,Природни прираштај,
2020,Број,Ж,canton_10,Природни прираштај,
