Year,UNIT_MEASURE,Value
2003,Број,8
2004,Број,10
2005,Број,11
2006,Број,12
2007,Број,4
2008,Број,7
2009,Број,4
2010,Број,3
2011,Број,20
2012,Број,17
2013,Број,16
2014,Број,15
2015,Број,10
2016,Број,16
2017,Број,7
2018,Број,19
2019,Број,21
