Year,UNIT_MEASURE,Value
2003,Број,0.3
2004,Број,0.3
2005,Број,0.3
2006,Број,0.5
2007,Број,0.1
2008,Број,0.3
2009,Број,0.2
2010,Број,0.1
2011,Број,0.9
2012,Број,0.7
2013,Број,0.7
2014,Број,0.7
2015,Број,0.7
2016,Број,0.7
2017,Број,0.3
2018,Број,0.9
2019,Број,0.9
2020,Број,0.5
2021,Број,1.1
2022,Број,1.4
