Year,UNIT_MEASURE,Пол,Value
2016,Број,Оба пола,2291
2016,Број,M,1213
2016,Број,Ж,1078
2017,Број,Оба пола,2710
2017,Број,M,1413
2017,Број,Ж,1297
2018,Број,Оба пола,3111
2018,Број,M,1633
2018,Број,Ж,1478
2019,Број,Оба пола,3249
2019,Број,M,1685
2019,Број,Ж,1564
2020,Број,Оба пола,3039
2020,Број,M,1579
2020,Број,Ж,1460
2021,Број,Оба пола,4419
2021,Број,M,2318
2021,Број,Ж,2101
2022,Број,Оба пола,5423
2022,Број,M,2886
2022,Број,Ж,2537
2023,Број,Оба пола,5838
2023,Број,M,3020
2023,Број,Ж,2818
