Year,UNIT_MEASURE,Municipality,Пол,AGE,Value
2013,Број,zavidovici,M,20-24,1294
2013,Број,zenica,M,20-24,3820
2013,Број,zepce,M,20-24,1066
2013,Број,zivinice,M,20-24,2448
2013,Број,banovici,M,25-29,991
2013,Број,bihac,M,25-29,2071
2013,Број,bosanska_krupa,M,25-29,960
2013,Број,bosanski_petrovac,M,25-29,205
2013,Број,bosansko_grahovo,M,25-29,72
2013,Број,breza,M,25-29,531
2013,Број,bugojno,M,25-29,1238
2013,Број,busovaca,M,25-29,790
2013,Број,buzim,M,25-29,878
2013,Број,cazin,M,25-29,2802
2013,Број,centar_sarajevo,M,25-29,1905
2013,Број,capljina,M,25-29,936
2013,Број,celic,M,25-29,349
2013,Број,citluk,M,25-29,647
2013,Број,doboj-istok,M,25-29,387
2013,Број,doboj-jug,M,25-29,149
2013,Број,dobretici,M,25-29,77
2013,Број,domaljevac-samac,M,25-29,142
2013,Број,donji_vakuf,M,25-29,561
2013,Број,drvar,M,25-29,184
2013,Број,foca-fbih,M,25-29,62
2013,Број,fojnica,M,25-29,439
2013,Број,glamoc,M,25-29,93
2013,Број,gorazde,M,25-29,752
2013,Број,gornji_vakuf-uskoplje,M,25-29,763
2013,Број,gracanica,M,25-29,1686
2013,Број,gradacac,M,25-29,1315
2013,Број,grude,M,25-29,550
2013,Број,hadzici,M,25-29,1004
2013,Број,ilidza,M,25-29,2577
2013,Број,ilijas,M,25-29,738
2013,Број,jablanica,M,25-29,455
2013,Број,jajce,M,25-29,1099
2013,Број,kakanj,M,25-29,1480
2013,Број,kalesija,M,25-29,1394
2013,Број,kiseljak,M,25-29,803
2013,Број,kladanj,M,25-29,445
2013,Број,kljuc,M,25-29,622
2013,Број,konjic,M,25-29,848
2013,Број,kresevo,M,25-29,192
2013,Број,krupa_na_uni,M,25-29,38
2013,Број,kupres-fbih,M,25-29,153
2013,Број,livno,M,25-29,1242
2013,Број,lukavac,M,25-29,1704
2013,Број,ljubuski,M,25-29,967
2013,Број,maglaj,M,25-29,836
2013,Број,mostar,M,25-29,3921
2013,Број,neum,M,25-29,164
2013,Број,novi_grad_sarajevo,M,25-29,4435
2013,Број,novi_travnik,M,25-29,1017
2013,Број,novo_sarajevo,M,25-29,2410
2013,Број,odzak,M,25-29,619
2013,Број,olovo,M,25-29,369
2013,Број,orasje,M,25-29,712
2013,Број,pale-fbih,M,25-29,25
2013,Број,posusje,M,25-29,763
2013,Број,prozor,M,25-29,531
2013,Број,ravno,M,25-29,125
2013,Број,sanski_most,M,25-29,1545
2013,Број,sapna,M,25-29,411
2013,Број,srebrenik,M,25-29,1492
2013,Број,stari_grad_sarajevo,M,25-29,1392
2013,Број,stolac,M,25-29,514
2013,Број,siroki_brijeg,M,25-29,1060
2013,Број,teocak,M,25-29,267
2013,Број,tesanj,M,25-29,1641
2013,Број,tomislavgrad,M,25-29,1149
2013,Број,travnik,M,25-29,2079
2013,Број,trnovo-fbih,M,25-29,41
2013,Број,tuzla,M,25-29,4106
2013,Број,usora,M,25-29,235
2013,Број,vares,M,25-29,295
2013,Број,velika_kladusa,M,25-29,1768
2013,Број,visoko,M,25-29,1448
2013,Број,vitez,M,25-29,1060
2013,Број,vogosca,M,25-29,1034
2013,Број,zavidovici,M,25-29,1413
2013,Број,zenica,M,25-29,4354
2013,Број,zepce,M,25-29,1230
2013,Број,zivinice,M,25-29,2400
2013,Број,banovici,M,30-34,896
2013,Број,bihac,M,30-34,1877
2013,Број,bosanska_krupa,M,30-34,909
2013,Број,bosanski_petrovac,M,30-34,230
2013,Број,bosansko_grahovo,M,30-34,70
2013,Број,breza,M,30-34,540
2013,Број,bugojno,M,30-34,1181
2013,Број,busovaca,M,30-34,699
2013,Број,buzim,M,30-34,909
2013,Број,cazin,M,30-34,2765
2013,Број,centar_sarajevo,M,30-34,1946
2013,Број,capljina,M,30-34,839
2013,Број,celic,M,30-34,352
2013,Број,citluk,M,30-34,504
2013,Број,doboj-istok,M,30-34,337
2013,Број,doboj-jug,M,30-34,149
2013,Број,dobretici,M,30-34,83
2013,Број,domaljevac-samac,M,30-34,159
2013,Број,donji_vakuf,M,30-34,504
2013,Број,drvar,M,30-34,225
2013,Број,foca-fbih,M,30-34,61
2013,Број,fojnica,M,30-34,468
2013,Број,glamoc,M,30-34,114
2013,Број,gorazde,M,30-34,765
2013,Број,gornji_vakuf-uskoplje,M,30-34,821
2013,Број,gracanica,M,30-34,1604
2013,Број,gradacac,M,30-34,1355
2013,Број,grude,M,30-34,494
2013,Број,hadzici,M,30-34,904
2013,Број,ilidza,M,30-34,2675
2013,Број,ilijas,M,30-34,788
2013,Број,jablanica,M,30-34,403
2013,Број,jajce,M,30-34,1109
2013,Број,kakanj,M,30-34,1428
2013,Број,kalesija,M,30-34,1200
2013,Број,kiseljak,M,30-34,762
2013,Број,kladanj,M,30-34,440
2013,Број,kljuc,M,30-34,652
2013,Број,konjic,M,30-34,836
2013,Број,kresevo,M,30-34,183
2013,Број,krupa_na_uni,M,30-34,50
2013,Број,kupres-fbih,M,30-34,156
2013,Број,livno,M,30-34,1160
2013,Број,lukavac,M,30-34,1506
2013,Број,ljubuski,M,30-34,899
2013,Број,maglaj,M,30-34,870
2013,Број,mostar,M,30-34,3996
2013,Број,neum,M,30-34,131
2013,Број,novi_grad_sarajevo,M,30-34,4916
2013,Број,novi_travnik,M,30-34,930
2013,Број,novo_sarajevo,M,30-34,2477
2013,Број,odzak,M,30-34,585
2013,Број,olovo,M,30-34,362
2013,Број,orasje,M,30-34,625
2013,Број,pale-fbih,M,30-34,17
2013,Број,posusje,M,30-34,685
2013,Број,prozor,M,30-34,536
2013,Број,ravno,M,30-34,91
2013,Број,sanski_most,M,30-34,1572
2013,Број,sapna,M,30-34,404
2013,Број,srebrenik,M,30-34,1476
2013,Број,stari_grad_sarajevo,M,30-34,1319
2013,Број,stolac,M,30-34,520
2013,Број,siroki_brijeg,M,30-34,842
2013,Број,teocak,M,30-34,305
2013,Број,tesanj,M,30-34,1592
2013,Број,tomislavgrad,M,30-34,1095
2013,Број,travnik,M,30-34,2019
2013,Број,trnovo-fbih,M,30-34,39
2013,Број,tuzla,M,30-34,3994
2013,Број,usora,M,30-34,205
2013,Број,vares,M,30-34,247
2013,Број,velika_kladusa,M,30-34,1762
2013,Број,visoko,M,30-34,1483
2013,Број,vitez,M,30-34,958
2013,Број,vogosca,M,30-34,1125
2013,Број,zavidovici,M,30-34,1260
2013,Број,zenica,M,30-34,4289
2013,Број,zepce,M,30-34,1167
2013,Број,zivinice,M,30-34,2081
2013,Број,banovici,M,35-39,834
2013,Број,bihac,M,35-39,1991
2013,Број,bosanska_krupa,M,35-39,930
2013,Број,bosanski_petrovac,M,35-39,211
2013,Број,bosansko_grahovo,M,35-39,60
2013,Број,breza,M,35-39,471
2013,Број,bugojno,M,35-39,1147
2013,Број,busovaca,M,35-39,682
2013,Број,buzim,M,35-39,850
2013,Број,cazin,M,35-39,2839
2013,Број,centar_sarajevo,M,35-39,1775
2013,Број,capljina,M,35-39,830
2013,Број,celic,M,35-39,375
2013,Број,citluk,M,35-39,553
2013,Број,doboj-istok,M,35-39,353
2013,Број,doboj-jug,M,35-39,159
2013,Број,dobretici,M,35-39,106
2013,Број,domaljevac-samac,M,35-39,154
2013,Број,donji_vakuf,M,35-39,484
2013,Број,drvar,M,35-39,226
2013,Број,foca-fbih,M,35-39,70
2013,Број,fojnica,M,35-39,404
2013,Број,glamoc,M,35-39,141
2013,Број,gorazde,M,35-39,640
2013,Број,gornji_vakuf-uskoplje,M,35-39,831
2013,Број,gracanica,M,35-39,1493
2013,Број,gradacac,M,35-39,1434
2013,Број,grude,M,35-39,542
2013,Број,hadzici,M,35-39,825
2013,Број,ilidza,M,35-39,2245
2013,Број,ilijas,M,35-39,695
2013,Број,jablanica,M,35-39,341
2013,Број,jajce,M,35-39,1134
2013,Број,kakanj,M,35-39,1295
2013,Број,kalesija,M,35-39,1245
2013,Број,kiseljak,M,35-39,721
2013,Број,kladanj,M,35-39,446
2013,Број,kljuc,M,35-39,701
2013,Број,konjic,M,35-39,907
2013,Број,kresevo,M,35-39,151
2013,Број,krupa_na_uni,M,35-39,53
2013,Број,kupres-fbih,M,35-39,176
2013,Број,livno,M,35-39,1205
2013,Број,lukavac,M,35-39,1430
2013,Број,ljubuski,M,35-39,947
2013,Број,maglaj,M,35-39,863
2013,Број,mostar,M,35-39,3553
2013,Број,neum,M,35-39,125
2013,Број,novi_grad_sarajevo,M,35-39,4592
2013,Број,novi_travnik,M,35-39,813
2013,Број,novo_sarajevo,M,35-39,2165
2013,Број,odzak,M,35-39,680
2013,Број,olovo,M,35-39,340
2013,Број,orasje,M,35-39,710
2013,Број,pale-fbih,M,35-39,28
2013,Број,posusje,M,35-39,652
2013,Број,prozor,M,35-39,508
2013,Број,ravno,M,35-39,100
2013,Број,sanski_most,M,35-39,1692
2013,Број,sapna,M,35-39,502
2013,Број,srebrenik,M,35-39,1354
2013,Број,stari_grad_sarajevo,M,35-39,1156
2013,Број,stolac,M,35-39,474
2013,Број,siroki_brijeg,M,35-39,848
2013,Број,teocak,M,35-39,308
2013,Број,tesanj,M,35-39,1659
2013,Број,tomislavgrad,M,35-39,1142
2013,Број,travnik,M,35-39,2083
2013,Број,trnovo-fbih,M,35-39,38
2013,Број,tuzla,M,35-39,3602
2013,Број,usora,M,35-39,226
2013,Број,vares,M,35-39,255
2013,Број,velika_kladusa,M,35-39,1653
2013,Број,visoko,M,35-39,1461
2013,Број,vitez,M,35-39,924
2013,Број,vogosca,M,35-39,981
2013,Број,zavidovici,M,35-39,1331
2013,Број,zenica,M,35-39,3963
2013,Број,zepce,M,35-39,1111
2013,Број,zivinice,M,35-39,1998
2013,Број,banovici,M,40-44,881
2013,Број,bihac,M,40-44,1946
2013,Број,bosanska_krupa,M,40-44,873
2013,Број,bosanski_petrovac,M,40-44,232
2013,Број,bosansko_grahovo,M,40-44,94
2013,Број,breza,M,40-44,426
2013,Број,bugojno,M,40-44,1179
2013,Број,busovaca,M,40-44,643
2013,Број,buzim,M,40-44,736
2013,Број,cazin,M,40-44,2738
2013,Број,centar_sarajevo,M,40-44,1552
2013,Број,capljina,M,40-44,882
2013,Број,celic,M,40-44,439
2013,Број,citluk,M,40-44,587
2013,Број,doboj-istok,M,40-44,380
2013,Број,doboj-jug,M,40-44,167
2013,Број,dobretici,M,40-44,94
2013,Број,domaljevac-samac,M,40-44,208
2013,Број,donji_vakuf,M,40-44,499
2013,Број,drvar,M,40-44,228
2013,Број,foca-fbih,M,40-44,66
2013,Број,fojnica,M,40-44,476
2013,Број,glamoc,M,40-44,140
2013,Број,gorazde,M,40-44,610
2013,Број,gornji_vakuf-uskoplje,M,40-44,839
2013,Број,gracanica,M,40-44,1523
2013,Број,gradacac,M,40-44,1490
2013,Број,grude,M,40-44,595
2013,Број,hadzici,M,40-44,832
2013,Број,ilidza,M,40-44,2208
2013,Број,ilijas,M,40-44,645
2013,Број,jablanica,M,40-44,334
2013,Број,jajce,M,40-44,1073
2013,Број,kakanj,M,40-44,1270
2013,Број,kalesija,M,40-44,1255
2013,Број,kiseljak,M,40-44,721
2013,Број,kladanj,M,40-44,470
2013,Број,kljuc,M,40-44,683
2013,Број,konjic,M,40-44,917
2013,Број,kresevo,M,40-44,173
2013,Број,krupa_na_uni,M,40-44,70
2013,Број,kupres-fbih,M,40-44,173
2013,Број,livno,M,40-44,1295
2013,Број,lukavac,M,40-44,1465
2013,Број,ljubuski,M,40-44,1007
2013,Број,maglaj,M,40-44,819
2013,Број,mostar,M,40-44,3389
2013,Број,neum,M,40-44,154
2013,Број,novi_grad_sarajevo,M,40-44,3746
2013,Број,novi_travnik,M,40-44,882
2013,Број,novo_sarajevo,M,40-44,1840
2013,Број,odzak,M,40-44,772
2013,Број,olovo,M,40-44,329
2013,Број,orasje,M,40-44,897
2013,Број,pale-fbih,M,40-44,24
2013,Број,posusje,M,40-44,764
2013,Број,prozor,M,40-44,520
2013,Број,ravno,M,40-44,130
2013,Број,sanski_most,M,40-44,1724
2013,Број,sapna,M,40-44,482
2013,Број,srebrenik,M,40-44,1469
2013,Број,stari_grad_sarajevo,M,40-44,1048
2013,Број,stolac,M,40-44,523
2013,Број,siroki_brijeg,M,40-44,950
2013,Број,teocak,M,40-44,302
2013,Број,tesanj,M,40-44,1608
2013,Број,tomislavgrad,M,40-44,1268
2013,Број,travnik,M,40-44,1982
2013,Број,trnovo-fbih,M,40-44,43
2013,Број,tuzla,M,40-44,3296
2013,Број,usora,M,40-44,269
2013,Број,vares,M,40-44,291
2013,Број,velika_kladusa,M,40-44,1304
2013,Број,visoko,M,40-44,1386
2013,Број,vitez,M,40-44,863
2013,Број,vogosca,M,40-44,831
2013,Број,zavidovici,M,40-44,1240
2013,Број,zenica,M,40-44,3672
2013,Број,zepce,M,40-44,1178
2013,Број,zivinice,M,40-44,2083
2013,Број,banovici,M,45-49,932
2013,Број,bihac,M,45-49,2182
2013,Број,bosanska_krupa,M,45-49,899
2013,Број,bosanski_petrovac,M,45-49,274
2013,Број,bosansko_grahovo,M,45-49,99
2013,Број,breza,M,45-49,572
2013,Број,bugojno,M,45-49,1196
2013,Број,busovaca,M,45-49,737
2013,Број,buzim,M,45-49,642
2013,Број,cazin,M,45-49,2632
2013,Број,centar_sarajevo,M,45-49,1718
2013,Број,capljina,M,45-49,1032
2013,Број,celic,M,45-49,427
2013,Број,citluk,M,45-49,696
2013,Број,doboj-istok,M,45-49,434
2013,Број,doboj-jug,M,45-49,163
2013,Број,dobretici,M,45-49,90
2013,Број,domaljevac-samac,M,45-49,257
2013,Број,donji_vakuf,M,45-49,532
2013,Број,drvar,M,45-49,241
2013,Број,foca-fbih,M,45-49,71
2013,Број,fojnica,M,45-49,481
2013,Број,glamoc,M,45-49,143
2013,Број,gorazde,M,45-49,725
2013,Број,gornji_vakuf-uskoplje,M,45-49,842
2013,Број,gracanica,M,45-49,1588
2013,Број,gradacac,M,45-49,1468
2013,Број,grude,M,45-49,695
2013,Број,hadzici,M,45-49,906
2013,Број,ilidza,M,45-49,2352
2013,Број,ilijas,M,45-49,653
2013,Број,jablanica,M,45-49,383
2013,Број,jajce,M,45-49,1064
2013,Број,kakanj,M,45-49,1431
2013,Број,kalesija,M,45-49,1357
2013,Број,kiseljak,M,45-49,748
2013,Број,kladanj,M,45-49,512
2013,Број,kljuc,M,45-49,666
2013,Број,konjic,M,45-49,966
2013,Број,kresevo,M,45-49,186
2013,Број,krupa_na_uni,M,45-49,75
2013,Број,kupres-fbih,M,45-49,223
2013,Број,livno,M,45-49,1310
2013,Број,lukavac,M,45-49,1696
2013,Број,ljubuski,M,45-49,1090
2013,Број,maglaj,M,45-49,935
2013,Број,mostar,M,45-49,3709
2013,Број,neum,M,45-49,210
2013,Број,novi_grad_sarajevo,M,45-49,3938
2013,Број,novi_travnik,M,45-49,913
2013,Број,novo_sarajevo,M,45-49,2007
2013,Број,odzak,M,45-49,926
2013,Број,olovo,M,45-49,376
2013,Број,orasje,M,45-49,1012
2013,Број,pale-fbih,M,45-49,42
2013,Број,posusje,M,45-49,830
2013,Број,prozor,M,45-49,567
2013,Број,ravno,M,45-49,115
2013,Број,sanski_most,M,45-49,1796
2013,Број,sapna,M,45-49,440
2013,Број,srebrenik,M,45-49,1409
2013,Број,stari_grad_sarajevo,M,45-49,1153
2013,Број,stolac,M,45-49,625
2013,Број,siroki_brijeg,M,45-49,1160
2013,Број,teocak,M,45-49,262
2013,Број,tesanj,M,45-49,1592
2013,Број,tomislavgrad,M,45-49,1263
2013,Број,travnik,M,45-49,1966
2013,Број,trnovo-fbih,M,45-49,48
2013,Број,tuzla,M,45-49,3872
2013,Број,usora,M,45-49,354
2013,Број,vares,M,45-49,349
2013,Број,velika_kladusa,M,45-49,1170
2013,Број,visoko,M,45-49,1386
2013,Број,vitez,M,45-49,1006
2013,Број,vogosca,M,45-49,820
2013,Број,zavidovici,M,45-49,1367
2013,Број,zenica,M,45-49,4040
2013,Број,zepce,M,45-49,1307
2013,Број,zivinice,M,45-49,2318
2013,Број,banovici,M,50-54,1002
2013,Број,bihac,M,50-54,2151
2013,Број,bosanska_krupa,M,50-54,956
2013,Број,bosanski_petrovac,M,50-54,328
2013,Број,bosansko_grahovo,M,50-54,124
2013,Број,breza,M,50-54,621
2013,Број,bugojno,M,50-54,1159
2013,Број,busovaca,M,50-54,724
2013,Број,buzim,M,50-54,555
2013,Број,cazin,M,50-54,2396
2013,Број,centar_sarajevo,M,50-54,1842
2013,Број,capljina,M,50-54,1017
2013,Број,celic,M,50-54,391
2013,Број,citluk,M,50-54,708
2013,Број,doboj-istok,M,50-54,414
2013,Број,doboj-jug,M,50-54,161
2013,Број,dobretici,M,50-54,97
2013,Број,domaljevac-samac,M,50-54,194
2013,Број,donji_vakuf,M,50-54,520
2013,Број,drvar,M,50-54,262
2013,Број,foca-fbih,M,50-54,79
2013,Број,fojnica,M,50-54,575
2013,Број,glamoc,M,50-54,148
2013,Број,gorazde,M,50-54,821
2013,Број,gornji_vakuf-uskoplje,M,50-54,781
2013,Број,gracanica,M,50-54,1633
2013,Број,gradacac,M,50-54,1388
2013,Број,grude,M,50-54,745
2013,Број,hadzici,M,50-54,941
2013,Број,ilidza,M,50-54,2472
2013,Број,ilijas,M,50-54,692
2013,Број,jablanica,M,50-54,458
2013,Број,jajce,M,50-54,999
2013,Број,kakanj,M,50-54,1527
2013,Број,kalesija,M,50-54,1334
2013,Број,kiseljak,M,50-54,806
2013,Број,kladanj,M,50-54,494
2013,Број,kljuc,M,50-54,671
2013,Број,konjic,M,50-54,960
2013,Број,kresevo,M,50-54,243
2013,Број,krupa_na_uni,M,50-54,78
2013,Број,kupres-fbih,M,50-54,267
2013,Број,livno,M,50-54,1377
2013,Број,lukavac,M,50-54,2031
2013,Број,ljubuski,M,50-54,1089
2013,Број,maglaj,M,50-54,905
2013,Број,mostar,M,50-54,3958
2013,Број,neum,M,50-54,213
2013,Број,novi_grad_sarajevo,M,50-54,3915
2013,Број,novi_travnik,M,50-54,927
2013,Број,novo_sarajevo,M,50-54,2285
2013,Број,odzak,M,50-54,806
2013,Број,olovo,M,50-54,495
2013,Број,orasje,M,50-54,868
2013,Број,pale-fbih,M,50-54,39
2013,Број,posusje,M,50-54,756
2013,Број,prozor,M,50-54,526
2013,Број,ravno,M,50-54,154
2013,Број,sanski_most,M,50-54,1709
2013,Број,sapna,M,50-54,364
2013,Број,srebrenik,M,50-54,1532
2013,Број,stari_grad_sarajevo,M,50-54,1324
2013,Број,stolac,M,50-54,617
2013,Број,siroki_brijeg,M,50-54,1171
2013,Број,teocak,M,50-54,302
2013,Број,tesanj,M,50-54,1548
2013,Број,tomislavgrad,M,50-54,1247
2013,Број,travnik,M,50-54,1915
2013,Број,trnovo-fbih,M,50-54,62
2013,Број,tuzla,M,50-54,4654
2013,Број,usora,M,50-54,285
2013,Број,vares,M,50-54,448
2013,Број,velika_kladusa,M,50-54,1212
2013,Број,visoko,M,50-54,1492
2013,Број,vitez,M,50-54,1032
2013,Број,vogosca,M,50-54,952
2013,Број,zavidovici,M,50-54,1462
2013,Број,zenica,M,50-54,4379
2013,Број,zepce,M,50-54,1230
2013,Број,zivinice,M,50-54,2366
2013,Број,banovici,M,55-59,826
2013,Број,bihac,M,55-59,1800
2013,Број,bosanska_krupa,M,55-59,816
2013,Број,bosanski_petrovac,M,55-59,325
2013,Број,bosansko_grahovo,M,55-59,143
2013,Број,breza,M,55-59,591
2013,Број,bugojno,M,55-59,1030
2013,Број,busovaca,M,55-59,615
2013,Број,buzim,M,55-59,463
2013,Број,cazin,M,55-59,1717
2013,Број,centar_sarajevo,M,55-59,2033
2013,Број,capljina,M,55-59,915
2013,Број,celic,M,55-59,341
2013,Број,citluk,M,55-59,568
2013,Број,doboj-istok,M,55-59,313
2013,Број,doboj-jug,M,55-59,137
2013,Број,dobretici,M,55-59,54
2013,Број,domaljevac-samac,M,55-59,161
2013,Број,donji_vakuf,M,55-59,473
2013,Број,drvar,M,55-59,289
2013,Број,foca-fbih,M,55-59,81
2013,Број,fojnica,M,55-59,481
2013,Број,glamoc,M,55-59,145
2013,Број,gorazde,M,55-59,858
2013,Број,gornji_vakuf-uskoplje,M,55-59,673
2013,Број,gracanica,M,55-59,1431
2013,Број,gradacac,M,55-59,1181
2013,Број,grude,M,55-59,588
2013,Број,hadzici,M,55-59,822
2013,Број,ilidza,M,55-59,2187
2013,Број,ilijas,M,55-59,643
2013,Број,jablanica,M,55-59,427
2013,Број,jajce,M,55-59,905
2013,Број,kakanj,M,55-59,1212
2013,Број,kalesija,M,55-59,1109
2013,Број,kiseljak,M,55-59,762
2013,Број,kladanj,M,55-59,409
2013,Број,kljuc,M,55-59,573
2013,Број,konjic,M,55-59,925
2013,Број,kresevo,M,55-59,205
2013,Број,krupa_na_uni,M,55-59,74
2013,Број,kupres-fbih,M,55-59,203
2013,Број,livno,M,55-59,1219
2013,Број,lukavac,M,55-59,1719
2013,Број,ljubuski,M,55-59,957
2013,Број,maglaj,M,55-59,814
2013,Број,mostar,M,55-59,3703
2013,Број,neum,M,55-59,201
2013,Број,novi_grad_sarajevo,M,55-59,3863
2013,Број,novi_travnik,M,55-59,796
2013,Број,novo_sarajevo,M,55-59,2218
2013,Број,odzak,M,55-59,614
2013,Број,olovo,M,55-59,464
2013,Број,orasje,M,55-59,668
2013,Број,pale-fbih,M,55-59,30
2013,Број,posusje,M,55-59,614
2013,Број,prozor,M,55-59,509
2013,Број,ravno,M,55-59,140
2013,Број,sanski_most,M,55-59,1416
2013,Број,sapna,M,55-59,301
2013,Број,srebrenik,M,55-59,1234
2013,Број,stari_grad_sarajevo,M,55-59,1505
2013,Број,stolac,M,55-59,519
2013,Број,siroki_brijeg,M,55-59,964
2013,Број,teocak,M,55-59,265
2013,Број,tesanj,M,55-59,1293
2013,Број,tomislavgrad,M,55-59,1092
2013,Број,travnik,M,55-59,1753
2013,Број,trnovo-fbih,M,55-59,70
2013,Број,tuzla,M,55-59,4272
2013,Број,usora,M,55-59,213
2013,Број,vares,M,55-59,372
2013,Број,velika_kladusa,M,55-59,1131
2013,Број,visoko,M,55-59,1406
2013,Број,vitez,M,55-59,818
2013,Број,vogosca,M,55-59,879
2013,Број,zavidovici,M,55-59,1214
2013,Број,zenica,M,55-59,4033
2013,Број,zepce,M,55-59,950
2013,Број,zivinice,M,55-59,1909
2013,Број,banovici,M,60-64,571
2013,Број,bihac,M,60-64,1404
2013,Број,bosanska_krupa,M,60-64,646
2013,Број,bosanski_petrovac,M,60-64,257
2013,Број,bosansko_grahovo,M,60-64,121
2013,Број,breza,M,60-64,431
2013,Број,bugojno,M,60-64,756
2013,Број,busovaca,M,60-64,437
2013,Број,buzim,M,60-64,297
2013,Број,cazin,M,60-64,1285
2013,Број,centar_sarajevo,M,60-64,1772
2013,Број,capljina,M,60-64,673
2013,Број,celic,M,60-64,253
2013,Број,citluk,M,60-64,348
2013,Број,doboj-istok,M,60-64,257
2013,Број,doboj-jug,M,60-64,105
2013,Број,dobretici,M,60-64,51
2013,Број,domaljevac-samac,M,60-64,125
2013,Број,donji_vakuf,M,60-64,341
2013,Број,drvar,M,60-64,276
2013,Број,foca-fbih,M,60-64,62
2013,Број,fojnica,M,60-64,344
2013,Број,glamoc,M,60-64,140
2013,Број,gorazde,M,60-64,660
2013,Број,gornji_vakuf-uskoplje,M,60-64,480
2013,Број,gracanica,M,60-64,1242
2013,Број,gradacac,M,60-64,1019
2013,Број,grude,M,60-64,481
2013,Број,hadzici,M,60-64,621
2013,Број,ilidza,M,60-64,1722
2013,Број,ilijas,M,60-64,460
2013,Број,jablanica,M,60-64,312
2013,Број,jajce,M,60-64,786
2013,Број,kakanj,M,60-64,998
2013,Број,kalesija,M,60-64,823
2013,Број,kiseljak,M,60-64,568
2013,Број,kladanj,M,60-64,355
2013,Број,kljuc,M,60-64,459
2013,Број,konjic,M,60-64,749
2013,Број,kresevo,M,60-64,154
2013,Број,krupa_na_uni,M,60-64,56
2013,Број,kupres-fbih,M,60-64,143
2013,Број,livno,M,60-64,1050
2013,Број,lukavac,M,60-64,1401
2013,Број,ljubuski,M,60-64,683
2013,Број,maglaj,M,60-64,650
2013,Број,mostar,M,60-64,2924
2013,Број,neum,M,60-64,145
2013,Број,novi_grad_sarajevo,M,60-64,3372
2013,Број,novi_travnik,M,60-64,515
2013,Број,novo_sarajevo,M,60-64,1829
2013,Број,odzak,M,60-64,498
2013,Број,olovo,M,60-64,363
2013,Број,orasje,M,60-64,555
2013,Број,pale-fbih,M,60-64,30
2013,Број,posusje,M,60-64,437
2013,Број,prozor,M,60-64,343
2013,Број,ravno,M,60-64,100
2013,Број,sanski_most,M,60-64,1141
2013,Број,sapna,M,60-64,223
2013,Број,srebrenik,M,60-64,1066
2013,Број,stari_grad_sarajevo,M,60-64,1343
2013,Број,stolac,M,60-64,389
2013,Број,siroki_brijeg,M,60-64,596
2013,Број,teocak,M,60-64,215
2013,Број,tesanj,M,60-64,1060
2013,Број,tomislavgrad,M,60-64,869
2013,Број,travnik,M,60-64,1450
2013,Број,trnovo-fbih,M,60-64,86
2013,Број,tuzla,M,60-64,3531
2013,Број,usora,M,60-64,157
2013,Број,vares,M,60-64,290
2013,Број,velika_kladusa,M,60-64,840
2013,Број,visoko,M,60-64,1147
2013,Број,vitez,M,60-64,603
2013,Број,vogosca,M,60-64,680
2013,Број,zavidovici,M,60-64,990
2013,Број,zenica,M,60-64,3179
2013,Број,zepce,M,60-64,705
2013,Број,zivinice,M,60-64,1460
2013,Број,banovici,M,65-69,364
2013,Број,bihac,M,65-69,996
2013,Број,bosanska_krupa,M,65-69,439
2013,Број,bosanski_petrovac,M,65-69,182
2013,Број,bosansko_grahovo,M,65-69,82
2013,Број,breza,M,65-69,271
2013,Број,bugojno,M,65-69,517
2013,Број,busovaca,M,65-69,257
2013,Број,buzim,M,65-69,224
2013,Број,cazin,M,65-69,909
2013,Број,centar_sarajevo,M,65-69,1210
2013,Број,capljina,M,65-69,430
2013,Број,celic,M,65-69,207
2013,Број,citluk,M,65-69,296
2013,Број,doboj-istok,M,65-69,208
2013,Број,doboj-jug,M,65-69,54
2013,Број,dobretici,M,65-69,32
2013,Број,domaljevac-samac,M,65-69,115
2013,Број,donji_vakuf,M,65-69,209
2013,Број,drvar,M,65-69,220
2013,Број,foca-fbih,M,65-69,54
2013,Број,fojnica,M,65-69,248
2013,Број,glamoc,M,65-69,111
2013,Број,gorazde,M,65-69,373
2013,Број,gornji_vakuf-uskoplje,M,65-69,307
2013,Број,gracanica,M,65-69,900
2013,Број,gradacac,M,65-69,888
2013,Број,grude,M,65-69,362
2013,Број,hadzici,M,65-69,375
2013,Број,ilidza,M,65-69,1124
2013,Број,ilijas,M,65-69,271
2013,Број,jablanica,M,65-69,172
2013,Број,jajce,M,65-69,520
2013,Број,kakanj,M,65-69,622
2013,Број,kalesija,M,65-69,466
2013,Број,kiseljak,M,65-69,349
2013,Број,kladanj,M,65-69,170
2013,Број,kljuc,M,65-69,239
2013,Број,konjic,M,65-69,496
2013,Број,kresevo,M,65-69,85
2013,Број,krupa_na_uni,M,65-69,51
2013,Број,kupres-fbih,M,65-69,74
2013,Број,livno,M,65-69,800
2013,Број,lukavac,M,65-69,882
2013,Број,ljubuski,M,65-69,523
2013,Број,maglaj,M,65-69,450
2013,Број,mostar,M,65-69,1877
2013,Број,neum,M,65-69,73
2013,Број,novi_grad_sarajevo,M,65-69,2112
2013,Број,novi_travnik,M,65-69,301
2013,Број,novo_sarajevo,M,65-69,1112
2013,Број,odzak,M,65-69,398
2013,Број,olovo,M,65-69,203
2013,Број,orasje,M,65-69,452
2013,Број,pale-fbih,M,65-69,19
