Year,UNIT_MEASURE,Municipality,Пол,AGE,Value
2013,Број,kalesija,Оба пола,50-54,2670
2013,Број,kiseljak,Оба пола,50-54,1615
2013,Број,kladanj,Оба пола,50-54,1001
2013,Број,kljuc,Оба пола,50-54,1311
2013,Број,konjic,Оба пола,50-54,1920
2013,Број,kresevo,Оба пола,50-54,474
2013,Број,krupa_na_uni,Оба пола,50-54,122
2013,Број,kupres-fbih,Оба пола,50-54,487
2013,Број,livno,Оба пола,50-54,2616
2013,Број,lukavac,Оба пола,50-54,4135
2013,Број,ljubuski,Оба пола,50-54,2059
2013,Број,maglaj,Оба пола,50-54,1865
2013,Број,mostar,Оба пола,50-54,8226
2013,Број,neum,Оба пола,50-54,429
2013,Број,novi_grad_sarajevo,Оба пола,50-54,8559
2013,Број,novi_travnik,Оба пола,50-54,1917
2013,Број,novo_sarajevo,Оба пола,50-54,4908
2013,Број,odzak,Оба пола,50-54,1572
2013,Број,olovo,Оба пола,50-54,959
2013,Број,orasje,Оба пола,50-54,1602
2013,Број,pale-fbih,Оба пола,50-54,64
2013,Број,posusje,Оба пола,50-54,1442
2013,Број,prozor,Оба пола,50-54,1048
2013,Број,ravno,Оба пола,50-54,275
2013,Број,sanski_most,Оба пола,50-54,3391
2013,Број,sapna,Оба пола,50-54,729
2013,Број,srebrenik,Оба пола,50-54,3106
2013,Број,stari_grad_sarajevo,Оба пола,50-54,2918
2013,Број,stolac,Оба пола,50-54,1150
2013,Број,siroki_brijeg,Оба пола,50-54,2154
2013,Број,teocak,Оба пола,50-54,591
2013,Број,tesanj,Оба пола,50-54,3156
2013,Број,tomislavgrad,Оба пола,50-54,2291
2013,Број,travnik,Оба пола,50-54,4039
2013,Број,trnovo-fbih,Оба пола,50-54,113
2013,Број,tuzla,Оба пола,50-54,9910
2013,Број,usora,Оба пола,50-54,525
2013,Број,vares,Оба пола,50-54,850
2013,Број,velika_kladusa,Оба пола,50-54,2659
2013,Број,visoko,Оба пола,50-54,3065
2013,Број,vitez,Оба пола,50-54,2105
2013,Број,vogosca,Оба пола,50-54,2046
2013,Број,zavidovici,Оба пола,50-54,2991
2013,Број,zenica,Оба пола,50-54,9067
2013,Број,zepce,Оба пола,50-54,2372
2013,Број,zivinice,Оба пола,50-54,4881
2013,Број,banovici,Оба пола,55-59,1726
2013,Број,bihac,Оба пола,55-59,3766
2013,Број,bosanska_krupa,Оба пола,55-59,1714
2013,Број,bosanski_petrovac,Оба пола,55-59,623
2013,Број,bosansko_grahovo,Оба пола,55-59,232
2013,Број,breza,Оба пола,55-59,1174
2013,Број,bugojno,Оба пола,55-59,2138
2013,Број,busovaca,Оба пола,55-59,1223
2013,Број,buzim,Оба пола,55-59,917
2013,Број,cazin,Оба пола,55-59,3514
2013,Број,centar_sarajevo,Оба пола,55-59,4539
2013,Број,capljina,Оба пола,55-59,1810
2013,Број,celic,Оба пола,55-59,657
2013,Број,citluk,Оба пола,55-59,1054
2013,Број,doboj-istok,Оба пола,55-59,627
2013,Број,doboj-jug,Оба пола,55-59,269
2013,Број,dobretici,Оба пола,55-59,99
2013,Број,domaljevac-samac,Оба пола,55-59,299
2013,Број,donji_vakuf,Оба пола,55-59,956
2013,Број,drvar,Оба пола,55-59,570
2013,Број,foca-fbih,Оба пола,55-59,150
2013,Број,fojnica,Оба пола,55-59,964
2013,Број,glamoc,Оба пола,55-59,275
2013,Број,gorazde,Оба пола,55-59,1814
2013,Број,gornji_vakuf-uskoplje,Оба пола,55-59,1404
2013,Број,gracanica,Оба пола,55-59,3043
2013,Број,gradacac,Оба пола,55-59,2538
2013,Број,grude,Оба пола,55-59,1116
2013,Број,hadzici,Оба пола,55-59,1673
2013,Број,ilidza,Оба пола,55-59,4655
2013,Број,ilijas,Оба пола,55-59,1385
2013,Број,jablanica,Оба пола,55-59,823
2013,Број,jajce,Оба пола,55-59,1857
2013,Број,kakanj,Оба пола,55-59,2527
2013,Број,kalesija,Оба пола,55-59,2195
2013,Број,kiseljak,Оба пола,55-59,1523
2013,Број,kladanj,Оба пола,55-59,912
2013,Број,kljuc,Оба пола,55-59,1152
2013,Број,konjic,Оба пола,55-59,1876
2013,Број,kresevo,Оба пола,55-59,405
2013,Број,krupa_na_uni,Оба пола,55-59,118
2013,Број,kupres-fbih,Оба пола,55-59,381
2013,Број,livno,Оба пола,55-59,2371
2013,Број,lukavac,Оба пола,55-59,3568
2013,Број,ljubuski,Оба пола,55-59,1797
2013,Број,maglaj,Оба пола,55-59,1705
2013,Број,mostar,Оба пола,55-59,7691
2013,Број,neum,Оба пола,55-59,339
2013,Број,novi_grad_sarajevo,Оба пола,55-59,8642
2013,Број,novi_travnik,Оба пола,55-59,1608
2013,Број,novo_sarajevo,Оба пола,55-59,4877
2013,Број,odzak,Оба пола,55-59,1202
2013,Број,olovo,Оба пола,55-59,953
2013,Број,orasje,Оба пола,55-59,1296
2013,Број,pale-fbih,Оба пола,55-59,64
2013,Број,posusje,Оба пола,55-59,1162
2013,Број,prozor,Оба пола,55-59,964
2013,Број,ravno,Оба пола,55-59,256
2013,Број,sanski_most,Оба пола,55-59,2881
2013,Број,sapna,Оба пола,55-59,622
2013,Број,srebrenik,Оба пола,55-59,2678
2013,Број,stari_grad_sarajevo,Оба пола,55-59,3215
2013,Број,stolac,Оба пола,55-59,1006
2013,Број,siroki_brijeg,Оба пола,55-59,1763
2013,Број,teocak,Оба пола,55-59,534
2013,Број,tesanj,Оба пола,55-59,2616
2013,Број,tomislavgrad,Оба пола,55-59,2103
2013,Број,travnik,Оба пола,55-59,3709
2013,Број,trnovo-fbih,Оба пола,55-59,171
2013,Број,tuzla,Оба пола,55-59,9065
2013,Број,usora,Оба пола,55-59,397
2013,Број,vares,Оба пола,55-59,778
2013,Број,velika_kladusa,Оба пола,55-59,2422
2013,Број,visoko,Оба пола,55-59,2953
2013,Број,vitez,Оба пола,55-59,1649
2013,Број,vogosca,Оба пола,55-59,1958
2013,Број,zavidovici,Оба пола,55-59,2539
2013,Број,zenica,Оба пола,55-59,8278
2013,Број,zepce,Оба пола,55-59,1880
2013,Број,zivinice,Оба пола,55-59,3802
2013,Број,banovici,Оба пола,60-64,1232
2013,Број,bihac,Оба пола,60-64,3027
2013,Број,bosanska_krupa,Оба пола,60-64,1327
2013,Број,bosanski_petrovac,Оба пола,60-64,495
2013,Број,bosansko_grahovo,Оба пола,60-64,231
2013,Број,breza,Оба пола,60-64,924
2013,Број,bugojno,Оба пола,60-64,1661
2013,Број,busovaca,Оба пола,60-64,883
2013,Број,buzim,Оба пола,60-64,645
2013,Број,cazin,Оба пола,60-64,2694
2013,Број,centar_sarajevo,Оба пола,60-64,4097
2013,Број,capljina,Оба пола,60-64,1404
2013,Број,celic,Оба пола,60-64,543
2013,Број,citluk,Оба пола,60-64,740
2013,Број,doboj-istok,Оба пола,60-64,566
2013,Број,doboj-jug,Оба пола,60-64,227
2013,Број,dobretici,Оба пола,60-64,107
2013,Број,domaljevac-samac,Оба пола,60-64,256
2013,Број,donji_vakuf,Оба пола,60-64,747
2013,Број,drvar,Оба пола,60-64,566
2013,Број,foca-fbih,Оба пола,60-64,142
2013,Број,fojnica,Оба пола,60-64,722
2013,Број,glamoc,Оба пола,60-64,293
2013,Број,gorazde,Оба пола,60-64,1465
2013,Број,gornji_vakuf-uskoplje,Оба пола,60-64,1036
2013,Број,gracanica,Оба пола,60-64,2716
2013,Број,gradacac,Оба пола,60-64,2267
2013,Број,grude,Оба пола,60-64,903
2013,Број,hadzici,Оба пола,60-64,1320
2013,Број,ilidza,Оба пола,60-64,3832
2013,Број,ilijas,Оба пола,60-64,1078
2013,Број,jablanica,Оба пола,60-64,648
2013,Број,jajce,Оба пола,60-64,1612
2013,Број,kakanj,Оба пола,60-64,2071
2013,Број,kalesija,Оба пола,60-64,1679
2013,Број,kiseljak,Оба пола,60-64,1221
2013,Број,kladanj,Оба пола,60-64,730
2013,Број,kljuc,Оба пола,60-64,968
2013,Број,konjic,Оба пола,60-64,1586
2013,Број,kresevo,Оба пола,60-64,308
2013,Број,krupa_na_uni,Оба пола,60-64,111
2013,Број,kupres-fbih,Оба пола,60-64,278
2013,Број,livno,Оба пола,60-64,2055
2013,Број,lukavac,Оба пола,60-64,2943
2013,Број,ljubuski,Оба пола,60-64,1352
2013,Број,maglaj,Оба пола,60-64,1387
2013,Број,mostar,Оба пола,60-64,6387
2013,Број,neum,Оба пола,60-64,260
2013,Број,novi_grad_sarajevo,Оба пола,60-64,7928
2013,Број,novi_travnik,Оба пола,60-64,1100
2013,Број,novo_sarajevo,Оба пола,60-64,4292
2013,Број,odzak,Оба пола,60-64,1069
2013,Број,olovo,Оба пола,60-64,765
2013,Број,orasje,Оба пола,60-64,1173
2013,Број,pale-fbih,Оба пола,60-64,70
2013,Број,posusje,Оба пола,60-64,898
2013,Број,prozor,Оба пола,60-64,746
2013,Број,ravno,Оба пола,60-64,196
2013,Број,sanski_most,Оба пола,60-64,2338
2013,Број,sapna,Оба пола,60-64,512
2013,Број,srebrenik,Оба пола,60-64,2242
2013,Број,stari_grad_sarajevo,Оба пола,60-64,2846
2013,Број,stolac,Оба пола,60-64,781
2013,Број,siroki_brijeg,Оба пола,60-64,1204
2013,Број,teocak,Оба пола,60-64,413
2013,Број,tesanj,Оба пола,60-64,2276
2013,Број,tomislavgrad,Оба пола,60-64,1665
2013,Број,travnik,Оба пола,60-64,3073
2013,Број,trnovo-fbih,Оба пола,60-64,194
2013,Број,tuzla,Оба пола,60-64,7796
2013,Број,usora,Оба пола,60-64,338
2013,Број,vares,Оба пола,60-64,643
2013,Број,velika_kladusa,Оба пола,60-64,1850
2013,Број,visoko,Оба пола,60-64,2485
2013,Број,vitez,Оба пола,60-64,1318
2013,Број,vogosca,Оба пола,60-64,1540
2013,Број,zavidovici,Оба пола,60-64,2081
2013,Број,zenica,Оба пола,60-64,6585
2013,Број,zepce,Оба пола,60-64,1469
2013,Број,zivinice,Оба пола,60-64,3096
2013,Број,banovici,Оба пола,65-69,782
2013,Број,bihac,Оба пола,65-69,2228
2013,Број,bosanska_krupa,Оба пола,65-69,991
2013,Број,bosanski_petrovac,Оба пола,65-69,414
2013,Број,bosansko_grahovo,Оба пола,65-69,186
2013,Број,breza,Оба пола,65-69,619
2013,Број,bugojno,Оба пола,65-69,1165
2013,Број,busovaca,Оба пола,65-69,543
2013,Број,buzim,Оба пола,65-69,498
2013,Број,cazin,Оба пола,65-69,2024
2013,Број,centar_sarajevo,Оба пола,65-69,2905
2013,Број,capljina,Оба пола,65-69,1004
2013,Број,celic,Оба пола,65-69,432
2013,Број,citluk,Оба пола,65-69,579
2013,Број,doboj-istok,Оба пола,65-69,461
2013,Број,doboj-jug,Оба пола,65-69,127
2013,Број,dobretici,Оба пола,65-69,72
2013,Број,domaljevac-samac,Оба пола,65-69,272
2013,Број,donji_vakuf,Оба пола,65-69,475
2013,Број,drvar,Оба пола,65-69,515
2013,Број,foca-fbih,Оба пола,65-69,122
2013,Број,fojnica,Оба пола,65-69,534
2013,Број,glamoc,Оба пола,65-69,270
2013,Број,gorazde,Оба пола,65-69,901
2013,Број,gornji_vakuf-uskoplje,Оба пола,65-69,693
2013,Број,gracanica,Оба пола,65-69,1965
2013,Број,gradacac,Оба пола,65-69,1859
2013,Број,grude,Оба пола,65-69,726
2013,Број,hadzici,Оба пола,65-69,887
2013,Број,ilidza,Оба пола,65-69,2498
2013,Број,ilijas,Оба пола,65-69,645
2013,Број,jablanica,Оба пола,65-69,375
2013,Број,jajce,Оба пола,65-69,1071
2013,Број,kakanj,Оба пола,65-69,1354
2013,Број,kalesija,Оба пола,65-69,1025
2013,Број,kiseljak,Оба пола,65-69,794
2013,Број,kladanj,Оба пола,65-69,429
2013,Број,kljuc,Оба пола,65-69,536
2013,Број,konjic,Оба пола,65-69,1170
2013,Број,kresevo,Оба пола,65-69,203
2013,Број,krupa_na_uni,Оба пола,65-69,90
2013,Број,kupres-fbih,Оба пола,65-69,155
2013,Број,livno,Оба пола,65-69,1628
2013,Број,lukavac,Оба пола,65-69,2022
2013,Број,ljubuski,Оба пола,65-69,1089
2013,Број,maglaj,Оба пола,65-69,970
2013,Број,mostar,Оба пола,65-69,4386
2013,Број,neum,Оба пола,65-69,155
2013,Број,novi_grad_sarajevo,Оба пола,65-69,5096
2013,Број,novi_travnik,Оба пола,65-69,749
2013,Број,novo_sarajevo,Оба пола,65-69,2828
2013,Број,odzak,Оба пола,65-69,891
2013,Број,olovo,Оба пола,65-69,416
2013,Број,orasje,Оба пола,65-69,975
2013,Број,pale-fbih,Оба пола,65-69,48
2013,Број,posusje,Оба пола,65-69,670
2013,Број,prozor,Оба пола,65-69,485
2013,Број,ravno,Оба пола,65-69,134
2013,Број,sanski_most,Оба пола,65-69,1546
2013,Број,sapna,Оба пола,65-69,309
2013,Број,srebrenik,Оба пола,65-69,1636
2013,Број,stari_grad_sarajevo,Оба пола,65-69,1828
2013,Број,stolac,Оба пола,65-69,517
2013,Број,siroki_brijeg,Оба пола,65-69,909
2013,Број,teocak,Оба пола,65-69,264
2013,Број,tesanj,Оба пола,65-69,1528
2013,Број,tomislavgrad,Оба пола,65-69,1194
2013,Број,travnik,Оба пола,65-69,2008
2013,Број,trnovo-fbih,Оба пола,65-69,141
2013,Број,tuzla,Оба пола,65-69,5127
2013,Број,usora,Оба пола,65-69,265
2013,Број,vares,Оба пола,65-69,535
2013,Број,velika_kladusa,Оба пола,65-69,1389
2013,Број,visoko,Оба пола,65-69,1640
2013,Број,vitez,Оба пола,65-69,844
2013,Број,vogosca,Оба пола,65-69,834
2013,Број,zavidovici,Оба пола,65-69,1377
2013,Број,zenica,Оба пола,65-69,4381
2013,Број,zepce,Оба пола,65-69,1005
2013,Број,zivinice,Оба пола,65-69,2068
2013,Број,banovici,Оба пола,70-74,521
2013,Број,bihac,Оба пола,70-74,2168
2013,Број,bosanska_krupa,Оба пола,70-74,881
2013,Број,bosanski_petrovac,Оба пола,70-74,454
2013,Број,bosansko_grahovo,Оба пола,70-74,217
2013,Број,breza,Оба пола,70-74,556
2013,Број,bugojno,Оба пола,70-74,1210
2013,Број,busovaca,Оба пола,70-74,516
2013,Број,buzim,Оба пола,70-74,430
2013,Број,cazin,Оба пола,70-74,1763
2013,Број,centar_sarajevo,Оба пола,70-74,2572
2013,Број,capljina,Оба пола,70-74,1184
2013,Број,celic,Оба пола,70-74,406
2013,Број,citluk,Оба пола,70-74,795
2013,Број,doboj-istok,Оба пола,70-74,355
2013,Број,doboj-jug,Оба пола,70-74,116
2013,Број,dobretici,Оба пола,70-74,68
2013,Број,domaljevac-samac,Оба пола,70-74,219
2013,Број,donji_vakuf,Оба пола,70-74,414
2013,Број,drvar,Оба пола,70-74,483
2013,Број,foca-fbih,Оба пола,70-74,124
2013,Број,fojnica,Оба пола,70-74,456
2013,Број,glamoc,Оба пола,70-74,294
2013,Број,gorazde,Оба пола,70-74,866
2013,Број,gornji_vakuf-uskoplje,Оба пола,70-74,732
2013,Број,gracanica,Оба пола,70-74,1617
2013,Број,gradacac,Оба пола,70-74,1350
2013,Број,grude,Оба пола,70-74,790
2013,Број,hadzici,Оба пола,70-74,662
2013,Број,ilidza,Оба пола,70-74,2175
2013,Број,ilijas,Оба пола,70-74,593
2013,Број,jablanica,Оба пола,70-74,342
2013,Број,jajce,Оба пола,70-74,991
2013,Број,kakanj,Оба пола,70-74,1234
2013,Број,kalesija,Оба пола,70-74,814
2013,Број,kiseljak,Оба пола,70-74,791
2013,Број,kladanj,Оба пола,70-74,337
2013,Број,kljuc,Оба пола,70-74,584
2013,Број,konjic,Оба пола,70-74,1181
2013,Број,kresevo,Оба пола,70-74,254
2013,Број,krupa_na_uni,Оба пола,70-74,99
2013,Број,kupres-fbih,Оба пола,70-74,229
2013,Број,livno,Оба пола,70-74,1582
2013,Број,lukavac,Оба пола,70-74,1739
2013,Број,ljubuski,Оба пола,70-74,1242
2013,Број,maglaj,Оба пола,70-74,776
2013,Број,mostar,Оба пола,70-74,4493
2013,Број,neum,Оба пола,70-74,178
2013,Број,novi_grad_sarajevo,Оба пола,70-74,4430
2013,Број,novi_travnik,Оба пола,70-74,693
2013,Број,novo_sarajevo,Оба пола,70-74,2634
2013,Број,odzak,Оба пола,70-74,940
2013,Број,olovo,Оба пола,70-74,349
2013,Број,orasje,Оба пола,70-74,775
2013,Број,pale-fbih,Оба пола,70-74,52
2013,Број,posusje,Оба пола,70-74,669
2013,Број,prozor,Оба пола,70-74,530
2013,Број,ravno,Оба пола,70-74,173
2013,Број,sanski_most,Оба пола,70-74,1403
2013,Број,sapna,Оба пола,70-74,278
2013,Број,srebrenik,Оба пола,70-74,1259
2013,Број,stari_grad_sarajevo,Оба пола,70-74,1568
2013,Број,stolac,Оба пола,70-74,578
2013,Број,siroki_brijeg,Оба пола,70-74,1227
2013,Број,teocak,Оба пола,70-74,224
2013,Број,tesanj,Оба пола,70-74,1134
2013,Број,tomislavgrad,Оба пола,70-74,1276
2013,Број,travnik,Оба пола,70-74,1881
2013,Број,trnovo-fbih,Оба пола,70-74,113
2013,Број,tuzla,Оба пола,70-74,4824
2013,Број,usora,Оба пола,70-74,321
2013,Број,vares,Оба пола,70-74,514
2013,Број,velika_kladusa,Оба пола,70-74,1141
2013,Број,visoko,Оба пола,70-74,1431
2013,Број,vitez,Оба пола,70-74,841
2013,Број,vogosca,Оба пола,70-74,721
2013,Број,zavidovici,Оба пола,70-74,1028
2013,Број,zenica,Оба пола,70-74,3858
2013,Број,zepce,Оба пола,70-74,891
2013,Број,zivinice,Оба пола,70-74,1513
2013,Број,banovici,Оба пола,75-79,418
2013,Број,bihac,Оба пола,75-79,1673
2013,Број,bosanska_krupa,Оба пола,75-79,695
2013,Број,bosanski_petrovac,Оба пола,75-79,489
2013,Број,bosansko_grahovo,Оба пола,75-79,214
2013,Број,breza,Оба пола,75-79,396
2013,Број,bugojno,Оба пола,75-79,843
2013,Број,busovaca,Оба пола,75-79,433
2013,Број,buzim,Оба пола,75-79,284
2013,Број,cazin,Оба пола,75-79,1116
2013,Број,centar_sarajevo,Оба пола,75-79,2282
2013,Број,capljina,Оба пола,75-79,1115
2013,Број,celic,Оба пола,75-79,369
2013,Број,citluk,Оба пола,75-79,710
2013,Број,doboj-istok,Оба пола,75-79,251
2013,Број,doboj-jug,Оба пола,75-79,73
2013,Број,dobretici,Оба пола,75-79,50
2013,Број,domaljevac-samac,Оба пола,75-79,149
2013,Број,donji_vakuf,Оба пола,75-79,306
2013,Број,drvar,Оба пола,75-79,563
2013,Број,foca-fbih,Оба пола,75-79,121
2013,Број,fojnica,Оба пола,75-79,340
2013,Број,glamoc,Оба пола,75-79,250
2013,Број,gorazde,Оба пола,75-79,859
2013,Број,gornji_vakuf-uskoplje,Оба пола,75-79,467
2013,Број,gracanica,Оба пола,75-79,1095
2013,Број,gradacac,Оба пола,75-79,1048
2013,Број,grude,Оба пола,75-79,711
2013,Број,hadzici,Оба пола,75-79,602
2013,Број,ilidza,Оба пола,75-79,1853
2013,Број,ilijas,Оба пола,75-79,513
2013,Број,jablanica,Оба пола,75-79,300
2013,Број,jajce,Оба пола,75-79,759
2013,Број,kakanj,Оба пола,75-79,936
2013,Број,kalesija,Оба пола,75-79,533
2013,Број,kiseljak,Оба пола,75-79,606
2013,Број,kladanj,Оба пола,75-79,290
2013,Број,kljuc,Оба пола,75-79,501
2013,Број,konjic,Оба пола,75-79,889
2013,Број,kresevo,Оба пола,75-79,193
2013,Број,krupa_na_uni,Оба пола,75-79,124
2013,Број,kupres-fbih,Оба пола,75-79,210
2013,Број,livno,Оба пола,75-79,1253
2013,Број,lukavac,Оба пола,75-79,1357
2013,Број,ljubuski,Оба пола,75-79,1061
2013,Број,maglaj,Оба пола,75-79,576
2013,Број,mostar,Оба пола,75-79,3887
2013,Број,neum,Оба пола,75-79,201
2013,Број,novi_grad_sarajevo,Оба пола,75-79,3664
2013,Број,novi_travnik,Оба пола,75-79,581
2013,Број,novo_sarajevo,Оба пола,75-79,2731
2013,Број,odzak,Оба пола,75-79,748
2013,Број,olovo,Оба пола,75-79,293
2013,Број,orasje,Оба пола,75-79,589
2013,Број,pale-fbih,Оба пола,75-79,41
2013,Број,posusje,Оба пола,75-79,605
2013,Број,prozor,Оба пола,75-79,470
2013,Број,ravno,Оба пола,75-79,162
2013,Број,sanski_most,Оба пола,75-79,1042
2013,Број,sapna,Оба пола,75-79,233
2013,Број,srebrenik,Оба пола,75-79,963
2013,Број,stari_grad_sarajevo,Оба пола,75-79,1399
2013,Број,stolac,Оба пола,75-79,589
2013,Број,siroki_brijeg,Оба пола,75-79,1089
2013,Број,teocak,Оба пола,75-79,131
2013,Број,tesanj,Оба пола,75-79,726
2013,Број,tomislavgrad,Оба пола,75-79,1047
2013,Број,travnik,Оба пола,75-79,1349
2013,Број,trnovo-fbih,Оба пола,75-79,76
2013,Број,tuzla,Оба пола,75-79,3976
2013,Број,usora,Оба пола,75-79,213
2013,Број,vares,Оба пола,75-79,474
2013,Број,velika_kladusa,Оба пола,75-79,727
2013,Број,visoko,Оба пола,75-79,864
2013,Број,vitez,Оба пола,75-79,634
2013,Број,vogosca,Оба пола,75-79,597
2013,Број,zavidovici,Оба пола,75-79,811
2013,Број,zenica,Оба пола,75-79,3171
2013,Број,zepce,Оба пола,75-79,704
2013,Број,zivinice,Оба пола,75-79,1074
2013,Број,banovici,Оба пола,80-84,215
2013,Број,bihac,Оба пола,80-84,752
2013,Број,bosanska_krupa,Оба пола,80-84,330
2013,Број,bosanski_petrovac,Оба пола,80-84,233
2013,Број,bosansko_grahovo,Оба пола,80-84,139
2013,Број,breza,Оба пола,80-84,185
2013,Број,bugojno,Оба пола,80-84,463
2013,Број,busovaca,Оба пола,80-84,221
2013,Број,buzim,Оба пола,80-84,134
2013,Број,cazin,Оба пола,80-84,520
2013,Број,centar_sarajevo,Оба пола,80-84,1399
2013,Број,capljina,Оба пола,80-84,654
2013,Број,celic,Оба пола,80-84,220
2013,Број,citluk,Оба пола,80-84,468
2013,Број,doboj-istok,Оба пола,80-84,140
2013,Број,doboj-jug,Оба пола,80-84,30
2013,Број,dobretici,Оба пола,80-84,14
2013,Број,domaljevac-samac,Оба пола,80-84,55
2013,Број,donji_vakuf,Оба пола,80-84,158
2013,Број,drvar,Оба пола,80-84,335
2013,Број,foca-fbih,Оба пола,80-84,50
2013,Број,fojnica,Оба пола,80-84,171
2013,Број,glamoc,Оба пола,80-84,136
2013,Број,gorazde,Оба пола,80-84,437
2013,Број,gornji_vakuf-uskoplje,Оба пола,80-84,249
2013,Број,gracanica,Оба пола,80-84,542
2013,Број,gradacac,Оба пола,80-84,527
2013,Број,grude,Оба пола,80-84,500
2013,Број,hadzici,Оба пола,80-84,293
2013,Број,ilidza,Оба пола,80-84,890
2013,Број,ilijas,Оба пола,80-84,261
2013,Број,jablanica,Оба пола,80-84,183
2013,Број,jajce,Оба пола,80-84,361
2013,Број,kakanj,Оба пола,80-84,458
2013,Број,kalesija,Оба пола,80-84,267
2013,Број,kiseljak,Оба пола,80-84,273
2013,Број,kladanj,Оба пола,80-84,137
2013,Број,kljuc,Оба пола,80-84,242
2013,Број,konjic,Оба пола,80-84,536
2013,Број,kresevo,Оба пола,80-84,122
2013,Број,krupa_na_uni,Оба пола,80-84,73
2013,Број,kupres-fbih,Оба пола,80-84,116
2013,Број,livno,Оба пола,80-84,788
2013,Број,lukavac,Оба пола,80-84,762
2013,Број,ljubuski,Оба пола,80-84,718
2013,Број,maglaj,Оба пола,80-84,269
2013,Број,mostar,Оба пола,80-84,2290
2013,Број,neum,Оба пола,80-84,154
2013,Број,novi_grad_sarajevo,Оба пола,80-84,1834
2013,Број,novi_travnik,Оба пола,80-84,276
2013,Број,novo_sarajevo,Оба пола,80-84,1651
2013,Број,odzak,Оба пола,80-84,341
2013,Број,olovo,Оба пола,80-84,155
2013,Број,orasje,Оба пола,80-84,320
2013,Број,pale-fbih,Оба пола,80-84,24
2013,Број,posusje,Оба пола,80-84,337
2013,Број,prozor,Оба пола,80-84,234
2013,Број,ravno,Оба пола,80-84,117
2013,Број,sanski_most,Оба пола,80-84,541
2013,Број,sapna,Оба пола,80-84,111
2013,Број,srebrenik,Оба пола,80-84,501
2013,Број,stari_grad_sarajevo,Оба пола,80-84,746
2013,Број,stolac,Оба пола,80-84,415
2013,Број,siroki_brijeg,Оба пола,80-84,720
2013,Број,teocak,Оба пола,80-84,82
2013,Број,tesanj,Оба пола,80-84,323
2013,Број,tomislavgrad,Оба пола,80-84,682
2013,Број,travnik,Оба пола,80-84,680
2013,Број,trnovo-fbih,Оба пола,80-84,52
2013,Број,tuzla,Оба пола,80-84,2029
2013,Број,usora,Оба пола,80-84,93
2013,Број,vares,Оба пола,80-84,235
2013,Број,velika_kladusa,Оба пола,80-84,315
2013,Број,visoko,Оба пола,80-84,462
2013,Број,vitez,Оба пола,80-84,276
2013,Број,vogosca,Оба пола,80-84,357
2013,Број,zavidovici,Оба пола,80-84,413
2013,Број,zenica,Оба пола,80-84,1629
2013,Број,zepce,Оба пола,80-84,341
2013,Број,zivinice,Оба пола,80-84,538
2013,Број,banovici,Оба пола,85+,54
2013,Број,bihac,Оба пола,85+,300
2013,Број,bosanska_krupa,Оба пола,85+,139
2013,Број,bosanski_petrovac,Оба пола,85+,126
2013,Број,bosansko_grahovo,Оба пола,85+,59
2013,Број,breza,Оба пола,85+,77
2013,Број,bugojno,Оба пола,85+,182
2013,Број,busovaca,Оба пола,85+,85
2013,Број,buzim,Оба пола,85+,42
2013,Број,cazin,Оба пола,85+,192
2013,Број,centar_sarajevo,Оба пола,85+,770
2013,Број,capljina,Оба пола,85+,347
2013,Број,celic,Оба пола,85+,84
2013,Број,citluk,Оба пола,85+,275
2013,Број,doboj-istok,Оба пола,85+,51
2013,Број,doboj-jug,Оба пола,85+,14
2013,Број,dobretici,Оба пола,85+,5
2013,Број,domaljevac-samac,Оба пола,85+,18
2013,Број,donji_vakuf,Оба пола,85+,48
2013,Број,drvar,Оба пола,85+,151
2013,Број,foca-fbih,Оба пола,85+,17
2013,Број,fojnica,Оба пола,85+,70
2013,Број,glamoc,Оба пола,85+,68
2013,Број,gorazde,Оба пола,85+,192
2013,Број,gornji_vakuf-uskoplje,Оба пола,85+,98
2013,Број,gracanica,Оба пола,85+,217
2013,Број,gradacac,Оба пола,85+,245
2013,Број,grude,Оба пола,85+,280
2013,Број,hadzici,Оба пола,85+,114
2013,Број,ilidza,Оба пола,85+,345
2013,Број,ilijas,Оба пола,85+,101
2013,Број,jablanica,Оба пола,85+,114
2013,Број,jajce,Оба пола,85+,163
2013,Број,kakanj,Оба пола,85+,168
2013,Број,kalesija,Оба пола,85+,117
2013,Број,kiseljak,Оба пола,85+,103
2013,Број,kladanj,Оба пола,85+,41
2013,Број,kljuc,Оба пола,85+,89
2013,Број,konjic,Оба пола,85+,253
2013,Број,kresevo,Оба пола,85+,57
2013,Број,krupa_na_uni,Оба пола,85+,28
2013,Број,kupres-fbih,Оба пола,85+,61
2013,Број,livno,Оба пола,85+,404
2013,Број,lukavac,Оба пола,85+,244
2013,Број,ljubuski,Оба пола,85+,494
2013,Број,maglaj,Оба пола,85+,93
2013,Број,mostar,Оба пола,85+,1152
2013,Број,neum,Оба пола,85+,89
2013,Број,novi_grad_sarajevo,Оба пола,85+,735
2013,Број,novi_travnik,Оба пола,85+,87
2013,Број,novo_sarajevo,Оба пола,85+,819
2013,Број,odzak,Оба пола,85+,116
2013,Број,olovo,Оба пола,85+,76
2013,Број,orasje,Оба пола,85+,111
2013,Број,pale-fbih,Оба пола,85+,11
2013,Број,posusje,Оба пола,85+,249
2013,Број,prozor,Оба пола,85+,125
2013,Број,ravno,Оба пола,85+,61
