Year,UNIT_MEASURE,Value
2007,Број,521
2008,Број,425
2009,Број,560
2010,Број,465
2011,Број,419
2012,Број,488
2013,Број,307
2014,Број,208
2015,Број,538
2016,Број,574
2017,Број,556
