Year,UNIT_MEASURE,Admin_Area,Пол,Value
2013,Број,herzegovina-neretva_canton,M,6
2013,Број,west_herzegovina_canton,M,2
2013,Број,sarajevo_canton,M,21
2013,Број,canton_10,M,3
2013,Број,federation_of_bih,Ж,1442
2013,Број,una-sana_canton,Ж,169
2013,Број,posavina_canton,Ж,21
2013,Број,tuzla_canton,Ж,199
2013,Број,zenica-doboj_canton,Ж,203
2013,Број,bosnian-podrinje_canton,Ж,27
2013,Број,central_bosnia_canton,Ж,77
2013,Број,herzegovina-neretva_canton,Ж,181
2013,Број,west_herzegovina_canton,Ж,88
2013,Број,sarajevo_canton,Ж,426
2013,Број,canton_10,Ж,51
2014,Број,federation_of_bih,Оба пола,1692
2014,Број,una-sana_canton,Оба пола,190
2014,Број,posavina_canton,Оба пола,23
2014,Број,tuzla_canton,Оба пола,211
2014,Број,zenica-doboj_canton,Оба пола,225
2014,Број,bosnian-podrinje_canton,Оба пола,29
2014,Број,central_bosnia_canton,Оба пола,127
2014,Број,herzegovina-neretva_canton,Оба пола,220
2014,Број,west_herzegovina_canton,Оба пола,99
2014,Број,sarajevo_canton,Оба пола,517
2014,Број,canton_10,Оба пола,51
2014,Број,federation_of_bih,M,117
2014,Број,una-sana_canton,M,16
2014,Број,posavina_canton,M,2
2014,Број,tuzla_canton,M,24
2014,Број,zenica-doboj_canton,M,18
2014,Број,bosnian-podrinje_canton,M,4
2014,Број,central_bosnia_canton,M,7
2014,Број,herzegovina-neretva_canton,M,8
2014,Број,west_herzegovina_canton,M,3
2014,Број,sarajevo_canton,M,31
2014,Број,canton_10,M,4
2014,Број,federation_of_bih,Ж,1575
2014,Број,una-sana_canton,Ж,174
2014,Број,posavina_canton,Ж,21
2014,Број,tuzla_canton,Ж,187
2014,Број,zenica-doboj_canton,Ж,207
2014,Број,bosnian-podrinje_canton,Ж,25
2014,Број,central_bosnia_canton,Ж,120
2014,Број,herzegovina-neretva_canton,Ж,212
2014,Број,west_herzegovina_canton,Ж,96
2014,Број,sarajevo_canton,Ж,486
2014,Број,canton_10,Ж,47
2015,Број,federation_of_bih,Оба пола,1781
2015,Број,una-sana_canton,Оба пола,195
2015,Број,posavina_canton,Оба пола,24
2015,Број,tuzla_canton,Оба пола,242
2015,Број,zenica-doboj_canton,Оба пола,244
2015,Број,bosnian-podrinje_canton,Оба пола,28
2015,Број,central_bosnia_canton,Оба пола,128
2015,Број,herzegovina-neretva_canton,Оба пола,252
2015,Број,west_herzegovina_canton,Оба пола,98
2015,Број,sarajevo_canton,Оба пола,518
2015,Број,canton_10,Оба пола,52
2015,Број,federation_of_bih,M,113
2015,Број,una-sana_canton,M,18
2015,Број,posavina_canton,M,2
2015,Број,tuzla_canton,M,24
2015,Број,zenica-doboj_canton,M,13
2015,Број,bosnian-podrinje_canton,M,3
2015,Број,central_bosnia_canton,M,7
2015,Број,herzegovina-neretva_canton,M,11
2015,Број,west_herzegovina_canton,M,3
2015,Број,sarajevo_canton,M,28
2015,Број,canton_10,M,4
2015,Број,federation_of_bih,Ж,1668
2015,Број,una-sana_canton,Ж,177
2015,Број,posavina_canton,Ж,22
2015,Број,tuzla_canton,Ж,218
2015,Број,zenica-doboj_canton,Ж,231
2015,Број,bosnian-podrinje_canton,Ж,25
2015,Број,central_bosnia_canton,Ж,121
2015,Број,herzegovina-neretva_canton,Ж,241
2015,Број,west_herzegovina_canton,Ж,95
2015,Број,sarajevo_canton,Ж,490
2015,Број,canton_10,Ж,48
2016,Број,federation_of_bih,Оба пола,1895
2016,Број,una-sana_canton,Оба пола,198
2016,Број,posavina_canton,Оба пола,26
2016,Број,tuzla_canton,Оба пола,278
2016,Број,zenica-doboj_canton,Оба пола,258
2016,Број,bosnian-podrinje_canton,Оба пола,31
2016,Број,central_bosnia_canton,Оба пола,125
2016,Број,herzegovina-neretva_canton,Оба пола,263
2016,Број,west_herzegovina_canton,Оба пола,109
2016,Број,sarajevo_canton,Оба пола,553
2016,Број,canton_10,Оба пола,54
2016,Број,federation_of_bih,M,117
2016,Број,una-sana_canton,M,19
2016,Број,posavina_canton,M,2
2016,Број,tuzla_canton,M,29
2016,Број,zenica-doboj_canton,M,11
2016,Број,bosnian-podrinje_canton,M,4
2016,Број,central_bosnia_canton,M,6
2016,Број,herzegovina-neretva_canton,M,10
2016,Број,west_herzegovina_canton,M,3
2016,Број,sarajevo_canton,M,30
2016,Број,canton_10,M,3
2016,Број,federation_of_bih,Ж,1778
2016,Број,una-sana_canton,Ж,179
2016,Број,posavina_canton,Ж,24
2016,Број,tuzla_canton,Ж,249
2016,Број,zenica-doboj_canton,Ж,247
2016,Број,bosnian-podrinje_canton,Ж,27
2016,Број,central_bosnia_canton,Ж,119
2016,Број,herzegovina-neretva_canton,Ж,253
2016,Број,west_herzegovina_canton,Ж,106
2016,Број,sarajevo_canton,Ж,523
2016,Број,canton_10,Ж,51
2017,Број,federation_of_bih,Оба пола,1992
2017,Број,una-sana_canton,Оба пола,203
2017,Број,posavina_canton,Оба пола,28
2017,Број,tuzla_canton,Оба пола,304
2017,Број,zenica-doboj_canton,Оба пола,276
2017,Број,bosnian-podrinje_canton,Оба пола,33
2017,Број,central_bosnia_canton,Оба пола,130
2017,Број,herzegovina-neretva_canton,Оба пола,280
2017,Број,west_herzegovina_canton,Оба пола,110
2017,Број,sarajevo_canton,Оба пола,564
2017,Број,canton_10,Оба пола,64
2017,Број,federation_of_bih,M,124
2017,Број,una-sana_canton,M,16
2017,Број,posavina_canton,M,2
2017,Број,tuzla_canton,M,33
2017,Број,zenica-doboj_canton,M,15
2017,Број,bosnian-podrinje_canton,M,5
2017,Број,central_bosnia_canton,M,6
2017,Број,herzegovina-neretva_canton,M,10
2017,Број,west_herzegovina_canton,M,3
2017,Број,sarajevo_canton,M,30
2017,Број,canton_10,M,4
2017,Број,federation_of_bih,Ж,1868
2017,Број,una-sana_canton,Ж,187
2017,Број,posavina_canton,Ж,26
2017,Број,tuzla_canton,Ж,271
2017,Број,zenica-doboj_canton,Ж,261
2017,Број,bosnian-podrinje_canton,Ж,28
2017,Број,central_bosnia_canton,Ж,124
2017,Број,herzegovina-neretva_canton,Ж,270
2017,Број,west_herzegovina_canton,Ж,107
2017,Број,sarajevo_canton,Ж,534
2017,Број,canton_10,Ж,60
2018,Број,federation_of_bih,Оба пола,2073
2018,Број,una-sana_canton,Оба пола,212
2018,Број,posavina_canton,Оба пола,28
2018,Број,tuzla_canton,Оба пола,312
2018,Број,zenica-doboj_canton,Оба пола,288
2018,Број,bosnian-podrinje_canton,Оба пола,37
2018,Број,central_bosnia_canton,Оба пола,129
2018,Број,herzegovina-neretva_canton,Оба пола,290
2018,Број,west_herzegovina_canton,Оба пола,122
2018,Број,sarajevo_canton,Оба пола,592
2018,Број,canton_10,Оба пола,63
2018,Број,federation_of_bih,M,122
2018,Број,una-sana_canton,M,16
2018,Број,posavina_canton,M,2
2018,Број,tuzla_canton,M,29
2018,Број,zenica-doboj_canton,M,14
2018,Број,bosnian-podrinje_canton,M,5
2018,Број,central_bosnia_canton,M,7
2018,Број,herzegovina-neretva_canton,M,9
2018,Број,west_herzegovina_canton,M,4
2018,Број,sarajevo_canton,M,32
2018,Број,canton_10,M,4
2018,Број,federation_of_bih,Ж,1951
2018,Број,una-sana_canton,Ж,196
2018,Број,posavina_canton,Ж,26
2018,Број,tuzla_canton,Ж,283
2018,Број,zenica-doboj_canton,Ж,274
2018,Број,bosnian-podrinje_canton,Ж,32
2018,Број,central_bosnia_canton,Ж,122
2018,Број,herzegovina-neretva_canton,Ж,281
2018,Број,west_herzegovina_canton,Ж,118
2018,Број,sarajevo_canton,Ж,560
2018,Број,canton_10,Ж,59
