Year,UNIT_MEASURE,Municipality,Пол,Disabilities,Value
2013,Број,capljina,Ж,hearing,211
2013,Број,celic,Ж,hearing,144
2013,Број,citluk,Ж,hearing,149
2013,Број,doboj-istok,Ж,hearing,98
2013,Број,doboj-jug,Ж,hearing,34
2013,Број,dobretici,Ж,hearing,19
2013,Број,domaljevac-samac,Ж,hearing,50
2013,Број,donji_vakuf,Ж,hearing,129
2013,Број,drvar,Ж,hearing,144
2013,Број,foca-fbih,Ж,hearing,30
2013,Број,fojnica,Ж,hearing,141
2013,Број,glamoc,Ж,hearing,85
2013,Број,gorazde,Ж,hearing,306
2013,Број,gornji_vakuf-uskoplje,Ж,hearing,181
2013,Број,gracanica,Ж,hearing,386
2013,Број,gradacac,Ж,hearing,379
2013,Број,grude,Ж,hearing,153
2013,Број,hadzici,Ж,hearing,279
2013,Број,ilidza,Ж,hearing,616
2013,Број,ilijas,Ж,hearing,204
2013,Број,jablanica,Ж,hearing,118
2013,Број,jajce,Ж,hearing,249
2013,Број,kakanj,Ж,hearing,309
2013,Број,kalesija,Ж,hearing,299
2013,Број,kiseljak,Ж,hearing,176
2013,Број,kladanj,Ж,hearing,121
2013,Број,kljuc,Ж,hearing,119
2013,Број,konjic,Ж,hearing,268
2013,Број,kresevo,Ж,hearing,65
2013,Број,kupres-fbih,Ж,hearing,58
2013,Број,livno,Ж,hearing,223
2013,Број,lukavac,Ж,hearing,671
2013,Број,ljubuski,Ж,hearing,222
2013,Број,maglaj,Ж,hearing,261
2013,Број,mostar,Ж,hearing,907
2013,Број,neum,Ж,hearing,39
2013,Број,novi_grad_sarajevo,Ж,hearing,1283
2013,Број,novi_travnik,Ж,hearing,226
2013,Број,novo_sarajevo,Ж,hearing,663
2013,Број,odzak,Ж,hearing,146
2013,Број,olovo,Ж,hearing,160
2013,Број,orasje,Ж,hearing,198
2013,Број,pale-fbih,Ж,hearing,23
2013,Број,posusje,Ж,hearing,126
2013,Број,prozor,Ж,hearing,92
2013,Број,ravno,Ж,hearing,20
2013,Број,sanski_most,Ж,hearing,282
2013,Број,sapna,Ж,hearing,72
2013,Број,srebrenik,Ж,hearing,541
2013,Број,stari_grad_sarajevo,Ж,hearing,468
2013,Број,stolac,Ж,hearing,136
2013,Број,siroki_brijeg,Ж,hearing,181
2013,Број,teocak,Ж,hearing,64
2013,Број,tesanj,Ж,hearing,301
2013,Број,tomislavgrad,Ж,hearing,143
2013,Број,travnik,Ж,hearing,476
2013,Број,trnovo-fbih,Ж,hearing,25
2013,Број,tuzla,Ж,hearing,1595
2013,Број,usora,Ж,hearing,57
2013,Број,vares,Ж,hearing,139
2013,Број,velika_kladusa,Ж,hearing,449
2013,Број,visoko,Ж,hearing,308
2013,Број,vitez,Ж,hearing,244
2013,Број,vogosca,Ж,hearing,299
2013,Број,zavidovici,Ж,hearing,386
2013,Број,zenica,Ж,hearing,1022
2013,Број,zepce,Ж,hearing,234
2013,Број,zivinice,Ж,hearing,719
2013,Број,banovici,Оба пола,walking,1134
2013,Број,bihac,Оба пола,walking,3069
2013,Број,bosanska_krupa,Оба пола,walking,1363
2013,Број,bosanski_petrovac,Оба пола,walking,430
2013,Број,bosansko_grahovo,Оба пола,walking,215
2013,Број,breza,Оба пола,walking,857
2013,Број,bugojno,Оба пола,walking,1558
2013,Број,busovaca,Оба пола,walking,763
2013,Број,buzim,Оба пола,walking,649
2013,Број,cazin,Оба пола,walking,2684
2013,Број,centar_sarajevo,Оба пола,walking,3318
2013,Број,capljina,Оба пола,walking,1079
2013,Број,celic,Оба пола,walking,691
2013,Број,citluk,Оба пола,walking,714
2013,Број,doboj-istok,Оба пола,walking,648
2013,Број,doboj-jug,Оба пола,walking,205
2013,Број,dobretici,Оба пола,walking,128
2013,Број,domaljevac-samac,Оба пола,walking,249
2013,Број,donji_vakuf,Оба пола,walking,731
2013,Број,drvar,Оба пола,walking,626
2013,Број,foca-fbih,Оба пола,walking,138
2013,Број,fojnica,Оба пола,walking,799
2013,Број,glamoc,Оба пола,walking,277
2013,Број,gorazde,Оба пола,walking,1525
2013,Број,gornji_vakuf-uskoplje,Оба пола,walking,829
2013,Број,gracanica,Оба пола,walking,2298
2013,Број,gradacac,Оба пола,walking,1925
2013,Број,grude,Оба пола,walking,601
2013,Број,hadzici,Оба пола,walking,1385
2013,Број,ilidza,Оба пола,walking,3404
2013,Број,ilijas,Оба пола,walking,1054
2013,Број,jablanica,Оба пола,walking,446
2013,Број,jajce,Оба пола,walking,1333
2013,Број,kakanj,Оба пола,walking,1498
2013,Број,kalesija,Оба пола,walking,1844
2013,Број,kiseljak,Оба пола,walking,956
2013,Број,kladanj,Оба пола,walking,608
2013,Број,kljuc,Оба пола,walking,668
2013,Број,konjic,Оба пола,walking,1295
2013,Број,kresevo,Оба пола,walking,274
2013,Број,kupres-fbih,Оба пола,walking,212
2013,Број,livno,Оба пола,walking,1102
2013,Број,lukavac,Оба пола,walking,3253
2013,Број,ljubuski,Оба пола,walking,1125
2013,Број,maglaj,Оба пола,walking,1350
2013,Број,mostar,Оба пола,walking,4730
2013,Број,neum,Оба пола,walking,184
2013,Број,novi_grad_sarajevo,Оба пола,walking,6627
2013,Број,novi_travnik,Оба пола,walking,1117
2013,Број,novo_sarajevo,Оба пола,walking,3679
2013,Број,odzak,Оба пола,walking,696
2013,Број,olovo,Оба пола,walking,735
2013,Број,orasje,Оба пола,walking,1076
2013,Број,pale-fbih,Оба пола,walking,83
2013,Број,posusje,Оба пола,walking,746
2013,Број,prozor,Оба пола,walking,407
2013,Број,ravno,Оба пола,walking,83
2013,Број,sanski_most,Оба пола,walking,1388
2013,Број,sapna,Оба пола,walking,410
2013,Број,srebrenik,Оба пола,walking,2370
2013,Број,stari_grad_sarajevo,Оба пола,walking,2457
2013,Број,stolac,Оба пола,walking,638
2013,Број,siroki_brijeg,Оба пола,walking,891
2013,Број,teocak,Оба пола,walking,330
2013,Број,tesanj,Оба пола,walking,2057
2013,Број,tomislavgrad,Оба пола,walking,665
2013,Број,travnik,Оба пола,walking,2421
2013,Број,trnovo-fbih,Оба пола,walking,136
2013,Број,tuzla,Оба пола,walking,8661
2013,Број,usora,Оба пола,walking,302
2013,Број,vares,Оба пола,walking,789
2013,Број,velika_kladusa,Оба пола,walking,2048
2013,Број,visoko,Оба пола,walking,1960
2013,Број,vitez,Оба пола,walking,1284
2013,Број,vogosca,Оба пола,walking,1576
2013,Број,zavidovici,Оба пола,walking,2318
2013,Број,zenica,Оба пола,walking,5558
2013,Број,zepce,Оба пола,walking,1432
2013,Број,zivinice,Оба пола,walking,3658
2013,Број,banovici,M,walking,456
2013,Број,bihac,M,walking,1377
2013,Број,bosanska_krupa,M,walking,632
2013,Број,bosanski_petrovac,M,walking,177
2013,Број,bosansko_grahovo,M,walking,77
2013,Број,breza,M,walking,359
2013,Број,bugojno,M,walking,695
2013,Број,busovaca,M,walking,334
2013,Број,buzim,M,walking,351
2013,Број,cazin,M,walking,1326
2013,Број,centar_sarajevo,M,walking,1231
2013,Број,capljina,M,walking,504
2013,Број,celic,M,walking,295
2013,Број,citluk,M,walking,294
2013,Број,doboj-istok,M,walking,292
2013,Број,doboj-jug,M,walking,94
2013,Број,dobretici,M,walking,83
2013,Број,domaljevac-samac,M,walking,104
2013,Број,donji_vakuf,M,walking,349
2013,Број,drvar,M,walking,244
2013,Број,foca-fbih,M,walking,55
2013,Број,fojnica,M,walking,359
2013,Број,glamoc,M,walking,100
2013,Број,gorazde,M,walking,610
2013,Број,gornji_vakuf-uskoplje,M,walking,393
2013,Број,gracanica,M,walking,976
2013,Број,gradacac,M,walking,800
2013,Број,grude,M,walking,248
2013,Број,hadzici,M,walking,580
2013,Број,ilidza,M,walking,1407
2013,Број,ilijas,M,walking,431
2013,Број,jablanica,M,walking,200
2013,Број,jajce,M,walking,587
2013,Број,kakanj,M,walking,616
2013,Број,kalesija,M,walking,768
2013,Број,kiseljak,M,walking,399
2013,Број,kladanj,M,walking,260
2013,Број,kljuc,M,walking,283
2013,Број,konjic,M,walking,551
2013,Број,kresevo,M,walking,91
2013,Број,kupres-fbih,M,walking,88
2013,Број,livno,M,walking,477
2013,Број,lukavac,M,walking,1247
2013,Број,ljubuski,M,walking,478
2013,Број,maglaj,M,walking,553
2013,Број,mostar,M,walking,2043
2013,Број,neum,M,walking,64
2013,Број,novi_grad_sarajevo,M,walking,2604
2013,Број,novi_travnik,M,walking,505
2013,Број,novo_sarajevo,M,walking,1350
2013,Број,odzak,M,walking,292
2013,Број,olovo,M,walking,280
2013,Број,orasje,M,walking,470
2013,Број,pale-fbih,M,walking,31
2013,Број,posusje,M,walking,404
2013,Број,prozor,M,walking,162
2013,Број,ravno,M,walking,31
2013,Број,sanski_most,M,walking,620
2013,Број,sapna,M,walking,209
2013,Број,srebrenik,M,walking,905
2013,Број,stari_grad_sarajevo,M,walking,958
2013,Број,stolac,M,walking,265
2013,Број,siroki_brijeg,M,walking,373
2013,Број,teocak,M,walking,147
2013,Број,tesanj,M,walking,885
2013,Број,tomislavgrad,M,walking,307
2013,Број,travnik,M,walking,1045
2013,Број,trnovo-fbih,M,walking,54
2013,Број,tuzla,M,walking,3310
2013,Број,usora,M,walking,135
2013,Број,vares,M,walking,323
2013,Број,velika_kladusa,M,walking,914
2013,Број,visoko,M,walking,820
2013,Број,vitez,M,walking,566
2013,Број,vogosca,M,walking,625
2013,Број,zavidovici,M,walking,986
2013,Број,zenica,M,walking,2316
2013,Број,zepce,M,walking,636
2013,Број,zivinice,M,walking,1445
2013,Број,banovici,Ж,walking,678
2013,Број,bihac,Ж,walking,1692
2013,Број,bosanska_krupa,Ж,walking,731
2013,Број,bosanski_petrovac,Ж,walking,253
2013,Број,bosansko_grahovo,Ж,walking,138
2013,Број,breza,Ж,walking,498
2013,Број,bugojno,Ж,walking,863
2013,Број,busovaca,Ж,walking,429
2013,Број,buzim,Ж,walking,298
2013,Број,cazin,Ж,walking,1358
2013,Број,centar_sarajevo,Ж,walking,2087
2013,Број,capljina,Ж,walking,575
2013,Број,celic,Ж,walking,396
2013,Број,citluk,Ж,walking,420
2013,Број,doboj-istok,Ж,walking,356
2013,Број,doboj-jug,Ж,walking,111
2013,Број,dobretici,Ж,walking,45
2013,Број,domaljevac-samac,Ж,walking,145
2013,Број,donji_vakuf,Ж,walking,382
2013,Број,drvar,Ж,walking,382
2013,Број,foca-fbih,Ж,walking,83
2013,Број,fojnica,Ж,walking,440
2013,Број,glamoc,Ж,walking,177
2013,Број,gorazde,Ж,walking,915
2013,Број,gornji_vakuf-uskoplje,Ж,walking,436
2013,Број,gracanica,Ж,walking,1322
2013,Број,gradacac,Ж,walking,1125
2013,Број,grude,Ж,walking,353
2013,Број,hadzici,Ж,walking,805
2013,Број,ilidza,Ж,walking,1997
2013,Број,ilijas,Ж,walking,623
2013,Број,jablanica,Ж,walking,246
2013,Број,jajce,Ж,walking,746
2013,Број,kakanj,Ж,walking,882
2013,Број,kalesija,Ж,walking,1076
2013,Број,kiseljak,Ж,walking,557
2013,Број,kladanj,Ж,walking,348
2013,Број,kljuc,Ж,walking,385
2013,Број,konjic,Ж,walking,744
2013,Број,kresevo,Ж,walking,183
2013,Број,kupres-fbih,Ж,walking,124
2013,Број,livno,Ж,walking,625
2013,Број,lukavac,Ж,walking,2006
2013,Број,ljubuski,Ж,walking,647
2013,Број,maglaj,Ж,walking,797
2013,Број,mostar,Ж,walking,2687
2013,Број,neum,Ж,walking,120
2013,Број,novi_grad_sarajevo,Ж,walking,4023
2013,Број,novi_travnik,Ж,walking,612
2013,Број,novo_sarajevo,Ж,walking,2329
2013,Број,odzak,Ж,walking,404
2013,Број,olovo,Ж,walking,455
2013,Број,orasje,Ж,walking,606
2013,Број,pale-fbih,Ж,walking,52
2013,Број,posusje,Ж,walking,342
2013,Број,prozor,Ж,walking,245
2013,Број,ravno,Ж,walking,52
2013,Број,sanski_most,Ж,walking,768
2013,Број,sapna,Ж,walking,201
2013,Број,srebrenik,Ж,walking,1465
2013,Број,stari_grad_sarajevo,Ж,walking,1499
2013,Број,stolac,Ж,walking,373
2013,Број,siroki_brijeg,Ж,walking,518
2013,Број,teocak,Ж,walking,183
2013,Број,tesanj,Ж,walking,1172
2013,Број,tomislavgrad,Ж,walking,358
2013,Број,travnik,Ж,walking,1376
2013,Број,trnovo-fbih,Ж,walking,82
2013,Број,tuzla,Ж,walking,5351
2013,Број,usora,Ж,walking,167
2013,Број,vares,Ж,walking,466
2013,Број,velika_kladusa,Ж,walking,1134
2013,Број,visoko,Ж,walking,1140
2013,Број,vitez,Ж,walking,718
2013,Број,vogosca,Ж,walking,951
2013,Број,zavidovici,Ж,walking,1332
2013,Број,zenica,Ж,walking,3242
2013,Број,zepce,Ж,walking,796
2013,Број,zivinice,Ж,walking,2213
2013,Број,banovici,Оба пола,memory,282
2013,Број,bihac,Оба пола,memory,850
2013,Број,bosanska_krupa,Оба пола,memory,490
2013,Број,bosanski_petrovac,Оба пола,memory,138
2013,Број,bosansko_grahovo,Оба пола,memory,46
2013,Број,breza,Оба пола,memory,207
2013,Број,bugojno,Оба пола,memory,512
2013,Број,busovaca,Оба пола,memory,221
2013,Број,buzim,Оба пола,memory,296
2013,Број,cazin,Оба пола,memory,981
2013,Број,centar_sarajevo,Оба пола,memory,799
2013,Број,capljina,Оба пола,memory,336
2013,Број,celic,Оба пола,memory,182
2013,Број,citluk,Оба пола,memory,200
2013,Број,doboj-istok,Оба пола,memory,340
2013,Број,doboj-jug,Оба пола,memory,45
2013,Број,dobretici,Оба пола,memory,40
2013,Број,domaljevac-samac,Оба пола,memory,95
2013,Број,donji_vakuf,Оба пола,memory,206
2013,Број,drvar,Оба пола,memory,155
2013,Број,foca-fbih,Оба пола,memory,31
2013,Број,fojnica,Оба пола,memory,727
2013,Број,glamoc,Оба пола,memory,89
2013,Број,gorazde,Оба пола,memory,463
2013,Број,gornji_vakuf-uskoplje,Оба пола,memory,247
2013,Број,gracanica,Оба пола,memory,660
2013,Број,gradacac,Оба пола,memory,623
2013,Број,grude,Оба пола,memory,239
2013,Број,hadzici,Оба пола,memory,650
2013,Број,ilidza,Оба пола,memory,978
2013,Број,ilijas,Оба пола,memory,382
2013,Број,jablanica,Оба пола,memory,129
2013,Број,jajce,Оба пола,memory,346
2013,Број,kakanj,Оба пола,memory,443
2013,Број,kalesija,Оба пола,memory,646
2013,Број,kiseljak,Оба пола,memory,300
2013,Број,kladanj,Оба пола,memory,218
2013,Број,kljuc,Оба пола,memory,197
2013,Број,konjic,Оба пола,memory,379
2013,Број,kresevo,Оба пола,memory,102
2013,Број,kupres-fbih,Оба пола,memory,100
2013,Број,livno,Оба пола,memory,306
2013,Број,lukavac,Оба пола,memory,1044
2013,Број,ljubuski,Оба пола,memory,324
2013,Број,maglaj,Оба пола,memory,385
2013,Број,mostar,Оба пола,memory,1316
2013,Број,neum,Оба пола,memory,40
2013,Број,novi_grad_sarajevo,Оба пола,memory,1760
2013,Број,novi_travnik,Оба пола,memory,364
2013,Број,novo_sarajevo,Оба пола,memory,952
2013,Број,odzak,Оба пола,memory,229
2013,Број,olovo,Оба пола,memory,221
2013,Број,orasje,Оба пола,memory,291
2013,Број,pale-fbih,Оба пола,memory,34
2013,Број,posusje,Оба пола,memory,213
2013,Број,prozor,Оба пола,memory,136
2013,Број,ravno,Оба пола,memory,19
2013,Број,sanski_most,Оба пола,memory,467
2013,Број,sapna,Оба пола,memory,117
2013,Број,srebrenik,Оба пола,memory,866
2013,Број,stari_grad_sarajevo,Оба пола,memory,663
2013,Број,stolac,Оба пола,memory,252
2013,Број,siroki_brijeg,Оба пола,memory,238
2013,Број,teocak,Оба пола,memory,91
2013,Број,tesanj,Оба пола,memory,594
2013,Број,tomislavgrad,Оба пола,memory,192
2013,Број,travnik,Оба пола,memory,724
2013,Број,trnovo-fbih,Оба пола,memory,37
2013,Број,tuzla,Оба пола,memory,2819
2013,Број,usora,Оба пола,memory,88
2013,Број,vares,Оба пола,memory,221
2013,Број,velika_kladusa,Оба пола,memory,801
2013,Број,visoko,Оба пола,memory,552
2013,Број,vitez,Оба пола,memory,363
2013,Број,vogosca,Оба пола,memory,491
2013,Број,zavidovici,Оба пола,memory,648
2013,Број,zenica,Оба пола,memory,1568
2013,Број,zepce,Оба пола,memory,401
2013,Број,zivinice,Оба пола,memory,1404
2013,Број,banovici,M,memory,96
2013,Број,bihac,M,memory,406
2013,Број,bosanska_krupa,M,memory,248
2013,Број,bosanski_petrovac,M,memory,66
2013,Број,bosansko_grahovo,M,memory,18
2013,Број,breza,M,memory,93
2013,Број,bugojno,M,memory,251
2013,Број,busovaca,M,memory,111
2013,Број,buzim,M,memory,154
2013,Број,cazin,M,memory,492
2013,Број,centar_sarajevo,M,memory,351
2013,Број,capljina,M,memory,160
2013,Број,celic,M,memory,85
2013,Број,citluk,M,memory,89
2013,Број,doboj-istok,M,memory,139
2013,Број,doboj-jug,M,memory,20
2013,Број,dobretici,M,memory,26
2013,Број,domaljevac-samac,M,memory,54
2013,Број,donji_vakuf,M,memory,99
2013,Број,drvar,M,memory,67
2013,Број,foca-fbih,M,memory,15
2013,Број,fojnica,M,memory,391
2013,Број,glamoc,M,memory,47
2013,Број,gorazde,M,memory,182
2013,Број,gornji_vakuf-uskoplje,M,memory,125
2013,Број,gracanica,M,memory,289
2013,Број,gradacac,M,memory,294
2013,Број,grude,M,memory,109
2013,Број,hadzici,M,memory,334
2013,Број,ilidza,M,memory,405
2013,Број,ilijas,M,memory,167
2013,Број,jablanica,M,memory,52
2013,Број,jajce,M,memory,167
2013,Број,kakanj,M,memory,192
2013,Број,kalesija,M,memory,288
2013,Број,kiseljak,M,memory,133
2013,Број,kladanj,M,memory,82
2013,Број,kljuc,M,memory,85
2013,Број,konjic,M,memory,185
2013,Број,kresevo,M,memory,40
2013,Број,kupres-fbih,M,memory,45
2013,Број,livno,M,memory,153
2013,Број,lukavac,M,memory,412
2013,Број,ljubuski,M,memory,157
2013,Број,maglaj,M,memory,162
2013,Број,mostar,M,memory,617
2013,Број,neum,M,memory,19
2013,Број,novi_grad_sarajevo,M,memory,718
2013,Број,novi_travnik,M,memory,179
2013,Број,novo_sarajevo,M,memory,396
2013,Број,odzak,M,memory,108
2013,Број,olovo,M,memory,87
2013,Број,orasje,M,memory,131
2013,Број,pale-fbih,M,memory,15
2013,Број,posusje,M,memory,110
2013,Број,prozor,M,memory,61
2013,Број,ravno,M,memory,8
2013,Број,sanski_most,M,memory,234
2013,Број,sapna,M,memory,51
2013,Број,srebrenik,M,memory,364
2013,Број,stari_grad_sarajevo,M,memory,284
2013,Број,stolac,M,memory,126
2013,Број,siroki_brijeg,M,memory,114
2013,Број,teocak,M,memory,45
2013,Број,tesanj,M,memory,258
2013,Број,tomislavgrad,M,memory,94
2013,Број,travnik,M,memory,313
2013,Број,trnovo-fbih,M,memory,13
2013,Број,tuzla,M,memory,1183
2013,Број,usora,M,memory,38
2013,Број,vares,M,memory,95
2013,Број,velika_kladusa,M,memory,374
2013,Број,visoko,M,memory,252
2013,Број,vitez,M,memory,170
2013,Број,vogosca,M,memory,224
2013,Број,zavidovici,M,memory,307
2013,Број,zenica,M,memory,693
2013,Број,zepce,M,memory,186
2013,Број,zivinice,M,memory,617
2013,Број,banovici,Ж,memory,186
2013,Број,bihac,Ж,memory,444
2013,Број,bosanska_krupa,Ж,memory,242
2013,Број,bosanski_petrovac,Ж,memory,72
2013,Број,bosansko_grahovo,Ж,memory,28
2013,Број,breza,Ж,memory,114
2013,Број,bugojno,Ж,memory,261
2013,Број,busovaca,Ж,memory,110
2013,Број,buzim,Ж,memory,142
2013,Број,cazin,Ж,memory,489
2013,Број,centar_sarajevo,Ж,memory,448
2013,Број,capljina,Ж,memory,176
2013,Број,celic,Ж,memory,97
2013,Број,citluk,Ж,memory,111
2013,Број,doboj-istok,Ж,memory,201
2013,Број,doboj-jug,Ж,memory,25
2013,Број,dobretici,Ж,memory,14
2013,Број,domaljevac-samac,Ж,memory,41
2013,Број,donji_vakuf,Ж,memory,107
2013,Број,drvar,Ж,memory,88
2013,Број,foca-fbih,Ж,memory,16
2013,Број,fojnica,Ж,memory,336
2013,Број,glamoc,Ж,memory,42
2013,Број,gorazde,Ж,memory,281
2013,Број,gornji_vakuf-uskoplje,Ж,memory,122
2013,Број,gracanica,Ж,memory,371
2013,Број,gradacac,Ж,memory,329
2013,Број,grude,Ж,memory,130
2013,Број,hadzici,Ж,memory,316
2013,Број,ilidza,Ж,memory,573
2013,Број,ilijas,Ж,memory,215
2013,Број,jablanica,Ж,memory,77
2013,Број,jajce,Ж,memory,179
2013,Број,kakanj,Ж,memory,251
2013,Број,kalesija,Ж,memory,358
2013,Број,kiseljak,Ж,memory,167
2013,Број,kladanj,Ж,memory,136
2013,Број,kljuc,Ж,memory,112
2013,Број,konjic,Ж,memory,194
2013,Број,kresevo,Ж,memory,62
2013,Број,kupres-fbih,Ж,memory,55
2013,Број,livno,Ж,memory,153
2013,Број,lukavac,Ж,memory,632
2013,Број,ljubuski,Ж,memory,167
2013,Број,maglaj,Ж,memory,223
2013,Број,mostar,Ж,memory,699
2013,Број,neum,Ж,memory,21
2013,Број,novi_grad_sarajevo,Ж,memory,1042
2013,Број,novi_travnik,Ж,memory,185
2013,Број,novo_sarajevo,Ж,memory,556
2013,Број,odzak,Ж,memory,121
2013,Број,olovo,Ж,memory,134
2013,Број,orasje,Ж,memory,160
2013,Број,pale-fbih,Ж,memory,19
2013,Број,posusje,Ж,memory,103
2013,Број,prozor,Ж,memory,75
2013,Број,ravno,Ж,memory,11
2013,Број,sanski_most,Ж,memory,233
2013,Број,sapna,Ж,memory,66
2013,Број,srebrenik,Ж,memory,502
2013,Број,stari_grad_sarajevo,Ж,memory,379
2013,Број,stolac,Ж,memory,126
2013,Број,siroki_brijeg,Ж,memory,124
2013,Број,teocak,Ж,memory,46
2013,Број,tesanj,Ж,memory,336
2013,Број,tomislavgrad,Ж,memory,98
2013,Број,travnik,Ж,memory,411
2013,Број,trnovo-fbih,Ж,memory,24
2013,Број,tuzla,Ж,memory,1636
2013,Број,usora,Ж,memory,50
2013,Број,vares,Ж,memory,126
2013,Број,velika_kladusa,Ж,memory,427
2013,Број,visoko,Ж,memory,300
2013,Број,vitez,Ж,memory,193
2013,Број,vogosca,Ж,memory,267
2013,Број,zavidovici,Ж,memory,341
2013,Број,zenica,Ж,memory,875
2013,Број,zepce,Ж,memory,215
2013,Број,zivinice,Ж,memory,787
2013,Број,banovici,Оба пола,dressing,217
2013,Број,bihac,Оба пола,dressing,655
2013,Број,bosanska_krupa,Оба пола,dressing,298
2013,Број,bosanski_petrovac,Оба пола,dressing,131
2013,Број,bosansko_grahovo,Оба пола,dressing,47
2013,Број,breza,Оба пола,dressing,167
2013,Број,bugojno,Оба пола,dressing,362
2013,Број,busovaca,Оба пола,dressing,134
2013,Број,buzim,Оба пола,dressing,186
2013,Број,cazin,Оба пола,dressing,600
2013,Број,centar_sarajevo,Оба пола,dressing,635
2013,Број,capljina,Оба пола,dressing,254
2013,Број,celic,Оба пола,dressing,110
2013,Број,citluk,Оба пола,dressing,166
2013,Број,doboj-istok,Оба пола,dressing,217
2013,Број,doboj-jug,Оба пола,dressing,29
2013,Број,dobretici,Оба пола,dressing,22
2013,Број,domaljevac-samac,Оба пола,dressing,42
2013,Број,donji_vakuf,Оба пола,dressing,142
2013,Број,drvar,Оба пола,dressing,139
2013,Број,foca-fbih,Оба пола,dressing,20
2013,Број,fojnica,Оба пола,dressing,220
2013,Број,glamoc,Оба пола,dressing,60
2013,Број,gorazde,Оба пола,dressing,294
2013,Број,gornji_vakuf-uskoplje,Оба пола,dressing,145
2013,Број,gracanica,Оба пола,dressing,435
2013,Број,gradacac,Оба пола,dressing,462
2013,Број,grude,Оба пола,dressing,193
2013,Број,hadzici,Оба пола,dressing,449
2013,Број,ilidza,Оба пола,dressing,767
2013,Број,ilijas,Оба пола,dressing,246
2013,Број,jablanica,Оба пола,dressing,101
2013,Број,jajce,Оба пола,dressing,261
2013,Број,kakanj,Оба пола,dressing,421
2013,Број,kalesija,Оба пола,dressing,333
2013,Број,kiseljak,Оба пола,dressing,216
2013,Број,kladanj,Оба пола,dressing,115
2013,Број,kljuc,Оба пола,dressing,136
2013,Број,konjic,Оба пола,dressing,252
2013,Број,kresevo,Оба пола,dressing,68
2013,Број,kupres-fbih,Оба пола,dressing,81
2013,Број,livno,Оба пола,dressing,246
2013,Број,lukavac,Оба пола,dressing,674
2013,Број,ljubuski,Оба пола,dressing,263
2013,Број,maglaj,Оба пола,dressing,226
2013,Број,mostar,Оба пола,dressing,970
2013,Број,neum,Оба пола,dressing,28
2013,Број,novi_grad_sarajevo,Оба пола,dressing,1361
2013,Број,novi_travnik,Оба пола,dressing,261
2013,Број,novo_sarajevo,Оба пола,dressing,743
2013,Број,odzak,Оба пола,dressing,167
2013,Број,olovo,Оба пола,dressing,143
2013,Број,orasje,Оба пола,dressing,166
2013,Број,pale-fbih,Оба пола,dressing,16
2013,Број,posusje,Оба пола,dressing,132
2013,Број,prozor,Оба пола,dressing,86
2013,Број,ravno,Оба пола,dressing,9
2013,Број,sanski_most,Оба пола,dressing,322
2013,Број,sapna,Оба пола,dressing,67
2013,Број,srebrenik,Оба пола,dressing,496
2013,Број,stari_grad_sarajevo,Оба пола,dressing,460
2013,Број,stolac,Оба пола,dressing,221
2013,Број,siroki_brijeg,Оба пола,dressing,188
2013,Број,teocak,Оба пола,dressing,63
2013,Број,tesanj,Оба пола,dressing,465
2013,Број,tomislavgrad,Оба пола,dressing,164
2013,Број,travnik,Оба пола,dressing,594
2013,Број,trnovo-fbih,Оба пола,dressing,22
2013,Број,tuzla,Оба пола,dressing,1716
2013,Број,usora,Оба пола,dressing,53
2013,Број,vares,Оба пола,dressing,160
2013,Број,velika_kladusa,Оба пола,dressing,423
2013,Број,visoko,Оба пола,dressing,432
2013,Број,vitez,Оба пола,dressing,275
2013,Број,vogosca,Оба пола,dressing,326
2013,Број,zavidovici,Оба пола,dressing,420
2013,Број,zenica,Оба пола,dressing,1202
2013,Број,zepce,Оба пола,dressing,232
2013,Број,zivinice,Оба пола,dressing,725
2013,Број,banovici,M,dressing,81
2013,Број,bihac,M,dressing,301
2013,Број,bosanska_krupa,M,dressing,147
2013,Број,bosanski_petrovac,M,dressing,57
2013,Број,bosansko_grahovo,M,dressing,14
2013,Број,breza,M,dressing,73
2013,Број,bugojno,M,dressing,178
2013,Број,busovaca,M,dressing,68
2013,Број,buzim,M,dressing,103
2013,Број,cazin,M,dressing,292
2013,Број,centar_sarajevo,M,dressing,227
2013,Број,capljina,M,dressing,115
2013,Број,celic,M,dressing,50
2013,Број,citluk,M,dressing,60
2013,Број,doboj-istok,M,dressing,107
2013,Број,doboj-jug,M,dressing,12
2013,Број,dobretici,M,dressing,15
2013,Број,domaljevac-samac,M,dressing,17
2013,Број,donji_vakuf,M,dressing,65
2013,Број,drvar,M,dressing,61
2013,Број,foca-fbih,M,dressing,9
2013,Број,fojnica,M,dressing,96
2013,Број,glamoc,M,dressing,27
2013,Број,gorazde,M,dressing,119
2013,Број,gornji_vakuf-uskoplje,M,dressing,72
2013,Број,gracanica,M,dressing,175
2013,Број,gradacac,M,dressing,209
2013,Број,grude,M,dressing,80
2013,Број,hadzici,M,dressing,221
2013,Број,ilidza,M,dressing,295
2013,Број,ilijas,M,dressing,98
2013,Број,jablanica,M,dressing,48
2013,Број,jajce,M,dressing,115
2013,Број,kakanj,M,dressing,182
2013,Број,kalesija,M,dressing,155
2013,Број,kiseljak,M,dressing,88
2013,Број,kladanj,M,dressing,48
2013,Број,kljuc,M,dressing,52
2013,Број,konjic,M,dressing,109
2013,Број,kresevo,M,dressing,27
