Year,UNIT_MEASURE,Municipality,Пол,Disabilities,Value
2013,Број,kupres-fbih,M,dressing,34
2013,Број,livno,M,dressing,101
2013,Број,lukavac,M,dressing,286
2013,Број,ljubuski,M,dressing,101
2013,Број,maglaj,M,dressing,86
2013,Број,mostar,M,dressing,386
2013,Број,neum,M,dressing,9
2013,Број,novi_grad_sarajevo,M,dressing,544
2013,Број,novi_travnik,M,dressing,112
2013,Број,novo_sarajevo,M,dressing,286
2013,Број,odzak,M,dressing,69
2013,Број,olovo,M,dressing,58
2013,Број,orasje,M,dressing,73
2013,Број,pale-fbih,M,dressing,7
2013,Број,posusje,M,dressing,58
2013,Број,prozor,M,dressing,33
2013,Број,ravno,M,dressing,2
2013,Број,sanski_most,M,dressing,163
2013,Број,sapna,M,dressing,34
2013,Број,srebrenik,M,dressing,195
2013,Број,stari_grad_sarajevo,M,dressing,185
2013,Број,stolac,M,dressing,106
2013,Број,siroki_brijeg,M,dressing,70
2013,Број,teocak,M,dressing,32
2013,Број,tesanj,M,dressing,186
2013,Број,tomislavgrad,M,dressing,67
2013,Број,travnik,M,dressing,249
2013,Број,trnovo-fbih,M,dressing,7
2013,Број,tuzla,M,dressing,682
2013,Број,usora,M,dressing,22
2013,Број,vares,M,dressing,61
2013,Број,velika_kladusa,M,dressing,187
2013,Број,visoko,M,dressing,189
2013,Број,vitez,M,dressing,107
2013,Број,vogosca,M,dressing,146
2013,Број,zavidovici,M,dressing,197
2013,Број,zenica,M,dressing,509
2013,Број,zepce,M,dressing,111
2013,Број,zivinice,M,dressing,299
2013,Број,banovici,Ж,dressing,136
2013,Број,bihac,Ж,dressing,354
2013,Број,bosanska_krupa,Ж,dressing,151
2013,Број,bosanski_petrovac,Ж,dressing,74
2013,Број,bosansko_grahovo,Ж,dressing,33
2013,Број,breza,Ж,dressing,94
2013,Број,bugojno,Ж,dressing,184
2013,Број,busovaca,Ж,dressing,66
2013,Број,buzim,Ж,dressing,83
2013,Број,cazin,Ж,dressing,308
2013,Број,centar_sarajevo,Ж,dressing,408
2013,Број,capljina,Ж,dressing,139
2013,Број,celic,Ж,dressing,60
2013,Број,citluk,Ж,dressing,106
2013,Број,doboj-istok,Ж,dressing,110
2013,Број,doboj-jug,Ж,dressing,17
2013,Број,dobretici,Ж,dressing,7
2013,Број,domaljevac-samac,Ж,dressing,25
2013,Број,donji_vakuf,Ж,dressing,77
2013,Број,drvar,Ж,dressing,78
2013,Број,foca-fbih,Ж,dressing,11
2013,Број,fojnica,Ж,dressing,124
2013,Број,glamoc,Ж,dressing,33
2013,Број,gorazde,Ж,dressing,175
2013,Број,gornji_vakuf-uskoplje,Ж,dressing,73
2013,Број,gracanica,Ж,dressing,260
2013,Број,gradacac,Ж,dressing,253
2013,Број,grude,Ж,dressing,113
2013,Број,hadzici,Ж,dressing,228
2013,Број,ilidza,Ж,dressing,472
2013,Број,ilijas,Ж,dressing,148
2013,Број,jablanica,Ж,dressing,53
2013,Број,jajce,Ж,dressing,146
2013,Број,kakanj,Ж,dressing,239
2013,Број,kalesija,Ж,dressing,178
2013,Број,kiseljak,Ж,dressing,128
2013,Број,kladanj,Ж,dressing,67
2013,Број,kljuc,Ж,dressing,84
2013,Број,konjic,Ж,dressing,143
2013,Број,kresevo,Ж,dressing,41
2013,Број,kupres-fbih,Ж,dressing,47
2013,Број,livno,Ж,dressing,145
2013,Број,lukavac,Ж,dressing,388
2013,Број,ljubuski,Ж,dressing,162
2013,Број,maglaj,Ж,dressing,140
2013,Број,mostar,Ж,dressing,584
2013,Број,neum,Ж,dressing,19
2013,Број,novi_grad_sarajevo,Ж,dressing,817
2013,Број,novi_travnik,Ж,dressing,149
2013,Број,novo_sarajevo,Ж,dressing,457
2013,Број,odzak,Ж,dressing,98
2013,Број,olovo,Ж,dressing,85
2013,Број,orasje,Ж,dressing,93
2013,Број,pale-fbih,Ж,dressing,9
2013,Број,posusje,Ж,dressing,74
2013,Број,prozor,Ж,dressing,53
2013,Број,ravno,Ж,dressing,7
2013,Број,sanski_most,Ж,dressing,159
2013,Број,sapna,Ж,dressing,33
2013,Број,srebrenik,Ж,dressing,301
2013,Број,stari_grad_sarajevo,Ж,dressing,275
2013,Број,stolac,Ж,dressing,115
2013,Број,siroki_brijeg,Ж,dressing,118
2013,Број,teocak,Ж,dressing,31
2013,Број,tesanj,Ж,dressing,279
2013,Број,tomislavgrad,Ж,dressing,97
2013,Број,travnik,Ж,dressing,345
2013,Број,trnovo-fbih,Ж,dressing,15
2013,Број,tuzla,Ж,dressing,1034
2013,Број,usora,Ж,dressing,31
2013,Број,vares,Ж,dressing,99
2013,Број,velika_kladusa,Ж,dressing,236
2013,Број,visoko,Ж,dressing,243
2013,Број,vitez,Ж,dressing,168
2013,Број,vogosca,Ж,dressing,180
2013,Број,zavidovici,Ж,dressing,223
2013,Број,zenica,Ж,dressing,693
2013,Број,zepce,Ж,dressing,121
2013,Број,zivinice,Ж,dressing,426
2013,Број,banovici,Оба пола,communication,185
2013,Број,bihac,Оба пола,communication,491
2013,Број,bosanska_krupa,Оба пола,communication,269
2013,Број,bosanski_petrovac,Оба пола,communication,98
2013,Број,bosansko_grahovo,Оба пола,communication,31
2013,Број,breza,Оба пола,communication,132
2013,Број,bugojno,Оба пола,communication,305
2013,Број,busovaca,Оба пола,communication,114
2013,Број,buzim,Оба пола,communication,190
2013,Број,cazin,Оба пола,communication,583
2013,Број,centar_sarajevo,Оба пола,communication,386
2013,Број,capljina,Оба пола,communication,217
2013,Број,celic,Оба пола,communication,90
2013,Број,citluk,Оба пола,communication,130
2013,Број,doboj-istok,Оба пола,communication,214
2013,Број,doboj-jug,Оба пола,communication,23
2013,Број,dobretici,Оба пола,communication,27
2013,Број,domaljevac-samac,Оба пола,communication,44
2013,Број,donji_vakuf,Оба пола,communication,108
2013,Број,drvar,Оба пола,communication,100
2013,Број,foca-fbih,Оба пола,communication,17
2013,Број,fojnica,Оба пола,communication,604
2013,Број,glamoc,Оба пола,communication,44
2013,Број,gorazde,Оба пола,communication,226
2013,Број,gornji_vakuf-uskoplje,Оба пола,communication,164
2013,Број,gracanica,Оба пола,communication,335
2013,Број,gradacac,Оба пола,communication,356
2013,Број,grude,Оба пола,communication,172
2013,Број,hadzici,Оба пола,communication,405
2013,Број,ilidza,Оба пола,communication,537
2013,Број,ilijas,Оба пола,communication,212
2013,Број,jablanica,Оба пола,communication,85
2013,Број,jajce,Оба пола,communication,206
2013,Број,kakanj,Оба пола,communication,320
2013,Број,kalesija,Оба пола,communication,275
2013,Број,kiseljak,Оба пола,communication,177
2013,Број,kladanj,Оба пола,communication,100
2013,Број,kljuc,Оба пола,communication,100
2013,Број,konjic,Оба пола,communication,208
2013,Број,kresevo,Оба пола,communication,45
2013,Број,kupres-fbih,Оба пола,communication,87
2013,Број,livno,Оба пола,communication,209
2013,Број,lukavac,Оба пола,communication,497
2013,Број,ljubuski,Оба пола,communication,230
2013,Број,maglaj,Оба пола,communication,224
2013,Број,mostar,Оба пола,communication,816
2013,Број,neum,Оба пола,communication,22
2013,Број,novi_grad_sarajevo,Оба пола,communication,956
2013,Број,novi_travnik,Оба пола,communication,210
2013,Број,novo_sarajevo,Оба пола,communication,505
2013,Број,odzak,Оба пола,communication,141
2013,Број,olovo,Оба пола,communication,115
2013,Број,orasje,Оба пола,communication,152
2013,Број,pale-fbih,Оба пола,communication,8
2013,Број,posusje,Оба пола,communication,147
2013,Број,prozor,Оба пола,communication,87
2013,Број,ravno,Оба пола,communication,13
2013,Број,sanski_most,Оба пола,communication,328
2013,Број,sapna,Оба пола,communication,58
2013,Број,srebrenik,Оба пола,communication,427
2013,Број,stari_grad_sarajevo,Оба пола,communication,367
2013,Број,stolac,Оба пола,communication,171
2013,Број,siroki_brijeg,Оба пола,communication,181
2013,Број,teocak,Оба пола,communication,49
2013,Број,tesanj,Оба пола,communication,356
2013,Број,tomislavgrad,Оба пола,communication,155
2013,Број,travnik,Оба пола,communication,440
2013,Број,trnovo-fbih,Оба пола,communication,17
2013,Број,tuzla,Оба пола,communication,1319
2013,Број,usora,Оба пола,communication,45
2013,Број,vares,Оба пола,communication,107
2013,Број,velika_kladusa,Оба пола,communication,408
2013,Број,visoko,Оба пола,communication,327
2013,Број,vitez,Оба пола,communication,216
2013,Број,vogosca,Оба пола,communication,252
2013,Број,zavidovici,Оба пола,communication,369
2013,Број,zenica,Оба пола,communication,958
2013,Број,zepce,Оба пола,communication,243
2013,Број,zivinice,Оба пола,communication,643
2013,Број,banovici,M,communication,76
2013,Број,bihac,M,communication,256
2013,Број,bosanska_krupa,M,communication,138
2013,Број,bosanski_petrovac,M,communication,47
2013,Број,bosansko_grahovo,M,communication,13
2013,Број,breza,M,communication,70
2013,Број,bugojno,M,communication,152
2013,Број,busovaca,M,communication,65
2013,Број,buzim,M,communication,106
2013,Број,cazin,M,communication,312
2013,Број,centar_sarajevo,M,communication,169
2013,Број,capljina,M,communication,116
2013,Број,celic,M,communication,41
2013,Број,citluk,M,communication,56
2013,Број,doboj-istok,M,communication,106
2013,Број,doboj-jug,M,communication,10
2013,Број,dobretici,M,communication,18
2013,Број,domaljevac-samac,M,communication,26
2013,Број,donji_vakuf,M,communication,47
2013,Број,drvar,M,communication,46
2013,Број,foca-fbih,M,communication,8
2013,Број,fojnica,M,communication,344
2013,Број,glamoc,M,communication,22
2013,Број,gorazde,M,communication,92
2013,Број,gornji_vakuf-uskoplje,M,communication,83
2013,Број,gracanica,M,communication,167
2013,Број,gradacac,M,communication,174
2013,Број,grude,M,communication,68
2013,Број,hadzici,M,communication,209
2013,Број,ilidza,M,communication,257
2013,Број,ilijas,M,communication,105
2013,Број,jablanica,M,communication,44
2013,Број,jajce,M,communication,104
2013,Број,kakanj,M,communication,165
2013,Број,kalesija,M,communication,139
2013,Број,kiseljak,M,communication,85
2013,Број,kladanj,M,communication,50
2013,Број,kljuc,M,communication,44
2013,Број,konjic,M,communication,101
2013,Број,kresevo,M,communication,24
2013,Број,kupres-fbih,M,communication,38
2013,Број,livno,M,communication,97
2013,Број,lukavac,M,communication,234
2013,Број,ljubuski,M,communication,114
2013,Број,maglaj,M,communication,92
2013,Број,mostar,M,communication,379
2013,Број,neum,M,communication,7
2013,Број,novi_grad_sarajevo,M,communication,440
2013,Број,novi_travnik,M,communication,96
2013,Број,novo_sarajevo,M,communication,227
2013,Број,odzak,M,communication,62
2013,Број,olovo,M,communication,47
2013,Број,orasje,M,communication,77
2013,Број,pale-fbih,M,communication,3
2013,Број,posusje,M,communication,80
2013,Број,prozor,M,communication,42
2013,Број,ravno,M,communication,6
2013,Број,sanski_most,M,communication,177
2013,Број,sapna,M,communication,34
2013,Број,srebrenik,M,communication,211
2013,Број,stari_grad_sarajevo,M,communication,170
2013,Број,stolac,M,communication,87
2013,Број,siroki_brijeg,M,communication,94
2013,Број,teocak,M,communication,28
2013,Број,tesanj,M,communication,162
2013,Број,tomislavgrad,M,communication,74
2013,Број,travnik,M,communication,210
2013,Број,trnovo-fbih,M,communication,7
2013,Број,tuzla,M,communication,619
2013,Број,usora,M,communication,22
2013,Број,vares,M,communication,52
2013,Број,velika_kladusa,M,communication,209
2013,Број,visoko,M,communication,160
2013,Број,vitez,M,communication,102
2013,Број,vogosca,M,communication,128
2013,Број,zavidovici,M,communication,184
2013,Број,zenica,M,communication,484
2013,Број,zepce,M,communication,128
2013,Број,zivinice,M,communication,308
2013,Број,banovici,Ж,communication,109
2013,Број,bihac,Ж,communication,235
2013,Број,bosanska_krupa,Ж,communication,131
2013,Број,bosanski_petrovac,Ж,communication,51
2013,Број,bosansko_grahovo,Ж,communication,18
2013,Број,breza,Ж,communication,62
2013,Број,bugojno,Ж,communication,153
2013,Број,busovaca,Ж,communication,49
2013,Број,buzim,Ж,communication,84
2013,Број,cazin,Ж,communication,271
2013,Број,centar_sarajevo,Ж,communication,217
2013,Број,capljina,Ж,communication,101
2013,Број,celic,Ж,communication,49
2013,Број,citluk,Ж,communication,74
2013,Број,doboj-istok,Ж,communication,108
2013,Број,doboj-jug,Ж,communication,13
2013,Број,dobretici,Ж,communication,9
2013,Број,domaljevac-samac,Ж,communication,18
2013,Број,donji_vakuf,Ж,communication,61
2013,Број,drvar,Ж,communication,54
2013,Број,foca-fbih,Ж,communication,9
2013,Број,fojnica,Ж,communication,260
2013,Број,glamoc,Ж,communication,22
2013,Број,gorazde,Ж,communication,134
2013,Број,gornji_vakuf-uskoplje,Ж,communication,81
2013,Број,gracanica,Ж,communication,168
2013,Број,gradacac,Ж,communication,182
2013,Број,grude,Ж,communication,104
2013,Број,hadzici,Ж,communication,196
2013,Број,ilidza,Ж,communication,280
2013,Број,ilijas,Ж,communication,107
2013,Број,jablanica,Ж,communication,41
2013,Број,jajce,Ж,communication,102
2013,Број,kakanj,Ж,communication,155
2013,Број,kalesija,Ж,communication,136
2013,Број,kiseljak,Ж,communication,92
2013,Број,kladanj,Ж,communication,50
2013,Број,kljuc,Ж,communication,56
2013,Број,konjic,Ж,communication,107
2013,Број,kresevo,Ж,communication,21
2013,Број,kupres-fbih,Ж,communication,49
2013,Број,livno,Ж,communication,112
2013,Број,lukavac,Ж,communication,263
2013,Број,ljubuski,Ж,communication,116
2013,Број,maglaj,Ж,communication,132
2013,Број,mostar,Ж,communication,437
2013,Број,neum,Ж,communication,15
2013,Број,novi_grad_sarajevo,Ж,communication,516
2013,Број,novi_travnik,Ж,communication,114
2013,Број,novo_sarajevo,Ж,communication,278
2013,Број,odzak,Ж,communication,79
2013,Број,olovo,Ж,communication,68
2013,Број,orasje,Ж,communication,75
2013,Број,pale-fbih,Ж,communication,5
2013,Број,posusje,Ж,communication,67
2013,Број,prozor,Ж,communication,45
2013,Број,ravno,Ж,communication,7
2013,Број,sanski_most,Ж,communication,151
2013,Број,sapna,Ж,communication,24
2013,Број,srebrenik,Ж,communication,216
2013,Број,stari_grad_sarajevo,Ж,communication,197
2013,Број,stolac,Ж,communication,84
2013,Број,siroki_brijeg,Ж,communication,87
2013,Број,teocak,Ж,communication,21
2013,Број,tesanj,Ж,communication,194
2013,Број,tomislavgrad,Ж,communication,81
2013,Број,travnik,Ж,communication,230
2013,Број,trnovo-fbih,Ж,communication,10
2013,Број,tuzla,Ж,communication,700
2013,Број,usora,Ж,communication,23
2013,Број,vares,Ж,communication,55
2013,Број,velika_kladusa,Ж,communication,199
2013,Број,visoko,Ж,communication,167
2013,Број,vitez,Ж,communication,114
2013,Број,vogosca,Ж,communication,124
2013,Број,zavidovici,Ж,communication,185
2013,Број,zenica,Ж,communication,474
2013,Број,zepce,Ж,communication,115
2013,Број,zivinice,Ж,communication,335
2013,Број,banovici,Оба пола,multiple_disabilities,640
2013,Број,bihac,Оба пола,multiple_disabilities,1780
2013,Број,bosanska_krupa,Оба пола,multiple_disabilities,911
2013,Број,bosanski_petrovac,Оба пола,multiple_disabilities,272
2013,Број,bosansko_grahovo,Оба пола,multiple_disabilities,148
2013,Број,breza,Оба пола,multiple_disabilities,442
2013,Број,bugojno,Оба пола,multiple_disabilities,921
2013,Број,busovaca,Оба пола,multiple_disabilities,450
2013,Број,buzim,Оба пола,multiple_disabilities,438
2013,Број,cazin,Оба пола,multiple_disabilities,1654
2013,Број,centar_sarajevo,Оба пола,multiple_disabilities,1789
2013,Број,capljina,Оба пола,multiple_disabilities,647
2013,Број,celic,Оба пола,multiple_disabilities,427
2013,Број,citluk,Оба пола,multiple_disabilities,418
2013,Број,doboj-istok,Оба пола,multiple_disabilities,403
2013,Број,doboj-jug,Оба пола,multiple_disabilities,115
2013,Број,dobretici,Оба пола,multiple_disabilities,65
2013,Број,domaljevac-samac,Оба пола,multiple_disabilities,171
2013,Број,donji_vakuf,Оба пола,multiple_disabilities,406
2013,Број,drvar,Оба пола,multiple_disabilities,398
2013,Број,foca-fbih,Оба пола,multiple_disabilities,72
2013,Број,fojnica,Оба пола,multiple_disabilities,946
2013,Број,glamoc,Оба пола,multiple_disabilities,203
2013,Број,gorazde,Оба пола,multiple_disabilities,907
2013,Број,gornji_vakuf-uskoplje,Оба пола,multiple_disabilities,478
2013,Број,gracanica,Оба пола,multiple_disabilities,1298
2013,Број,gradacac,Оба пола,multiple_disabilities,1151
2013,Број,grude,Оба пола,multiple_disabilities,377
2013,Број,hadzici,Оба пола,multiple_disabilities,973
2013,Број,ilidza,Оба пола,multiple_disabilities,1907
2013,Број,ilijas,Оба пола,multiple_disabilities,660
2013,Број,jablanica,Оба пола,multiple_disabilities,274
2013,Број,jajce,Оба пола,multiple_disabilities,757
2013,Број,kakanj,Оба пола,multiple_disabilities,898
2013,Број,kalesija,Оба пола,multiple_disabilities,1179
2013,Број,kiseljak,Оба пола,multiple_disabilities,569
2013,Број,kladanj,Оба пола,multiple_disabilities,389
2013,Број,kljuc,Оба пола,multiple_disabilities,349
2013,Број,konjic,Оба пола,multiple_disabilities,720
2013,Број,kresevo,Оба пола,multiple_disabilities,164
2013,Број,kupres-fbih,Оба пола,multiple_disabilities,141
2013,Број,livno,Оба пола,multiple_disabilities,595
2013,Број,lukavac,Оба пола,multiple_disabilities,2034
2013,Број,ljubuski,Оба пола,multiple_disabilities,633
2013,Број,maglaj,Оба пола,multiple_disabilities,770
2013,Број,mostar,Оба пола,multiple_disabilities,2580
2013,Број,neum,Оба пола,multiple_disabilities,107
2013,Број,novi_grad_sarajevo,Оба пола,multiple_disabilities,3772
2013,Број,novi_travnik,Оба пола,multiple_disabilities,714
2013,Број,novo_sarajevo,Оба пола,multiple_disabilities,1938
2013,Број,odzak,Оба пола,multiple_disabilities,393
2013,Број,olovo,Оба пола,multiple_disabilities,431
2013,Број,orasje,Оба пола,multiple_disabilities,563
2013,Број,pale-fbih,Оба пола,multiple_disabilities,51
2013,Број,posusje,Оба пола,multiple_disabilities,398
2013,Број,prozor,Оба пола,multiple_disabilities,232
2013,Број,ravno,Оба пола,multiple_disabilities,40
2013,Број,sanski_most,Оба пола,multiple_disabilities,831
2013,Број,sapna,Оба пола,multiple_disabilities,215
2013,Број,srebrenik,Оба пола,multiple_disabilities,1583
2013,Број,stari_grad_sarajevo,Оба пола,multiple_disabilities,1390
2013,Број,stolac,Оба пола,multiple_disabilities,430
2013,Број,siroki_brijeg,Оба пола,multiple_disabilities,486
2013,Број,teocak,Оба пола,multiple_disabilities,177
2013,Број,tesanj,Оба пола,multiple_disabilities,1103
2013,Број,tomislavgrad,Оба пола,multiple_disabilities,368
2013,Број,travnik,Оба пола,multiple_disabilities,1480
2013,Број,trnovo-fbih,Оба пола,multiple_disabilities,74
2013,Број,tuzla,Оба пола,multiple_disabilities,5315
2013,Број,usora,Оба пола,multiple_disabilities,148
2013,Број,vares,Оба пола,multiple_disabilities,482
2013,Број,velika_kladusa,Оба пола,multiple_disabilities,1323
2013,Број,visoko,Оба пола,multiple_disabilities,1069
2013,Број,vitez,Оба пола,multiple_disabilities,737
2013,Број,vogosca,Оба пола,multiple_disabilities,939
2013,Број,zavidovici,Оба пола,multiple_disabilities,1338
2013,Број,zenica,Оба пола,multiple_disabilities,3314
2013,Број,zepce,Оба пола,multiple_disabilities,814
2013,Број,zivinice,Оба пола,multiple_disabilities,2382
2013,Број,banovici,M,multiple_disabilities,229
2013,Број,bihac,M,multiple_disabilities,782
2013,Број,bosanska_krupa,M,multiple_disabilities,431
2013,Број,bosanski_petrovac,M,multiple_disabilities,117
2013,Број,bosansko_grahovo,M,multiple_disabilities,56
2013,Број,breza,M,multiple_disabilities,194
2013,Број,bugojno,M,multiple_disabilities,408
2013,Број,busovaca,M,multiple_disabilities,206
2013,Број,buzim,M,multiple_disabilities,228
2013,Број,cazin,M,multiple_disabilities,779
2013,Број,centar_sarajevo,M,multiple_disabilities,668
2013,Број,capljina,M,multiple_disabilities,293
2013,Број,celic,M,multiple_disabilities,185
2013,Број,citluk,M,multiple_disabilities,179
2013,Број,doboj-istok,M,multiple_disabilities,186
2013,Број,doboj-jug,M,multiple_disabilities,52
2013,Број,dobretici,M,multiple_disabilities,42
2013,Број,domaljevac-samac,M,multiple_disabilities,81
2013,Број,donji_vakuf,M,multiple_disabilities,200
2013,Број,drvar,M,multiple_disabilities,148
2013,Број,foca-fbih,M,multiple_disabilities,31
2013,Број,fojnica,M,multiple_disabilities,477
2013,Број,glamoc,M,multiple_disabilities,89
2013,Број,gorazde,M,multiple_disabilities,372
2013,Број,gornji_vakuf-uskoplje,M,multiple_disabilities,215
2013,Број,gracanica,M,multiple_disabilities,551
2013,Број,gradacac,M,multiple_disabilities,487
2013,Број,grude,M,multiple_disabilities,159
2013,Број,hadzici,M,multiple_disabilities,446
2013,Број,ilidza,M,multiple_disabilities,763
2013,Број,ilijas,M,multiple_disabilities,275
2013,Број,jablanica,M,multiple_disabilities,112
2013,Број,jajce,M,multiple_disabilities,337
2013,Број,kakanj,M,multiple_disabilities,371
2013,Број,kalesija,M,multiple_disabilities,521
2013,Број,kiseljak,M,multiple_disabilities,245
2013,Број,kladanj,M,multiple_disabilities,156
2013,Број,kljuc,M,multiple_disabilities,143
2013,Број,konjic,M,multiple_disabilities,300
2013,Број,kresevo,M,multiple_disabilities,61
2013,Број,kupres-fbih,M,multiple_disabilities,57
2013,Број,livno,M,multiple_disabilities,265
2013,Број,lukavac,M,multiple_disabilities,794
2013,Број,ljubuski,M,multiple_disabilities,258
2013,Број,maglaj,M,multiple_disabilities,313
2013,Број,mostar,M,multiple_disabilities,1081
2013,Број,neum,M,multiple_disabilities,41
2013,Број,novi_grad_sarajevo,M,multiple_disabilities,1445
2013,Број,novi_travnik,M,multiple_disabilities,329
2013,Број,novo_sarajevo,M,multiple_disabilities,722
2013,Број,odzak,M,multiple_disabilities,169
2013,Број,olovo,M,multiple_disabilities,153
2013,Број,orasje,M,multiple_disabilities,232
2013,Број,pale-fbih,M,multiple_disabilities,20
2013,Број,posusje,M,multiple_disabilities,210
2013,Број,prozor,M,multiple_disabilities,97
2013,Број,ravno,M,multiple_disabilities,15
2013,Број,sanski_most,M,multiple_disabilities,376
2013,Број,sapna,M,multiple_disabilities,102
2013,Број,srebrenik,M,multiple_disabilities,613
2013,Број,stari_grad_sarajevo,M,multiple_disabilities,536
2013,Број,stolac,M,multiple_disabilities,192
2013,Број,siroki_brijeg,M,multiple_disabilities,205
2013,Број,teocak,M,multiple_disabilities,70
2013,Број,tesanj,M,multiple_disabilities,451
2013,Број,tomislavgrad,M,multiple_disabilities,159
2013,Број,travnik,M,multiple_disabilities,616
2013,Број,trnovo-fbih,M,multiple_disabilities,31
2013,Број,tuzla,M,multiple_disabilities,2063
2013,Број,usora,M,multiple_disabilities,59
2013,Број,vares,M,multiple_disabilities,189
2013,Број,velika_kladusa,M,multiple_disabilities,588
2013,Број,visoko,M,multiple_disabilities,464
2013,Број,vitez,M,multiple_disabilities,305
2013,Број,vogosca,M,multiple_disabilities,392
2013,Број,zavidovici,M,multiple_disabilities,583
2013,Број,zenica,M,multiple_disabilities,1372
2013,Број,zepce,M,multiple_disabilities,347
2013,Број,zivinice,M,multiple_disabilities,984
2013,Број,banovici,Ж,multiple_disabilities,411
2013,Број,bihac,Ж,multiple_disabilities,998
2013,Број,bosanska_krupa,Ж,multiple_disabilities,480
2013,Број,bosanski_petrovac,Ж,multiple_disabilities,155
2013,Број,bosansko_grahovo,Ж,multiple_disabilities,92
2013,Број,breza,Ж,multiple_disabilities,248
2013,Број,bugojno,Ж,multiple_disabilities,513
2013,Број,busovaca,Ж,multiple_disabilities,244
2013,Број,buzim,Ж,multiple_disabilities,210
2013,Број,cazin,Ж,multiple_disabilities,875
2013,Број,centar_sarajevo,Ж,multiple_disabilities,1121
2013,Број,capljina,Ж,multiple_disabilities,354
2013,Број,celic,Ж,multiple_disabilities,242
2013,Број,citluk,Ж,multiple_disabilities,239
2013,Број,doboj-istok,Ж,multiple_disabilities,217
2013,Број,doboj-jug,Ж,multiple_disabilities,63
2013,Број,dobretici,Ж,multiple_disabilities,23
2013,Број,domaljevac-samac,Ж,multiple_disabilities,90
2013,Број,donji_vakuf,Ж,multiple_disabilities,206
2013,Број,drvar,Ж,multiple_disabilities,250
2013,Број,foca-fbih,Ж,multiple_disabilities,41
2013,Број,fojnica,Ж,multiple_disabilities,469
2013,Број,glamoc,Ж,multiple_disabilities,114
2013,Број,gorazde,Ж,multiple_disabilities,535
2013,Број,gornji_vakuf-uskoplje,Ж,multiple_disabilities,263
2013,Број,gracanica,Ж,multiple_disabilities,747
2013,Број,gradacac,Ж,multiple_disabilities,664
2013,Број,grude,Ж,multiple_disabilities,218
2013,Број,hadzici,Ж,multiple_disabilities,527
2013,Број,ilidza,Ж,multiple_disabilities,1144
2013,Број,ilijas,Ж,multiple_disabilities,385
2013,Број,jablanica,Ж,multiple_disabilities,162
2013,Број,jajce,Ж,multiple_disabilities,420
2013,Број,kakanj,Ж,multiple_disabilities,527
2013,Број,kalesija,Ж,multiple_disabilities,658
2013,Број,kiseljak,Ж,multiple_disabilities,324
2013,Број,kladanj,Ж,multiple_disabilities,233
2013,Број,kljuc,Ж,multiple_disabilities,206
2013,Број,konjic,Ж,multiple_disabilities,420
2013,Број,kresevo,Ж,multiple_disabilities,103
2013,Број,kupres-fbih,Ж,multiple_disabilities,84
2013,Број,livno,Ж,multiple_disabilities,330
2013,Број,lukavac,Ж,multiple_disabilities,1240
2013,Број,ljubuski,Ж,multiple_disabilities,375
2013,Број,maglaj,Ж,multiple_disabilities,457
2013,Број,mostar,Ж,multiple_disabilities,1499
2013,Број,neum,Ж,multiple_disabilities,66
2013,Број,novi_grad_sarajevo,Ж,multiple_disabilities,2327
2013,Број,novi_travnik,Ж,multiple_disabilities,385
2013,Број,novo_sarajevo,Ж,multiple_disabilities,1216
2013,Број,odzak,Ж,multiple_disabilities,224
2013,Број,olovo,Ж,multiple_disabilities,278
2013,Број,orasje,Ж,multiple_disabilities,331
2013,Број,pale-fbih,Ж,multiple_disabilities,31
2013,Број,posusje,Ж,multiple_disabilities,188
2013,Број,prozor,Ж,multiple_disabilities,135
2013,Број,ravno,Ж,multiple_disabilities,25
2013,Број,sanski_most,Ж,multiple_disabilities,455
2013,Број,sapna,Ж,multiple_disabilities,113
2013,Број,srebrenik,Ж,multiple_disabilities,970
2013,Број,stari_grad_sarajevo,Ж,multiple_disabilities,854
2013,Број,stolac,Ж,multiple_disabilities,238
2013,Број,siroki_brijeg,Ж,multiple_disabilities,281
2013,Број,teocak,Ж,multiple_disabilities,107
2013,Број,tesanj,Ж,multiple_disabilities,652
2013,Број,tomislavgrad,Ж,multiple_disabilities,209
2013,Број,travnik,Ж,multiple_disabilities,864
2013,Број,trnovo-fbih,Ж,multiple_disabilities,43
2013,Број,tuzla,Ж,multiple_disabilities,3252
2013,Број,usora,Ж,multiple_disabilities,89
2013,Број,vares,Ж,multiple_disabilities,293
2013,Број,velika_kladusa,Ж,multiple_disabilities,735
2013,Број,visoko,Ж,multiple_disabilities,605
2013,Број,vitez,Ж,multiple_disabilities,432
2013,Број,vogosca,Ж,multiple_disabilities,547
2013,Број,zavidovici,Ж,multiple_disabilities,755
2013,Број,zenica,Ж,multiple_disabilities,1942
2013,Број,zepce,Ж,multiple_disabilities,467
2013,Број,zivinice,Ж,multiple_disabilities,1398
