Year,UNIT_MEASURE,Oпштина,Пол,Education,Value
2013,Број,Горњи Вакуф-Ускопље,Оба пола,Основна школа,4130
2013,Број,Грачаница,Оба пола,Основна школа,9413
2013,Број,Градачац,Оба пола,Основна школа,9408
2013,Број,Груде,Оба пола,Основна школа,2466
2013,Број,hadzici,Оба пола,Основна школа,4317
2013,Број,ilidza,Оба пола,Основна школа,9887
2013,Број,ilijas,Оба пола,Основна школа,3968
2013,Број,Јабланица,Оба пола,Основна школа,1662
2013,Број,Јајце,Оба пола,Основна школа,4851
2013,Број,Какањ,Оба пола,Основна школа,7556
2013,Број,Калесија,Оба пола,Основна школа,6841
2013,Број,Кисељак,Оба пола,Основна школа,3616
2013,Број,Кладањ,Оба пола,Основна школа,2730
2013,Број,Кључ,Оба пола,Основна школа,3753
2013,Број,Коњиц,Оба пола,Основна школа,5206
2013,Број,Крешево,Оба пола,Основна школа,861
2013,Број,Купрес-ФБиХ,Оба пола,Основна школа,714
2013,Број,Ливно,Оба пола,Основна школа,5245
2013,Број,Лукавац,Оба пола,Основна школа,7860
2013,Број,Љубушки,Оба пола,Основна школа,3509
2013,Број,Маглај,Оба пола,Основна школа,4758
2013,Број,Мостар,Оба пола,Основна школа,14243
2013,Број,Неум,Оба пола,Основна школа,608
2013,Број,novi_grad_sarajevo,Оба пола,Основна школа,15973
2013,Број,Нови Травник,Оба пола,Основна школа,4298
2013,Број,novo_sarajevo,Оба пола,Основна школа,6456
2013,Број,Оџак,Оба пола,Основна школа,3982
2013,Број,Олово,Оба пола,Основна школа,2421
2013,Број,Орашје,Оба пола,Основна школа,4015
2013,Број,Пале-ФБиХ,Оба пола,Основна школа,249
2013,Број,Посушје,Оба пола,Основна школа,3149
2013,Број,Прозор,Оба пола,Основна школа,2471
2013,Број,Равно,Оба пола,Основна школа,442
2013,Број,Сански Мост,Оба пола,Основна школа,8907
2013,Број,Сапна,Оба пола,Основна школа,2930
2013,Број,Сребреник,Оба пола,Основна школа,8593
2013,Број,stari_grad_sarajevo,Оба пола,Основна школа,4518
2013,Број,Столац,Оба пола,Основна школа,2417
2013,Број,Широки Бријег,Оба пола,Основна школа,3451
2013,Број,Теочак,Оба пола,Основна школа,1846
2013,Број,Тешањ,Оба пола,Основна школа,9991
2013,Број,Томиславград,Оба пола,Основна школа,5398
2013,Број,Травник,Оба пола,Основна школа,11614
2013,Број,Трново-ФБиХ,Оба пола,Основна школа,290
2013,Број,Тузла,Оба пола,Основна школа,15907
2013,Број,Усора,Оба пола,Основна школа,1370
2013,Број,Вареш,Оба пола,Основна школа,1649
2013,Број,Велика Кладуша,Оба пола,Основна школа,11344
2013,Број,Високо,Оба пола,Основна школа,6961
2013,Број,Витез,Оба пола,Основна школа,4317
2013,Број,vogosca,Оба пола,Основна школа,4100
2013,Број,Завидовићи,Оба пола,Основна школа,7764
2013,Број,Зеница,Оба пола,Основна школа,19375
2013,Број,Жепче,Оба пола,Основна школа,6573
2013,Број,Живинице,Оба пола,Основна школа,11174
2013,Број,Бановићи,M,Основна школа,1488
2013,Број,Бихаћ,M,Основна школа,4692
2013,Број,Босанска Крупа,M,Основна школа,2713
2013,Број,Босански Петровац,M,Основна школа,752
2013,Број,Босанско Грахово,M,Основна школа,197
2013,Број,Бреза,M,Основна школа,816
2013,Број,Бугојно,M,Основна школа,2713
2013,Број,Бусовача,M,Основна школа,1485
2013,Број,Бужим,M,Основна школа,2656
2013,Број,Цазин,M,Основна школа,7667
2013,Број,centar_sarajevo,M,Основна школа,1889
2013,Број,Чапљина,M,Основна школа,1561
2013,Број,Челић,M,Основна школа,1313
2013,Број,Читлук,M,Основна школа,1072
2013,Број,Добој-Исток,M,Основна школа,863
2013,Број,Добој-Југ,M,Основна школа,346
2013,Број,Добретићи,M,Основна школа,245
2013,Број,Домаљевац-Шамац,M,Основна школа,488
2013,Број,donji_vakuf,M,Основна школа,1432
2013,Број,Дрвар,M,Основна школа,466
2013,Број,Фоча-ФБиХ,M,Основна школа,202
2013,Број,Фојница,M,Основна школа,1059
2013,Број,Гламоч,M,Основна школа,357
2013,Број,Горажде,M,Основна школа,1544
2013,Број,Горњи Вакуф-Ускопље,M,Основна школа,1925
2013,Број,Грачаница,M,Основна школа,3765
2013,Број,Градачац,M,Основна школа,4069
2013,Број,Груде,M,Основна школа,1172
2013,Број,hadzici,M,Основна школа,1641
2013,Број,ilidza,M,Основна школа,3476
2013,Број,ilijas,M,Основна школа,1526
2013,Број,Јабланица,M,Основна школа,638
2013,Број,Јајце,M,Основна школа,2227
2013,Број,Какањ,M,Основна школа,2703
2013,Број,Калесија,M,Основна школа,2869
2013,Број,Кисељак,M,Основна школа,1573
2013,Број,Кладањ,M,Основна школа,1070
2013,Број,Кључ,M,Основна школа,1778
2013,Број,Коњиц,M,Основна школа,2205
2013,Број,Крешево,M,Основна школа,335
2013,Број,Купрес-ФБиХ,M,Основна школа,358
2013,Број,Ливно,M,Основна школа,2491
2013,Број,Лукавац,M,Основна школа,2992
2013,Број,Љубушки,M,Основна школа,1694
2013,Број,Маглај,M,Основна школа,1890
2013,Број,Мостар,M,Основна школа,5501
2013,Број,Неум,M,Основна школа,281
2013,Број,novi_grad_sarajevo,M,Основна школа,5492
2013,Број,Нови Травник,M,Основна школа,1682
2013,Број,novo_sarajevo,M,Основна школа,2258
2013,Број,Оџак,M,Основна школа,1870
2013,Број,Олово,M,Основна школа,963
2013,Број,Орашје,M,Основна школа,1958
2013,Број,Пале-ФБиХ,M,Основна школа,93
2013,Број,Посушје,M,Основна школа,1558
2013,Број,Прозор,M,Основна школа,1244
2013,Број,Равно,M,Основна школа,204
2013,Број,Сански Мост,M,Основна школа,3935
2013,Број,Сапна,M,Основна школа,1457
2013,Број,Сребреник,M,Основна школа,3715
2013,Број,stari_grad_sarajevo,M,Основна школа,1634
2013,Број,Столац,M,Основна школа,980
2013,Број,Широки Бријег,M,Основна школа,1633
2013,Број,Теочак,M,Основна школа,823
2013,Број,Тешањ,M,Основна школа,4192
2013,Број,Томиславград,M,Основна школа,2765
2013,Број,Травник,M,Основна школа,5002
2013,Број,Трново-ФБиХ,M,Основна школа,124
2013,Број,Тузла,M,Основна школа,6043
2013,Број,Усора,M,Основна школа,603
2013,Број,Вареш,M,Основна школа,623
2013,Број,Велика Кладуша,M,Основна школа,5360
2013,Број,Високо,M,Основна школа,3040
2013,Број,Витез,M,Основна школа,1713
2013,Број,vogosca,M,Основна школа,1387
2013,Број,Завидовићи,M,Основна школа,2812
2013,Број,Зеница,M,Основна школа,7484
2013,Број,Жепче,M,Основна школа,2813
2013,Број,Живинице,M,Основна школа,4423
2013,Број,Бановићи,Ж,Основна школа,2931
2013,Број,Бихаћ,Ж,Основна школа,6331
2013,Број,Босанска Крупа,Ж,Основна школа,3380
2013,Број,Босански Петровац,Ж,Основна школа,812
2013,Број,Босанско Грахово,Ж,Основна школа,228
2013,Број,Бреза,Ж,Основна школа,1460
2013,Број,Бугојно,Ж,Основна школа,3651
2013,Број,Бусовача,Ж,Основна школа,2005
2013,Број,Бужим,Ж,Основна школа,2987
2013,Број,Цазин,Ж,Основна школа,9453
2013,Број,centar_sarajevo,Ж,Основна школа,3557
2013,Број,Чапљина,Ж,Основна школа,2219
2013,Број,Челић,Ж,Основна школа,1571
2013,Број,Читлук,Ж,Основна школа,1395
2013,Број,Добој-Исток,Ж,Основна школа,1163
2013,Број,Добој-Југ,Ж,Основна школа,508
2013,Број,Добретићи,Ж,Основна школа,206
2013,Број,Домаљевац-Шамац,Ж,Основна школа,480
2013,Број,donji_vakuf,Ж,Основна школа,1818
2013,Број,Дрвар,Ж,Основна школа,766
2013,Број,Фоча-ФБиХ,Ж,Основна школа,238
2013,Број,Фојница,Ж,Основна школа,1389
2013,Број,Гламоч,Ж,Основна школа,424
2013,Број,Горажде,Ж,Основна школа,2653
2013,Број,Горњи Вакуф-Ускопље,Ж,Основна школа,2205
2013,Број,Грачаница,Ж,Основна школа,5648
2013,Број,Градачац,Ж,Основна школа,5339
2013,Број,Груде,Ж,Основна школа,1294
2013,Број,hadzici,Ж,Основна школа,2676
2013,Број,ilidza,Ж,Основна школа,6411
2013,Број,ilijas,Ж,Основна школа,2442
2013,Број,Јабланица,Ж,Основна школа,1024
2013,Број,Јајце,Ж,Основна школа,2624
2013,Број,Какањ,Ж,Основна школа,4853
2013,Број,Калесија,Ж,Основна школа,3972
2013,Број,Кисељак,Ж,Основна школа,2043
2013,Број,Кладањ,Ж,Основна школа,1660
2013,Број,Кључ,Ж,Основна школа,1975
2013,Број,Коњиц,Ж,Основна школа,3001
2013,Број,Крешево,Ж,Основна школа,526
2013,Број,Купрес-ФБиХ,Ж,Основна школа,356
2013,Број,Ливно,Ж,Основна школа,2754
2013,Број,Лукавац,Ж,Основна школа,4868
2013,Број,Љубушки,Ж,Основна школа,1815
2013,Број,Маглај,Ж,Основна школа,2868
2013,Број,Мостар,Ж,Основна школа,8742
2013,Број,Неум,Ж,Основна школа,327
2013,Број,novi_grad_sarajevo,Ж,Основна школа,10481
2013,Број,Нови Травник,Ж,Основна школа,2616
2013,Број,novo_sarajevo,Ж,Основна школа,4198
2013,Број,Оџак,Ж,Основна школа,2112
2013,Број,Олово,Ж,Основна школа,1458
2013,Број,Орашје,Ж,Основна школа,2057
2013,Број,Пале-ФБиХ,Ж,Основна школа,156
2013,Број,Посушје,Ж,Основна школа,1591
2013,Број,Прозор,Ж,Основна школа,1227
2013,Број,Равно,Ж,Основна школа,238
2013,Број,Сански Мост,Ж,Основна школа,4972
2013,Број,Сапна,Ж,Основна школа,1473
2013,Број,Сребреник,Ж,Основна школа,4878
2013,Број,stari_grad_sarajevo,Ж,Основна школа,2884
2013,Број,Столац,Ж,Основна школа,1437
2013,Број,Широки Бријег,Ж,Основна школа,1818
2013,Број,Теочак,Ж,Основна школа,1023
2013,Број,Тешањ,Ж,Основна школа,5799
2013,Број,Томиславград,Ж,Основна школа,2633
2013,Број,Травник,Ж,Основна школа,6612
2013,Број,Трново-ФБиХ,Ж,Основна школа,166
2013,Број,Тузла,Ж,Основна школа,9864
2013,Број,Усора,Ж,Основна школа,767
2013,Број,Вареш,Ж,Основна школа,1026
2013,Број,Велика Кладуша,Ж,Основна школа,5984
2013,Број,Високо,Ж,Основна школа,3921
2013,Број,Витез,Ж,Основна школа,2604
2013,Број,vogosca,Ж,Основна школа,2713
2013,Број,Завидовићи,Ж,Основна школа,4952
2013,Број,Зеница,Ж,Основна школа,11891
2013,Број,Жепче,Ж,Основна школа,3760
2013,Број,Живинице,Ж,Основна школа,6751
2013,Број,Бановићи,Оба пола,Средња школа,10567
2013,Број,Бихаћ,Оба пола,Средња школа,22893
2013,Број,Босанска Крупа,Оба пола,Средња школа,8892
2013,Број,Босански Петровац,Оба пола,Средња школа,3060
2013,Број,Босанско Грахово,Оба пола,Средња школа,1116
2013,Број,Бреза,Оба пола,Средња школа,6653
2013,Број,Бугојно,Оба пола,Средња школа,13972
2013,Број,Бусовача,Оба пола,Средња школа,7814
2013,Број,Бужим,Оба пола,Средња школа,5704
2013,Број,Цазин,Оба пола,Средња школа,23905
2013,Број,centar_sarajevo,Оба пола,Средња школа,22213
2013,Број,Чапљина,Оба пола,Средња школа,12475
2013,Број,Челић,Оба пола,Средња школа,3489
2013,Број,Читлук,Оба пола,Средња школа,8453
2013,Број,Добој-Исток,Оба пола,Средња школа,4280
2013,Број,Добој-Југ,Оба пола,Средња школа,1864
2013,Број,Добретићи,Оба пола,Средња школа,651
2013,Број,Домаљевац-Шамац,Оба пола,Средња школа,1754
2013,Број,donji_vakuf,Оба пола,Средња школа,5494
2013,Број,Дрвар,Оба пола,Средња школа,3594
2013,Број,Фоча-ФБиХ,Оба пола,Средња школа,748
2013,Број,Фојница,Оба пола,Средња школа,4766
2013,Број,Гламоч,Оба пола,Средња школа,1572
2013,Број,Горажде,Оба пола,Средња школа,9103
2013,Број,Горњи Вакуф-Ускопље,Оба пола,Средња школа,8817
2013,Број,Грачаница,Оба пола,Средња школа,18522
2013,Број,Градачац,Оба пола,Средња школа,14750
2013,Број,Груде,Оба пола,Средња школа,7830
2013,Број,hadzici,Оба пола,Средња школа,10861
2013,Број,ilidza,Оба пола,Средња школа,31683
2013,Број,ilijas,Оба пола,Средња школа,8352
2013,Број,Јабланица,Оба пола,Средња школа,4565
2013,Број,Јајце,Оба пола,Средња школа,11293
2013,Број,Какањ,Оба пола,Средња школа,15259
2013,Број,Калесија,Оба пола,Средња школа,13592
2013,Број,Кисељак,Оба пола,Средња школа,9291
2013,Број,Кладањ,Оба пола,Средња школа,5276
2013,Број,Кључ,Оба пола,Средња школа,6950
2013,Број,Коњиц,Оба пола,Средња школа,9767
2013,Број,Крешево,Оба пола,Средња школа,2391
2013,Број,Купрес-ФБиХ,Оба пола,Средња школа,2154
2013,Број,Ливно,Оба пола,Средња школа,14513
2013,Број,Лукавац,Оба пола,Средња школа,20955
2013,Број,Љубушки,Оба пола,Средња школа,12685
2013,Број,Маглај,Оба пола,Средња школа,10053
2013,Број,Мостар,Оба пола,Средња школа,50196
2013,Број,Неум,Оба пола,Средња школа,2092
2013,Број,novi_grad_sarajevo,Оба пола,Средња школа,55560
2013,Број,Нови Травник,Оба пола,Средња школа,10488
2013,Број,novo_sarajevo,Оба пола,Средња школа,27377
2013,Број,Оџак,Оба пола,Средња школа,8118
2013,Број,Олово,Оба пола,Средња школа,4040
2013,Број,Орашје,Оба пола,Средња школа,7596
2013,Број,Пале-ФБиХ,Оба пола,Средња школа,322
2013,Број,Посушје,Оба пола,Средња школа,9020
2013,Број,Прозор,Оба пола,Средња школа,5640
2013,Број,Равно,Оба пола,Средња школа,1588
2013,Број,Сански Мост,Оба пола,Средња школа,18955
2013,Број,Сапна,Оба пола,Средња школа,3667
2013,Број,Сребреник,Оба пола,Средња школа,15295
2013,Број,stari_grad_sarajevo,Оба пола,Средња школа,18034
2013,Број,Столац,Оба пола,Средња школа,6576
2013,Број,Широки Бријег,Оба пола,Средња школа,13451
2013,Број,Теочак,Оба пола,Средња школа,2938
2013,Број,Тешањ,Оба пола,Средња школа,17257
2013,Број,Томиславград,Оба пола,Средња школа,13379
2013,Број,Травник,Оба пола,Средња школа,20889
2013,Број,Трново-ФБиХ,Оба пола,Средња школа,549
2013,Број,Тузла,Оба пола,Средња школа,52917
2013,Број,Усора,Оба пола,Средња школа,3000
2013,Број,Вареш,Оба пола,Средња школа,3914
2013,Број,Велика Кладуша,Оба пола,Средња школа,11477
2013,Број,Високо,Оба пола,Средња школа,17614
2013,Број,Витез,Оба пола,Средња школа,11791
2013,Број,vogosca,Оба пола,Средња школа,12299
2013,Број,Завидовићи,Оба пола,Средња школа,15051
2013,Број,Зеница,Оба пола,Средња школа,49301
2013,Број,Жепче,Оба пола,Средња школа,12585
2013,Број,Живинице,Оба пола,Средња школа,24753
2013,Број,Бановићи,M,Средња школа,6668
2013,Број,Бихаћ,M,Средња школа,12626
2013,Број,Босанска Крупа,M,Средња школа,5304
2013,Број,Босански Петровац,M,Средња школа,1784
2013,Број,Босанско Грахово,M,Средња школа,711
2013,Број,Бреза,M,Средња школа,4058
2013,Број,Бугојно,M,Средња школа,8010
2013,Број,Бусовача,M,Средња школа,4855
2013,Број,Бужим,M,Средња школа,3639
2013,Број,Цазин,M,Средња школа,14381
2013,Број,centar_sarajevo,M,Средња школа,10885
2013,Број,Чапљина,M,Средња школа,7100
2013,Број,Челић,M,Средња школа,2141
2013,Број,Читлук,M,Средња школа,4733
2013,Број,Добој-Исток,M,Средња школа,2556
2013,Број,Добој-Југ,M,Средња школа,1111
2013,Број,Добретићи,M,Средња школа,430
2013,Број,Домаљевац-Шамац,M,Средња школа,973
2013,Број,donji_vakuf,M,Средња школа,3313
2013,Број,Дрвар,M,Средња школа,2098
2013,Број,Фоча-ФБиХ,M,Средња школа,486
2013,Број,Фојница,M,Средња школа,2861
2013,Број,Гламоч,M,Средња школа,963
2013,Број,Горажде,M,Средња школа,5252
2013,Број,Горњи Вакуф-Ускопље,M,Средња школа,5192
2013,Број,Грачаница,M,Средња школа,10727
2013,Број,Градачац,M,Средња школа,8767
2013,Број,Груде,M,Средња школа,4306
2013,Број,hadzici,M,Средња школа,6625
2013,Број,ilidza,M,Средња школа,17593
2013,Број,ilijas,M,Средња школа,4982
2013,Број,Јабланица,M,Средња школа,2795
2013,Број,Јајце,M,Средња школа,7050
2013,Број,Какањ,M,Средња школа,9882
2013,Број,Калесија,M,Средња школа,8660
2013,Број,Кисељак,M,Средња школа,5495
2013,Број,Кладањ,M,Средња школа,3206
2013,Број,Кључ,M,Средња школа,4083
2013,Број,Коњиц,M,Средња школа,5937
2013,Број,Крешево,M,Средња школа,1416
2013,Број,Купрес-ФБиХ,M,Средња школа,1159
2013,Број,Ливно,M,Средња школа,8114
2013,Број,Лукавац,M,Средња школа,12568
2013,Број,Љубушки,M,Средња школа,6924
2013,Број,Маглај,M,Средња школа,5969
2013,Број,Мостар,M,Средња школа,27372
2013,Број,Неум,M,Средња школа,1157
2013,Број,novi_grad_sarajevo,M,Средња школа,29274
2013,Број,Нови Травник,M,Средња школа,6287
2013,Број,novo_sarajevo,M,Средња школа,13288
2013,Број,Оџак,M,Средња школа,4533
2013,Број,Олово,M,Средња школа,2667
2013,Број,Орашје,M,Средња школа,4325
2013,Број,Пале-ФБиХ,M,Средња школа,222
2013,Број,Посушје,M,Средња школа,5026
2013,Број,Прозор,M,Средња школа,3308
2013,Број,Равно,M,Средња школа,910
2013,Број,Сански Мост,M,Средња школа,11103
2013,Број,Сапна,M,Средња школа,2509
2013,Број,Сребреник,M,Средња школа,9129
2013,Број,stari_grad_sarajevo,M,Средња школа,9459
2013,Број,Столац,M,Средња школа,3873
2013,Број,Широки Бријег,M,Средња школа,7390
2013,Број,Теочак,M,Средња школа,1891
2013,Број,Тешањ,M,Средња школа,10235
2013,Број,Томиславград,M,Средња школа,7566
2013,Број,Травник,M,Средња школа,12467
2013,Број,Трново-ФБиХ,M,Средња школа,391
2013,Број,Тузла,M,Средња школа,28217
2013,Број,Усора,M,Средња школа,1756
2013,Број,Вареш,M,Средња школа,2521
2013,Број,Велика Кладуша,M,Средња школа,6766
2013,Број,Високо,M,Средња школа,10178
2013,Број,Витез,M,Средња школа,6815
2013,Број,vogosca,M,Средња школа,6798
2013,Број,Завидовићи,M,Средња школа,9485
2013,Број,Зеница,M,Средња школа,28605
2013,Број,Жепче,M,Средња школа,7714
2013,Број,Живинице,M,Средња школа,15656
2013,Број,Бановићи,Ж,Средња школа,3899
2013,Број,Бихаћ,Ж,Средња школа,10267
2013,Број,Босанска Крупа,Ж,Средња школа,3588
2013,Број,Босански Петровац,Ж,Средња школа,1276
2013,Број,Босанско Грахово,Ж,Средња школа,405
2013,Број,Бреза,Ж,Средња школа,2595
2013,Број,Бугојно,Ж,Средња школа,5962
2013,Број,Бусовача,Ж,Средња школа,2959
2013,Број,Бужим,Ж,Средња школа,2065
2013,Број,Цазин,Ж,Средња школа,9524
2013,Број,centar_sarajevo,Ж,Средња школа,11328
2013,Број,Чапљина,Ж,Средња школа,5375
2013,Број,Челић,Ж,Средња школа,1348
2013,Број,Читлук,Ж,Средња школа,3720
2013,Број,Добој-Исток,Ж,Средња школа,1724
2013,Број,Добој-Југ,Ж,Средња школа,753
2013,Број,Добретићи,Ж,Средња школа,221
2013,Број,Домаљевац-Шамац,Ж,Средња школа,781
2013,Број,donji_vakuf,Ж,Средња школа,2181
2013,Број,Дрвар,Ж,Средња школа,1496
2013,Број,Фоча-ФБиХ,Ж,Средња школа,262
2013,Број,Фојница,Ж,Средња школа,1905
2013,Број,Гламоч,Ж,Средња школа,609
2013,Број,Горажде,Ж,Средња школа,3851
2013,Број,Горњи Вакуф-Ускопље,Ж,Средња школа,3625
2013,Број,Грачаница,Ж,Средња школа,7795
2013,Број,Градачац,Ж,Средња школа,5983
2013,Број,Груде,Ж,Средња школа,3524
2013,Број,hadzici,Ж,Средња школа,4236
2013,Број,ilidza,Ж,Средња школа,14090
2013,Број,ilijas,Ж,Средња школа,3370
2013,Број,Јабланица,Ж,Средња школа,1770
2013,Број,Јајце,Ж,Средња школа,4243
2013,Број,Какањ,Ж,Средња школа,5377
2013,Број,Калесија,Ж,Средња школа,4932
2013,Број,Кисељак,Ж,Средња школа,3796
2013,Број,Кладањ,Ж,Средња школа,2070
2013,Број,Кључ,Ж,Средња школа,2867
2013,Број,Коњиц,Ж,Средња школа,3830
2013,Број,Крешево,Ж,Средња школа,975
2013,Број,Купрес-ФБиХ,Ж,Средња школа,995
2013,Број,Ливно,Ж,Средња школа,6399
2013,Број,Лукавац,Ж,Средња школа,8387
2013,Број,Љубушки,Ж,Средња школа,5761
2013,Број,Маглај,Ж,Средња школа,4084
2013,Број,Мостар,Ж,Средња школа,22824
2013,Број,Неум,Ж,Средња школа,935
2013,Број,novi_grad_sarajevo,Ж,Средња школа,26286
2013,Број,Нови Травник,Ж,Средња школа,4201
2013,Број,novo_sarajevo,Ж,Средња школа,14089
2013,Број,Оџак,Ж,Средња школа,3585
2013,Број,Олово,Ж,Средња школа,1373
2013,Број,Орашје,Ж,Средња школа,3271
2013,Број,Пале-ФБиХ,Ж,Средња школа,100
2013,Број,Посушје,Ж,Средња школа,3994
2013,Број,Прозор,Ж,Средња школа,2332
2013,Број,Равно,Ж,Средња школа,678
2013,Број,Сански Мост,Ж,Средња школа,7852
2013,Број,Сапна,Ж,Средња школа,1158
2013,Број,Сребреник,Ж,Средња школа,6166
2013,Број,stari_grad_sarajevo,Ж,Средња школа,8575
2013,Број,Столац,Ж,Средња школа,2703
2013,Број,Широки Бријег,Ж,Средња школа,6061
2013,Број,Теочак,Ж,Средња школа,1047
2013,Број,Тешањ,Ж,Средња школа,7022
2013,Број,Томиславград,Ж,Средња школа,5813
2013,Број,Травник,Ж,Средња школа,8422
2013,Број,Трново-ФБиХ,Ж,Средња школа,158
2013,Број,Тузла,Ж,Средња школа,24700
2013,Број,Усора,Ж,Средња школа,1244
2013,Број,Вареш,Ж,Средња школа,1393
2013,Број,Велика Кладуша,Ж,Средња школа,4711
2013,Број,Високо,Ж,Средња школа,7436
2013,Број,Витез,Ж,Средња школа,4976
2013,Број,vogosca,Ж,Средња школа,5501
2013,Број,Завидовићи,Ж,Средња школа,5566
2013,Број,Зеница,Ж,Средња школа,20696
2013,Број,Жепче,Ж,Средња школа,4871
2013,Број,Живинице,Ж,Средња школа,9097
2013,Број,Бановићи,Оба пола,Специјализација послије средње школе,150
2013,Број,Бихаћ,Оба пола,Специјализација послије средње школе,216
2013,Број,Босанска Крупа,Оба пола,Специјализација послије средње школе,64
2013,Број,Босански Петровац,Оба пола,Специјализација послије средње школе,16
2013,Број,Босанско Грахово,Оба пола,Специјализација послије средње школе,3
2013,Број,Бреза,Оба пола,Специјализација послије средње школе,111
2013,Број,Бугојно,Оба пола,Специјализација послије средње школе,114
2013,Број,Бусовача,Оба пола,Специјализација послије средње школе,104
2013,Број,Бужим,Оба пола,Специјализација послије средње школе,39
2013,Број,Цазин,Оба пола,Специјализација послије средње школе,140
2013,Број,centar_sarajevo,Оба пола,Специјализација послије средње школе,282
2013,Број,Чапљина,Оба пола,Специјализација послије средње школе,130
2013,Број,Челић,Оба пола,Специјализација послије средње школе,16
2013,Број,Читлук,Оба пола,Специјализација послије средње школе,84
2013,Број,Добој-Исток,Оба пола,Специјализација послије средње школе,24
2013,Број,Добој-Југ,Оба пола,Специјализација послије средње школе,23
2013,Број,Добретићи,Оба пола,Специјализација послије средње школе,1
2013,Број,Домаљевац-Шамац,Оба пола,Специјализација послије средње школе,30
2013,Број,donji_vakuf,Оба пола,Специјализација послије средње школе,24
2013,Број,Дрвар,Оба пола,Специјализација послије средње школе,32
2013,Број,Фоча-ФБиХ,Оба пола,Специјализација послије средње школе,11
2013,Број,Фојница,Оба пола,Специјализација послије средње школе,42
2013,Број,Гламоч,Оба пола,Специјализација послије средње школе,13
2013,Број,Горажде,Оба пола,Специјализација послије средње школе,190
2013,Број,Горњи Вакуф-Ускопље,Оба пола,Специјализација послије средње школе,30
2013,Број,Грачаница,Оба пола,Специјализација послије средње школе,189
2013,Број,Градачац,Оба пола,Специјализација послије средње школе,136
2013,Број,Груде,Оба пола,Специјализација послије средње школе,75
2013,Број,hadzici,Оба пола,Специјализација послије средње школе,89
2013,Број,ilidza,Оба пола,Специјализација послије средње школе,375
2013,Број,ilijas,Оба пола,Специјализација послије средње школе,97
2013,Број,Јабланица,Оба пола,Специјализација послије средње школе,133
2013,Број,Јајце,Оба пола,Специјализација послије средње школе,113
2013,Број,Какањ,Оба пола,Специјализација послије средње школе,313
2013,Број,Калесија,Оба пола,Специјализација послије средње школе,115
2013,Број,Кисељак,Оба пола,Специјализација послије средње школе,80
2013,Број,Кладањ,Оба пола,Специјализација послије средње школе,24
2013,Број,Кључ,Оба пола,Специјализација послије средње школе,74
2013,Број,Коњиц,Оба пола,Специјализација послије средње школе,144
2013,Број,Крешево,Оба пола,Специјализација послије средње школе,22
2013,Број,Купрес-ФБиХ,Оба пола,Специјализација послије средње школе,11
2013,Број,Ливно,Оба пола,Специјализација послије средње школе,164
2013,Број,Лукавац,Оба пола,Специјализација послије средње школе,517
2013,Број,Љубушки,Оба пола,Специјализација послије средње школе,138
2013,Број,Маглај,Оба пола,Специјализација послије средње школе,208
2013,Број,Мостар,Оба пола,Специјализација послије средње школе,698
2013,Број,Неум,Оба пола,Специјализација послије средње школе,53
2013,Број,novi_grad_sarajevo,Оба пола,Специјализација послије средње школе,665
2013,Број,Нови Травник,Оба пола,Специјализација послије средње школе,335
2013,Број,novo_sarajevo,Оба пола,Специјализација послије средње школе,446
2013,Број,Оџак,Оба пола,Специјализација послије средње школе,94
2013,Број,Олово,Оба пола,Специјализација послије средње школе,32
2013,Број,Орашје,Оба пола,Специјализација послије средње школе,76
2013,Број,Пале-ФБиХ,Оба пола,Специјализација послије средње школе,4
2013,Број,Посушје,Оба пола,Специјализација послије средње школе,103
2013,Број,Прозор,Оба пола,Специјализација послије средње школе,25
2013,Број,Равно,Оба пола,Специјализација послије средње школе,6
2013,Број,Сански Мост,Оба пола,Специјализација послије средње школе,207
2013,Број,Сапна,Оба пола,Специјализација послије средње школе,11
2013,Број,Сребреник,Оба пола,Специјализација послије средње школе,145
2013,Број,stari_grad_sarajevo,Оба пола,Специјализација послије средње школе,238
2013,Број,Столац,Оба пола,Специјализација послије средње школе,74
2013,Број,Широки Бријег,Оба пола,Специјализација послије средње школе,71
2013,Број,Теочак,Оба пола,Специјализација послије средње школе,20
2013,Број,Тешањ,Оба пола,Специјализација послије средње школе,271
2013,Број,Томиславград,Оба пола,Специјализација послије средње школе,74
2013,Број,Травник,Оба пола,Специјализација послије средње школе,248
2013,Број,Трново-ФБиХ,Оба пола,Специјализација послије средње школе,13
2013,Број,Тузла,Оба пола,Специјализација послије средње школе,1125
2013,Број,Усора,Оба пола,Специјализација послије средње школе,42
2013,Број,Вареш,Оба пола,Специјализација послије средње школе,88
2013,Број,Велика Кладуша,Оба пола,Специјализација послије средње школе,71
2013,Број,Високо,Оба пола,Специјализација послије средње школе,226
2013,Број,Витез,Оба пола,Специјализација послије средње школе,208
2013,Број,vogosca,Оба пола,Специјализација послије средње школе,180
2013,Број,Завидовићи,Оба пола,Специјализација послије средње школе,152
2013,Број,Зеница,Оба пола,Специјализација послије средње школе,1966
2013,Број,Жепче,Оба пола,Специјализација послије средње школе,161
2013,Број,Живинице,Оба пола,Специјализација послије средње школе,220
2013,Број,Бановићи,M,Специјализација послије средње школе,142
2013,Број,Бихаћ,M,Специјализација послије средње школе,181
2013,Број,Босанска Крупа,M,Специјализација послије средње школе,45
2013,Број,Босански Петровац,M,Специјализација послије средње школе,13
