Year,UNIT_MEASURE,Oпштина,Пол,Education,Value
2013,Број,Босанско Грахово,M,Специјализација послије средње школе,3
2013,Број,Бреза,M,Специјализација послије средње школе,101
2013,Број,Бугојно,M,Специјализација послије средње школе,85
2013,Број,Бусовача,M,Специјализација послије средње школе,94
2013,Број,Бужим,M,Специјализација послије средње школе,18
2013,Број,Цазин,M,Специјализација послије средње школе,99
2013,Број,centar_sarajevo,M,Специјализација послије средње школе,220
2013,Број,Чапљина,M,Специјализација послије средње школе,96
2013,Број,Челић,M,Специјализација послије средње школе,14
2013,Број,Читлук,M,Специјализација послије средње школе,61
2013,Број,Добој-Исток,M,Специјализација послије средње школе,20
2013,Број,Добој-Југ,M,Специјализација послије средње школе,21
2013,Број,Добретићи,M,Специјализација послије средње школе,1
2013,Број,Домаљевац-Шамац,M,Специјализација послије средње школе,19
2013,Број,donji_vakuf,M,Специјализација послије средње школе,19
2013,Број,Дрвар,M,Специјализација послије средње школе,27
2013,Број,Фоча-ФБиХ,M,Специјализација послије средње школе,8
2013,Број,Фојница,M,Специјализација послије средње школе,36
2013,Број,Гламоч,M,Специјализација послије средње школе,10
2013,Број,Горажде,M,Специјализација послије средње школе,163
2013,Број,Горњи Вакуф-Ускопље,M,Специјализација послије средње школе,25
2013,Број,Грачаница,M,Специјализација послије средње школе,175
2013,Број,Градачац,M,Специјализација послије средње школе,105
2013,Број,Груде,M,Специјализација послије средње школе,50
2013,Број,hadzici,M,Специјализација послије средње школе,74
2013,Број,ilidza,M,Специјализација послије средње школе,311
2013,Број,ilijas,M,Специјализација послије средње школе,82
2013,Број,Јабланица,M,Специјализација послије средње школе,127
2013,Број,Јајце,M,Специјализација послије средње школе,86
2013,Број,Какањ,M,Специјализација послије средње школе,295
2013,Број,Калесија,M,Специјализација послије средње школе,94
2013,Број,Кисељак,M,Специјализација послије средње школе,71
2013,Број,Кладањ,M,Специјализација послије средње школе,16
2013,Број,Кључ,M,Специјализација послије средње школе,51
2013,Број,Коњиц,M,Специјализација послије средње школе,130
2013,Број,Крешево,M,Специјализација послије средње школе,19
2013,Број,Купрес-ФБиХ,M,Специјализација послије средње школе,8
2013,Број,Ливно,M,Специјализација послије средње школе,104
2013,Број,Лукавац,M,Специјализација послије средње школе,478
2013,Број,Љубушки,M,Специјализација послије средње школе,83
2013,Број,Маглај,M,Специјализација послије средње школе,173
2013,Број,Мостар,M,Специјализација послије средње школе,555
2013,Број,Неум,M,Специјализација послије средње школе,45
2013,Број,novi_grad_sarajevo,M,Специјализација послије средње школе,539
2013,Број,Нови Травник,M,Специјализација послије средње школе,301
2013,Број,novo_sarajevo,M,Специјализација послије средње школе,346
2013,Број,Оџак,M,Специјализација послије средње школе,70
2013,Број,Олово,M,Специјализација послије средње школе,27
2013,Број,Орашје,M,Специјализација послије средње школе,57
2013,Број,Пале-ФБиХ,M,Специјализација послије средње школе,4
2013,Број,Посушје,M,Специјализација послије средње школе,69
2013,Број,Прозор,M,Специјализација послије средње школе,17
2013,Број,Равно,M,Специјализација послије средње школе,4
2013,Број,Сански Мост,M,Специјализација послије средње школе,128
2013,Број,Сапна,M,Специјализација послије средње школе,8
2013,Број,Сребреник,M,Специјализација послије средње школе,124
2013,Број,stari_grad_sarajevo,M,Специјализација послије средње школе,197
2013,Број,Столац,M,Специјализација послије средње школе,63
2013,Број,Широки Бријег,M,Специјализација послије средње школе,55
2013,Број,Теочак,M,Специјализација послије средње школе,16
2013,Број,Тешањ,M,Специјализација послије средње школе,236
2013,Број,Томиславград,M,Специјализација послије средње школе,46
2013,Број,Травник,M,Специјализација послије средње школе,211
2013,Број,Трново-ФБиХ,M,Специјализација послије средње школе,11
2013,Број,Тузла,M,Специјализација послије средње школе,933
2013,Број,Усора,M,Специјализација послије средње школе,32
2013,Број,Вареш,M,Специјализација послије средње школе,82
2013,Број,Велика Кладуша,M,Специјализација послије средње школе,48
2013,Број,Високо,M,Специјализација послије средње школе,200
2013,Број,Витез,M,Специјализација послије средње школе,184
2013,Број,vogosca,M,Специјализација послије средње школе,158
2013,Број,Завидовићи,M,Специјализација послије средње школе,119
2013,Број,Зеница,M,Специјализација послије средње школе,1728
2013,Број,Жепче,M,Специјализација послије средње школе,139
2013,Број,Живинице,M,Специјализација послије средње школе,200
2013,Број,Бановићи,Ж,Специјализација послије средње школе,8
2013,Број,Бихаћ,Ж,Специјализација послије средње школе,35
2013,Број,Босанска Крупа,Ж,Специјализација послије средње школе,19
2013,Број,Босански Петровац,Ж,Специјализација послије средње школе,3
2013,Број,Босанско Грахово,Ж,Специјализација послије средње школе,0
2013,Број,Бреза,Ж,Специјализација послије средње школе,10
2013,Број,Бугојно,Ж,Специјализација послије средње школе,29
2013,Број,Бусовача,Ж,Специјализација послије средње школе,10
2013,Број,Бужим,Ж,Специјализација послије средње школе,21
2013,Број,Цазин,Ж,Специјализација послије средње школе,41
2013,Број,centar_sarajevo,Ж,Специјализација послије средње школе,62
2013,Број,Чапљина,Ж,Специјализација послије средње школе,34
2013,Број,Челић,Ж,Специјализација послије средње школе,2
2013,Број,Читлук,Ж,Специјализација послије средње школе,23
2013,Број,Добој-Исток,Ж,Специјализација послије средње школе,4
2013,Број,Добој-Југ,Ж,Специјализација послије средње школе,2
2013,Број,Добретићи,Ж,Специјализација послије средње школе,0
2013,Број,Домаљевац-Шамац,Ж,Специјализација послије средње школе,11
2013,Број,donji_vakuf,Ж,Специјализација послије средње школе,5
2013,Број,Дрвар,Ж,Специјализација послије средње школе,5
2013,Број,Фоча-ФБиХ,Ж,Специјализација послије средње школе,3
2013,Број,Фојница,Ж,Специјализација послије средње школе,6
2013,Број,Гламоч,Ж,Специјализација послије средње школе,3
2013,Број,Горажде,Ж,Специјализација послије средње школе,27
2013,Број,Горњи Вакуф-Ускопље,Ж,Специјализација послије средње школе,5
2013,Број,Грачаница,Ж,Специјализација послије средње школе,14
2013,Број,Градачац,Ж,Специјализација послије средње школе,31
2013,Број,Груде,Ж,Специјализација послије средње школе,25
2013,Број,hadzici,Ж,Специјализација послије средње школе,15
2013,Број,ilidza,Ж,Специјализација послије средње школе,64
2013,Број,ilijas,Ж,Специјализација послије средње школе,15
2013,Број,Јабланица,Ж,Специјализација послије средње школе,6
2013,Број,Јајце,Ж,Специјализација послије средње школе,27
2013,Број,Какањ,Ж,Специјализација послије средње школе,18
2013,Број,Калесија,Ж,Специјализација послије средње школе,21
2013,Број,Кисељак,Ж,Специјализација послије средње школе,9
2013,Број,Кладањ,Ж,Специјализација послије средње школе,8
2013,Број,Кључ,Ж,Специјализација послије средње школе,23
2013,Број,Коњиц,Ж,Специјализација послије средње школе,14
2013,Број,Крешево,Ж,Специјализација послије средње школе,3
2013,Број,Купрес-ФБиХ,Ж,Специјализација послије средње школе,3
2013,Број,Ливно,Ж,Специјализација послије средње школе,60
2013,Број,Лукавац,Ж,Специјализација послије средње школе,39
2013,Број,Љубушки,Ж,Специјализација послије средње школе,55
2013,Број,Маглај,Ж,Специјализација послије средње школе,35
2013,Број,Мостар,Ж,Специјализација послије средње школе,143
2013,Број,Неум,Ж,Специјализација послије средње школе,8
2013,Број,novi_grad_sarajevo,Ж,Специјализација послије средње школе,126
2013,Број,Нови Травник,Ж,Специјализација послије средње школе,34
2013,Број,novo_sarajevo,Ж,Специјализација послије средње школе,100
2013,Број,Оџак,Ж,Специјализација послије средње школе,24
2013,Број,Олово,Ж,Специјализација послије средње школе,5
2013,Број,Орашје,Ж,Специјализација послије средње школе,19
2013,Број,Пале-ФБиХ,Ж,Специјализација послије средње школе,0
2013,Број,Посушје,Ж,Специјализација послије средње школе,34
2013,Број,Прозор,Ж,Специјализација послије средње школе,8
2013,Број,Равно,Ж,Специјализација послије средње школе,2
2013,Број,Сански Мост,Ж,Специјализација послије средње школе,79
2013,Број,Сапна,Ж,Специјализација послије средње школе,3
2013,Број,Сребреник,Ж,Специјализација послије средње школе,21
2013,Број,stari_grad_sarajevo,Ж,Специјализација послије средње школе,41
2013,Број,Столац,Ж,Специјализација послије средње школе,11
2013,Број,Широки Бријег,Ж,Специјализација послије средње школе,16
2013,Број,Теочак,Ж,Специјализација послије средње школе,4
2013,Број,Тешањ,Ж,Специјализација послије средње школе,35
2013,Број,Томиславград,Ж,Специјализација послије средње школе,28
2013,Број,Травник,Ж,Специјализација послије средње школе,37
2013,Број,Трново-ФБиХ,Ж,Специјализација послије средње школе,2
2013,Број,Тузла,Ж,Специјализација послије средње школе,192
2013,Број,Усора,Ж,Специјализација послије средње школе,10
2013,Број,Вареш,Ж,Специјализација послије средње школе,6
2013,Број,Велика Кладуша,Ж,Специјализација послије средње школе,23
2013,Број,Високо,Ж,Специјализација послије средње школе,26
2013,Број,Витез,Ж,Специјализација послије средње школе,24
2013,Број,vogosca,Ж,Специјализација послије средње школе,22
2013,Број,Завидовићи,Ж,Специјализација послије средње школе,33
2013,Број,Зеница,Ж,Специјализација послије средње школе,238
2013,Број,Жепче,Ж,Специјализација послије средње школе,22
2013,Број,Живинице,Ж,Специјализација послије средње школе,20
2013,Број,Бановићи,Оба пола,Виша школа и први степен факултета,185
2013,Број,Бихаћ,Оба пола,Виша школа и први степен факултета,2465
2013,Број,Босанска Крупа,Оба пола,Виша школа и први степен факултета,587
2013,Број,Босански Петровац,Оба пола,Виша школа и први степен факултета,194
2013,Број,Босанско Грахово,Оба пола,Виша школа и први степен факултета,113
2013,Број,Бреза,Оба пола,Виша школа и први степен факултета,232
2013,Број,Бугојно,Оба пола,Виша школа и први степен факултета,763
2013,Број,Бусовача,Оба пола,Виша школа и први степен факултета,280
2013,Број,Бужим,Оба пола,Виша школа и први степен факултета,315
2013,Број,Цазин,Оба пола,Виша школа и први степен факултета,1168
2013,Број,centar_sarajevo,Оба пола,Виша школа и први степен факултета,2724
2013,Број,Чапљина,Оба пола,Виша школа и први степен факултета,852
2013,Број,Челић,Оба пола,Виша школа и први степен факултета,72
2013,Број,Читлук,Оба пола,Виша школа и први степен факултета,491
2013,Број,Добој-Исток,Оба пола,Виша школа и први степен факултета,102
2013,Број,Добој-Југ,Оба пола,Виша школа и први степен факултета,47
2013,Број,Добретићи,Оба пола,Виша школа и први степен факултета,12
2013,Број,Домаљевац-Шамац,Оба пола,Виша школа и први степен факултета,112
2013,Број,donji_vakuf,Оба пола,Виша школа и први степен факултета,257
2013,Број,Дрвар,Оба пола,Виша школа и први степен факултета,280
2013,Број,Фоча-ФБиХ,Оба пола,Виша школа и први степен факултета,43
2013,Број,Фојница,Оба пола,Виша школа и први степен факултета,235
2013,Број,Гламоч,Оба пола,Виша школа и први степен факултета,94
2013,Број,Горажде,Оба пола,Виша школа и први степен факултета,468
2013,Број,Горњи Вакуф-Ускопље,Оба пола,Виша школа и први степен факултета,480
2013,Број,Грачаница,Оба пола,Виша школа и први степен факултета,676
2013,Број,Градачац,Оба пола,Виша школа и први степен факултета,512
2013,Број,Груде,Оба пола,Виша школа и први степен факултета,741
2013,Број,hadzici,Оба пола,Виша школа и први степен факултета,406
2013,Број,ilidza,Оба пола,Виша школа и први степен факултета,1896
2013,Број,ilijas,Оба пола,Виша школа и први степен факултета,282
2013,Број,Јабланица,Оба пола,Виша школа и први степен факултета,236
2013,Број,Јајце,Оба пола,Виша школа и први степен факултета,522
2013,Број,Какањ,Оба пола,Виша школа и први степен факултета,602
2013,Број,Калесија,Оба пола,Виша школа и први степен факултета,271
2013,Број,Кисељак,Оба пола,Виша школа и први степен факултета,349
2013,Број,Кладањ,Оба пола,Виша школа и први степен факултета,174
2013,Број,Кључ,Оба пола,Виша школа и први степен факултета,344
2013,Број,Коњиц,Оба пола,Виша школа и први степен факултета,663
2013,Број,Крешево,Оба пола,Виша школа и први степен факултета,119
2013,Број,Купрес-ФБиХ,Оба пола,Виша школа и први степен факултета,220
2013,Број,Ливно,Оба пола,Виша школа и први степен факултета,1457
2013,Број,Лукавац,Оба пола,Виша школа и први степен факултета,690
2013,Број,Љубушки,Оба пола,Виша школа и први степен факултета,891
2013,Број,Маглај,Оба пола,Виша школа и први степен факултета,417
2013,Број,Мостар,Оба пола,Виша школа и први степен факултета,4422
2013,Број,Неум,Оба пола,Виша школа и први степен факултета,157
2013,Број,novi_grad_sarajevo,Оба пола,Виша школа и први степен факултета,4084
2013,Број,Нови Травник,Оба пола,Виша школа и први степен факултета,520
2013,Број,novo_sarajevo,Оба пола,Виша школа и први степен факултета,3299
2013,Број,Оџак,Оба пола,Виша школа и први степен факултета,364
2013,Број,Олово,Оба пола,Виша школа и први степен факултета,184
2013,Број,Орашје,Оба пола,Виша школа и први степен факултета,525
2013,Број,Пале-ФБиХ,Оба пола,Виша школа и први степен факултета,7
2013,Број,Посушје,Оба пола,Виша школа и први степен факултета,790
2013,Број,Прозор,Оба пола,Виша школа и први степен факултета,301
2013,Број,Равно,Оба пола,Виша школа и први степен факултета,180
2013,Број,Сански Мост,Оба пола,Виша школа и први степен факултета,890
2013,Број,Сапна,Оба пола,Виша школа и први степен факултета,56
2013,Број,Сребреник,Оба пола,Виша школа и први степен факултета,395
2013,Број,stari_grad_sarajevo,Оба пола,Виша школа и први степен факултета,1353
2013,Број,Столац,Оба пола,Виша школа и први степен факултета,470
2013,Број,Широки Бријег,Оба пола,Виша школа и први степен факултета,1005
2013,Број,Теочак,Оба пола,Виша школа и први степен факултета,41
2013,Број,Тешањ,Оба пола,Виша школа и први степен факултета,677
2013,Број,Томиславград,Оба пола,Виша школа и први степен факултета,988
2013,Број,Травник,Оба пола,Виша школа и први степен факултета,1068
2013,Број,Трново-ФБиХ,Оба пола,Виша школа и први степен факултета,28
2013,Број,Тузла,Оба пола,Виша школа и први степен факултета,3591
2013,Број,Усора,Оба пола,Виша школа и први степен факултета,121
2013,Број,Вареш,Оба пола,Виша школа и први степен факултета,161
2013,Број,Велика Кладуша,Оба пола,Виша школа и први степен факултета,532
2013,Број,Високо,Оба пола,Виша школа и први степен факултета,755
2013,Број,Витез,Оба пола,Виша школа и први степен факултета,614
2013,Број,vogosca,Оба пола,Виша школа и први степен факултета,644
2013,Број,Завидовићи,Оба пола,Виша школа и први степен факултета,530
2013,Број,Зеница,Оба пола,Виша школа и први степен факултета,2791
2013,Број,Жепче,Оба пола,Виша школа и први степен факултета,533
2013,Број,Живинице,Оба пола,Виша школа и први степен факултета,605
2013,Број,Бановићи,M,Виша школа и први степен факултета,106
2013,Број,Бихаћ,M,Виша школа и први степен факултета,1217
2013,Број,Босанска Крупа,M,Виша школа и први степен факултета,297
2013,Број,Босански Петровац,M,Виша школа и први степен факултета,96
2013,Број,Босанско Грахово,M,Виша школа и први степен факултета,75
2013,Број,Бреза,M,Виша школа и први степен факултета,121
2013,Број,Бугојно,M,Виша школа и први степен факултета,409
2013,Број,Бусовача,M,Виша школа и први степен факултета,165
2013,Број,Бужим,M,Виша школа и први степен факултета,173
2013,Број,Цазин,M,Виша школа и први степен факултета,607
2013,Број,centar_sarajevo,M,Виша школа и први степен факултета,1284
2013,Број,Чапљина,M,Виша школа и први степен факултета,409
2013,Број,Челић,M,Виша школа и први степен факултета,51
2013,Број,Читлук,M,Виша школа и први степен факултета,231
2013,Број,Добој-Исток,M,Виша школа и први степен факултета,70
2013,Број,Добој-Југ,M,Виша школа и први степен факултета,26
2013,Број,Добретићи,M,Виша школа и први степен факултета,5
2013,Број,Домаљевац-Шамац,M,Виша школа и први степен факултета,64
2013,Број,donji_vakuf,M,Виша школа и први степен факултета,116
2013,Број,Дрвар,M,Виша школа и први степен факултета,162
2013,Број,Фоча-ФБиХ,M,Виша школа и први степен факултета,30
2013,Број,Фојница,M,Виша школа и први степен факултета,154
2013,Број,Гламоч,M,Виша школа и први степен факултета,58
2013,Број,Горажде,M,Виша школа и први степен факултета,318
2013,Број,Горњи Вакуф-Ускопље,M,Виша школа и први степен факултета,264
2013,Број,Грачаница,M,Виша школа и први степен факултета,409
2013,Број,Градачац,M,Виша школа и први степен факултета,290
2013,Број,Груде,M,Виша школа и први степен факултета,366
2013,Број,hadzici,M,Виша школа и први степен факултета,267
2013,Број,ilidza,M,Виша школа и први степен факултета,1085
2013,Број,ilijas,M,Виша школа и први степен факултета,169
2013,Број,Јабланица,M,Виша школа и први степен факултета,142
2013,Број,Јајце,M,Виша школа и први степен факултета,241
2013,Број,Какањ,M,Виша школа и први степен факултета,335
2013,Број,Калесија,M,Виша школа и први степен факултета,170
2013,Број,Кисељак,M,Виша школа и први степен факултета,206
2013,Број,Кладањ,M,Виша школа и први степен факултета,108
2013,Број,Кључ,M,Виша школа и први степен факултета,175
2013,Број,Коњиц,M,Виша школа и први степен факултета,397
2013,Број,Крешево,M,Виша школа и први степен факултета,69
2013,Број,Купрес-ФБиХ,M,Виша школа и први степен факултета,120
2013,Број,Ливно,M,Виша школа и први степен факултета,792
2013,Број,Лукавац,M,Виша школа и први степен факултета,441
2013,Број,Љубушки,M,Виша школа и први степен факултета,416
2013,Број,Маглај,M,Виша школа и први степен факултета,233
2013,Број,Мостар,M,Виша школа и први степен факултета,2202
2013,Број,Неум,M,Виша школа и први степен факултета,89
2013,Број,novi_grad_sarajevo,M,Виша школа и први степен факултета,2238
2013,Број,Нови Травник,M,Виша школа и први степен факултета,300
2013,Број,novo_sarajevo,M,Виша школа и први степен факултета,1675
2013,Број,Оџак,M,Виша школа и први степен факултета,214
2013,Број,Олово,M,Виша школа и први степен факултета,119
2013,Број,Орашје,M,Виша школа и први степен факултета,294
2013,Број,Пале-ФБиХ,M,Виша школа и први степен факултета,4
2013,Број,Посушје,M,Виша школа и први степен факултета,351
2013,Број,Прозор,M,Виша школа и први степен факултета,148
2013,Број,Равно,M,Виша школа и први степен факултета,98
2013,Број,Сански Мост,M,Виша школа и први степен факултета,438
2013,Број,Сапна,M,Виша школа и први степен факултета,33
2013,Број,Сребреник,M,Виша школа и први степен факултета,257
2013,Број,stari_grad_sarajevo,M,Виша школа и први степен факултета,736
2013,Број,Столац,M,Виша школа и први степен факултета,259
2013,Број,Широки Бријег,M,Виша школа и први степен факултета,496
2013,Број,Теочак,M,Виша школа и први степен факултета,19
2013,Број,Тешањ,M,Виша школа и први степен факултета,390
2013,Број,Томиславград,M,Виша школа и први степен факултета,495
2013,Број,Травник,M,Виша школа и први степен факултета,621
2013,Број,Трново-ФБиХ,M,Виша школа и први степен факултета,23
2013,Број,Тузла,M,Виша школа и први степен факултета,1961
2013,Број,Усора,M,Виша школа и први степен факултета,70
2013,Број,Вареш,M,Виша школа и први степен факултета,89
2013,Број,Велика Кладуша,M,Виша школа и први степен факултета,291
2013,Број,Високо,M,Виша школа и први степен факултета,398
2013,Број,Витез,M,Виша школа и први степен факултета,369
2013,Број,vogosca,M,Виша школа и први степен факултета,398
2013,Број,Завидовићи,M,Виша школа и први степен факултета,294
2013,Број,Зеница,M,Виша школа и први степен факултета,1544
2013,Број,Жепче,M,Виша школа и први степен факултета,290
2013,Број,Живинице,M,Виша школа и први степен факултета,378
2013,Број,Бановићи,Ж,Виша школа и први степен факултета,79
2013,Број,Бихаћ,Ж,Виша школа и први степен факултета,1248
2013,Број,Босанска Крупа,Ж,Виша школа и први степен факултета,290
2013,Број,Босански Петровац,Ж,Виша школа и први степен факултета,98
2013,Број,Босанско Грахово,Ж,Виша школа и први степен факултета,38
2013,Број,Бреза,Ж,Виша школа и први степен факултета,111
2013,Број,Бугојно,Ж,Виша школа и први степен факултета,354
2013,Број,Бусовача,Ж,Виша школа и први степен факултета,115
2013,Број,Бужим,Ж,Виша школа и први степен факултета,142
2013,Број,Цазин,Ж,Виша школа и први степен факултета,561
2013,Број,centar_sarajevo,Ж,Виша школа и први степен факултета,1440
2013,Број,Чапљина,Ж,Виша школа и први степен факултета,443
2013,Број,Челић,Ж,Виша школа и први степен факултета,21
2013,Број,Читлук,Ж,Виша школа и први степен факултета,260
2013,Број,Добој-Исток,Ж,Виша школа и први степен факултета,32
2013,Број,Добој-Југ,Ж,Виша школа и први степен факултета,21
2013,Број,Добретићи,Ж,Виша школа и први степен факултета,7
2013,Број,Домаљевац-Шамац,Ж,Виша школа и први степен факултета,48
2013,Број,donji_vakuf,Ж,Виша школа и први степен факултета,141
2013,Број,Дрвар,Ж,Виша школа и први степен факултета,118
2013,Број,Фоча-ФБиХ,Ж,Виша школа и први степен факултета,13
2013,Број,Фојница,Ж,Виша школа и први степен факултета,81
2013,Број,Гламоч,Ж,Виша школа и први степен факултета,36
2013,Број,Горажде,Ж,Виша школа и први степен факултета,150
2013,Број,Горњи Вакуф-Ускопље,Ж,Виша школа и први степен факултета,216
2013,Број,Грачаница,Ж,Виша школа и први степен факултета,267
2013,Број,Градачац,Ж,Виша школа и први степен факултета,222
2013,Број,Груде,Ж,Виша школа и први степен факултета,375
2013,Број,hadzici,Ж,Виша школа и први степен факултета,139
2013,Број,ilidza,Ж,Виша школа и први степен факултета,811
2013,Број,ilijas,Ж,Виша школа и први степен факултета,113
2013,Број,Јабланица,Ж,Виша школа и први степен факултета,94
2013,Број,Јајце,Ж,Виша школа и први степен факултета,281
2013,Број,Какањ,Ж,Виша школа и први степен факултета,267
2013,Број,Калесија,Ж,Виша школа и први степен факултета,101
2013,Број,Кисељак,Ж,Виша школа и први степен факултета,143
2013,Број,Кладањ,Ж,Виша школа и први степен факултета,66
2013,Број,Кључ,Ж,Виша школа и први степен факултета,169
2013,Број,Коњиц,Ж,Виша школа и први степен факултета,266
2013,Број,Крешево,Ж,Виша школа и први степен факултета,50
2013,Број,Купрес-ФБиХ,Ж,Виша школа и први степен факултета,100
2013,Број,Ливно,Ж,Виша школа и први степен факултета,665
2013,Број,Лукавац,Ж,Виша школа и први степен факултета,249
2013,Број,Љубушки,Ж,Виша школа и први степен факултета,475
2013,Број,Маглај,Ж,Виша школа и први степен факултета,184
2013,Број,Мостар,Ж,Виша школа и први степен факултета,2220
2013,Број,Неум,Ж,Виша школа и први степен факултета,68
2013,Број,novi_grad_sarajevo,Ж,Виша школа и први степен факултета,1846
2013,Број,Нови Травник,Ж,Виша школа и први степен факултета,220
2013,Број,novo_sarajevo,Ж,Виша школа и први степен факултета,1624
2013,Број,Оџак,Ж,Виша школа и први степен факултета,150
2013,Број,Олово,Ж,Виша школа и први степен факултета,65
2013,Број,Орашје,Ж,Виша школа и први степен факултета,231
2013,Број,Пале-ФБиХ,Ж,Виша школа и први степен факултета,3
2013,Број,Посушје,Ж,Виша школа и први степен факултета,439
2013,Број,Прозор,Ж,Виша школа и први степен факултета,153
2013,Број,Равно,Ж,Виша школа и први степен факултета,82
2013,Број,Сански Мост,Ж,Виша школа и први степен факултета,452
2013,Број,Сапна,Ж,Виша школа и први степен факултета,23
2013,Број,Сребреник,Ж,Виша школа и први степен факултета,138
2013,Број,stari_grad_sarajevo,Ж,Виша школа и први степен факултета,617
2013,Број,Столац,Ж,Виша школа и први степен факултета,211
2013,Број,Широки Бријег,Ж,Виша школа и први степен факултета,509
2013,Број,Теочак,Ж,Виша школа и први степен факултета,22
2013,Број,Тешањ,Ж,Виша школа и први степен факултета,287
2013,Број,Томиславград,Ж,Виша школа и први степен факултета,493
2013,Број,Травник,Ж,Виша школа и први степен факултета,447
2013,Број,Трново-ФБиХ,Ж,Виша школа и први степен факултета,5
2013,Број,Тузла,Ж,Виша школа и први степен факултета,1630
2013,Број,Усора,Ж,Виша школа и први степен факултета,51
2013,Број,Вареш,Ж,Виша школа и први степен факултета,72
2013,Број,Велика Кладуша,Ж,Виша школа и први степен факултета,241
2013,Број,Високо,Ж,Виша школа и први степен факултета,357
2013,Број,Витез,Ж,Виша школа и први степен факултета,245
2013,Број,vogosca,Ж,Виша школа и први степен факултета,246
2013,Број,Завидовићи,Ж,Виша школа и први степен факултета,236
2013,Број,Зеница,Ж,Виша школа и први степен факултета,1247
2013,Број,Жепче,Ж,Виша школа и први степен факултета,243
2013,Број,Живинице,Ж,Виша школа и први степен факултета,227
2013,Број,Бановићи,Оба пола,Висока школа / факултет / академија / универзитет,1276
2013,Број,Бихаћ,Оба пола,Висока школа / факултет / академија / универзитет,5359
2013,Број,Босанска Крупа,Оба пола,Висока школа / факултет / академија / универзитет,1193
2013,Број,Босански Петровац,Оба пола,Висока школа / факултет / академија / универзитет,352
2013,Број,Босанско Грахово,Оба пола,Висока школа / факултет / академија / универзитет,143
2013,Број,Бреза,Оба пола,Висока школа / факултет / академија / универзитет,959
2013,Број,Бугојно,Оба пола,Висока школа / факултет / академија / универзитет,1816
2013,Број,Бусовача,Оба пола,Висока школа / факултет / академија / универзитет,798
2013,Број,Бужим,Оба пола,Висока школа / факултет / академија / универзитет,607
2013,Број,Цазин,Оба пола,Висока школа / факултет / академија / универзитет,2404
2013,Број,centar_sarajevo,Оба пола,Висока школа / факултет / академија / универзитет,15300
2013,Број,Чапљина,Оба пола,Висока школа / факултет / академија / универзитет,2237
2013,Број,Челић,Оба пола,Висока школа / факултет / академија / универзитет,285
2013,Број,Читлук,Оба пола,Висока школа / факултет / академија / универзитет,1820
2013,Број,Добој-Исток,Оба пола,Висока школа / факултет / академија / универзитет,442
2013,Број,Добој-Југ,Оба пола,Висока школа / факултет / академија / универзитет,171
2013,Број,Добретићи,Оба пола,Висока школа / факултет / академија / универзитет,50
2013,Број,Домаљевац-Шамац,Оба пола,Висока школа / факултет / академија / универзитет,289
2013,Број,donji_vakuf,Оба пола,Висока школа / факултет / академија / универзитет,522
2013,Број,Дрвар,Оба пола,Висока школа / факултет / академија / универзитет,363
2013,Број,Фоча-ФБиХ,Оба пола,Висока школа / факултет / академија / универзитет,77
2013,Број,Фојница,Оба пола,Висока школа / факултет / академија / универзитет,885
2013,Број,Гламоч,Оба пола,Висока школа / факултет / академија / универзитет,210
2013,Број,Горажде,Оба пола,Висока школа / факултет / академија / универзитет,1727
2013,Број,Горњи Вакуф-Ускопље,Оба пола,Висока школа / факултет / академија / универзитет,1050
2013,Број,Грачаница,Оба пола,Висока школа / факултет / академија / универзитет,2110
2013,Број,Градачац,Оба пола,Висока школа / факултет / академија / универзитет,1556
2013,Број,Груде,Оба пола,Висока школа / факултет / академија / универзитет,1738
2013,Број,hadzici,Оба пола,Висока школа / факултет / академија / универзитет,1307
2013,Број,ilidza,Оба пола,Висока школа / факултет / академија / универзитет,7309
2013,Број,ilijas,Оба пола,Висока школа / факултет / академија / универзитет,1041
2013,Број,Јабланица,Оба пола,Висока школа / факултет / академија / универзитет,669
2013,Број,Јајце,Оба пола,Висока школа / факултет / академија / универзитет,1249
2013,Број,Какањ,Оба пола,Висока школа / факултет / академија / универзитет,1861
2013,Број,Калесија,Оба пола,Висока школа / факултет / академија / универзитет,1178
2013,Број,Кисељак,Оба пола,Висока школа / факултет / академија / универзитет,1140
2013,Број,Кладањ,Оба пола,Висока школа / факултет / академија / универзитет,615
2013,Број,Кључ,Оба пола,Висока школа / факултет / академија / универзитет,695
2013,Број,Коњиц,Оба пола,Висока школа / факултет / академија / универзитет,1710
2013,Број,Крешево,Оба пола,Висока школа / факултет / академија / универзитет,309
2013,Број,Купрес-ФБиХ,Оба пола,Висока школа / факултет / академија / универзитет,625
2013,Број,Ливно,Оба пола,Висока школа / факултет / академија / универзитет,3460
2013,Број,Лукавац,Оба пола,Висока школа / факултет / академија / универзитет,2326
2013,Број,Љубушки,Оба пола,Висока школа / факултет / академија / универзитет,2948
2013,Број,Маглај,Оба пола,Висока школа / факултет / академија / универзитет,1097
2013,Број,Мостар,Оба пола,Висока школа / факултет / академија / универзитет,14199
2013,Број,Неум,Оба пола,Висока школа / факултет / академија / универзитет,532
2013,Број,novi_grad_sarajevo,Оба пола,Висока школа / факултет / академија / универзитет,16824
2013,Број,Нови Травник,Оба пола,Висока школа / факултет / академија / универзитет,1330
2013,Број,novo_sarajevo,Оба пола,Висока школа / факултет / академија / универзитет,16145
