Year,UNIT_MEASURE,Value
2007,Број,15.0
2008,Број,11.0
2009,Број,14.9
2010,Број,12.6
2011,Број,10.3
2012,Број,14.8
2013,Број,8.4
2014,Број,14.4
2015,Број,13.4
2016,Број,19.1
2017,Број,10.3
