Year,UNIT_MEASURE,Административна јединица,Пол,Value
1998,Број,Федерација Босне и Херцеговине,Оба пола,483426.0
1998,Број,Унско-сански кантон,Оба пола,19062.0
1998,Број,ПОсавски кантон,Оба пола,400.0
1998,Број,Тузлански кантон,Оба пола,52338.0
1998,Број,Зеничко-добојски кантон,Оба пола,166900.0
1998,Број,Босанско-подрињски кантон,Оба пола,
1998,Број,Средњобосански кантон,Оба пола,19686.0
1998,Број,Херцеговачко-неретвански кантон,Оба пола,18032.0
1998,Број,Западнохерцеговчки кантон,Оба пола,
1998,Број,Кантон Сарајево,Оба пола,205599.0
1998,Број,Кантон 10,Оба пола,1409.0
1998,Број,Федерација Босне и Херцеговине,M,256508.0
1998,Број,Унско-сански кантон,M,8518.0
1998,Број,ПОсавски кантон,M,167.0
1998,Број,Тузлански кантон,M,25383.0
1998,Број,Зеничко-добојски кантон,M,93367.0
1998,Број,Босанско-подрињски кантон,M,
1998,Број,Средњобосански кантон,M,8634.0
1998,Број,Херцеговачко-неретвански кантон,M,7469.0
1998,Број,Западнохерцеговчки кантон,M,
1998,Број,Кантон Сарајево,M,112504.0
1998,Број,Кантон 10,M,466.0
1998,Број,Федерација Босне и Херцеговине,Ж,226918.0
1998,Број,Унско-сански кантон,Ж,10544.0
1998,Број,ПОсавски кантон,Ж,233.0
1998,Број,Тузлански кантон,Ж,26955.0
1998,Број,Зеничко-добојски кантон,Ж,73533.0
1998,Број,Босанско-подрињски кантон,Ж,
1998,Број,Средњобосански кантон,Ж,11052.0
1998,Број,Херцеговачко-неретвански кантон,Ж,10563.0
1998,Број,Западнохерцеговчки кантон,Ж,
1998,Број,Кантон Сарајево,Ж,93095.0
1998,Број,Кантон 10,Ж,943.0
1999,Број,Федерација Босне и Херцеговине,Оба пола,316644.0
1999,Број,Унско-сански кантон,Оба пола,8787.0
1999,Број,ПОсавски кантон,Оба пола,911.0
1999,Број,Тузлански кантон,Оба пола,49938.0
1999,Број,Зеничко-добојски кантон,Оба пола,122126.0
1999,Број,Босанско-подрињски кантон,Оба пола,
1999,Број,Средњобосански кантон,Оба пола,25288.0
1999,Број,Херцеговачко-неретвански кантон,Оба пола,33768.0
1999,Број,Западнохерцеговчки кантон,Оба пола,1198.0
1999,Број,Кантон Сарајево,Оба пола,71624.0
1999,Број,Кантон 10,Оба пола,3004.0
1999,Број,Федерација Босне и Херцеговине,M,158297.0
1999,Број,Унско-сански кантон,M,4056.0
1999,Број,ПОсавски кантон,M,459.0
1999,Број,Тузлански кантон,M,24031.0
1999,Број,Зеничко-добојски кантон,M,52694.0
1999,Број,Босанско-подрињски кантон,M,
1999,Број,Средњобосански кантон,M,11153.0
1999,Број,Херцеговачко-неретвански кантон,M,18834.0
1999,Број,Западнохерцеговчки кантон,M,830.0
1999,Број,Кантон Сарајево,M,45340.0
1999,Број,Кантон 10,M,901.0
1999,Број,Федерација Босне и Херцеговине,Ж,158347.0
1999,Број,Унско-сански кантон,Ж,4731.0
1999,Број,ПОсавски кантон,Ж,452.0
1999,Број,Тузлански кантон,Ж,25907.0
1999,Број,Зеничко-добојски кантон,Ж,69432.0
1999,Број,Босанско-подрињски кантон,Ж,
1999,Број,Средњобосански кантон,Ж,14135.0
1999,Број,Херцеговачко-неретвански кантон,Ж,14934.0
1999,Број,Западнохерцеговчки кантон,Ж,368.0
1999,Број,Кантон Сарајево,Ж,26284.0
1999,Број,Кантон 10,Ж,2103.0
2000,Број,Федерација Босне и Херцеговине,Оба пола,283785.0
2000,Број,Унско-сански кантон,Оба пола,11514.0
2000,Број,ПОсавски кантон,Оба пола,1759.0
2000,Број,Тузлански кантон,Оба пола,51918.0
2000,Број,Зеничко-добојски кантон,Оба пола,84090.0
2000,Број,Босанско-подрињски кантон,Оба пола,
2000,Број,Средњобосански кантон,Оба пола,28632.0
2000,Број,Херцеговачко-неретвански кантон,Оба пола,25754.0
2000,Број,Западнохерцеговчки кантон,Оба пола,1198.0
2000,Број,Кантон Сарајево,Оба пола,76363.0
2000,Број,Кантон 10,Оба пола,2557.0
2000,Број,Федерација Босне и Херцеговине,M,150741.0
2000,Број,Унско-сански кантон,M,3628.0
2000,Број,ПОсавски кантон,M,900.0
2000,Број,Тузлански кантон,M,25809.0
2000,Број,Зеничко-добојски кантон,M,45290.0
2000,Број,Босанско-подрињски кантон,M,
2000,Број,Средњобосански кантон,M,11909.0
2000,Број,Херцеговачко-неретвански кантон,M,10760.0
2000,Број,Западнохерцеговчки кантон,M,830.0
2000,Број,Кантон Сарајево,M,50388.0
2000,Број,Кантон 10,M,1227.0
2000,Број,Федерација Босне и Херцеговине,Ж,133044.0
2000,Број,Унско-сански кантон,Ж,7886.0
2000,Број,ПОсавски кантон,Ж,859.0
2000,Број,Тузлански кантон,Ж,26109.0
2000,Број,Зеничко-добојски кантон,Ж,38800.0
2000,Број,Босанско-подрињски кантон,Ж,
2000,Број,Средњобосански кантон,Ж,16723.0
2000,Број,Херцеговачко-неретвански кантон,Ж,14994.0
2000,Број,Западнохерцеговчки кантон,Ж,368.0
2000,Број,Кантон Сарајево,Ж,25975.0
2000,Број,Кантон 10,Ж,1330.0
2001,Број,Федерација Босне и Херцеговине,Оба пола,290612.0
2001,Број,Унско-сански кантон,Оба пола,11912.0
2001,Број,ПОсавски кантон,Оба пола,1156.0
2001,Број,Тузлански кантон,Оба пола,28365.0
2001,Број,Зеничко-добојски кантон,Оба пола,94505.0
2001,Број,Босанско-подрињски кантон,Оба пола,
2001,Број,Средњобосански кантон,Оба пола,21221.0
2001,Број,Херцеговачко-неретвански кантон,Оба пола,27091.0
2001,Број,Западнохерцеговчки кантон,Оба пола,627.0
2001,Број,Кантон Сарајево,Оба пола,103226.0
2001,Број,Кантон 10,Оба пола,2509.0
2001,Број,Федерација Босне и Херцеговине,M,174528.0
2001,Број,Унско-сански кантон,M,6205.0
2001,Број,ПОсавски кантон,M,481.0
2001,Број,Тузлански кантон,M,11941.0
2001,Број,Зеничко-добојски кантон,M,51720.0
2001,Број,Босанско-подрињски кантон,M,
2001,Број,Средњобосански кантон,M,9183.0
2001,Број,Херцеговачко-неретвански кантон,M,12154.0
2001,Број,Западнохерцеговчки кантон,M,304.0
2001,Број,Кантон Сарајево,M,81369.0
2001,Број,Кантон 10,M,1171.0
2001,Број,Федерација Босне и Херцеговине,Ж,116084.0
2001,Број,Унско-сански кантон,Ж,5707.0
2001,Број,ПОсавски кантон,Ж,675.0
2001,Број,Тузлански кантон,Ж,16424.0
2001,Број,Зеничко-добојски кантон,Ж,42785.0
2001,Број,Босанско-подрињски кантон,Ж,
2001,Број,Средњобосански кантон,Ж,12038.0
2001,Број,Херцеговачко-неретвански кантон,Ж,14937.0
2001,Број,Западнохерцеговчки кантон,Ж,323.0
2001,Број,Кантон Сарајево,Ж,21857.0
2001,Број,Кантон 10,Ж,1338.0
2002,Број,Федерација Босне и Херцеговине,Оба пола,278769.0
2002,Број,Унско-сански кантон,Оба пола,13413.0
2002,Број,ПОсавски кантон,Оба пола,445.0
2002,Број,Тузлански кантон,Оба пола,27426.0
2002,Број,Зеничко-добојски кантон,Оба пола,90861.0
2002,Број,Босанско-подрињски кантон,Оба пола,
2002,Број,Средњобосански кантон,Оба пола,25509.0
2002,Број,Херцеговачко-неретвански кантон,Оба пола,33238.0
2002,Број,Западнохерцеговчки кантон,Оба пола,1435.0
2002,Број,Кантон Сарајево,Оба пола,84101.0
2002,Број,Кантон 10,Оба пола,2341.0
2002,Број,Федерација Босне и Херцеговине,M,149039.0
2002,Број,Унско-сански кантон,M,6158.0
2002,Број,ПОсавски кантон,M,209.0
2002,Број,Тузлански кантон,M,11177.0
2002,Број,Зеничко-добојски кантон,M,47241.0
2002,Број,Босанско-подрињски кантон,M,
2002,Број,Средњобосански кантон,M,12470.0
2002,Број,Херцеговачко-неретвански кантон,M,14442.0
2002,Број,Западнохерцеговчки кантон,M,799.0
2002,Број,Кантон Сарајево,M,55462.0
2002,Број,Кантон 10,M,1081.0
2002,Број,Федерација Босне и Херцеговине,Ж,129730.0
2002,Број,Унско-сански кантон,Ж,7255.0
2002,Број,ПОсавски кантон,Ж,236.0
2002,Број,Тузлански кантон,Ж,16249.0
2002,Број,Зеничко-добојски кантон,Ж,43620.0
2002,Број,Босанско-подрињски кантон,Ж,
2002,Број,Средњобосански кантон,Ж,13039.0
2002,Број,Херцеговачко-неретвански кантон,Ж,18796.0
2002,Број,Западнохерцеговчки кантон,Ж,636.0
2002,Број,Кантон Сарајево,Ж,28639.0
2002,Број,Кантон 10,Ж,1260.0
2003,Број,Федерација Босне и Херцеговине,Оба пола,289167.0
2003,Број,Унско-сански кантон,Оба пола,31374.0
2003,Број,ПОсавски кантон,Оба пола,63.0
2003,Број,Тузлански кантон,Оба пола,28411.0
2003,Број,Зеничко-добојски кантон,Оба пола,94539.0
2003,Број,Босанско-подрињски кантон,Оба пола,
2003,Број,Средњобосански кантон,Оба пола,17320.0
2003,Број,Херцеговачко-неретвански кантон,Оба пола,31978.0
2003,Број,Западнохерцеговчки кантон,Оба пола,1733.0
2003,Број,Кантон Сарајево,Оба пола,81448.0
2003,Број,Кантон 10,Оба пола,2301.0
2003,Број,Федерација Босне и Херцеговине,M,156012.0
2003,Број,Унско-сански кантон,M,21833.0
2003,Број,ПОсавски кантон,M,26.0
2003,Број,Тузлански кантон,M,11375.0
2003,Број,Зеничко-добојски кантон,M,49827.0
2003,Број,Босанско-подрињски кантон,M,
2003,Број,Средњобосански кантон,M,8597.0
2003,Број,Херцеговачко-неретвански кантон,M,14707.0
2003,Број,Западнохерцеговчки кантон,M,1020.0
2003,Број,Кантон Сарајево,M,47683.0
2003,Број,Кантон 10,M,944.0
2003,Број,Федерација Босне и Херцеговине,Ж,133155.0
