Year,UNIT_MEASURE,Административна јединица,Пол,Value
2003,Број,Унско-сански кантон,Ж,9541.0
2003,Број,ПОсавски кантон,Ж,37.0
2003,Број,Тузлански кантон,Ж,17036.0
2003,Број,Зеничко-добојски кантон,Ж,44712.0
2003,Број,Босанско-подрињски кантон,Ж,
2003,Број,Средњобосански кантон,Ж,8723.0
2003,Број,Херцеговачко-неретвански кантон,Ж,17271.0
2003,Број,Западнохерцеговчки кантон,Ж,713.0
2003,Број,Кантон Сарајево,Ж,33765.0
2003,Број,Кантон 10,Ж,1357.0
2004,Број,Федерација Босне и Херцеговине,Оба пола,270507.0
2004,Број,Унско-сански кантон,Оба пола,15996.0
2004,Број,ПОсавски кантон,Оба пола,94.0
2004,Број,Тузлански кантон,Оба пола,29152.0
2004,Број,Зеничко-добојски кантон,Оба пола,86461.0
2004,Број,Босанско-подрињски кантон,Оба пола,
2004,Број,Средњобосански кантон,Оба пола,15487.0
2004,Број,Херцеговачко-неретвански кантон,Оба пола,26784.0
2004,Број,Западнохерцеговчки кантон,Оба пола,1826.0
2004,Број,Кантон Сарајево,Оба пола,92390.0
2004,Број,Кантон 10,Оба пола,2317.0
2004,Број,Федерација Босне и Херцеговине,M,140214.0
2004,Број,Унско-сански кантон,M,4970.0
2004,Број,ПОсавски кантон,M,35.0
2004,Број,Тузлански кантон,M,13090.0
2004,Број,Зеничко-добојски кантон,M,43327.0
2004,Број,Босанско-подрињски кантон,M,
2004,Број,Средњобосански кантон,M,7645.0
2004,Број,Херцеговачко-неретвански кантон,M,13121.0
2004,Број,Западнохерцеговчки кантон,M,1053.0
2004,Број,Кантон Сарајево,M,56016.0
2004,Број,Кантон 10,M,957.0
2004,Број,Федерација Босне и Херцеговине,Ж,130293.0
2004,Број,Унско-сански кантон,Ж,11026.0
2004,Број,ПОсавски кантон,Ж,59.0
2004,Број,Тузлански кантон,Ж,16062.0
2004,Број,Зеничко-добојски кантон,Ж,43134.0
2004,Број,Босанско-подрињски кантон,Ж,
2004,Број,Средњобосански кантон,Ж,7842.0
2004,Број,Херцеговачко-неретвански кантон,Ж,13663.0
2004,Број,Западнохерцеговчки кантон,Ж,773.0
2004,Број,Кантон Сарајево,Ж,36374.0
2004,Број,Кантон 10,Ж,1360.0
2005,Број,Федерација Босне и Херцеговине,Оба пола,249848.0
2005,Број,Унско-сански кантон,Оба пола,17657.0
2005,Број,ПОсавски кантон,Оба пола,120.0
2005,Број,Тузлански кантон,Оба пола,31339.0
2005,Број,Зеничко-добојски кантон,Оба пола,71895.0
2005,Број,Босанско-подрињски кантон,Оба пола,
2005,Број,Средњобосански кантон,Оба пола,16422.0
2005,Број,Херцеговачко-неретвански кантон,Оба пола,19460.0
2005,Број,Западнохерцеговчки кантон,Оба пола,1894.0
2005,Број,Кантон Сарајево,Оба пола,88769.0
2005,Број,Кантон 10,Оба пола,2292.0
2005,Број,Федерација Босне и Херцеговине,M,126173.0
2005,Број,Унско-сански кантон,M,5530.0
2005,Број,ПОсавски кантон,M,51.0
2005,Број,Тузлански кантон,M,13199.0
2005,Број,Зеничко-добојски кантон,M,36270.0
2005,Број,Босанско-подрињски кантон,M,
2005,Број,Средњобосански кантон,M,7964.0
2005,Број,Херцеговачко-неретвански кантон,M,8200.0
2005,Број,Западнохерцеговчки кантон,M,1097.0
2005,Број,Кантон Сарајево,M,52885.0
2005,Број,Кантон 10,M,977.0
2005,Број,Федерација Босне и Херцеговине,Ж,123675.0
2005,Број,Унско-сански кантон,Ж,12127.0
2005,Број,ПОсавски кантон,Ж,69.0
2005,Број,Тузлански кантон,Ж,18140.0
2005,Број,Зеничко-добојски кантон,Ж,35625.0
2005,Број,Босанско-подрињски кантон,Ж,
2005,Број,Средњобосански кантон,Ж,8458.0
2005,Број,Херцеговачко-неретвански кантон,Ж,11260.0
2005,Број,Западнохерцеговчки кантон,Ж,797.0
2005,Број,Кантон Сарајево,Ж,35884.0
2005,Број,Кантон 10,Ж,1315.0
2006,Број,Федерација Босне и Херцеговине,Оба пола,333918.0
2006,Број,Унско-сански кантон,Оба пола,21373.0
2006,Број,ПОсавски кантон,Оба пола,136.0
2006,Број,Тузлански кантон,Оба пола,48970.0
2006,Број,Зеничко-добојски кантон,Оба пола,100693.0
2006,Број,Босанско-подрињски кантон,Оба пола,
2006,Број,Средњобосански кантон,Оба пола,18658.0
2006,Број,Херцеговачко-неретвански кантон,Оба пола,21145.0
2006,Број,Западнохерцеговчки кантон,Оба пола,2345.0
2006,Број,Кантон Сарајево,Оба пола,117743.0
2006,Број,Кантон 10,Оба пола,2855.0
2006,Број,Федерација Босне и Херцеговине,M,188431.0
2006,Број,Унско-сански кантон,M,8672.0
2006,Број,ПОсавски кантон,M,136.0
2006,Број,Тузлански кантон,M,26081.0
2006,Број,Зеничко-добојски кантон,M,57897.0
2006,Број,Босанско-подрињски кантон,M,
2006,Број,Средњобосански кантон,M,8419.0
2006,Број,Херцеговачко-неретвански кантон,M,10559.0
2006,Број,Западнохерцеговчки кантон,M,1460.0
2006,Број,Кантон Сарајево,M,73991.0
2006,Број,Кантон 10,M,1219.0
2006,Број,Федерација Босне и Херцеговине,Ж,145487.0
2006,Број,Унско-сански кантон,Ж,12701.0
2006,Број,ПОсавски кантон,Ж,0.0
2006,Број,Тузлански кантон,Ж,22889.0
2006,Број,Зеничко-добојски кантон,Ж,42796.0
2006,Број,Босанско-подрињски кантон,Ж,
2006,Број,Средњобосански кантон,Ж,10239.0
2006,Број,Херцеговачко-неретвански кантон,Ж,10586.0
2006,Број,Западнохерцеговчки кантон,Ж,885.0
2006,Број,Кантон Сарајево,Ж,43752.0
2006,Број,Кантон 10,Ж,1636.0
2007,Број,Федерација Босне и Херцеговине,Оба пола,334660.0
2007,Број,Унско-сански кантон,Оба пола,17226.0
2007,Број,ПОсавски кантон,Оба пола,1287.0
2007,Број,Тузлански кантон,Оба пола,46851.0
2007,Број,Зеничко-добојски кантон,Оба пола,77762.0
2007,Број,Босанско-подрињски кантон,Оба пола,
2007,Број,Средњобосански кантон,Оба пола,19464.0
2007,Број,Херцеговачко-неретвански кантон,Оба пола,21708.0
2007,Број,Западнохерцеговчки кантон,Оба пола,2560.0
2007,Број,Кантон Сарајево,Оба пола,144940.0
2007,Број,Кантон 10,Оба пола,2862.0
2007,Број,Федерација Босне и Херцеговине,M,183592.0
2007,Број,Унско-сански кантон,M,7586.0
2007,Број,ПОсавски кантон,M,481.0
2007,Број,Тузлански кантон,M,21048.0
2007,Број,Зеничко-добојски кантон,M,39940.0
2007,Број,Босанско-подрињски кантон,M,
2007,Број,Средњобосански кантон,M,8681.0
2007,Број,Херцеговачко-неретвански кантон,M,9489.0
2007,Број,Западнохерцеговчки кантон,M,1579.0
2007,Број,Кантон Сарајево,M,93705.0
2007,Број,Кантон 10,M,1083.0
2007,Број,Федерација Босне и Херцеговине,Ж,151068.0
2007,Број,Унско-сански кантон,Ж,9640.0
2007,Број,ПОсавски кантон,Ж,806.0
2007,Број,Тузлански кантон,Ж,25803.0
2007,Број,Зеничко-добојски кантон,Ж,37822.0
2007,Број,Босанско-подрињски кантон,Ж,
2007,Број,Средњобосански кантон,Ж,10783.0
2007,Број,Херцеговачко-неретвански кантон,Ж,12219.0
2007,Број,Западнохерцеговчки кантон,Ж,981.0
2007,Број,Кантон Сарајево,Ж,51235.0
2007,Број,Кантон 10,Ж,1779.0
2008,Број,Федерација Босне и Херцеговине,Оба пола,340152.0
2008,Број,Унско-сански кантон,Оба пола,17453.0
2008,Број,ПОсавски кантон,Оба пола,892.0
2008,Број,Тузлански кантон,Оба пола,55890.0
2008,Број,Зеничко-добојски кантон,Оба пола,70513.0
2008,Број,Босанско-подрињски кантон,Оба пола,
2008,Број,Средњобосански кантон,Оба пола,22556.0
2008,Број,Херцеговачко-неретвански кантон,Оба пола,15078.0
2008,Број,Западнохерцеговчки кантон,Оба пола,2765.0
2008,Број,Кантон Сарајево,Оба пола,152336.0
2008,Број,Кантон 10,Оба пола,2669.0
2008,Број,Федерација Босне и Херцеговине,M,182103.0
2008,Број,Унско-сански кантон,M,8106.0
2008,Број,ПОсавски кантон,M,371.0
2008,Број,Тузлански кантон,M,23290.0
2008,Број,Зеничко-добојски кантон,M,35712.0
2008,Број,Босанско-подрињски кантон,M,
2008,Број,Средњобосански кантон,M,9089.0
2008,Број,Херцеговачко-неретвански кантон,M,6274.0
2008,Број,Западнохерцеговчки кантон,M,1620.0
2008,Број,Кантон Сарајево,M,96671.0
2008,Број,Кантон 10,M,970.0
2008,Број,Федерација Босне и Херцеговине,Ж,158049.0
2008,Број,Унско-сански кантон,Ж,9347.0
2008,Број,ПОсавски кантон,Ж,521.0
2008,Број,Тузлански кантон,Ж,32600.0
2008,Број,Зеничко-добојски кантон,Ж,34801.0
2008,Број,Босанско-подрињски кантон,Ж,
2008,Број,Средњобосански кантон,Ж,13467.0
2008,Број,Херцеговачко-неретвански кантон,Ж,8804.0
2008,Број,Западнохерцеговчки кантон,Ж,1145.0
2008,Број,Кантон Сарајево,Ж,55665.0
2008,Број,Кантон 10,Ж,1699.0
2009,Број,Федерација Босне и Херцеговине,Оба пола,403628.0
2009,Број,Унско-сански кантон,Оба пола,20080.0
2009,Број,ПОсавски кантон,Оба пола,538.0
2009,Број,Тузлански кантон,Оба пола,68873.0
2009,Број,Зеничко-добојски кантон,Оба пола,83298.0
2009,Број,Босанско-подрињски кантон,Оба пола,
2009,Број,Средњобосански кантон,Оба пола,22343.0
2009,Број,Херцеговачко-неретвански кантон,Оба пола,14039.0
2009,Број,Западнохерцеговчки кантон,Оба пола,2897.0
2009,Број,Кантон Сарајево,Оба пола,188504.0
2009,Број,Кантон 10,Оба пола,3056.0
2009,Број,Федерација Босне и Херцеговине,M,198035.0
2009,Број,Унско-сански кантон,M,7518.0
2009,Број,ПОсавски кантон,M,210.0
2009,Број,Тузлански кантон,M,32281.0
2009,Број,Зеничко-добојски кантон,M,41961.0
2009,Број,Босанско-подрињски кантон,M,
2009,Број,Средњобосански кантон,M,9826.0
2009,Број,Херцеговачко-неретвански кантон,M,5819.0
2009,Број,Западнохерцеговчки кантон,M,1511.0
2009,Број,Кантон Сарајево,M,97779.0
2009,Број,Кантон 10,M,1130.0
2009,Број,Федерација Босне и Херцеговине,Ж,205593.0
2009,Број,Унско-сански кантон,Ж,12562.0
2009,Број,ПОсавски кантон,Ж,328.0
2009,Број,Тузлански кантон,Ж,36592.0
2009,Број,Зеничко-добојски кантон,Ж,41337.0
2009,Број,Босанско-подрињски кантон,Ж,
2009,Број,Средњобосански кантон,Ж,12517.0
2009,Број,Херцеговачко-неретвански кантон,Ж,8220.0
2009,Број,Западнохерцеговчки кантон,Ж,1386.0
2009,Број,Кантон Сарајево,Ж,90725.0
2009,Број,Кантон 10,Ж,1926.0
2010,Број,Федерација Босне и Херцеговине,Оба пола,368808.0
2010,Број,Унско-сански кантон,Оба пола,19595.0
2010,Број,ПОсавски кантон,Оба пола,830.0
2010,Број,Тузлански кантон,Оба пола,68396.0
2010,Број,Зеничко-добојски кантон,Оба пола,76610.0
2010,Број,Босанско-подрињски кантон,Оба пола,
2010,Број,Средњобосански кантон,Оба пола,17177.0
2010,Број,Херцеговачко-неретвански кантон,Оба пола,14923.0
2010,Број,Западнохерцеговчки кантон,Оба пола,3684.0
2010,Број,Кантон Сарајево,Оба пола,164918.0
2010,Број,Кантон 10,Оба пола,2675.0
2010,Број,Федерација Босне и Херцеговине,M,174999.0
2010,Број,Унско-сански кантон,M,7579.0
2010,Број,ПОсавски кантон,M,295.0
2010,Број,Тузлански кантон,M,29285.0
2010,Број,Зеничко-добојски кантон,M,35188.0
2010,Број,Босанско-подрињски кантон,M,
2010,Број,Средњобосански кантон,M,7780.0
2010,Број,Херцеговачко-неретвански кантон,M,3427.0
2010,Број,Западнохерцеговчки кантон,M,2148.0
2010,Број,Кантон Сарајево,M,88379.0
2010,Број,Кантон 10,M,918.0
2010,Број,Федерација Босне и Херцеговине,Ж,193809.0
2010,Број,Унско-сански кантон,Ж,12016.0
2010,Број,ПОсавски кантон,Ж,535.0
2010,Број,Тузлански кантон,Ж,39111.0
2010,Број,Зеничко-добојски кантон,Ж,41422.0
2010,Број,Босанско-подрињски кантон,Ж,
2010,Број,Средњобосански кантон,Ж,9397.0
2010,Број,Херцеговачко-неретвански кантон,Ж,11496.0
2010,Број,Западнохерцеговчки кантон,Ж,1536.0
2010,Број,Кантон Сарајево,Ж,76539.0
2010,Број,Кантон 10,Ж,1757.0
2011,Број,Федерација Босне и Херцеговине,Оба пола,344976.0
2011,Број,Унско-сански кантон,Оба пола,21212.0
2011,Број,ПОсавски кантон,Оба пола,228.0
2011,Број,Тузлански кантон,Оба пола,79042.0
2011,Број,Зеничко-добојски кантон,Оба пола,73550.0
2011,Број,Босанско-подрињски кантон,Оба пола,
2011,Број,Средњобосански кантон,Оба пола,11560.0
2011,Број,Херцеговачко-неретвански кантон,Оба пола,15304.0
2011,Број,Западнохерцеговчки кантон,Оба пола,3174.0
2011,Број,Кантон Сарајево,Оба пола,137012.0
2011,Број,Кантон 10,Оба пола,3894.0
2011,Број,Федерација Босне и Херцеговине,M,162768.0
2011,Број,Унско-сански кантон,M,8760.0
2011,Број,ПОсавски кантон,M,93.0
2011,Број,Тузлански кантон,M,31106.0
2011,Број,Зеничко-добојски кантон,M,35157.0
2011,Број,Босанско-подрињски кантон,M,
2011,Број,Средњобосански кантон,M,5787.0
2011,Број,Херцеговачко-неретвански кантон,M,6800.0
2011,Број,Западнохерцеговчки кантон,M,1583.0
2011,Број,Кантон Сарајево,M,71509.0
2011,Број,Кантон 10,M,1973.0
2011,Број,Федерација Босне и Херцеговине,Ж,182208.0
2011,Број,Унско-сански кантон,Ж,12452.0
2011,Број,ПОсавски кантон,Ж,135.0
2011,Број,Тузлански кантон,Ж,47936.0
2011,Број,Зеничко-добојски кантон,Ж,38393.0
2011,Број,Босанско-подрињски кантон,Ж,
2011,Број,Средњобосански кантон,Ж,5773.0
2011,Број,Херцеговачко-неретвански кантон,Ж,8504.0
2011,Број,Западнохерцеговчки кантон,Ж,1591.0
2011,Број,Кантон Сарајево,Ж,65503.0
2011,Број,Кантон 10,Ж,1921.0
2012,Број,Федерација Босне и Херцеговине,Оба пола,364552.0
2012,Број,Унско-сански кантон,Оба пола,18348.0
2012,Број,ПОсавски кантон,Оба пола,350.0
2012,Број,Тузлански кантон,Оба пола,87038.0
2012,Број,Зеничко-добојски кантон,Оба пола,61780.0
2012,Број,Босанско-подрињски кантон,Оба пола,
2012,Број,Средњобосански кантон,Оба пола,20320.0
2012,Број,Херцеговачко-неретвански кантон,Оба пола,13180.0
2012,Број,Западнохерцеговчки кантон,Оба пола,3944.0
2012,Број,Кантон Сарајево,Оба пола,155065.0
2012,Број,Кантон 10,Оба пола,4527.0
2012,Број,Федерација Босне и Херцеговине,M,184723.0
2012,Број,Унско-сански кантон,M,7074.0
2012,Број,ПОсавски кантон,M,170.0
2012,Број,Тузлански кантон,M,40077.0
2012,Број,Зеничко-добојски кантон,M,28689.0
2012,Број,Босанско-подрињски кантон,M,
2012,Број,Средњобосански кантон,M,9341.0
2012,Број,Херцеговачко-неретвански кантон,M,4865.0
2012,Број,Западнохерцеговчки кантон,M,2260.0
2012,Број,Кантон Сарајево,M,89973.0
2012,Број,Кантон 10,M,2274.0
2012,Број,Федерација Босне и Херцеговине,Ж,179829.0
2012,Број,Унско-сански кантон,Ж,11274.0
2012,Број,ПОсавски кантон,Ж,180.0
2012,Број,Тузлански кантон,Ж,46961.0
2012,Број,Зеничко-добојски кантон,Ж,33091.0
2012,Број,Босанско-подрињски кантон,Ж,
2012,Број,Средњобосански кантон,Ж,10979.0
2012,Број,Херцеговачко-неретвански кантон,Ж,8315.0
2012,Број,Западнохерцеговчки кантон,Ж,1684.0
2012,Број,Кантон Сарајево,Ж,65092.0
2012,Број,Кантон 10,Ж,2253.0
2013,Број,Федерација Босне и Херцеговине,Оба пола,312990.0
2013,Број,Унско-сански кантон,Оба пола,20984.0
2013,Број,ПОсавски кантон,Оба пола,423.0
2013,Број,Тузлански кантон,Оба пола,73700.0
2013,Број,Зеничко-добојски кантон,Оба пола,64654.0
2013,Број,Босанско-подрињски кантон,Оба пола,
2013,Број,Средњобосански кантон,Оба пола,18573.0
2013,Број,Херцеговачко-неретвански кантон,Оба пола,16085.0
2013,Број,Западнохерцеговчки кантон,Оба пола,4371.0
2013,Број,Кантон Сарајево,Оба пола,108806.0
2013,Број,Кантон 10,Оба пола,5394.0
2013,Број,Федерација Босне и Херцеговине,M,150170.0
2013,Број,Унско-сански кантон,M,8082.0
2013,Број,ПОсавски кантон,M,173.0
2013,Број,Тузлански кантон,M,28461.0
2013,Број,Зеничко-добојски кантон,M,29657.0
2013,Број,Босанско-подрињски кантон,M,
2013,Број,Средњобосански кантон,M,8949.0
2013,Број,Херцеговачко-неретвански кантон,M,7054.0
2013,Број,Западнохерцеговчки кантон,M,2151.0
2013,Број,Кантон Сарајево,M,63206.0
2013,Број,Кантон 10,M,2437.0
2013,Број,Федерација Босне и Херцеговине,Ж,162820.0
2013,Број,Унско-сански кантон,Ж,12902.0
2013,Број,ПОсавски кантон,Ж,250.0
2013,Број,Тузлански кантон,Ж,45239.0
2013,Број,Зеничко-добојски кантон,Ж,34997.0
2013,Број,Босанско-подрињски кантон,Ж,
2013,Број,Средњобосански кантон,Ж,9624.0
2013,Број,Херцеговачко-неретвански кантон,Ж,9031.0
2013,Број,Западнохерцеговчки кантон,Ж,2220.0
2013,Број,Кантон Сарајево,Ж,45600.0
2013,Број,Кантон 10,Ж,2957.0
2014,Број,Федерација Босне и Херцеговине,Оба пола,300743.0
2014,Број,Унско-сански кантон,Оба пола,21524.0
2014,Број,ПОсавски кантон,Оба пола,975.0
2014,Број,Тузлански кантон,Оба пола,63748.0
2014,Број,Зеничко-добојски кантон,Оба пола,59350.0
2014,Број,Босанско-подрињски кантон,Оба пола,10433.0
2014,Број,Средњобосански кантон,Оба пола,19890.0
