Year,UNIT_MEASURE,Value
2005,Број,3683
2006,Број,3767
2007,Број,3979
2008,Број,4117
2009,Број,4268
2010,Број,4355
2011,Број,4443
2012,Број,4519
2013,Број,4625
2014,Број,4801
2015,Број,4764
2016,Број,4755
2017,Број,4810
2018,Број,4922
2019,Број,5092
