Year,UNIT_MEASURE,Administrative area,Sex,Disabilities,Value
2013,Number,Ključ,M,hearing,107
2013,Number,Konjic,M,hearing,223
2013,Number,Kresevo,M,hearing,57
2013,Number,kupres-fbih,M,hearing,52
2013,Number,Livno,M,hearing,225
2013,Number,Lukavac,M,hearing,581
2013,Number,Ljubuski,M,hearing,192
2013,Number,Maglaj,M,hearing,239
2013,Number,Mostar,M,hearing,836
2013,Number,Neum,M,hearing,37
2013,Number,novi_grad_sarajevo,M,hearing,1014
2013,Number,Novi Travnik,M,hearing,247
2013,Number,novo_sarajevo,M,hearing,479
2013,Number,Odzak,M,hearing,125
2013,Number,Olovo,M,hearing,135
2013,Number,Orasje,M,hearing,189
2013,Number,pale-fbih,M,hearing,24
2013,Number,Posusje,M,hearing,166
2013,Number,Prozor,M,hearing,88
2013,Number,Ravno,M,hearing,23
2013,Number,Sanski Most,M,hearing,274
2013,Number,Sapna,M,hearing,76
2013,Number,Srebrenik,M,hearing,433
2013,Number,stari_grad_sarajevo,M,hearing,389
2013,Number,Stolac,M,hearing,105
2013,Number,Siroki Brijeg,M,hearing,157
2013,Number,Teocak,M,hearing,52
2013,Number,Tesanj,M,hearing,310
2013,Number,Tomislavgrad,M,hearing,127
2013,Number,Travnik,M,hearing,402
2013,Number,trnovo-fbih,M,hearing,21
2013,Number,Tuzla,M,hearing,1350
2013,Number,Usora,M,hearing,54
2013,Number,Vares,M,hearing,135
2013,Number,Velika Kladusa,M,hearing,432
2013,Number,Visoko,M,hearing,298
2013,Number,Vitez,M,hearing,249
2013,Number,vogosca,M,hearing,282
2013,Number,Zavidovici,M,hearing,428
2013,Number,Zenica,M,hearing,990
2013,Number,Zepce,M,hearing,273
2013,Number,Zivinice,M,hearing,656
2013,Number,Banovici,F,hearing,206
2013,Number,Bihac,F,hearing,603
2013,Number,Bosanska Krupa,F,hearing,282
2013,Number,Bosanski Petrovac,F,hearing,96
2013,Number,Bosansko Grahovo,F,hearing,36
2013,Number,Breza,F,hearing,123
2013,Number,Bugojno,F,hearing,297
2013,Number,Busovaca,F,hearing,142
2013,Number,Buzim,F,hearing,161
2013,Number,Cazin,F,hearing,537
2013,Number,centar_sarajevo,F,hearing,574
2013,Number,Capljina,F,hearing,211
2013,Number,Celic,F,hearing,144
2013,Number,Citluk,F,hearing,149
2013,Number,doboj-istok,F,hearing,98
2013,Number,doboj-jug,F,hearing,34
2013,Number,Dobretici,F,hearing,19
2013,Number,domaljevac-samac,F,hearing,50
2013,Number,Donji Vakuf,F,hearing,129
2013,Number,Drvar,F,hearing,144
2013,Number,foca-fbih,F,hearing,30
2013,Number,Fojnica,F,hearing,141
2013,Number,Glamoc,F,hearing,85
2013,Number,Gorazde,F,hearing,306
2013,Number,gornji_vakuf-uskoplje,F,hearing,181
2013,Number,Gracanica,F,hearing,386
2013,Number,Gradacac,F,hearing,379
2013,Number,Grude,F,hearing,153
2013,Number,hadzici,F,hearing,279
2013,Number,ilidza,F,hearing,616
2013,Number,ilijas,F,hearing,204
2013,Number,Jablanica,F,hearing,118
2013,Number,Jajce,F,hearing,249
2013,Number,Kakanj,F,hearing,309
2013,Number,Kalesija,F,hearing,299
2013,Number,Kiseljak,F,hearing,176
2013,Number,Kladanj,F,hearing,121
2013,Number,Ključ,F,hearing,119
2013,Number,Konjic,F,hearing,268
2013,Number,Kresevo,F,hearing,65
2013,Number,kupres-fbih,F,hearing,58
2013,Number,Livno,F,hearing,223
2013,Number,Lukavac,F,hearing,671
2013,Number,Ljubuski,F,hearing,222
2013,Number,Maglaj,F,hearing,261
2013,Number,Mostar,F,hearing,907
2013,Number,Neum,F,hearing,39
2013,Number,novi_grad_sarajevo,F,hearing,1283
2013,Number,Novi Travnik,F,hearing,226
2013,Number,novo_sarajevo,F,hearing,663
2013,Number,Odzak,F,hearing,146
2013,Number,Olovo,F,hearing,160
2013,Number,Orasje,F,hearing,198
2013,Number,pale-fbih,F,hearing,23
2013,Number,Posusje,F,hearing,126
2013,Number,Prozor,F,hearing,92
2013,Number,Ravno,F,hearing,20
2013,Number,Sanski Most,F,hearing,282
2013,Number,Sapna,F,hearing,72
2013,Number,Srebrenik,F,hearing,541
2013,Number,stari_grad_sarajevo,F,hearing,468
2013,Number,Stolac,F,hearing,136
2013,Number,Siroki Brijeg,F,hearing,181
2013,Number,Teocak,F,hearing,64
2013,Number,Tesanj,F,hearing,301
2013,Number,Tomislavgrad,F,hearing,143
2013,Number,Travnik,F,hearing,476
2013,Number,trnovo-fbih,F,hearing,25
2013,Number,Tuzla,F,hearing,1595
2013,Number,Usora,F,hearing,57
2013,Number,Vares,F,hearing,139
2013,Number,Velika Kladusa,F,hearing,449
2013,Number,Visoko,F,hearing,308
2013,Number,Vitez,F,hearing,244
2013,Number,vogosca,F,hearing,299
2013,Number,Zavidovici,F,hearing,386
2013,Number,Zenica,F,hearing,1022
2013,Number,Zepce,F,hearing,234
2013,Number,Zivinice,F,hearing,719
2013,Number,Banovici,Both sexes,walking,1134
2013,Number,Bihac,Both sexes,walking,3069
2013,Number,Bosanska Krupa,Both sexes,walking,1363
2013,Number,Bosanski Petrovac,Both sexes,walking,430
2013,Number,Bosansko Grahovo,Both sexes,walking,215
2013,Number,Breza,Both sexes,walking,857
2013,Number,Bugojno,Both sexes,walking,1558
2013,Number,Busovaca,Both sexes,walking,763
2013,Number,Buzim,Both sexes,walking,649
2013,Number,Cazin,Both sexes,walking,2684
2013,Number,centar_sarajevo,Both sexes,walking,3318
2013,Number,Capljina,Both sexes,walking,1079
2013,Number,Celic,Both sexes,walking,691
2013,Number,Citluk,Both sexes,walking,714
2013,Number,doboj-istok,Both sexes,walking,648
2013,Number,doboj-jug,Both sexes,walking,205
2013,Number,Dobretici,Both sexes,walking,128
2013,Number,domaljevac-samac,Both sexes,walking,249
2013,Number,Donji Vakuf,Both sexes,walking,731
2013,Number,Drvar,Both sexes,walking,626
2013,Number,foca-fbih,Both sexes,walking,138
2013,Number,Fojnica,Both sexes,walking,799
2013,Number,Glamoc,Both sexes,walking,277
2013,Number,Gorazde,Both sexes,walking,1525
2013,Number,gornji_vakuf-uskoplje,Both sexes,walking,829
2013,Number,Gracanica,Both sexes,walking,2298
2013,Number,Gradacac,Both sexes,walking,1925
2013,Number,Grude,Both sexes,walking,601
2013,Number,hadzici,Both sexes,walking,1385
2013,Number,ilidza,Both sexes,walking,3404
2013,Number,ilijas,Both sexes,walking,1054
2013,Number,Jablanica,Both sexes,walking,446
2013,Number,Jajce,Both sexes,walking,1333
2013,Number,Kakanj,Both sexes,walking,1498
2013,Number,Kalesija,Both sexes,walking,1844
2013,Number,Kiseljak,Both sexes,walking,956
2013,Number,Kladanj,Both sexes,walking,608
2013,Number,Ključ,Both sexes,walking,668
2013,Number,Konjic,Both sexes,walking,1295
2013,Number,Kresevo,Both sexes,walking,274
2013,Number,kupres-fbih,Both sexes,walking,212
2013,Number,Livno,Both sexes,walking,1102
2013,Number,Lukavac,Both sexes,walking,3253
2013,Number,Ljubuski,Both sexes,walking,1125
2013,Number,Maglaj,Both sexes,walking,1350
2013,Number,Mostar,Both sexes,walking,4730
2013,Number,Neum,Both sexes,walking,184
2013,Number,novi_grad_sarajevo,Both sexes,walking,6627
2013,Number,Novi Travnik,Both sexes,walking,1117
2013,Number,novo_sarajevo,Both sexes,walking,3679
2013,Number,Odzak,Both sexes,walking,696
2013,Number,Olovo,Both sexes,walking,735
2013,Number,Orasje,Both sexes,walking,1076
2013,Number,pale-fbih,Both sexes,walking,83
2013,Number,Posusje,Both sexes,walking,746
2013,Number,Prozor,Both sexes,walking,407
2013,Number,Ravno,Both sexes,walking,83
2013,Number,Sanski Most,Both sexes,walking,1388
2013,Number,Sapna,Both sexes,walking,410
2013,Number,Srebrenik,Both sexes,walking,2370
2013,Number,stari_grad_sarajevo,Both sexes,walking,2457
2013,Number,Stolac,Both sexes,walking,638
2013,Number,Siroki Brijeg,Both sexes,walking,891
2013,Number,Teocak,Both sexes,walking,330
2013,Number,Tesanj,Both sexes,walking,2057
2013,Number,Tomislavgrad,Both sexes,walking,665
2013,Number,Travnik,Both sexes,walking,2421
2013,Number,trnovo-fbih,Both sexes,walking,136
2013,Number,Tuzla,Both sexes,walking,8661
2013,Number,Usora,Both sexes,walking,302
2013,Number,Vares,Both sexes,walking,789
2013,Number,Velika Kladusa,Both sexes,walking,2048
2013,Number,Visoko,Both sexes,walking,1960
2013,Number,Vitez,Both sexes,walking,1284
2013,Number,vogosca,Both sexes,walking,1576
2013,Number,Zavidovici,Both sexes,walking,2318
2013,Number,Zenica,Both sexes,walking,5558
2013,Number,Zepce,Both sexes,walking,1432
2013,Number,Zivinice,Both sexes,walking,3658
2013,Number,Banovici,M,walking,456
2013,Number,Bihac,M,walking,1377
2013,Number,Bosanska Krupa,M,walking,632
2013,Number,Bosanski Petrovac,M,walking,177
2013,Number,Bosansko Grahovo,M,walking,77
2013,Number,Breza,M,walking,359
2013,Number,Bugojno,M,walking,695
2013,Number,Busovaca,M,walking,334
2013,Number,Buzim,M,walking,351
2013,Number,Cazin,M,walking,1326
2013,Number,centar_sarajevo,M,walking,1231
2013,Number,Capljina,M,walking,504
2013,Number,Celic,M,walking,295
2013,Number,Citluk,M,walking,294
2013,Number,doboj-istok,M,walking,292
2013,Number,doboj-jug,M,walking,94
2013,Number,Dobretici,M,walking,83
2013,Number,domaljevac-samac,M,walking,104
2013,Number,Donji Vakuf,M,walking,349
2013,Number,Drvar,M,walking,244
2013,Number,foca-fbih,M,walking,55
2013,Number,Fojnica,M,walking,359
2013,Number,Glamoc,M,walking,100
2013,Number,Gorazde,M,walking,610
2013,Number,gornji_vakuf-uskoplje,M,walking,393
2013,Number,Gracanica,M,walking,976
2013,Number,Gradacac,M,walking,800
2013,Number,Grude,M,walking,248
2013,Number,hadzici,M,walking,580
2013,Number,ilidza,M,walking,1407
2013,Number,ilijas,M,walking,431
2013,Number,Jablanica,M,walking,200
2013,Number,Jajce,M,walking,587
2013,Number,Kakanj,M,walking,616
2013,Number,Kalesija,M,walking,768
2013,Number,Kiseljak,M,walking,399
2013,Number,Kladanj,M,walking,260
2013,Number,Ključ,M,walking,283
2013,Number,Konjic,M,walking,551
2013,Number,Kresevo,M,walking,91
2013,Number,kupres-fbih,M,walking,88
2013,Number,Livno,M,walking,477
2013,Number,Lukavac,M,walking,1247
2013,Number,Ljubuski,M,walking,478
2013,Number,Maglaj,M,walking,553
2013,Number,Mostar,M,walking,2043
2013,Number,Neum,M,walking,64
2013,Number,novi_grad_sarajevo,M,walking,2604
2013,Number,Novi Travnik,M,walking,505
2013,Number,novo_sarajevo,M,walking,1350
2013,Number,Odzak,M,walking,292
2013,Number,Olovo,M,walking,280
2013,Number,Orasje,M,walking,470
2013,Number,pale-fbih,M,walking,31
2013,Number,Posusje,M,walking,404
2013,Number,Prozor,M,walking,162
2013,Number,Ravno,M,walking,31
2013,Number,Sanski Most,M,walking,620
2013,Number,Sapna,M,walking,209
2013,Number,Srebrenik,M,walking,905
2013,Number,stari_grad_sarajevo,M,walking,958
2013,Number,Stolac,M,walking,265
2013,Number,Siroki Brijeg,M,walking,373
2013,Number,Teocak,M,walking,147
2013,Number,Tesanj,M,walking,885
2013,Number,Tomislavgrad,M,walking,307
2013,Number,Travnik,M,walking,1045
2013,Number,trnovo-fbih,M,walking,54
2013,Number,Tuzla,M,walking,3310
2013,Number,Usora,M,walking,135
2013,Number,Vares,M,walking,323
2013,Number,Velika Kladusa,M,walking,914
2013,Number,Visoko,M,walking,820
2013,Number,Vitez,M,walking,566
2013,Number,vogosca,M,walking,625
2013,Number,Zavidovici,M,walking,986
2013,Number,Zenica,M,walking,2316
2013,Number,Zepce,M,walking,636
2013,Number,Zivinice,M,walking,1445
2013,Number,Banovici,F,walking,678
2013,Number,Bihac,F,walking,1692
2013,Number,Bosanska Krupa,F,walking,731
2013,Number,Bosanski Petrovac,F,walking,253
2013,Number,Bosansko Grahovo,F,walking,138
2013,Number,Breza,F,walking,498
2013,Number,Bugojno,F,walking,863
2013,Number,Busovaca,F,walking,429
2013,Number,Buzim,F,walking,298
2013,Number,Cazin,F,walking,1358
2013,Number,centar_sarajevo,F,walking,2087
2013,Number,Capljina,F,walking,575
2013,Number,Celic,F,walking,396
2013,Number,Citluk,F,walking,420
2013,Number,doboj-istok,F,walking,356
2013,Number,doboj-jug,F,walking,111
2013,Number,Dobretici,F,walking,45
2013,Number,domaljevac-samac,F,walking,145
2013,Number,Donji Vakuf,F,walking,382
2013,Number,Drvar,F,walking,382
2013,Number,foca-fbih,F,walking,83
2013,Number,Fojnica,F,walking,440
2013,Number,Glamoc,F,walking,177
2013,Number,Gorazde,F,walking,915
2013,Number,gornji_vakuf-uskoplje,F,walking,436
2013,Number,Gracanica,F,walking,1322
2013,Number,Gradacac,F,walking,1125
2013,Number,Grude,F,walking,353
2013,Number,hadzici,F,walking,805
2013,Number,ilidza,F,walking,1997
2013,Number,ilijas,F,walking,623
2013,Number,Jablanica,F,walking,246
2013,Number,Jajce,F,walking,746
2013,Number,Kakanj,F,walking,882
2013,Number,Kalesija,F,walking,1076
2013,Number,Kiseljak,F,walking,557
2013,Number,Kladanj,F,walking,348
2013,Number,Ključ,F,walking,385
2013,Number,Konjic,F,walking,744
2013,Number,Kresevo,F,walking,183
2013,Number,kupres-fbih,F,walking,124
2013,Number,Livno,F,walking,625
2013,Number,Lukavac,F,walking,2006
2013,Number,Ljubuski,F,walking,647
2013,Number,Maglaj,F,walking,797
2013,Number,Mostar,F,walking,2687
2013,Number,Neum,F,walking,120
2013,Number,novi_grad_sarajevo,F,walking,4023
2013,Number,Novi Travnik,F,walking,612
2013,Number,novo_sarajevo,F,walking,2329
2013,Number,Odzak,F,walking,404
2013,Number,Olovo,F,walking,455
2013,Number,Orasje,F,walking,606
2013,Number,pale-fbih,F,walking,52
2013,Number,Posusje,F,walking,342
2013,Number,Prozor,F,walking,245
2013,Number,Ravno,F,walking,52
2013,Number,Sanski Most,F,walking,768
2013,Number,Sapna,F,walking,201
2013,Number,Srebrenik,F,walking,1465
2013,Number,stari_grad_sarajevo,F,walking,1499
2013,Number,Stolac,F,walking,373
2013,Number,Siroki Brijeg,F,walking,518
2013,Number,Teocak,F,walking,183
2013,Number,Tesanj,F,walking,1172
2013,Number,Tomislavgrad,F,walking,358
2013,Number,Travnik,F,walking,1376
2013,Number,trnovo-fbih,F,walking,82
2013,Number,Tuzla,F,walking,5351
2013,Number,Usora,F,walking,167
2013,Number,Vares,F,walking,466
2013,Number,Velika Kladusa,F,walking,1134
2013,Number,Visoko,F,walking,1140
2013,Number,Vitez,F,walking,718
2013,Number,vogosca,F,walking,951
2013,Number,Zavidovici,F,walking,1332
2013,Number,Zenica,F,walking,3242
2013,Number,Zepce,F,walking,796
2013,Number,Zivinice,F,walking,2213
2013,Number,Banovici,Both sexes,memory,282
2013,Number,Bihac,Both sexes,memory,850
2013,Number,Bosanska Krupa,Both sexes,memory,490
2013,Number,Bosanski Petrovac,Both sexes,memory,138
2013,Number,Bosansko Grahovo,Both sexes,memory,46
2013,Number,Breza,Both sexes,memory,207
2013,Number,Bugojno,Both sexes,memory,512
2013,Number,Busovaca,Both sexes,memory,221
2013,Number,Buzim,Both sexes,memory,296
2013,Number,Cazin,Both sexes,memory,981
2013,Number,centar_sarajevo,Both sexes,memory,799
2013,Number,Capljina,Both sexes,memory,336
2013,Number,Celic,Both sexes,memory,182
2013,Number,Citluk,Both sexes,memory,200
2013,Number,doboj-istok,Both sexes,memory,340
2013,Number,doboj-jug,Both sexes,memory,45
2013,Number,Dobretici,Both sexes,memory,40
2013,Number,domaljevac-samac,Both sexes,memory,95
2013,Number,Donji Vakuf,Both sexes,memory,206
2013,Number,Drvar,Both sexes,memory,155
2013,Number,foca-fbih,Both sexes,memory,31
2013,Number,Fojnica,Both sexes,memory,727
2013,Number,Glamoc,Both sexes,memory,89
2013,Number,Gorazde,Both sexes,memory,463
2013,Number,gornji_vakuf-uskoplje,Both sexes,memory,247
2013,Number,Gracanica,Both sexes,memory,660
2013,Number,Gradacac,Both sexes,memory,623
2013,Number,Grude,Both sexes,memory,239
2013,Number,hadzici,Both sexes,memory,650
2013,Number,ilidza,Both sexes,memory,978
2013,Number,ilijas,Both sexes,memory,382
2013,Number,Jablanica,Both sexes,memory,129
2013,Number,Jajce,Both sexes,memory,346
2013,Number,Kakanj,Both sexes,memory,443
2013,Number,Kalesija,Both sexes,memory,646
2013,Number,Kiseljak,Both sexes,memory,300
2013,Number,Kladanj,Both sexes,memory,218
2013,Number,Ključ,Both sexes,memory,197
2013,Number,Konjic,Both sexes,memory,379
2013,Number,Kresevo,Both sexes,memory,102
2013,Number,kupres-fbih,Both sexes,memory,100
2013,Number,Livno,Both sexes,memory,306
2013,Number,Lukavac,Both sexes,memory,1044
2013,Number,Ljubuski,Both sexes,memory,324
2013,Number,Maglaj,Both sexes,memory,385
2013,Number,Mostar,Both sexes,memory,1316
2013,Number,Neum,Both sexes,memory,40
2013,Number,novi_grad_sarajevo,Both sexes,memory,1760
2013,Number,Novi Travnik,Both sexes,memory,364
2013,Number,novo_sarajevo,Both sexes,memory,952
2013,Number,Odzak,Both sexes,memory,229
2013,Number,Olovo,Both sexes,memory,221
2013,Number,Orasje,Both sexes,memory,291
2013,Number,pale-fbih,Both sexes,memory,34
2013,Number,Posusje,Both sexes,memory,213
2013,Number,Prozor,Both sexes,memory,136
2013,Number,Ravno,Both sexes,memory,19
2013,Number,Sanski Most,Both sexes,memory,467
2013,Number,Sapna,Both sexes,memory,117
2013,Number,Srebrenik,Both sexes,memory,866
2013,Number,stari_grad_sarajevo,Both sexes,memory,663
2013,Number,Stolac,Both sexes,memory,252
2013,Number,Siroki Brijeg,Both sexes,memory,238
2013,Number,Teocak,Both sexes,memory,91
2013,Number,Tesanj,Both sexes,memory,594
2013,Number,Tomislavgrad,Both sexes,memory,192
2013,Number,Travnik,Both sexes,memory,724
2013,Number,trnovo-fbih,Both sexes,memory,37
2013,Number,Tuzla,Both sexes,memory,2819
2013,Number,Usora,Both sexes,memory,88
2013,Number,Vares,Both sexes,memory,221
2013,Number,Velika Kladusa,Both sexes,memory,801
2013,Number,Visoko,Both sexes,memory,552
2013,Number,Vitez,Both sexes,memory,363
2013,Number,vogosca,Both sexes,memory,491
2013,Number,Zavidovici,Both sexes,memory,648
2013,Number,Zenica,Both sexes,memory,1568
2013,Number,Zepce,Both sexes,memory,401
2013,Number,Zivinice,Both sexes,memory,1404
2013,Number,Banovici,M,memory,96
2013,Number,Bihac,M,memory,406
2013,Number,Bosanska Krupa,M,memory,248
2013,Number,Bosanski Petrovac,M,memory,66
2013,Number,Bosansko Grahovo,M,memory,18
2013,Number,Breza,M,memory,93
2013,Number,Bugojno,M,memory,251
2013,Number,Busovaca,M,memory,111
2013,Number,Buzim,M,memory,154
2013,Number,Cazin,M,memory,492
2013,Number,centar_sarajevo,M,memory,351
2013,Number,Capljina,M,memory,160
2013,Number,Celic,M,memory,85
2013,Number,Citluk,M,memory,89
2013,Number,doboj-istok,M,memory,139
2013,Number,doboj-jug,M,memory,20
2013,Number,Dobretici,M,memory,26
2013,Number,domaljevac-samac,M,memory,54
2013,Number,Donji Vakuf,M,memory,99
2013,Number,Drvar,M,memory,67
2013,Number,foca-fbih,M,memory,15
2013,Number,Fojnica,M,memory,391
2013,Number,Glamoc,M,memory,47
2013,Number,Gorazde,M,memory,182
2013,Number,gornji_vakuf-uskoplje,M,memory,125
2013,Number,Gracanica,M,memory,289
2013,Number,Gradacac,M,memory,294
2013,Number,Grude,M,memory,109
2013,Number,hadzici,M,memory,334
2013,Number,ilidza,M,memory,405
2013,Number,ilijas,M,memory,167
2013,Number,Jablanica,M,memory,52
2013,Number,Jajce,M,memory,167
2013,Number,Kakanj,M,memory,192
2013,Number,Kalesija,M,memory,288
2013,Number,Kiseljak,M,memory,133
2013,Number,Kladanj,M,memory,82
2013,Number,Ključ,M,memory,85
2013,Number,Konjic,M,memory,185
2013,Number,Kresevo,M,memory,40
2013,Number,kupres-fbih,M,memory,45
2013,Number,Livno,M,memory,153
2013,Number,Lukavac,M,memory,412
2013,Number,Ljubuski,M,memory,157
2013,Number,Maglaj,M,memory,162
2013,Number,Mostar,M,memory,617
2013,Number,Neum,M,memory,19
2013,Number,novi_grad_sarajevo,M,memory,718
2013,Number,Novi Travnik,M,memory,179
2013,Number,novo_sarajevo,M,memory,396
2013,Number,Odzak,M,memory,108
2013,Number,Olovo,M,memory,87
2013,Number,Orasje,M,memory,131
2013,Number,pale-fbih,M,memory,15
2013,Number,Posusje,M,memory,110
2013,Number,Prozor,M,memory,61
2013,Number,Ravno,M,memory,8
2013,Number,Sanski Most,M,memory,234
2013,Number,Sapna,M,memory,51
2013,Number,Srebrenik,M,memory,364
2013,Number,stari_grad_sarajevo,M,memory,284
2013,Number,Stolac,M,memory,126
2013,Number,Siroki Brijeg,M,memory,114
2013,Number,Teocak,M,memory,45
2013,Number,Tesanj,M,memory,258
2013,Number,Tomislavgrad,M,memory,94
2013,Number,Travnik,M,memory,313
2013,Number,trnovo-fbih,M,memory,13
2013,Number,Tuzla,M,memory,1183
2013,Number,Usora,M,memory,38
2013,Number,Vares,M,memory,95
2013,Number,Velika Kladusa,M,memory,374
2013,Number,Visoko,M,memory,252
2013,Number,Vitez,M,memory,170
2013,Number,vogosca,M,memory,224
2013,Number,Zavidovici,M,memory,307
2013,Number,Zenica,M,memory,693
2013,Number,Zepce,M,memory,186
2013,Number,Zivinice,M,memory,617
2013,Number,Banovici,F,memory,186
2013,Number,Bihac,F,memory,444
2013,Number,Bosanska Krupa,F,memory,242
2013,Number,Bosanski Petrovac,F,memory,72
2013,Number,Bosansko Grahovo,F,memory,28
2013,Number,Breza,F,memory,114
2013,Number,Bugojno,F,memory,261
2013,Number,Busovaca,F,memory,110
2013,Number,Buzim,F,memory,142
2013,Number,Cazin,F,memory,489
2013,Number,centar_sarajevo,F,memory,448
2013,Number,Capljina,F,memory,176
2013,Number,Celic,F,memory,97
2013,Number,Citluk,F,memory,111
2013,Number,doboj-istok,F,memory,201
2013,Number,doboj-jug,F,memory,25
2013,Number,Dobretici,F,memory,14
2013,Number,domaljevac-samac,F,memory,41
2013,Number,Donji Vakuf,F,memory,107
2013,Number,Drvar,F,memory,88
2013,Number,foca-fbih,F,memory,16
2013,Number,Fojnica,F,memory,336
2013,Number,Glamoc,F,memory,42
2013,Number,Gorazde,F,memory,281
2013,Number,gornji_vakuf-uskoplje,F,memory,122
2013,Number,Gracanica,F,memory,371
2013,Number,Gradacac,F,memory,329
2013,Number,Grude,F,memory,130
2013,Number,hadzici,F,memory,316
2013,Number,ilidza,F,memory,573
2013,Number,ilijas,F,memory,215
2013,Number,Jablanica,F,memory,77
2013,Number,Jajce,F,memory,179
2013,Number,Kakanj,F,memory,251
2013,Number,Kalesija,F,memory,358
2013,Number,Kiseljak,F,memory,167
2013,Number,Kladanj,F,memory,136
2013,Number,Ključ,F,memory,112
2013,Number,Konjic,F,memory,194
2013,Number,Kresevo,F,memory,62
2013,Number,kupres-fbih,F,memory,55
2013,Number,Livno,F,memory,153
2013,Number,Lukavac,F,memory,632
2013,Number,Ljubuski,F,memory,167
2013,Number,Maglaj,F,memory,223
2013,Number,Mostar,F,memory,699
2013,Number,Neum,F,memory,21
2013,Number,novi_grad_sarajevo,F,memory,1042
2013,Number,Novi Travnik,F,memory,185
2013,Number,novo_sarajevo,F,memory,556
2013,Number,Odzak,F,memory,121
2013,Number,Olovo,F,memory,134
2013,Number,Orasje,F,memory,160
2013,Number,pale-fbih,F,memory,19
2013,Number,Posusje,F,memory,103
2013,Number,Prozor,F,memory,75
2013,Number,Ravno,F,memory,11
2013,Number,Sanski Most,F,memory,233
2013,Number,Sapna,F,memory,66
2013,Number,Srebrenik,F,memory,502
2013,Number,stari_grad_sarajevo,F,memory,379
2013,Number,Stolac,F,memory,126
2013,Number,Siroki Brijeg,F,memory,124
2013,Number,Teocak,F,memory,46
2013,Number,Tesanj,F,memory,336
2013,Number,Tomislavgrad,F,memory,98
2013,Number,Travnik,F,memory,411
2013,Number,trnovo-fbih,F,memory,24
2013,Number,Tuzla,F,memory,1636
2013,Number,Usora,F,memory,50
2013,Number,Vares,F,memory,126
2013,Number,Velika Kladusa,F,memory,427
2013,Number,Visoko,F,memory,300
2013,Number,Vitez,F,memory,193
2013,Number,vogosca,F,memory,267
2013,Number,Zavidovici,F,memory,341
2013,Number,Zenica,F,memory,875
2013,Number,Zepce,F,memory,215
2013,Number,Zivinice,F,memory,787
2013,Number,Banovici,Both sexes,dressing,217
2013,Number,Bihac,Both sexes,dressing,655
2013,Number,Bosanska Krupa,Both sexes,dressing,298
2013,Number,Bosanski Petrovac,Both sexes,dressing,131
2013,Number,Bosansko Grahovo,Both sexes,dressing,47
2013,Number,Breza,Both sexes,dressing,167
2013,Number,Bugojno,Both sexes,dressing,362
2013,Number,Busovaca,Both sexes,dressing,134
2013,Number,Buzim,Both sexes,dressing,186
2013,Number,Cazin,Both sexes,dressing,600
2013,Number,centar_sarajevo,Both sexes,dressing,635
2013,Number,Capljina,Both sexes,dressing,254
2013,Number,Celic,Both sexes,dressing,110
2013,Number,Citluk,Both sexes,dressing,166
2013,Number,doboj-istok,Both sexes,dressing,217
2013,Number,doboj-jug,Both sexes,dressing,29
2013,Number,Dobretici,Both sexes,dressing,22
2013,Number,domaljevac-samac,Both sexes,dressing,42
2013,Number,Donji Vakuf,Both sexes,dressing,142
2013,Number,Drvar,Both sexes,dressing,139
2013,Number,foca-fbih,Both sexes,dressing,20
2013,Number,Fojnica,Both sexes,dressing,220
2013,Number,Glamoc,Both sexes,dressing,60
2013,Number,Gorazde,Both sexes,dressing,294
2013,Number,gornji_vakuf-uskoplje,Both sexes,dressing,145
2013,Number,Gracanica,Both sexes,dressing,435
2013,Number,Gradacac,Both sexes,dressing,462
2013,Number,Grude,Both sexes,dressing,193
2013,Number,hadzici,Both sexes,dressing,449
2013,Number,ilidza,Both sexes,dressing,767
2013,Number,ilijas,Both sexes,dressing,246
2013,Number,Jablanica,Both sexes,dressing,101
2013,Number,Jajce,Both sexes,dressing,261
2013,Number,Kakanj,Both sexes,dressing,421
2013,Number,Kalesija,Both sexes,dressing,333
2013,Number,Kiseljak,Both sexes,dressing,216
2013,Number,Kladanj,Both sexes,dressing,115
2013,Number,Ključ,Both sexes,dressing,136
2013,Number,Konjic,Both sexes,dressing,252
2013,Number,Kresevo,Both sexes,dressing,68
2013,Number,kupres-fbih,Both sexes,dressing,81
2013,Number,Livno,Both sexes,dressing,246
2013,Number,Lukavac,Both sexes,dressing,674
2013,Number,Ljubuski,Both sexes,dressing,263
2013,Number,Maglaj,Both sexes,dressing,226
2013,Number,Mostar,Both sexes,dressing,970
2013,Number,Neum,Both sexes,dressing,28
2013,Number,novi_grad_sarajevo,Both sexes,dressing,1361
2013,Number,Novi Travnik,Both sexes,dressing,261
2013,Number,novo_sarajevo,Both sexes,dressing,743
2013,Number,Odzak,Both sexes,dressing,167
2013,Number,Olovo,Both sexes,dressing,143
2013,Number,Orasje,Both sexes,dressing,166
2013,Number,pale-fbih,Both sexes,dressing,16
2013,Number,Posusje,Both sexes,dressing,132
2013,Number,Prozor,Both sexes,dressing,86
2013,Number,Ravno,Both sexes,dressing,9
2013,Number,Sanski Most,Both sexes,dressing,322
2013,Number,Sapna,Both sexes,dressing,67
2013,Number,Srebrenik,Both sexes,dressing,496
2013,Number,stari_grad_sarajevo,Both sexes,dressing,460
2013,Number,Stolac,Both sexes,dressing,221
2013,Number,Siroki Brijeg,Both sexes,dressing,188
2013,Number,Teocak,Both sexes,dressing,63
2013,Number,Tesanj,Both sexes,dressing,465
