Year,UNIT_MEASURE,Administrative area,Sex,Disabilities,Value
2013,Number,Tomislavgrad,Both sexes,dressing,164
2013,Number,Travnik,Both sexes,dressing,594
2013,Number,trnovo-fbih,Both sexes,dressing,22
2013,Number,Tuzla,Both sexes,dressing,1716
2013,Number,Usora,Both sexes,dressing,53
2013,Number,Vares,Both sexes,dressing,160
2013,Number,Velika Kladusa,Both sexes,dressing,423
2013,Number,Visoko,Both sexes,dressing,432
2013,Number,Vitez,Both sexes,dressing,275
2013,Number,vogosca,Both sexes,dressing,326
2013,Number,Zavidovici,Both sexes,dressing,420
2013,Number,Zenica,Both sexes,dressing,1202
2013,Number,Zepce,Both sexes,dressing,232
2013,Number,Zivinice,Both sexes,dressing,725
2013,Number,Banovici,M,dressing,81
2013,Number,Bihac,M,dressing,301
2013,Number,Bosanska Krupa,M,dressing,147
2013,Number,Bosanski Petrovac,M,dressing,57
2013,Number,Bosansko Grahovo,M,dressing,14
2013,Number,Breza,M,dressing,73
2013,Number,Bugojno,M,dressing,178
2013,Number,Busovaca,M,dressing,68
2013,Number,Buzim,M,dressing,103
2013,Number,Cazin,M,dressing,292
2013,Number,centar_sarajevo,M,dressing,227
2013,Number,Capljina,M,dressing,115
2013,Number,Celic,M,dressing,50
2013,Number,Citluk,M,dressing,60
2013,Number,doboj-istok,M,dressing,107
2013,Number,doboj-jug,M,dressing,12
2013,Number,Dobretici,M,dressing,15
2013,Number,domaljevac-samac,M,dressing,17
2013,Number,Donji Vakuf,M,dressing,65
2013,Number,Drvar,M,dressing,61
2013,Number,foca-fbih,M,dressing,9
2013,Number,Fojnica,M,dressing,96
2013,Number,Glamoc,M,dressing,27
2013,Number,Gorazde,M,dressing,119
2013,Number,gornji_vakuf-uskoplje,M,dressing,72
2013,Number,Gracanica,M,dressing,175
2013,Number,Gradacac,M,dressing,209
2013,Number,Grude,M,dressing,80
2013,Number,hadzici,M,dressing,221
2013,Number,ilidza,M,dressing,295
2013,Number,ilijas,M,dressing,98
2013,Number,Jablanica,M,dressing,48
2013,Number,Jajce,M,dressing,115
2013,Number,Kakanj,M,dressing,182
2013,Number,Kalesija,M,dressing,155
2013,Number,Kiseljak,M,dressing,88
2013,Number,Kladanj,M,dressing,48
2013,Number,Ključ,M,dressing,52
2013,Number,Konjic,M,dressing,109
2013,Number,Kresevo,M,dressing,27
2013,Number,kupres-fbih,M,dressing,34
2013,Number,Livno,M,dressing,101
2013,Number,Lukavac,M,dressing,286
2013,Number,Ljubuski,M,dressing,101
2013,Number,Maglaj,M,dressing,86
2013,Number,Mostar,M,dressing,386
2013,Number,Neum,M,dressing,9
2013,Number,novi_grad_sarajevo,M,dressing,544
2013,Number,Novi Travnik,M,dressing,112
2013,Number,novo_sarajevo,M,dressing,286
2013,Number,Odzak,M,dressing,69
2013,Number,Olovo,M,dressing,58
2013,Number,Orasje,M,dressing,73
2013,Number,pale-fbih,M,dressing,7
2013,Number,Posusje,M,dressing,58
2013,Number,Prozor,M,dressing,33
2013,Number,Ravno,M,dressing,2
2013,Number,Sanski Most,M,dressing,163
2013,Number,Sapna,M,dressing,34
2013,Number,Srebrenik,M,dressing,195
2013,Number,stari_grad_sarajevo,M,dressing,185
2013,Number,Stolac,M,dressing,106
2013,Number,Siroki Brijeg,M,dressing,70
2013,Number,Teocak,M,dressing,32
2013,Number,Tesanj,M,dressing,186
2013,Number,Tomislavgrad,M,dressing,67
2013,Number,Travnik,M,dressing,249
2013,Number,trnovo-fbih,M,dressing,7
2013,Number,Tuzla,M,dressing,682
2013,Number,Usora,M,dressing,22
2013,Number,Vares,M,dressing,61
2013,Number,Velika Kladusa,M,dressing,187
2013,Number,Visoko,M,dressing,189
2013,Number,Vitez,M,dressing,107
2013,Number,vogosca,M,dressing,146
2013,Number,Zavidovici,M,dressing,197
2013,Number,Zenica,M,dressing,509
2013,Number,Zepce,M,dressing,111
2013,Number,Zivinice,M,dressing,299
2013,Number,Banovici,F,dressing,136
2013,Number,Bihac,F,dressing,354
2013,Number,Bosanska Krupa,F,dressing,151
2013,Number,Bosanski Petrovac,F,dressing,74
2013,Number,Bosansko Grahovo,F,dressing,33
2013,Number,Breza,F,dressing,94
2013,Number,Bugojno,F,dressing,184
2013,Number,Busovaca,F,dressing,66
2013,Number,Buzim,F,dressing,83
2013,Number,Cazin,F,dressing,308
2013,Number,centar_sarajevo,F,dressing,408
2013,Number,Capljina,F,dressing,139
2013,Number,Celic,F,dressing,60
2013,Number,Citluk,F,dressing,106
2013,Number,doboj-istok,F,dressing,110
2013,Number,doboj-jug,F,dressing,17
2013,Number,Dobretici,F,dressing,7
2013,Number,domaljevac-samac,F,dressing,25
2013,Number,Donji Vakuf,F,dressing,77
2013,Number,Drvar,F,dressing,78
2013,Number,foca-fbih,F,dressing,11
2013,Number,Fojnica,F,dressing,124
2013,Number,Glamoc,F,dressing,33
2013,Number,Gorazde,F,dressing,175
2013,Number,gornji_vakuf-uskoplje,F,dressing,73
2013,Number,Gracanica,F,dressing,260
2013,Number,Gradacac,F,dressing,253
2013,Number,Grude,F,dressing,113
2013,Number,hadzici,F,dressing,228
2013,Number,ilidza,F,dressing,472
2013,Number,ilijas,F,dressing,148
2013,Number,Jablanica,F,dressing,53
2013,Number,Jajce,F,dressing,146
2013,Number,Kakanj,F,dressing,239
2013,Number,Kalesija,F,dressing,178
2013,Number,Kiseljak,F,dressing,128
2013,Number,Kladanj,F,dressing,67
2013,Number,Ključ,F,dressing,84
2013,Number,Konjic,F,dressing,143
2013,Number,Kresevo,F,dressing,41
2013,Number,kupres-fbih,F,dressing,47
2013,Number,Livno,F,dressing,145
2013,Number,Lukavac,F,dressing,388
2013,Number,Ljubuski,F,dressing,162
2013,Number,Maglaj,F,dressing,140
2013,Number,Mostar,F,dressing,584
2013,Number,Neum,F,dressing,19
2013,Number,novi_grad_sarajevo,F,dressing,817
2013,Number,Novi Travnik,F,dressing,149
2013,Number,novo_sarajevo,F,dressing,457
2013,Number,Odzak,F,dressing,98
2013,Number,Olovo,F,dressing,85
2013,Number,Orasje,F,dressing,93
2013,Number,pale-fbih,F,dressing,9
2013,Number,Posusje,F,dressing,74
2013,Number,Prozor,F,dressing,53
2013,Number,Ravno,F,dressing,7
2013,Number,Sanski Most,F,dressing,159
2013,Number,Sapna,F,dressing,33
2013,Number,Srebrenik,F,dressing,301
2013,Number,stari_grad_sarajevo,F,dressing,275
2013,Number,Stolac,F,dressing,115
2013,Number,Siroki Brijeg,F,dressing,118
2013,Number,Teocak,F,dressing,31
2013,Number,Tesanj,F,dressing,279
2013,Number,Tomislavgrad,F,dressing,97
2013,Number,Travnik,F,dressing,345
2013,Number,trnovo-fbih,F,dressing,15
2013,Number,Tuzla,F,dressing,1034
2013,Number,Usora,F,dressing,31
2013,Number,Vares,F,dressing,99
2013,Number,Velika Kladusa,F,dressing,236
2013,Number,Visoko,F,dressing,243
2013,Number,Vitez,F,dressing,168
2013,Number,vogosca,F,dressing,180
2013,Number,Zavidovici,F,dressing,223
2013,Number,Zenica,F,dressing,693
2013,Number,Zepce,F,dressing,121
2013,Number,Zivinice,F,dressing,426
2013,Number,Banovici,Both sexes,communication,185
2013,Number,Bihac,Both sexes,communication,491
2013,Number,Bosanska Krupa,Both sexes,communication,269
2013,Number,Bosanski Petrovac,Both sexes,communication,98
2013,Number,Bosansko Grahovo,Both sexes,communication,31
2013,Number,Breza,Both sexes,communication,132
2013,Number,Bugojno,Both sexes,communication,305
2013,Number,Busovaca,Both sexes,communication,114
2013,Number,Buzim,Both sexes,communication,190
2013,Number,Cazin,Both sexes,communication,583
2013,Number,centar_sarajevo,Both sexes,communication,386
2013,Number,Capljina,Both sexes,communication,217
2013,Number,Celic,Both sexes,communication,90
2013,Number,Citluk,Both sexes,communication,130
2013,Number,doboj-istok,Both sexes,communication,214
2013,Number,doboj-jug,Both sexes,communication,23
2013,Number,Dobretici,Both sexes,communication,27
2013,Number,domaljevac-samac,Both sexes,communication,44
2013,Number,Donji Vakuf,Both sexes,communication,108
2013,Number,Drvar,Both sexes,communication,100
2013,Number,foca-fbih,Both sexes,communication,17
2013,Number,Fojnica,Both sexes,communication,604
2013,Number,Glamoc,Both sexes,communication,44
2013,Number,Gorazde,Both sexes,communication,226
2013,Number,gornji_vakuf-uskoplje,Both sexes,communication,164
2013,Number,Gracanica,Both sexes,communication,335
2013,Number,Gradacac,Both sexes,communication,356
2013,Number,Grude,Both sexes,communication,172
2013,Number,hadzici,Both sexes,communication,405
2013,Number,ilidza,Both sexes,communication,537
2013,Number,ilijas,Both sexes,communication,212
2013,Number,Jablanica,Both sexes,communication,85
2013,Number,Jajce,Both sexes,communication,206
2013,Number,Kakanj,Both sexes,communication,320
2013,Number,Kalesija,Both sexes,communication,275
2013,Number,Kiseljak,Both sexes,communication,177
2013,Number,Kladanj,Both sexes,communication,100
2013,Number,Ključ,Both sexes,communication,100
2013,Number,Konjic,Both sexes,communication,208
2013,Number,Kresevo,Both sexes,communication,45
2013,Number,kupres-fbih,Both sexes,communication,87
2013,Number,Livno,Both sexes,communication,209
2013,Number,Lukavac,Both sexes,communication,497
2013,Number,Ljubuski,Both sexes,communication,230
2013,Number,Maglaj,Both sexes,communication,224
2013,Number,Mostar,Both sexes,communication,816
2013,Number,Neum,Both sexes,communication,22
2013,Number,novi_grad_sarajevo,Both sexes,communication,956
2013,Number,Novi Travnik,Both sexes,communication,210
2013,Number,novo_sarajevo,Both sexes,communication,505
2013,Number,Odzak,Both sexes,communication,141
2013,Number,Olovo,Both sexes,communication,115
2013,Number,Orasje,Both sexes,communication,152
2013,Number,pale-fbih,Both sexes,communication,8
2013,Number,Posusje,Both sexes,communication,147
2013,Number,Prozor,Both sexes,communication,87
2013,Number,Ravno,Both sexes,communication,13
2013,Number,Sanski Most,Both sexes,communication,328
2013,Number,Sapna,Both sexes,communication,58
2013,Number,Srebrenik,Both sexes,communication,427
2013,Number,stari_grad_sarajevo,Both sexes,communication,367
2013,Number,Stolac,Both sexes,communication,171
2013,Number,Siroki Brijeg,Both sexes,communication,181
2013,Number,Teocak,Both sexes,communication,49
2013,Number,Tesanj,Both sexes,communication,356
2013,Number,Tomislavgrad,Both sexes,communication,155
2013,Number,Travnik,Both sexes,communication,440
2013,Number,trnovo-fbih,Both sexes,communication,17
2013,Number,Tuzla,Both sexes,communication,1319
2013,Number,Usora,Both sexes,communication,45
2013,Number,Vares,Both sexes,communication,107
2013,Number,Velika Kladusa,Both sexes,communication,408
2013,Number,Visoko,Both sexes,communication,327
2013,Number,Vitez,Both sexes,communication,216
2013,Number,vogosca,Both sexes,communication,252
2013,Number,Zavidovici,Both sexes,communication,369
2013,Number,Zenica,Both sexes,communication,958
2013,Number,Zepce,Both sexes,communication,243
2013,Number,Zivinice,Both sexes,communication,643
2013,Number,Banovici,M,communication,76
2013,Number,Bihac,M,communication,256
2013,Number,Bosanska Krupa,M,communication,138
2013,Number,Bosanski Petrovac,M,communication,47
2013,Number,Bosansko Grahovo,M,communication,13
2013,Number,Breza,M,communication,70
2013,Number,Bugojno,M,communication,152
2013,Number,Busovaca,M,communication,65
2013,Number,Buzim,M,communication,106
2013,Number,Cazin,M,communication,312
2013,Number,centar_sarajevo,M,communication,169
2013,Number,Capljina,M,communication,116
2013,Number,Celic,M,communication,41
2013,Number,Citluk,M,communication,56
2013,Number,doboj-istok,M,communication,106
2013,Number,doboj-jug,M,communication,10
2013,Number,Dobretici,M,communication,18
2013,Number,domaljevac-samac,M,communication,26
2013,Number,Donji Vakuf,M,communication,47
2013,Number,Drvar,M,communication,46
2013,Number,foca-fbih,M,communication,8
2013,Number,Fojnica,M,communication,344
2013,Number,Glamoc,M,communication,22
2013,Number,Gorazde,M,communication,92
2013,Number,gornji_vakuf-uskoplje,M,communication,83
2013,Number,Gracanica,M,communication,167
2013,Number,Gradacac,M,communication,174
2013,Number,Grude,M,communication,68
2013,Number,hadzici,M,communication,209
2013,Number,ilidza,M,communication,257
2013,Number,ilijas,M,communication,105
2013,Number,Jablanica,M,communication,44
2013,Number,Jajce,M,communication,104
2013,Number,Kakanj,M,communication,165
2013,Number,Kalesija,M,communication,139
2013,Number,Kiseljak,M,communication,85
2013,Number,Kladanj,M,communication,50
2013,Number,Ključ,M,communication,44
2013,Number,Konjic,M,communication,101
2013,Number,Kresevo,M,communication,24
2013,Number,kupres-fbih,M,communication,38
2013,Number,Livno,M,communication,97
2013,Number,Lukavac,M,communication,234
2013,Number,Ljubuski,M,communication,114
2013,Number,Maglaj,M,communication,92
2013,Number,Mostar,M,communication,379
2013,Number,Neum,M,communication,7
2013,Number,novi_grad_sarajevo,M,communication,440
2013,Number,Novi Travnik,M,communication,96
2013,Number,novo_sarajevo,M,communication,227
2013,Number,Odzak,M,communication,62
2013,Number,Olovo,M,communication,47
2013,Number,Orasje,M,communication,77
2013,Number,pale-fbih,M,communication,3
2013,Number,Posusje,M,communication,80
2013,Number,Prozor,M,communication,42
2013,Number,Ravno,M,communication,6
2013,Number,Sanski Most,M,communication,177
2013,Number,Sapna,M,communication,34
2013,Number,Srebrenik,M,communication,211
2013,Number,stari_grad_sarajevo,M,communication,170
2013,Number,Stolac,M,communication,87
2013,Number,Siroki Brijeg,M,communication,94
2013,Number,Teocak,M,communication,28
2013,Number,Tesanj,M,communication,162
2013,Number,Tomislavgrad,M,communication,74
2013,Number,Travnik,M,communication,210
2013,Number,trnovo-fbih,M,communication,7
2013,Number,Tuzla,M,communication,619
2013,Number,Usora,M,communication,22
2013,Number,Vares,M,communication,52
2013,Number,Velika Kladusa,M,communication,209
2013,Number,Visoko,M,communication,160
2013,Number,Vitez,M,communication,102
2013,Number,vogosca,M,communication,128
2013,Number,Zavidovici,M,communication,184
2013,Number,Zenica,M,communication,484
2013,Number,Zepce,M,communication,128
2013,Number,Zivinice,M,communication,308
2013,Number,Banovici,F,communication,109
2013,Number,Bihac,F,communication,235
2013,Number,Bosanska Krupa,F,communication,131
2013,Number,Bosanski Petrovac,F,communication,51
2013,Number,Bosansko Grahovo,F,communication,18
2013,Number,Breza,F,communication,62
2013,Number,Bugojno,F,communication,153
2013,Number,Busovaca,F,communication,49
2013,Number,Buzim,F,communication,84
2013,Number,Cazin,F,communication,271
2013,Number,centar_sarajevo,F,communication,217
2013,Number,Capljina,F,communication,101
2013,Number,Celic,F,communication,49
2013,Number,Citluk,F,communication,74
2013,Number,doboj-istok,F,communication,108
2013,Number,doboj-jug,F,communication,13
2013,Number,Dobretici,F,communication,9
2013,Number,domaljevac-samac,F,communication,18
2013,Number,Donji Vakuf,F,communication,61
2013,Number,Drvar,F,communication,54
2013,Number,foca-fbih,F,communication,9
2013,Number,Fojnica,F,communication,260
2013,Number,Glamoc,F,communication,22
2013,Number,Gorazde,F,communication,134
2013,Number,gornji_vakuf-uskoplje,F,communication,81
2013,Number,Gracanica,F,communication,168
2013,Number,Gradacac,F,communication,182
2013,Number,Grude,F,communication,104
2013,Number,hadzici,F,communication,196
2013,Number,ilidza,F,communication,280
2013,Number,ilijas,F,communication,107
2013,Number,Jablanica,F,communication,41
2013,Number,Jajce,F,communication,102
2013,Number,Kakanj,F,communication,155
2013,Number,Kalesija,F,communication,136
2013,Number,Kiseljak,F,communication,92
2013,Number,Kladanj,F,communication,50
2013,Number,Ključ,F,communication,56
2013,Number,Konjic,F,communication,107
2013,Number,Kresevo,F,communication,21
2013,Number,kupres-fbih,F,communication,49
2013,Number,Livno,F,communication,112
2013,Number,Lukavac,F,communication,263
2013,Number,Ljubuski,F,communication,116
2013,Number,Maglaj,F,communication,132
2013,Number,Mostar,F,communication,437
2013,Number,Neum,F,communication,15
2013,Number,novi_grad_sarajevo,F,communication,516
2013,Number,Novi Travnik,F,communication,114
2013,Number,novo_sarajevo,F,communication,278
2013,Number,Odzak,F,communication,79
2013,Number,Olovo,F,communication,68
2013,Number,Orasje,F,communication,75
2013,Number,pale-fbih,F,communication,5
2013,Number,Posusje,F,communication,67
2013,Number,Prozor,F,communication,45
2013,Number,Ravno,F,communication,7
2013,Number,Sanski Most,F,communication,151
2013,Number,Sapna,F,communication,24
2013,Number,Srebrenik,F,communication,216
2013,Number,stari_grad_sarajevo,F,communication,197
2013,Number,Stolac,F,communication,84
2013,Number,Siroki Brijeg,F,communication,87
2013,Number,Teocak,F,communication,21
2013,Number,Tesanj,F,communication,194
2013,Number,Tomislavgrad,F,communication,81
2013,Number,Travnik,F,communication,230
2013,Number,trnovo-fbih,F,communication,10
2013,Number,Tuzla,F,communication,700
2013,Number,Usora,F,communication,23
2013,Number,Vares,F,communication,55
2013,Number,Velika Kladusa,F,communication,199
2013,Number,Visoko,F,communication,167
2013,Number,Vitez,F,communication,114
2013,Number,vogosca,F,communication,124
2013,Number,Zavidovici,F,communication,185
2013,Number,Zenica,F,communication,474
2013,Number,Zepce,F,communication,115
2013,Number,Zivinice,F,communication,335
2013,Number,Banovici,Both sexes,Multiple disabilities,640
2013,Number,Bihac,Both sexes,Multiple disabilities,1780
2013,Number,Bosanska Krupa,Both sexes,Multiple disabilities,911
2013,Number,Bosanski Petrovac,Both sexes,Multiple disabilities,272
2013,Number,Bosansko Grahovo,Both sexes,Multiple disabilities,148
2013,Number,Breza,Both sexes,Multiple disabilities,442
2013,Number,Bugojno,Both sexes,Multiple disabilities,921
2013,Number,Busovaca,Both sexes,Multiple disabilities,450
2013,Number,Buzim,Both sexes,Multiple disabilities,438
2013,Number,Cazin,Both sexes,Multiple disabilities,1654
2013,Number,centar_sarajevo,Both sexes,Multiple disabilities,1789
2013,Number,Capljina,Both sexes,Multiple disabilities,647
2013,Number,Celic,Both sexes,Multiple disabilities,427
2013,Number,Citluk,Both sexes,Multiple disabilities,418
2013,Number,doboj-istok,Both sexes,Multiple disabilities,403
2013,Number,doboj-jug,Both sexes,Multiple disabilities,115
2013,Number,Dobretici,Both sexes,Multiple disabilities,65
2013,Number,domaljevac-samac,Both sexes,Multiple disabilities,171
2013,Number,Donji Vakuf,Both sexes,Multiple disabilities,406
2013,Number,Drvar,Both sexes,Multiple disabilities,398
2013,Number,foca-fbih,Both sexes,Multiple disabilities,72
2013,Number,Fojnica,Both sexes,Multiple disabilities,946
2013,Number,Glamoc,Both sexes,Multiple disabilities,203
2013,Number,Gorazde,Both sexes,Multiple disabilities,907
2013,Number,gornji_vakuf-uskoplje,Both sexes,Multiple disabilities,478
2013,Number,Gracanica,Both sexes,Multiple disabilities,1298
2013,Number,Gradacac,Both sexes,Multiple disabilities,1151
2013,Number,Grude,Both sexes,Multiple disabilities,377
2013,Number,hadzici,Both sexes,Multiple disabilities,973
2013,Number,ilidza,Both sexes,Multiple disabilities,1907
2013,Number,ilijas,Both sexes,Multiple disabilities,660
2013,Number,Jablanica,Both sexes,Multiple disabilities,274
2013,Number,Jajce,Both sexes,Multiple disabilities,757
2013,Number,Kakanj,Both sexes,Multiple disabilities,898
2013,Number,Kalesija,Both sexes,Multiple disabilities,1179
2013,Number,Kiseljak,Both sexes,Multiple disabilities,569
2013,Number,Kladanj,Both sexes,Multiple disabilities,389
2013,Number,Ključ,Both sexes,Multiple disabilities,349
2013,Number,Konjic,Both sexes,Multiple disabilities,720
2013,Number,Kresevo,Both sexes,Multiple disabilities,164
2013,Number,kupres-fbih,Both sexes,Multiple disabilities,141
2013,Number,Livno,Both sexes,Multiple disabilities,595
2013,Number,Lukavac,Both sexes,Multiple disabilities,2034
2013,Number,Ljubuski,Both sexes,Multiple disabilities,633
2013,Number,Maglaj,Both sexes,Multiple disabilities,770
2013,Number,Mostar,Both sexes,Multiple disabilities,2580
2013,Number,Neum,Both sexes,Multiple disabilities,107
2013,Number,novi_grad_sarajevo,Both sexes,Multiple disabilities,3772
2013,Number,Novi Travnik,Both sexes,Multiple disabilities,714
2013,Number,novo_sarajevo,Both sexes,Multiple disabilities,1938
2013,Number,Odzak,Both sexes,Multiple disabilities,393
2013,Number,Olovo,Both sexes,Multiple disabilities,431
2013,Number,Orasje,Both sexes,Multiple disabilities,563
2013,Number,pale-fbih,Both sexes,Multiple disabilities,51
2013,Number,Posusje,Both sexes,Multiple disabilities,398
2013,Number,Prozor,Both sexes,Multiple disabilities,232
2013,Number,Ravno,Both sexes,Multiple disabilities,40
2013,Number,Sanski Most,Both sexes,Multiple disabilities,831
2013,Number,Sapna,Both sexes,Multiple disabilities,215
2013,Number,Srebrenik,Both sexes,Multiple disabilities,1583
2013,Number,stari_grad_sarajevo,Both sexes,Multiple disabilities,1390
2013,Number,Stolac,Both sexes,Multiple disabilities,430
2013,Number,Siroki Brijeg,Both sexes,Multiple disabilities,486
2013,Number,Teocak,Both sexes,Multiple disabilities,177
2013,Number,Tesanj,Both sexes,Multiple disabilities,1103
2013,Number,Tomislavgrad,Both sexes,Multiple disabilities,368
2013,Number,Travnik,Both sexes,Multiple disabilities,1480
2013,Number,trnovo-fbih,Both sexes,Multiple disabilities,74
2013,Number,Tuzla,Both sexes,Multiple disabilities,5315
2013,Number,Usora,Both sexes,Multiple disabilities,148
2013,Number,Vares,Both sexes,Multiple disabilities,482
2013,Number,Velika Kladusa,Both sexes,Multiple disabilities,1323
2013,Number,Visoko,Both sexes,Multiple disabilities,1069
2013,Number,Vitez,Both sexes,Multiple disabilities,737
2013,Number,vogosca,Both sexes,Multiple disabilities,939
2013,Number,Zavidovici,Both sexes,Multiple disabilities,1338
2013,Number,Zenica,Both sexes,Multiple disabilities,3314
2013,Number,Zepce,Both sexes,Multiple disabilities,814
2013,Number,Zivinice,Both sexes,Multiple disabilities,2382
2013,Number,Banovici,M,Multiple disabilities,229
2013,Number,Bihac,M,Multiple disabilities,782
2013,Number,Bosanska Krupa,M,Multiple disabilities,431
2013,Number,Bosanski Petrovac,M,Multiple disabilities,117
2013,Number,Bosansko Grahovo,M,Multiple disabilities,56
2013,Number,Breza,M,Multiple disabilities,194
2013,Number,Bugojno,M,Multiple disabilities,408
2013,Number,Busovaca,M,Multiple disabilities,206
2013,Number,Buzim,M,Multiple disabilities,228
2013,Number,Cazin,M,Multiple disabilities,779
2013,Number,centar_sarajevo,M,Multiple disabilities,668
2013,Number,Capljina,M,Multiple disabilities,293
2013,Number,Celic,M,Multiple disabilities,185
2013,Number,Citluk,M,Multiple disabilities,179
2013,Number,doboj-istok,M,Multiple disabilities,186
2013,Number,doboj-jug,M,Multiple disabilities,52
2013,Number,Dobretici,M,Multiple disabilities,42
2013,Number,domaljevac-samac,M,Multiple disabilities,81
2013,Number,Donji Vakuf,M,Multiple disabilities,200
2013,Number,Drvar,M,Multiple disabilities,148
2013,Number,foca-fbih,M,Multiple disabilities,31
2013,Number,Fojnica,M,Multiple disabilities,477
2013,Number,Glamoc,M,Multiple disabilities,89
2013,Number,Gorazde,M,Multiple disabilities,372
2013,Number,gornji_vakuf-uskoplje,M,Multiple disabilities,215
2013,Number,Gracanica,M,Multiple disabilities,551
2013,Number,Gradacac,M,Multiple disabilities,487
2013,Number,Grude,M,Multiple disabilities,159
2013,Number,hadzici,M,Multiple disabilities,446
2013,Number,ilidza,M,Multiple disabilities,763
2013,Number,ilijas,M,Multiple disabilities,275
2013,Number,Jablanica,M,Multiple disabilities,112
2013,Number,Jajce,M,Multiple disabilities,337
2013,Number,Kakanj,M,Multiple disabilities,371
2013,Number,Kalesija,M,Multiple disabilities,521
2013,Number,Kiseljak,M,Multiple disabilities,245
2013,Number,Kladanj,M,Multiple disabilities,156
2013,Number,Ključ,M,Multiple disabilities,143
2013,Number,Konjic,M,Multiple disabilities,300
2013,Number,Kresevo,M,Multiple disabilities,61
2013,Number,kupres-fbih,M,Multiple disabilities,57
2013,Number,Livno,M,Multiple disabilities,265
2013,Number,Lukavac,M,Multiple disabilities,794
2013,Number,Ljubuski,M,Multiple disabilities,258
2013,Number,Maglaj,M,Multiple disabilities,313
2013,Number,Mostar,M,Multiple disabilities,1081
2013,Number,Neum,M,Multiple disabilities,41
2013,Number,novi_grad_sarajevo,M,Multiple disabilities,1445
2013,Number,Novi Travnik,M,Multiple disabilities,329
2013,Number,novo_sarajevo,M,Multiple disabilities,722
2013,Number,Odzak,M,Multiple disabilities,169
2013,Number,Olovo,M,Multiple disabilities,153
2013,Number,Orasje,M,Multiple disabilities,232
2013,Number,pale-fbih,M,Multiple disabilities,20
2013,Number,Posusje,M,Multiple disabilities,210
2013,Number,Prozor,M,Multiple disabilities,97
2013,Number,Ravno,M,Multiple disabilities,15
2013,Number,Sanski Most,M,Multiple disabilities,376
2013,Number,Sapna,M,Multiple disabilities,102
2013,Number,Srebrenik,M,Multiple disabilities,613
2013,Number,stari_grad_sarajevo,M,Multiple disabilities,536
2013,Number,Stolac,M,Multiple disabilities,192
2013,Number,Siroki Brijeg,M,Multiple disabilities,205
2013,Number,Teocak,M,Multiple disabilities,70
2013,Number,Tesanj,M,Multiple disabilities,451
2013,Number,Tomislavgrad,M,Multiple disabilities,159
2013,Number,Travnik,M,Multiple disabilities,616
2013,Number,trnovo-fbih,M,Multiple disabilities,31
2013,Number,Tuzla,M,Multiple disabilities,2063
2013,Number,Usora,M,Multiple disabilities,59
2013,Number,Vares,M,Multiple disabilities,189
2013,Number,Velika Kladusa,M,Multiple disabilities,588
2013,Number,Visoko,M,Multiple disabilities,464
2013,Number,Vitez,M,Multiple disabilities,305
2013,Number,vogosca,M,Multiple disabilities,392
2013,Number,Zavidovici,M,Multiple disabilities,583
2013,Number,Zenica,M,Multiple disabilities,1372
2013,Number,Zepce,M,Multiple disabilities,347
2013,Number,Zivinice,M,Multiple disabilities,984
2013,Number,Banovici,F,Multiple disabilities,411
2013,Number,Bihac,F,Multiple disabilities,998
2013,Number,Bosanska Krupa,F,Multiple disabilities,480
2013,Number,Bosanski Petrovac,F,Multiple disabilities,155
2013,Number,Bosansko Grahovo,F,Multiple disabilities,92
2013,Number,Breza,F,Multiple disabilities,248
2013,Number,Bugojno,F,Multiple disabilities,513
2013,Number,Busovaca,F,Multiple disabilities,244
2013,Number,Buzim,F,Multiple disabilities,210
2013,Number,Cazin,F,Multiple disabilities,875
2013,Number,centar_sarajevo,F,Multiple disabilities,1121
2013,Number,Capljina,F,Multiple disabilities,354
2013,Number,Celic,F,Multiple disabilities,242
2013,Number,Citluk,F,Multiple disabilities,239
2013,Number,doboj-istok,F,Multiple disabilities,217
2013,Number,doboj-jug,F,Multiple disabilities,63
2013,Number,Dobretici,F,Multiple disabilities,23
2013,Number,domaljevac-samac,F,Multiple disabilities,90
2013,Number,Donji Vakuf,F,Multiple disabilities,206
2013,Number,Drvar,F,Multiple disabilities,250
2013,Number,foca-fbih,F,Multiple disabilities,41
2013,Number,Fojnica,F,Multiple disabilities,469
2013,Number,Glamoc,F,Multiple disabilities,114
2013,Number,Gorazde,F,Multiple disabilities,535
2013,Number,gornji_vakuf-uskoplje,F,Multiple disabilities,263
2013,Number,Gracanica,F,Multiple disabilities,747
2013,Number,Gradacac,F,Multiple disabilities,664
2013,Number,Grude,F,Multiple disabilities,218
2013,Number,hadzici,F,Multiple disabilities,527
2013,Number,ilidza,F,Multiple disabilities,1144
2013,Number,ilijas,F,Multiple disabilities,385
2013,Number,Jablanica,F,Multiple disabilities,162
2013,Number,Jajce,F,Multiple disabilities,420
2013,Number,Kakanj,F,Multiple disabilities,527
2013,Number,Kalesija,F,Multiple disabilities,658
2013,Number,Kiseljak,F,Multiple disabilities,324
2013,Number,Kladanj,F,Multiple disabilities,233
2013,Number,Ključ,F,Multiple disabilities,206
2013,Number,Konjic,F,Multiple disabilities,420
2013,Number,Kresevo,F,Multiple disabilities,103
2013,Number,kupres-fbih,F,Multiple disabilities,84
2013,Number,Livno,F,Multiple disabilities,330
2013,Number,Lukavac,F,Multiple disabilities,1240
2013,Number,Ljubuski,F,Multiple disabilities,375
2013,Number,Maglaj,F,Multiple disabilities,457
