Year,UNIT_MEASURE,Value
2007,Број,43.8
2008,Број,35.8
2009,Број,47.1
2010,Број,39.0
2011,Број,35.1
2012,Број,41.4
2013,Број,26.1
2014,Број,17.7
2015,Број,45.7
2016,Број,51.1
2017,Број,49.6
