Year,UNIT_MEASURE,Sex,Value
2018,Number,Both sexes,981
2019,Number,Both sexes,1022
2020,Number,Both sexes,1208
2018,Number,M,508
2019,Number,M,492
2020,Number,M,606
2018,Number,F,473
2019,Number,F,530
2020,Number,F,602
