Year,UNIT_MEASURE,Value
2007,Number,797
2008,Number,818
2009,Number,820
2010,Number,831
2011,Number,834
2012,Number,847
2013,Number,755
2014,Number,737
2015,Number,717
2016,Number,704
2017,Number,687
2018,Number,689
2019,Number,701
