Year,UNIT_MEASURE,Value
1996,permil,25.7
1997,permil,68.4
1998,permil,77.1
1999,permil,84.1
2000,permil,84.9
2001,permil,100.8
2002,permil,110.5
2003,permil,89.6
2004,permil,62.6
2005,permil,70.9
2006,permil,71.7
2007,permil,69.6
2008,permil,62.9
2009,permil,58.9
2010,permil,76.5
2011,permil,97.0
2012,permil,97.5
2013,permil,119.8
2014,permil,110.2
2015,permil,115.8
2016,permil,113.0
2017,permil,132.8
2018,permil,139.6
2019,permil,136.4
2020,permil,142.8
2021,permil,137.4
2022,permil,154.3
